osmid,name,highway,maxspeed,oneway,reversed,length,ref,bridge,geometry
39353596,Bezručova,residential,50,False,True,61.979,,,"LINESTRING (13.9912918 50.4785429, 13.9915757 50.4790702)"
"[971429480, 39353596, 971429479]",Bezručova,residential,50,False,False,111.004,,yes,"LINESTRING (13.9912918 50.4785429, 13.991257 50.4784819, 13.9912104 50.4784011, 13.9911735 50.4783411, 13.9910579 50.4781956, 13.9906063 50.4776464)"
39353598,Lipová,residential,50,False,True,166.68600000000004,,,"LINESTRING (13.9912918 50.4785429, 13.9914778 50.4783946, 13.9925244 50.4781135, 13.9925616 50.4780736, 13.9926287 50.4780016, 13.9932963 50.4778352)"
39353597,Lipová,residential,50,False,False,56.811,,,"LINESTRING (13.9907907 50.4791774, 13.9915757 50.4790702)"
39353596,Bezručova,residential,50,False,False,61.979,,,"LINESTRING (13.9915757 50.4790702, 13.9912918 50.4785429)"
39353596,Bezručova,residential,50,False,True,77.406,,,"LINESTRING (13.9915757 50.4790702, 13.9919364 50.4797274)"
39353597,Lipová,residential,50,False,False,159.838,,,"LINESTRING (13.9915757 50.4790702, 13.9937035 50.4785877)"
39353597,Lipová,residential,50,False,True,56.811,,,"LINESTRING (13.9915757 50.4790702, 13.9907907 50.4791774)"
39353597,Lipová,residential,50,False,True,55.974,,,"LINESTRING (13.9944534 50.4784275, 13.9937035 50.4785877)"
267011576,Sv. Čecha,residential,50,False,False,78.556,,,"LINESTRING (13.9944534 50.4784275, 13.9948233 50.4790936)"
39353598,Lipová,residential,50,False,False,33.783,,,"LINESTRING (13.9944534 50.4784275, 13.9944016 50.478326, 13.9942914 50.4781418)"
39353592,Sv. Čecha,residential,50,False,False,216.091,,,"LINESTRING (13.9948233 50.4790936, 13.9919364 50.4797274)"
267011576,Sv. Čecha,residential,50,False,True,78.556,,,"LINESTRING (13.9948233 50.4790936, 13.9944534 50.4784275)"
39353592,Sv. Čecha,residential,50,False,True,97.509,,,"LINESTRING (13.9948233 50.4790936, 13.9954659 50.4789294, 13.9961025 50.4787675)"
43305030,Žlábkova,residential,50,False,False,50.751,,,"LINESTRING (13.9905706 50.4749571, 13.9912758 50.4748741)"
43305030,Žlábkova,residential,50,False,True,44.177,,,"LINESTRING (13.9905706 50.4749571, 13.9899467 50.4749708)"
185904158,,residential,,False,False,76.396,,,"LINESTRING (13.9905706 50.4749571, 13.9906393 50.4751578, 13.9907217 50.4754031, 13.9908636 50.4756155)"
97470783,Paříkovo nám.,residential,,True,False,18.779,,,"LINESTRING (13.9907311 50.4761718, 13.9908572 50.4763204)"
"[97469625, 566598346]",Paříkovo nám.,residential,50,False,False,117.106,,,"LINESTRING (13.9907311 50.4761718, 13.9906281 50.4761289, 13.9905242 50.4760486, 13.9903719 50.4760093, 13.9902596 50.4760081, 13.9901473 50.4760209, 13.9898242 50.4761206, 13.989978 50.4763432, 13.9900732 50.4764809)"
43305030,Žlábkova,residential,50,False,True,45.668,,,"LINESTRING (13.9919189 50.4748399, 13.9912758 50.4748741)"
185904135,,residential,50,False,False,48.358,,,"LINESTRING (13.9919189 50.4748399, 13.9919976 50.4746725, 13.9921766 50.4744386)"
267011592,Žlábkova,residential,50,False,False,208.78099999999998,,,"LINESTRING (13.9919189 50.4748399, 13.9920636 50.4748685, 13.992338 50.4750091, 13.9925106 50.4751188, 13.9926976 50.4752566, 13.9930557 50.4757228, 13.9932656 50.4761943, 13.9932829 50.4764047)"
267011592,Žlábkova,residential,50,False,True,44.464,,,"LINESTRING (13.9919189 50.4748399, 13.9915312 50.4747042, 13.9913744 50.4746407)"
43305032,,residential,50,False,True,272.444,,,"LINESTRING (13.9913744 50.4746407, 13.9913306 50.4743664, 13.9912868 50.4737219, 13.9912098 50.4733266, 13.9912288 50.4731864, 13.9913031 50.4730389, 13.9912616 50.4729519, 13.9911312 50.4729043, 13.9901647 50.472698)"
185904168,Žlábkova,residential,,False,False,27.194000000000003,,,"LINESTRING (13.9913744 50.4746407, 13.9913347 50.4746823, 13.9913033 50.474751, 13.9912758 50.4748741)"
267011592,Žlábkova,residential,50,False,False,44.464,,,"LINESTRING (13.9913744 50.4746407, 13.9915312 50.4747042, 13.9919189 50.4748399)"
154854038,Masarykova,tertiary,50,False,True,27.052,,,"LINESTRING (13.9912365 50.4762901, 13.9908572 50.4763204)"
43305028,Sokolská,residential,,False,True,100.89600000000002,,,"LINESTRING (13.9912365 50.4762901, 13.9913612 50.4766681, 13.9914337 50.4768877, 13.991589 50.4771675)"
154854038,Masarykova,tertiary,50,False,False,68.748,,,"LINESTRING (13.9912365 50.4762901, 13.9914017 50.4762718, 13.9916148 50.4762559, 13.9920009 50.4762665, 13.9921964 50.4763008)"
43305034,Paříkovo nám.,residential,50,True,False,111.46600000000001,,,"LINESTRING (13.9921964 50.4763008, 13.9921236 50.4761227, 13.9920398 50.4760122, 13.9919456 50.4758618, 13.9916927 50.4759168, 13.9911515 50.4760337)"
154854038,Masarykova,tertiary,50,False,False,77.999,,,"LINESTRING (13.9921964 50.4763008, 13.9924917 50.4763545, 13.9932829 50.4764047)"
154854038,Masarykova,tertiary,50,False,True,68.74799999999999,,,"LINESTRING (13.9921964 50.4763008, 13.9920009 50.4762665, 13.9916148 50.4762559, 13.9914017 50.4762718, 13.9912365 50.4762901)"
43305028,Sokolská,residential,,False,True,3.821,,,"LINESTRING (13.991589 50.4771675, 13.991607 50.4771999)"
566598311,Sokolská,residential,50,False,True,87.586,,,"LINESTRING (13.991589 50.4771675, 13.9906063 50.4776464)"
43305028,Sokolská,residential,,False,False,100.89600000000002,,,"LINESTRING (13.991589 50.4771675, 13.9914337 50.4768877, 13.9913612 50.4766681, 13.9912365 50.4762901)"
566598311,Sokolská,residential,50,False,False,70.748,,,"LINESTRING (13.991589 50.4771675, 13.9918364 50.4770358, 13.9920119 50.4770116, 13.992479 50.4771209)"
267011574,Stará struha,residential,50,False,False,28.954,,,"LINESTRING (13.992479 50.4771209, 13.9926392 50.4773605)"
566598351,,residential,,False,False,44.926,,,"LINESTRING (13.992479 50.4771209, 13.9922373 50.4767473)"
566598311,Sokolská,residential,50,False,True,70.748,,,"LINESTRING (13.992479 50.4771209, 13.9920119 50.4770116, 13.9918364 50.4770358, 13.991589 50.4771675)"
39353598,Lipová,residential,50,False,False,166.68599999999998,,,"LINESTRING (13.9932963 50.4778352, 13.9926287 50.4780016, 13.9925616 50.4780736, 13.9925244 50.4781135, 13.9914778 50.4783946, 13.9912918 50.4785429)"
39353598,Lipová,residential,50,False,True,108.31299999999999,,,"LINESTRING (13.9932963 50.4778352, 13.9938847 50.4776836, 13.9939852 50.4776813, 13.9940504 50.4777179, 13.9942914 50.4781418)"
43968146,Lipová,residential,50,False,False,53.206,,,"LINESTRING (13.9932963 50.4778352, 13.9933985 50.4780238, 13.9935448 50.4782868)"
43968147,,residential,50,False,False,45.24,,,"LINESTRING (13.9929392 50.4784172, 13.9935448 50.4782868)"
39353597,Lipová,residential,50,False,False,55.974,,,"LINESTRING (13.9937035 50.4785877, 13.9944534 50.4784275)"
39353597,Lipová,residential,50,False,True,159.838,,,"LINESTRING (13.9937035 50.4785877, 13.9915757 50.4790702)"
43968146,Lipová,residential,50,False,True,35.293,,,"LINESTRING (13.9937035 50.4785877, 13.9935448 50.4782868)"
43968147,,residential,50,False,True,55.236,,,"LINESTRING (13.9942914 50.4781418, 13.9935448 50.4782868)"
39353598,Lipová,residential,50,False,False,108.31299999999999,,,"LINESTRING (13.9942914 50.4781418, 13.9940504 50.4777179, 13.9939852 50.4776813, 13.9938847 50.4776836, 13.9932963 50.4778352)"
39353598,Lipová,residential,50,False,True,33.783,,,"LINESTRING (13.9942914 50.4781418, 13.9944016 50.478326, 13.9944534 50.4784275)"
43968146,Lipová,residential,50,False,False,35.293,,,"LINESTRING (13.9935448 50.4782868, 13.9937035 50.4785877)"
43968147,,residential,50,False,False,55.236,,,"LINESTRING (13.9935448 50.4782868, 13.9942914 50.4781418)"
43968147,,residential,50,False,True,45.24,,,"LINESTRING (13.9935448 50.4782868, 13.9929392 50.4784172)"
43968146,Lipová,residential,50,False,True,53.206,,,"LINESTRING (13.9935448 50.4782868, 13.9933985 50.4780238, 13.9932963 50.4778352)"
43305031,Žlábkova,residential,50,False,False,314.286,,,"LINESTRING (13.9858328 50.4759421, 13.986086 50.4758021, 13.9865215 50.4756713, 13.9868896 50.4755608, 13.9872268 50.4754705, 13.9875011 50.4754057, 13.9888338 50.4750939, 13.9890957 50.4750326, 13.9894044 50.4749868, 13.9899467 50.4749708)"
61892613,Dlažkovická,tertiary,50,False,True,147.305,23756,,"LINESTRING (13.9858328 50.4759421, 13.9862896 50.4760915, 13.9865824 50.4762735, 13.9867236 50.4764184, 13.9870598 50.4769434)"
43305030,Žlábkova,residential,50,False,False,44.177,,,"LINESTRING (13.9899467 50.4749708, 13.9905706 50.4749571)"
43305030,Žlábkova,residential,50,False,True,158.828,,,"LINESTRING (13.9899467 50.4749708, 13.9896308 50.4750785, 13.9893538 50.4752009, 13.9883289 50.4758486, 13.9882805 50.4759075)"
43305031,Žlábkova,residential,50,False,True,314.28599999999994,,,"LINESTRING (13.9899467 50.4749708, 13.9894044 50.4749868, 13.9890957 50.4750326, 13.9888338 50.4750939, 13.9875011 50.4754057, 13.9872268 50.4754705, 13.9868896 50.4755608, 13.9865215 50.4756713, 13.986086 50.4758021, 13.9858328 50.4759421)"
"[97469625, 566598346]",Paříkovo nám.,residential,50,False,True,117.10600000000001,,,"LINESTRING (13.9900732 50.4764809, 13.989978 50.4763432, 13.9898242 50.4761206, 13.9901473 50.4760209, 13.9902596 50.4760081, 13.9903719 50.4760093, 13.9905242 50.4760486, 13.9906281 50.4761289, 13.9907311 50.4761718)"
"[267011561, 28153878]","['Masarykova', 'Havlíčkovo nám.']",tertiary,50,False,True,222.73799999999997,,,"LINESTRING (13.9900732 50.4764809, 13.989677 50.4766577, 13.9889372 50.4770196, 13.9881832 50.477289, 13.9877819 50.4773841, 13.987361 50.4774606)"
"[651335672, 154854038]",Masarykova,tertiary,50,False,False,58.598,,,"LINESTRING (13.9900732 50.4764809, 13.9902067 50.4764383, 13.9904859 50.4763699, 13.9907429 50.476332, 13.9908572 50.4763204)"
154854038,Masarykova,tertiary,50,False,False,27.052,,,"LINESTRING (13.9908572 50.4763204, 13.9912365 50.4762901)"
"[651335672, 154854038]",Masarykova,tertiary,50,False,True,58.598,,,"LINESTRING (13.9908572 50.4763204, 13.9907429 50.476332, 13.9904859 50.4763699, 13.9902067 50.4764383, 13.9900732 50.4764809)"
43305032,,residential,50,False,False,272.444,,,"LINESTRING (13.9901647 50.472698, 13.9911312 50.4729043, 13.9912616 50.4729519, 13.9913031 50.4730389, 13.9912288 50.4731864, 13.9912098 50.4733266, 13.9912868 50.4737219, 13.9913306 50.4743664, 13.9913744 50.4746407)"
185904135,,residential,50,False,True,48.358,,,"LINESTRING (13.9921766 50.4744386, 13.9919976 50.4746725, 13.9919189 50.4748399)"
43305030,Žlábkova,residential,50,False,False,45.668,,,"LINESTRING (13.9912758 50.4748741, 13.9919189 50.4748399)"
43305030,Žlábkova,residential,50,False,True,50.751,,,"LINESTRING (13.9912758 50.4748741, 13.9905706 50.4749571)"
185904168,Žlábkova,residential,,False,True,27.194,,,"LINESTRING (13.9912758 50.4748741, 13.9913033 50.474751, 13.9913347 50.4746823, 13.9913744 50.4746407)"
185904158,,residential,,False,True,76.396,,,"LINESTRING (13.9908636 50.4756155, 13.9907217 50.4754031, 13.9906393 50.4751578, 13.9905706 50.4749571)"
267011586,,residential,50,False,False,30.945,,,"LINESTRING (13.9882279 50.476323, 13.9878273 50.4762114)"
43305030,Žlábkova,residential,50,False,False,46.568,,,"LINESTRING (13.9882279 50.476323, 13.9882471 50.4759794, 13.9882805 50.4759075)"
"[267011588, 43305030]",Žlábkova,residential,50,False,"[False, True]",118.92200000000001,,,"LINESTRING (13.9882279 50.476323, 13.9882699 50.4763779, 13.9882065 50.4765365, 13.9880965 50.4766225, 13.9879167 50.4766834, 13.9875685 50.4767821, 13.9870598 50.4769434)"
"[566598314, 185904245, 185904143]","['Havlíčkovo nám.', 'Mlýnská']",residential,,False,True,120.03299999999999,,,"LINESTRING (13.98827 50.4776256, 13.9882672 50.4777206, 13.9883025 50.4778181, 13.9881493 50.4777853, 13.9880177 50.4777111, 13.9878903 50.4776696, 13.9877248 50.4776748, 13.9870104 50.4778058)"
82083192,Zimmerova,residential,50,False,True,98.13799999999999,,,"LINESTRING (13.9870104 50.4778058, 13.9869066 50.4780072, 13.9867215 50.4786674)"
"[566598314, 185904245, 185904143]","['Havlíčkovo nám.', 'Mlýnská']",residential,,False,False,120.033,,,"LINESTRING (13.9870104 50.4778058, 13.9877248 50.4776748, 13.9878903 50.4776696, 13.9880177 50.4777111, 13.9881493 50.4777853, 13.9883025 50.4778181, 13.9882672 50.4777206, 13.98827 50.4776256)"
267011554,Havlíčkovo nám.,residential,50,False,False,33.446,,,"LINESTRING (13.9870104 50.4778058, 13.9871159 50.4776169, 13.9871142 50.4775166)"
267011568,Paříkovo nám.,residential,,False,False,28.393,,,"LINESTRING (13.9910145 50.4757937, 13.9911515 50.4760337)"
43305030,Žlábkova,residential,50,False,False,158.828,,,"LINESTRING (13.9882805 50.4759075, 13.9883289 50.4758486, 13.9893538 50.4752009, 13.9896308 50.4750785, 13.9899467 50.4749708)"
43305030,Žlábkova,residential,50,False,True,46.568,,,"LINESTRING (13.9882805 50.4759075, 13.9882471 50.4759794, 13.9882279 50.476323)"
267011591,Žlábkova,residential,50,False,True,50.482,,,"LINESTRING (13.9882805 50.4759075, 13.9881553 50.4759048, 13.988059 50.4759583, 13.9878273 50.4762114)"
267011568,Paříkovo nám.,residential,,False,True,28.393,,,"LINESTRING (13.9911515 50.4760337, 13.9910145 50.4757937)"
43305034,Paříkovo nám.,residential,50,True,False,34.21,,,"LINESTRING (13.9911515 50.4760337, 13.9907994 50.4761202, 13.9907311 50.4761718)"
267011586,,residential,50,False,True,30.945,,,"LINESTRING (13.9878273 50.4762114, 13.9882279 50.476323)"
267011591,Žlábkova,residential,50,False,True,49.363,,,"LINESTRING (13.9878273 50.4762114, 13.9871488 50.4763145)"
267011591,Žlábkova,residential,50,False,False,50.482,,,"LINESTRING (13.9878273 50.4762114, 13.988059 50.4759583, 13.9881553 50.4759048, 13.9882805 50.4759075)"
267011591,Žlábkova,residential,50,False,False,49.363,,,"LINESTRING (13.9871488 50.4763145, 13.9878273 50.4762114)"
267011583,Zimmerova,residential,50,False,False,72.094,,,"LINESTRING (13.9857322 50.4787948, 13.9858754 50.4787435, 13.9867215 50.4786674)"
267011574,Stará struha,residential,50,False,True,28.954,,,"LINESTRING (13.9926392 50.4773605, 13.992479 50.4771209)"
566598311,Sokolská,residential,50,False,False,7.621,,,"LINESTRING (13.9905236 50.4776903, 13.9906063 50.4776464)"
39353594,Sokolská,residential,50,True,False,314.29800000000006,,,"LINESTRING (13.9905236 50.4776903, 13.989244 50.4783835, 13.9890127 50.4785088, 13.9889018 50.4785231, 13.988803 50.4785187, 13.9887295 50.4785029, 13.9884997 50.4784535, 13.9881913 50.4783729, 13.9880693 50.4783557, 13.9879589 50.478359, 13.9875068 50.4785111, 13.9871496 50.4786461, 13.9867215 50.4786674)"
566598351,,residential,,False,True,44.926,,,"LINESTRING (13.9922373 50.4767473, 13.992479 50.4771209)"
43305028,Sokolská,residential,,False,False,3.821,,,"LINESTRING (13.991607 50.4771999, 13.991589 50.4771675)"
