osmid,highway,oneway,reversed,length,ref,geometry,bridge,maxspeed
44148982,residential,False,False,114.79899999999999,,"LINESTRING (17.0835158 49.8750955, 17.0834843 49.8752948, 17.0834291 49.875708, 17.0832668 49.8759923, 17.0833325 49.8760986)",,
44148981,residential,False,False,45.257999999999996,,"LINESTRING (17.0830502 49.8747382, 17.083411 49.8749205, 17.083527 49.8750033)",,
"[288740648, 44148981, 288740647]",residential,False,"[False, True]",126.06800000000001,,"LINESTRING (17.0830502 49.8747382, 17.083063 49.8746458, 17.0830985 49.8745641, 17.08324 49.8743368, 17.0832299 49.8742443, 17.0830765 49.8741788, 17.0826288 49.8739859, 17.0824698 49.8738725)",,
"[288302492, 44148999]",residential,False,"[False, True]",175.37300000000002,,"LINESTRING (17.0830502 49.8747382, 17.0829289 49.8748739, 17.0828309 49.8749599, 17.0826741 49.8750334, 17.0825252 49.8750714, 17.0824568 49.8752075, 17.08243 49.875329, 17.0824347 49.8754711, 17.0824836 49.8755705, 17.0827921 49.875886, 17.0828605 49.8759888, 17.0828796 49.8760767)",,
44148980,residential,False,True,10.284,,"LINESTRING (17.083527 49.8750033, 17.0835158 49.8750955)",,
44148980,residential,False,False,178.955,,"LINESTRING (17.083527 49.8750033, 17.0836264 49.8747924, 17.0841841 49.8741661, 17.0842314 49.8740515, 17.0842715 49.873858, 17.0844044 49.8736759, 17.0845216 49.8735442)",,
44148981,residential,False,True,45.257999999999996,,"LINESTRING (17.083527 49.8750033, 17.083411 49.8749205, 17.0830502 49.8747382)",,
44148987,residential,False,False,231.54899999999998,,"LINESTRING (17.0797984 49.8774935, 17.0796159 49.8778452, 17.0794514 49.8781592, 17.079047 49.8788766, 17.0794219 49.8789878, 17.0798872 49.8791701)",,
44148988,residential,False,False,206.973,,"LINESTRING (17.0797984 49.8774935, 17.0799727 49.877528, 17.0801516 49.8776109, 17.0801761 49.8776656, 17.0802355 49.8777982, 17.0802579 49.8782162, 17.0801863 49.8786023, 17.0801729 49.8786386, 17.0798872 49.8791701)",,
44148987,residential,False,True,215.62699999999998,,"LINESTRING (17.0797984 49.8774935, 17.0799104 49.8772995, 17.0799681 49.8772085, 17.0800433 49.8770899, 17.080266 49.8767114, 17.0803445 49.8766008, 17.0805149 49.8763848, 17.0805511 49.8763389, 17.080818 49.8760007, 17.0809065 49.8758886, 17.0809545 49.8758268, 17.0810149 49.8757226)",,
44148980,residential,False,True,32.44,,"LINESTRING (17.0833325 49.8760986, 17.0831522 49.8763662)",,
44148980,residential,False,False,122.145,,"LINESTRING (17.0833325 49.8760986, 17.0834385 49.8760787, 17.0835122 49.8760079, 17.0836316 49.8757736, 17.0836785 49.8754305, 17.0835158 49.8750955)",,
44148982,residential,False,True,114.79899999999999,,"LINESTRING (17.0833325 49.8760986, 17.0832668 49.8759923, 17.0834291 49.875708, 17.0834843 49.8752948, 17.0835158 49.8750955)",,
"[287662995, 44148989]",residential,False,False,188.39499999999998,,"LINESTRING (17.0833915 49.8765333, 17.083269 49.8767881, 17.0829989 49.8775319, 17.0828663 49.8778184, 17.0828071 49.8779476, 17.0827176 49.8781702)",,
742412081,secondary,False,False,21.852999999999998,446,"LINESTRING (17.0833915 49.8765333, 17.0832527 49.876497, 17.0831488 49.8764823, 17.0831005 49.8764867)",,
742412081,secondary,False,True,102.49,446,"LINESTRING (17.0833915 49.8765333, 17.084447 49.8768388, 17.0845953 49.8768502, 17.0847139 49.8768272)",,
44148980,residential,False,True,178.95499999999998,,"LINESTRING (17.0845216 49.8735442, 17.0844044 49.8736759, 17.0842715 49.873858, 17.0842314 49.8740515, 17.0841841 49.8741661, 17.0836264 49.8747924, 17.083527 49.8750033)",,
44148983,residential,False,False,46.769999999999996,,"LINESTRING (17.0845216 49.8735442, 17.0848576 49.8736018, 17.0851618 49.8736157)",,
44148983,residential,False,True,46.769999999999996,,"LINESTRING (17.0851618 49.8736157, 17.0848576 49.8736018, 17.0845216 49.8735442)",,
44148984,residential,False,False,133.673,,"LINESTRING (17.0851618 49.8736157, 17.0853174 49.8734513, 17.0855024 49.8733173, 17.0856647 49.8732369, 17.0860228 49.873154, 17.0863259 49.8730563, 17.086637 49.8729344)",,
44148984,residential,False,True,110.05,,"LINESTRING (17.0851618 49.8736157, 17.0850794 49.8738209, 17.0850866 49.8740031, 17.0850423 49.8742516, 17.0850472 49.8744151, 17.084942 49.8745838)",,
44148984,residential,False,False,110.05,,"LINESTRING (17.084942 49.8745838, 17.0850472 49.8744151, 17.0850423 49.8742516, 17.0850866 49.8740031, 17.0850794 49.8738209, 17.0851618 49.8736157)",,
44148986,residential,False,False,159.192,,"LINESTRING (17.0858464 49.8749129, 17.0879358 49.8753992)",,
"[703794378, 715308588]",secondary,False,False,71.53,446,"LINESTRING (17.0858464 49.8749129, 17.0856406 49.8752, 17.0854354 49.8754991)",,
715308588,secondary,False,True,214.671,446,"LINESTRING (17.0858464 49.8749129, 17.0860506 49.8746536, 17.0862565 49.8744233, 17.0864622 49.8741909, 17.0867491 49.8739401, 17.0871331 49.8736383, 17.0873853 49.8734476, 17.0875498 49.8733359)",,
44148984,residential,False,True,133.673,,"LINESTRING (17.086637 49.8729344, 17.0863259 49.8730563, 17.0860228 49.873154, 17.0856647 49.8732369, 17.0855024 49.8733173, 17.0853174 49.8734513, 17.0851618 49.8736157)",,
1051199507,residential,False,False,82.576,,"LINESTRING (17.086637 49.8729344, 17.0870152 49.8732015, 17.0870461 49.8732188, 17.0870796 49.8732318, 17.0871346 49.8732343, 17.0871963 49.87323, 17.0872526 49.8732335, 17.0873331 49.873256, 17.0874524 49.8732983, 17.0875498 49.8733359)",,
44148986,residential,False,True,159.192,,"LINESTRING (17.0879358 49.8753992, 17.0858464 49.8749129)",,
44148996,residential,False,False,200.70600000000002,,"LINESTRING (17.0758458 49.8798283, 17.0759633 49.8795401, 17.0764833 49.8796157, 17.0776295 49.8798968, 17.0779794 49.8799835, 17.0780159 49.8799945, 17.0780441 49.8800087, 17.0780618 49.8800209, 17.0780891 49.88005, 17.0781047 49.8800803)",,
44148996,residential,False,True,67.553,,"LINESTRING (17.0758458 49.8798283, 17.0758232 49.8803625, 17.0758201 49.8804356)",,
4491543,tertiary,False,False,116.225,,"LINESTRING (17.0781047 49.8800803, 17.0765635 49.8804062)",,
4491543,tertiary,False,True,68.644,,"LINESTRING (17.0781047 49.8800803, 17.0782816 49.8800441, 17.0790179 49.8798937)",,
44148996,residential,False,True,200.70600000000002,,"LINESTRING (17.0781047 49.8800803, 17.0780891 49.88005, 17.0780618 49.8800209, 17.0780441 49.8800087, 17.0780159 49.8799945, 17.0779794 49.8799835, 17.0776295 49.8798968, 17.0764833 49.8796157, 17.0759633 49.8795401, 17.0758458 49.8798283)",,
44148987,residential,False,True,231.54899999999998,,"LINESTRING (17.0798872 49.8791701, 17.0794219 49.8789878, 17.079047 49.8788766, 17.0794514 49.8781592, 17.0796159 49.8778452, 17.0797984 49.8774935)",,
44148988,residential,False,True,206.97299999999998,,"LINESTRING (17.0798872 49.8791701, 17.0801729 49.8786386, 17.0801863 49.8786023, 17.0802579 49.8782162, 17.0802355 49.8777982, 17.0801761 49.8776656, 17.0801516 49.8776109, 17.0799727 49.877528, 17.0797984 49.8774935)",,
44148988,residential,False,False,77.821,,"LINESTRING (17.0798872 49.8791701, 17.0802654 49.8793092, 17.0808452 49.8794994)",,
44148990,residential,False,False,18.592,,"LINESTRING (17.0827176 49.8781702, 17.0827726 49.8783336)",,
344687493,residential,False,False,20.363,,"LINESTRING (17.0827176 49.8781702, 17.0824406 49.8781293)",yes,
"[287662995, 44148989]",residential,False,True,188.395,,"LINESTRING (17.0827176 49.8781702, 17.0828071 49.8779476, 17.0828663 49.8778184, 17.0829989 49.8775319, 17.083269 49.8767881, 17.0833915 49.8765333)",,
375680144,secondary,False,False,30.33,446,"LINESTRING (17.0815368 49.8787216, 17.0813693 49.8789721)",,
"[288302498, 44148998]",residential,False,"[False, True]",341.669,,"LINESTRING (17.0815368 49.8787216, 17.0813598 49.8786611, 17.0812833 49.8783716, 17.081231 49.8780864, 17.0811626 49.8779766, 17.0810339 49.8778116, 17.0809507 49.8774892, 17.0809883 49.8772628, 17.0814832 49.876892, 17.0818178 49.8766617, 17.0819789 49.8766292, 17.0822228 49.8766686, 17.082668 49.8768155, 17.0828189 49.8768613)",,
375680144,secondary,False,True,98.95299999999999,446,"LINESTRING (17.0815368 49.8787216, 17.0818567 49.878359, 17.0819631 49.8782853, 17.0820719 49.8782601, 17.0822752 49.8782449, 17.0823786 49.8782111, 17.0824406 49.8781293)",,
335710496,residential,False,True,8.27,,"LINESTRING (17.0829128 49.8805692, 17.0830099 49.8806094)",,50
335710496,residential,False,False,52.647,,"LINESTRING (17.0829128 49.8805692, 17.0824756 49.8803523, 17.082375 49.8802538)",,50
4491540,secondary,False,True,40.076,446,"LINESTRING (17.0813826 49.881178, 17.0814876 49.880824)",,
44148990,residential,False,True,11.04,,"LINESTRING (17.0813826 49.881178, 17.0815326 49.8812007)",,
4491540,secondary,False,False,40.076,446,"LINESTRING (17.0814876 49.880824, 17.0813826 49.881178)",,
4491540,secondary,False,True,213.33900000000003,446,"LINESTRING (17.0814876 49.880824, 17.0816648 49.8802267, 17.0817165 49.8798822, 17.0817608 49.8796774, 17.081742 49.8795322, 17.0817097 49.8794318, 17.0813693 49.8789721)",,
"[309380673, 44148991]",residential,False,False,202.09699999999998,,"LINESTRING (17.0814876 49.880824, 17.0808603 49.8807677, 17.0794248 49.8804461, 17.0794327 49.880361, 17.0794598 49.8802741, 17.0795717 49.8800283)",,50
44148990,residential,False,False,10.64,,"LINESTRING (17.0816599 49.8811678, 17.081576 49.8812073, 17.0815326 49.8812007)",,
44148990,residential,False,True,115.87100000000001,,"LINESTRING (17.0816599 49.8811678, 17.0817213 49.8811388, 17.0820746 49.8807671, 17.0822246 49.8803858, 17.082375 49.8802538)",,
287662930,residential,False,False,117.784,,"LINESTRING (17.0843464 49.8783258, 17.0838827 49.8782246, 17.0837161 49.8782053, 17.0835091 49.8782386, 17.083295 49.8783102, 17.083177 49.8783379, 17.0830149 49.8783411, 17.0827726 49.8783336)",,
287662977,residential,False,True,172.118,,"LINESTRING (17.0843464 49.8783258, 17.0844459 49.8780406, 17.0845006 49.8778643, 17.0845248 49.8777761, 17.0848064 49.8769145, 17.0847139 49.8768272)",,
44148990,residential,False,True,18.592,,"LINESTRING (17.0827726 49.8783336, 17.0827176 49.8781702)",,
44148990,residential,False,False,217.01799999999997,,"LINESTRING (17.0827726 49.8783336, 17.0827934 49.8790742, 17.0828108 49.8794034, 17.0827974 49.8795789, 17.0827693 49.8796947, 17.0826982 49.8798425, 17.0826405 49.8799401, 17.0823964 49.8802296)",,
287662930,residential,False,True,117.784,,"LINESTRING (17.0827726 49.8783336, 17.0830149 49.8783411, 17.083177 49.8783379, 17.083295 49.8783102, 17.0835091 49.8782386, 17.0837161 49.8782053, 17.0838827 49.8782246, 17.0843464 49.8783258)",,
"[288302498, 44148998]",residential,False,"[False, True]",341.669,,"LINESTRING (17.0828189 49.8768613, 17.082668 49.8768155, 17.0822228 49.8766686, 17.0819789 49.8766292, 17.0818178 49.8766617, 17.0814832 49.876892, 17.0809883 49.8772628, 17.0809507 49.8774892, 17.0810339 49.8778116, 17.0811626 49.8779766, 17.081231 49.8780864, 17.0812833 49.8783716, 17.0813598 49.8786611, 17.0815368 49.8787216)",,
375680144,secondary,False,False,143.605,446,"LINESTRING (17.0828189 49.8768613, 17.0826446 49.8774875, 17.0825815 49.8777139, 17.08249 49.8779974, 17.0824406 49.8781293)",,
375680144,secondary,False,True,49.703,446,"LINESTRING (17.0828189 49.8768613, 17.0828719 49.8766608, 17.0829181 49.8765722, 17.0829966 49.8765122, 17.0831005 49.8764867)",,
288740648,residential,False,True,19.99,,"LINESTRING (17.0823079 49.8737261, 17.0824698 49.8738725)",,
44148987,residential,False,False,240.587,,"LINESTRING (17.0823079 49.8737261, 17.0814255 49.8750502, 17.0810149 49.8757226)",,
309380737,unclassified,False,False,107.56,,"LINESTRING (17.0808492 49.880448, 17.080806 49.8803728, 17.0807773 49.8803354, 17.0807437 49.880309, 17.0807022 49.8802816, 17.0806581 49.8802645, 17.0802859 49.8801674, 17.0800266 49.8801123, 17.0798355 49.8800716, 17.0795717 49.8800283)",,50
309380673,residential,False,False,43.362,,"LINESTRING (17.0795717 49.8800283, 17.0791142 49.8799472, 17.0790865 49.8799393, 17.0790602 49.8799289, 17.0790443 49.8799195, 17.0790179 49.8798937)",,50
"[309380673, 44148991]",residential,False,True,202.097,,"LINESTRING (17.0795717 49.8800283, 17.0794598 49.8802741, 17.0794327 49.880361, 17.0794248 49.8804461, 17.0808603 49.8807677, 17.0814876 49.880824)",,50
309380737,unclassified,False,True,107.56,,"LINESTRING (17.0795717 49.8800283, 17.0798355 49.8800716, 17.0800266 49.8801123, 17.0802859 49.8801674, 17.0806581 49.8802645, 17.0807022 49.8802816, 17.0807437 49.880309, 17.0807773 49.8803354, 17.080806 49.8803728, 17.0808492 49.880448)",,50
4491543,tertiary,False,False,68.644,,"LINESTRING (17.0790179 49.8798937, 17.0782816 49.8800441, 17.0781047 49.8800803)",,
4491543,tertiary,False,True,138.079,,"LINESTRING (17.0790179 49.8798937, 17.0802574 49.8796238, 17.0808452 49.8794994)",,
309380673,residential,False,True,43.362,,"LINESTRING (17.0790179 49.8798937, 17.0790443 49.8799195, 17.0790602 49.8799289, 17.0790865 49.8799393, 17.0791142 49.8799472, 17.0795717 49.8800283)",,50
44148990,residential,False,False,11.04,,"LINESTRING (17.0815326 49.8812007, 17.0813826 49.881178)",,
44148990,residential,False,True,10.64,,"LINESTRING (17.0815326 49.8812007, 17.081576 49.8812073, 17.0816599 49.8811678)",,
44148990,residential,False,False,3.097,,"LINESTRING (17.0823964 49.8802296, 17.082375 49.8802538)",,
44148990,residential,False,True,217.01799999999997,,"LINESTRING (17.0823964 49.8802296, 17.0826405 49.8799401, 17.0826982 49.8798425, 17.0827693 49.8796947, 17.0827974 49.8795789, 17.0828108 49.8794034, 17.0827934 49.8790742, 17.0827726 49.8783336)",,
335710510,residential,False,False,42.397999999999996,,"LINESTRING (17.0823964 49.8802296, 17.0826222 49.8802719, 17.0829781 49.8802579)",,
335710510,residential,False,True,42.397999999999996,,"LINESTRING (17.0829781 49.8802579, 17.0826222 49.8802719, 17.0823964 49.8802296)",,
335710496,residential,False,False,8.27,,"LINESTRING (17.0830099 49.8806094, 17.0829128 49.8805692)",,50
44148990,residential,False,True,3.097,,"LINESTRING (17.082375 49.8802538, 17.0823964 49.8802296)",,
44148990,residential,False,False,115.871,,"LINESTRING (17.082375 49.8802538, 17.0822246 49.8803858, 17.0820746 49.8807671, 17.0817213 49.8811388, 17.0816599 49.8811678)",,
335710496,residential,False,True,52.647,,"LINESTRING (17.082375 49.8802538, 17.0824756 49.8803523, 17.0829128 49.8805692)",,50
344687493,residential,False,True,20.363,,"LINESTRING (17.0824406 49.8781293, 17.0827176 49.8781702)",yes,
375680144,secondary,False,False,98.953,446,"LINESTRING (17.0824406 49.8781293, 17.0823786 49.8782111, 17.0822752 49.8782449, 17.0820719 49.8782601, 17.0819631 49.8782853, 17.0818567 49.878359, 17.0815368 49.8787216)",,
375680144,secondary,False,True,143.60500000000002,446,"LINESTRING (17.0824406 49.8781293, 17.08249 49.8779974, 17.0825815 49.8777139, 17.0826446 49.8774875, 17.0828189 49.8768613)",,
703794378,secondary,False,False,157.14600000000002,446,"LINESTRING (17.0854354 49.8754991, 17.0848558 49.8766848, 17.0847816 49.8767749, 17.0847139 49.8768272)",,
"[703794378, 715308588]",secondary,False,True,71.53,446,"LINESTRING (17.0854354 49.8754991, 17.0856406 49.8752, 17.0858464 49.8749129)",,
1051243564,residential,False,False,232.714,,"LINESTRING (17.0854354 49.8754991, 17.0857059 49.8755666, 17.0864866 49.8757159, 17.0871377 49.8758606, 17.0875541 49.8759461, 17.0885155 49.8761605)",,
288740648,residential,False,False,19.99,,"LINESTRING (17.0824698 49.8738725, 17.0823079 49.8737261)",,
"[288740648, 44148981, 288740647]",residential,False,"[False, True]",126.06800000000001,,"LINESTRING (17.0824698 49.8738725, 17.0826288 49.8739859, 17.0830765 49.8741788, 17.0832299 49.8742443, 17.08324 49.8743368, 17.0830985 49.8745641, 17.083063 49.8746458, 17.0830502 49.8747382)",,
1049291412,residential,False,True,66.40299999999999,,"LINESTRING (17.0824698 49.8738725, 17.0825681 49.8738195, 17.0826995 49.873759, 17.0829329 49.8736397, 17.083059 49.8735792, 17.0832038 49.8735083)",,
1049291412,residential,False,False,66.403,,"LINESTRING (17.0832038 49.8735083, 17.083059 49.8735792, 17.0829329 49.8736397, 17.0826995 49.873759, 17.0825681 49.8738195, 17.0824698 49.8738725)",,
715308588,secondary,False,False,214.671,446,"LINESTRING (17.0875498 49.8733359, 17.0873853 49.8734476, 17.0871331 49.8736383, 17.0867491 49.8739401, 17.0864622 49.8741909, 17.0862565 49.8744233, 17.0860506 49.8746536, 17.0858464 49.8749129)",,
1051199507,residential,False,True,82.576,,"LINESTRING (17.0875498 49.8733359, 17.0874524 49.8732983, 17.0873331 49.873256, 17.0872526 49.8732335, 17.0871963 49.87323, 17.0871346 49.8732343, 17.0870796 49.8732318, 17.0870461 49.8732188, 17.0870152 49.8732015, 17.086637 49.8729344)",,
1051243564,residential,False,True,232.714,,"LINESTRING (17.0885155 49.8761605, 17.0875541 49.8759461, 17.0871377 49.8758606, 17.0864866 49.8757159, 17.0857059 49.8755666, 17.0854354 49.8754991)",,
44148987,residential,False,False,215.627,,"LINESTRING (17.0810149 49.8757226, 17.0809545 49.8758268, 17.0809065 49.8758886, 17.080818 49.8760007, 17.0805511 49.8763389, 17.0805149 49.8763848, 17.0803445 49.8766008, 17.080266 49.8767114, 17.0800433 49.8770899, 17.0799681 49.8772085, 17.0799104 49.8772995, 17.0797984 49.8774935)",,
44148987,residential,False,True,240.587,,"LINESTRING (17.0810149 49.8757226, 17.0814255 49.8750502, 17.0823079 49.8737261)",,
1051488674,residential,False,True,146.809,,"LINESTRING (17.0810149 49.8757226, 17.0811331 49.8757484, 17.0812227 49.8757719, 17.0813477 49.8758246, 17.0814174 49.8758799, 17.0815569 49.8759854, 17.0818332 49.8760545, 17.0820853 49.8760563, 17.0823696 49.8760321, 17.0825064 49.8760303, 17.0828796 49.8760767)",,
"[288302492, 44148999]",residential,False,"[False, True]",175.37300000000005,,"LINESTRING (17.0828796 49.8760767, 17.0828605 49.8759888, 17.0827921 49.875886, 17.0824836 49.8755705, 17.0824347 49.8754711, 17.08243 49.875329, 17.0824568 49.8752075, 17.0825252 49.8750714, 17.0826741 49.8750334, 17.0828309 49.8749599, 17.0829289 49.8748739, 17.0830502 49.8747382)",,
288302492,residential,False,True,38.903000000000006,,"LINESTRING (17.0828796 49.8760767, 17.0828846 49.8760995, 17.0829235 49.8761859, 17.0829785 49.876262, 17.0831522 49.8763662)",,
1051488674,residential,False,False,146.809,,"LINESTRING (17.0828796 49.8760767, 17.0825064 49.8760303, 17.0823696 49.8760321, 17.0820853 49.8760563, 17.0818332 49.8760545, 17.0815569 49.8759854, 17.0814174 49.8758799, 17.0813477 49.8758246, 17.0812227 49.8757719, 17.0811331 49.8757484, 17.0810149 49.8757226)",,
44148980,residential,False,False,32.44,,"LINESTRING (17.0831522 49.8763662, 17.0833325 49.8760986)",,
44148980,residential,False,True,13.902,,"LINESTRING (17.0831522 49.8763662, 17.0831005 49.8764867)",,
288302492,residential,False,False,38.903000000000006,,"LINESTRING (17.0831522 49.8763662, 17.0829785 49.876262, 17.0829235 49.8761859, 17.0828846 49.8760995, 17.0828796 49.8760767)",,
