osmid,ref,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,lanes,junction
"[913811856, 913954747, 913811855]",416,Brněnská,secondary,50,False,True,152.68,yes,"LINESTRING (16.5299607 48.9847543, 16.5299026 48.984725, 16.5296305 48.9845877, 16.5291539 48.9843472, 16.528302 48.9839174)",,
345203242,416,nám. Svobody,secondary,50,False,True,7.482,,"LINESTRING (16.5245976 48.9818319, 16.5245486 48.9817728)",,
345203243,416,Brněnská,secondary,50,False,False,96.797,,"LINESTRING (16.5245976 48.9818319, 16.5246517 48.9818936, 16.5249613 48.9822389, 16.5250441 48.9823215, 16.5251112 48.9823831, 16.5251679 48.9824254, 16.5252064 48.9824539, 16.5252882 48.982498, 16.5253604 48.9825351)",,
504320546,,nám. Svobody,residential,,False,False,48.843,,"LINESTRING (16.5245976 48.9818319, 16.5247357 48.9817256, 16.5250041 48.9814833)",,
52010277,395,Tyršova,secondary,,False,True,101.90299999999999,,"LINESTRING (16.5208123 48.9808369, 16.5207955 48.9809392, 16.5207917 48.9809547, 16.5207648 48.9810659, 16.5206829 48.9813768, 16.5205911 48.9817416)",,
885690832,416,Komenského,secondary,50,False,True,109.015,,"LINESTRING (16.5208123 48.9808369, 16.5203207 48.9808492, 16.51948 48.9808298, 16.5193201 48.9808198)",,
"[184795635, 184795636, 1195368349]",416,"['Komenského', 'Lidická']",secondary,50,False,False,61.483000000000004,yes,"LINESTRING (16.5208123 48.9808369, 16.5210077 48.9808279, 16.521188 48.9808268, 16.5216524 48.9808543)",,
326773390,4133,Loděnická,tertiary,,False,False,139.007,,"LINESTRING (16.5175273 48.9824945, 16.5176815 48.9824209, 16.5178203 48.9823347, 16.5181656 48.9820935, 16.5182789 48.9820093, 16.5184245 48.9818849, 16.5184875 48.981826, 16.5185378 48.9817657, 16.5185752 48.9816974, 16.5186028 48.9816209, 16.5186336 48.9815153)",,
604519097,,Cukrovarská,residential,,False,False,52.488,,"LINESTRING (16.5175273 48.9824945, 16.5175174 48.982617, 16.5173937 48.9829568)",,
38089276,,Dlouhá,residential,,False,False,34.941,,"LINESTRING (16.5252102 48.9799128, 16.5251179 48.9798636, 16.5250757 48.9798306, 16.5248962 48.9796776)",,
345203244,41622,Dlouhá,tertiary,,False,True,114.99399999999999,,"LINESTRING (16.5252102 48.9799128, 16.5252694 48.9798667, 16.5253539 48.9798253, 16.5254867 48.9797602, 16.5257043 48.9796691, 16.5264201 48.9794274, 16.5265507 48.9793796)",,
345203245,41622,Dlouhá,tertiary,,False,False,65.849,,"LINESTRING (16.5252102 48.9799128, 16.5251871 48.9799448, 16.5251749 48.9799795, 16.5251674 48.9800759, 16.5251645 48.9802437, 16.5251586 48.9803004, 16.5251486 48.9803564, 16.5251331 48.980403, 16.5251179 48.9804431, 16.5250886 48.9804942)",,
732170816,41622,nám. Svobody,tertiary,,False,True,24.878,,"LINESTRING (16.5241453 48.9813571, 16.5243611 48.9811839)",,
345203242,416,nám. Svobody,secondary,50,False,False,54.870999999999995,,"LINESTRING (16.5241453 48.9813571, 16.5242106 48.9814105, 16.5242596 48.9814576, 16.524336 48.9815342, 16.5245486 48.9817728)",,
"[92017420, 92017424, 65987633, 65987637, 732170815]",416,"['nám. Svobody', 'Lidická']",secondary,50,False,True,193.73,,"LINESTRING (16.5241453 48.9813571, 16.5240886 48.9813221, 16.5240182 48.9812873, 16.5239525 48.9812569, 16.5238951 48.9812319, 16.523847 48.9812135, 16.5236641 48.9811526, 16.5235242 48.9811103, 16.5232524 48.9810342, 16.5231062 48.9809951, 16.5230519 48.9809827, 16.5229943 48.9809735, 16.5226923 48.9809385, 16.5225897 48.9809305, 16.5218332 48.9808687, 16.5216524 48.9808543)",2,
38089274,,,residential,,False,False,115.315,,"LINESTRING (16.5200942 48.9789975, 16.5215317 48.979428)",,
885690830,,Sportovní,residential,,False,True,180.025,,"LINESTRING (16.5200942 48.9789975, 16.5195255 48.979703, 16.5189542 48.9804332)",,
38089274,,,residential,,False,True,115.315,,"LINESTRING (16.5215317 48.979428, 16.5200942 48.9789975)",,
38089276,,Dlouhá,residential,,False,True,55.999,,"LINESTRING (16.524429 48.9792781, 16.5247829 48.979581, 16.5248962 48.9796776)",,
313247685,,Mlýnská,residential,50,False,False,180.067,,"LINESTRING (16.524429 48.9792781, 16.5244661 48.9792162, 16.5244841 48.9791722, 16.5244769 48.979085, 16.5244176 48.9789226, 16.5243937 48.978865, 16.5243964 48.9788122, 16.5244214 48.9787313, 16.5246731 48.9783454, 16.5247102 48.9782972, 16.5247612 48.9782453, 16.5248443 48.9781837, 16.5250038 48.9780741, 16.5253911 48.9779376)",,
318387755,,Hybešova,residential,50,True,False,74.658,,"LINESTRING (16.524429 48.9792781, 16.5236346 48.9795982, 16.5235512 48.9796218)",1,
313247685,,Mlýnská,residential,50,False,True,180.06699999999998,,"LINESTRING (16.5253911 48.9779376, 16.5250038 48.9780741, 16.5248443 48.9781837, 16.5247612 48.9782453, 16.5247102 48.9782972, 16.5246731 48.9783454, 16.5244214 48.9787313, 16.5243964 48.9788122, 16.5243937 48.978865, 16.5244176 48.9789226, 16.5244769 48.979085, 16.5244841 48.9791722, 16.5244661 48.9792162, 16.524429 48.9792781)",,
38089290,,Kostelní,residential,,False,False,12.555,,"LINESTRING (16.5235512 48.9796218, 16.5236281 48.9797228)",,
318387755,,Hybešova,residential,50,True,False,65.167,,"LINESTRING (16.5235512 48.9796218, 16.5234163 48.9796584, 16.5230922 48.9797544, 16.5229232 48.9798139, 16.5228434 48.9798425, 16.5227526 48.9798817)",1,
717752222,,Kostelní,residential,,False,True,31.003,,"LINESTRING (16.5227526 48.9798817, 16.5230583 48.9800753)",,
318387755,,Hybešova,residential,50,True,False,108.483,,"LINESTRING (16.5227526 48.9798817, 16.5226335 48.9799406, 16.5224935 48.980025, 16.522374 48.9801096, 16.5223229 48.980154, 16.52214 48.9803142, 16.52191 48.9805365, 16.5218254 48.980635)",1,
700140683,,Hybešova,residential,,False,False,27.47,,"LINESTRING (16.5218254 48.980635, 16.5217593 48.980712, 16.521736 48.9807445, 16.5216524 48.9808543)",,
"[92017420, 92017424, 65987633, 65987637, 732170815]",416,"['nám. Svobody', 'Lidická']",secondary,50,False,False,193.73000000000002,,"LINESTRING (16.5216524 48.9808543, 16.5218332 48.9808687, 16.5225897 48.9809305, 16.5226923 48.9809385, 16.5229943 48.9809735, 16.5230519 48.9809827, 16.5231062 48.9809951, 16.5232524 48.9810342, 16.5235242 48.9811103, 16.5236641 48.9811526, 16.523847 48.9812135, 16.5238951 48.9812319, 16.5239525 48.9812569, 16.5240182 48.9812873, 16.5240886 48.9813221, 16.5241453 48.9813571)",2,
"[184795635, 184795636, 1195368349]",416,"['Komenského', 'Lidická']",secondary,50,False,True,61.483000000000004,yes,"LINESTRING (16.5216524 48.9808543, 16.521188 48.9808268, 16.5210077 48.9808279, 16.5208123 48.9808369)",,
700140683,,Hybešova,residential,,False,True,27.47,,"LINESTRING (16.5216524 48.9808543, 16.521736 48.9807445, 16.5217593 48.980712, 16.5218254 48.980635)",,
504320547,,nám. Svobody,residential,,False,False,57.535,,"LINESTRING (16.5250041 48.9814833, 16.5243611 48.9811839)",,
504320546,,nám. Svobody,residential,,False,True,48.843,,"LINESTRING (16.5250041 48.9814833, 16.5247357 48.9817256, 16.5245976 48.9818319)",,
717752232,,Pšeničná,residential,,False,False,93.81000000000002,,"LINESTRING (16.5250041 48.9814833, 16.525079 48.9814351, 16.5251531 48.9814119, 16.5252397 48.9813902, 16.5254584 48.981338, 16.5255276 48.9813096, 16.5256616 48.9812045, 16.5259288 48.9810088, 16.5259909 48.9809734)",,
717752231,,Pšeničná,residential,,False,False,29.703,,"LINESTRING (16.5274416 48.9803514, 16.5275917 48.9805997)",,
314078342,,Pšeničná,residential,,False,False,126.215,,"LINESTRING (16.5274416 48.9803514, 16.527181 48.9800473, 16.5267956 48.9796704, 16.5265507 48.9793796)",,
314078342,,Pšeničná,residential,,False,True,127.524,,"LINESTRING (16.5274416 48.9803514, 16.5271039 48.9804937, 16.5269961 48.980551, 16.5267281 48.9807273, 16.5266608 48.9807579, 16.5265952 48.98078, 16.5259909 48.9809734)",,
314078342,,Pšeničná,residential,,False,True,126.215,,"LINESTRING (16.5265507 48.9793796, 16.5267956 48.9796704, 16.527181 48.9800473, 16.5274416 48.9803514)",,
345203244,41622,Dlouhá,tertiary,,False,False,114.99399999999999,,"LINESTRING (16.5265507 48.9793796, 16.5264201 48.9794274, 16.5257043 48.9796691, 16.5254867 48.9797602, 16.5253539 48.9798253, 16.5252694 48.9798667, 16.5252102 48.9799128)",,
38089283,,Staropoštovní,residential,,False,False,8.744,,"LINESTRING (16.5275917 48.9805997, 16.527637 48.9806725)",,
717752231,,Pšeničná,residential,,False,True,29.703,,"LINESTRING (16.5275917 48.9805997, 16.5274416 48.9803514)",,
38089289,,Nová,residential,,False,True,97.55199999999999,,"LINESTRING (16.5275917 48.9805997, 16.5276526 48.9805815, 16.5289224 48.980579)",,
38089283,,Staropoštovní,residential,,False,True,8.744,,"LINESTRING (16.527637 48.9806725, 16.5275917 48.9805997)",,
38089283,,Staropoštovní,residential,,False,False,56.019999999999996,,"LINESTRING (16.527637 48.9806725, 16.5276881 48.9807438, 16.5277337 48.9807926, 16.527782 48.9808314, 16.5278653 48.9808805, 16.5281578 48.9810314)",,
332036229,,Moravské nám.,residential,,False,False,67.44,,"LINESTRING (16.527637 48.9806725, 16.5275614 48.9807345, 16.527476 48.9808594, 16.5274595 48.980911, 16.5274475 48.9810416, 16.5274535 48.9811722, 16.5274422 48.9812478)",,
89761939,,Moravské nám.,residential,,False,False,28.485999999999997,,"LINESTRING (16.5274422 48.9812478, 16.5273892 48.9813631, 16.5273509 48.9814965)",,
332036229,,Moravské nám.,residential,,False,False,27.023,,"LINESTRING (16.5274422 48.9812478, 16.5275626 48.9812908, 16.5277463 48.9813851)",,
332036229,,Moravské nám.,residential,,False,True,67.44,,"LINESTRING (16.5274422 48.9812478, 16.5274535 48.9811722, 16.5274475 48.9810416, 16.5274595 48.980911, 16.527476 48.9808594, 16.5275614 48.9807345, 16.527637 48.9806725)",,
38089284,,Moravské nám.,residential,,False,False,27.974,,"LINESTRING (16.5277463 48.9813851, 16.5276437 48.9816275)",,
38089284,,Moravské nám.,residential,,False,True,8.913,,"LINESTRING (16.5277463 48.9813851, 16.5278058 48.9813151)",,
332036229,,Moravské nám.,residential,,False,True,27.023,,"LINESTRING (16.5277463 48.9813851, 16.5275626 48.9812908, 16.5274422 48.9812478)",,
38089283,,Staropoštovní,residential,,False,False,21.186,,"LINESTRING (16.5281578 48.9810314, 16.5283839 48.9811509)",,
38089283,,Staropoštovní,residential,,False,True,56.019999999999996,,"LINESTRING (16.5281578 48.9810314, 16.5278653 48.9808805, 16.527782 48.9808314, 16.5277337 48.9807926, 16.5276881 48.9807438, 16.527637 48.9806725)",,
38089284,,Moravské nám.,residential,,False,False,40.694,,"LINESTRING (16.5281578 48.9810314, 16.5278294 48.9812995, 16.5278058 48.9813151)",,
38089283,,Staropoštovní,residential,,False,False,61.584,,"LINESTRING (16.5286875 48.9813012, 16.5293534 48.9816414)",,
38089283,,Staropoštovní,residential,,False,True,27.753,,"LINESTRING (16.5286875 48.9813012, 16.5283839 48.9811509)",,
89762140,,Úzká,residential,,False,True,83.412,,"LINESTRING (16.5286875 48.9813012, 16.5285173 48.9814301, 16.5284147 48.9815169, 16.5283796 48.9815279, 16.528336 48.9815341, 16.5282924 48.981531, 16.528259 48.9815225, 16.5278363 48.9813285, 16.5278058 48.9813151)",,
38089283,,Staropoštovní,residential,,False,True,68.281,,"LINESTRING (16.5300929 48.9820176, 16.5293534 48.9816414)",,
38089286,,Poříčí,residential,,False,True,43.02,,"LINESTRING (16.5300929 48.9820176, 16.5306573 48.9819059)",,
38089286,,Poříčí,residential,,False,False,86.309,,"LINESTRING (16.5300929 48.9820176, 16.529913 48.9820592, 16.5297595 48.9820843, 16.5296003 48.9821035, 16.5294517 48.9821138, 16.5292986 48.9821202, 16.5291801 48.9821164, 16.5290587 48.9821036, 16.5289352 48.9820829)",,
38089284,,Moravské nám.,residential,,False,True,27.974,,"LINESTRING (16.5276437 48.9816275, 16.5277463 48.9813851)",,
38089284,,Moravské nám.,residential,,False,False,71.995,,"LINESTRING (16.5276437 48.9816275, 16.5276492 48.9816723, 16.527635 48.9817359, 16.527464 48.9822623)",,
89761861,,Ležáky,residential,,False,True,105.934,,"LINESTRING (16.5276437 48.9816275, 16.5277445 48.9816454, 16.528261 48.9817616, 16.5286415 48.9818734, 16.5289799 48.9819929)",,
