osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,junction,access
"[155581226, 41660158, 4062086, 41660247]",3,523,Znojemská,secondary,50,False,False,135.125,yes,"LINESTRING (15.5917372 49.3927622, 15.5917664 49.3926556, 15.5918081 49.3925054, 15.5918156 49.3924857, 15.5918888 49.3922906, 15.5919605 49.3921012, 15.5920403 49.3919248, 15.5921657 49.3916822, 15.5922086 49.391588)",,
8450368,,,Znojemská,residential,,False,True,62.218,,"LINESTRING (15.5917372 49.3927622, 15.591703 49.3929531, 15.5916116 49.3933156)",,
"[1011550321, 1213759523, 4610838, 1011550319]","['4', '5']",602;523,Hradební,secondary,50,False,False,482.363,,"LINESTRING (15.5917372 49.3927622, 15.5913945 49.3927307, 15.5903872 49.3926239, 15.5901996 49.3926076, 15.589993 49.3925968, 15.5898327 49.3925928, 15.5896256 49.3926125, 15.589426 49.392638, 15.5891326 49.3926942, 15.5888706 49.3927636, 15.5886699 49.3928465, 15.5884321 49.392953, 15.5881236 49.3931226, 15.5879406 49.3932459, 15.5877267 49.3933878, 15.5874084 49.3936375, 15.5866959 49.3942445, 15.5863505 49.3945386)",,
221574060,,,Benešova,residential,,True,False,39.193,,"LINESTRING (15.5855894 49.3952069, 15.5857253 49.3952882, 15.585858 49.3953658, 15.58601 49.3954268)",,
"[1011550315, 10869963]",,602,Žižkova,secondary,50,False,False,50.579,,"LINESTRING (15.5855894 49.3952069, 15.5854696 49.3951204, 15.5850579 49.3949137)",,
"[878945737, 1011550316]",3,602;523,Hradební,secondary,50,False,True,92.525,,"LINESTRING (15.5855894 49.3952069, 15.5856706 49.3951251, 15.5863505 49.3945386)",,
"[10869968, 1011550318]",3,523,Dvořákova,secondary,50,False,False,112.441,,"LINESTRING (15.5855894 49.3952069, 15.5854694 49.3953067, 15.5853185 49.3954308, 15.5846263 49.3960004)",,
52994457,,602,Žižkova,secondary,,False,True,14.742,,"LINESTRING (15.5838141 49.394695, 15.5840178 49.3946959)",,
26575237,,,Čajkovského,residential,,False,True,50.57899999999999,,"LINESTRING (15.5948213 49.3940634, 15.5948389 49.3940133, 15.5947718 49.3936122)",,
"[330337770, 226520213]",,,Brněnská,residential,,False,False,161.685,,"LINESTRING (15.5948213 49.3940634, 15.595289 49.3940078, 15.595356 49.3939995, 15.5954285 49.3939968, 15.595475 49.3940112, 15.5954945 49.3940192, 15.5955353 49.3940384, 15.5955647 49.3940602, 15.5957775 49.3942162, 15.5959976 49.3944054, 15.5963127 49.3947376, 15.5963985 49.3948281)",,
226520214,,,Brněnská,residential,,False,True,116.162,,"LINESTRING (15.5948213 49.3940634, 15.5943393 49.3940598, 15.5932163 49.3940671)",,
"[330337770, 226520213]",,,Brněnská,residential,,False,True,161.685,,"LINESTRING (15.5963985 49.3948281, 15.5963127 49.3947376, 15.5959976 49.3944054, 15.5957775 49.3942162, 15.5955647 49.3940602, 15.5955353 49.3940384, 15.5954945 49.3940192, 15.595475 49.3940112, 15.5954285 49.3939968, 15.595356 49.3939995, 15.595289 49.3940078, 15.5948213 49.3940634)",,
"[155581226, 4062086, 41660158, 41660247]",3,523,Znojemská,secondary,50,False,True,135.125,yes,"LINESTRING (15.5922086 49.391588, 15.5921657 49.3916822, 15.5920403 49.3919248, 15.5919605 49.3921012, 15.5918888 49.3922906, 15.5918156 49.3924857, 15.5918081 49.3925054, 15.5917664 49.3926556, 15.5917372 49.3927622)",,
