osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,ref,bridge,junction,access
30776342,Bratříků,residential,False,False,49.73,"LINESTRING (15.5858381 49.6048746, 15.5857445 49.6053177)",,,,,,
229138262,Žižkova,secondary,False,True,54.498000000000005,"LINESTRING (15.5858381 49.6048746, 15.5854231 49.6048109, 15.5851022 49.6047616)",2,50,150,,,
496850185,Nádražní,tertiary,False,False,115.91,"LINESTRING (15.5814324 49.6029121, 15.5812097 49.6029717, 15.5807178 49.6031403, 15.5799387 49.6032864)",,50,03811,,,
"[24341836, 24341830]",Plovárenská,residential,False,True,114.604,"LINESTRING (15.5863056 49.6041043, 15.586191 49.6041425, 15.5856407 49.6044434, 15.5851396 49.6046986, 15.5851022 49.6047616)",1,,,,,yes
"[24341836, 24341830]",Plovárenská,residential,False,False,114.60400000000001,"LINESTRING (15.5851022 49.6047616, 15.5851396 49.6046986, 15.5856407 49.6044434, 15.586191 49.6041425, 15.5863056 49.6041043)",1,,,,,yes
229138262,Žižkova,secondary,False,False,54.498000000000005,"LINESTRING (15.5851022 49.6047616, 15.5854231 49.6048109, 15.5858381 49.6048746)",2,50,150,,,
229138262,Žižkova,secondary,False,True,190.13899999999998,"LINESTRING (15.5851022 49.6047616, 15.5848182 49.6047603, 15.5841675 49.6048494, 15.5831141 49.6051357, 15.5826014 49.6052597)",2,50,150,,,
24341832,,secondary,True,False,49.718,"LINESTRING (15.5796407 49.6043197, 15.5797796 49.6043114, 15.5798564 49.6043069, 15.5803278 49.6042792)",,30,150,,,
"[30904595, 98600421]",Kalinovo nábřeží,residential,False,"[False, True]",215.436,"LINESTRING (15.5796407 49.6043197, 15.5795287 49.6043294, 15.5791276 49.6044163, 15.5785104 49.6045916, 15.5777084 49.6048239, 15.5778236 49.6050765, 15.5778673 49.6051724, 15.5779458 49.6053447, 15.5779638 49.6053841)",,30,,,,
"[5383209, 1237856138, 24341838]",,secondary,False,True,88.53099999999999,"LINESTRING (15.5796407 49.6043197, 15.5796301 49.6042655, 15.5795538 49.603874, 15.5795357 49.6037953, 15.5795198 49.6037386, 15.5795054 49.6036646, 15.579475 49.6035309)",2,50,150,yes,,
797519681,Žižkova,secondary,False,False,3.402,"LINESTRING (15.5814429 49.6053222, 15.5814898 49.6053257)",2,50,150,,,
1147460024,Žižkova,secondary,True,False,36.796,"LINESTRING (15.5814429 49.6053222, 15.5812605 49.6053333, 15.5809503 49.6054012)",,50,150,,,
"[1184930563, 24341834, 24341835]",Na Ostrově,secondary,True,False,167.005,"LINESTRING (15.5803278 49.6042792, 15.5808223 49.6042454, 15.5809166 49.6042597, 15.5809771 49.6043399, 15.5812208 49.6048539, 15.5814429 49.6053222)",2,30,150,,,
172204523,Na Valech,residential,True,False,134.482,"LINESTRING (15.5803278 49.6042792, 15.5803423 49.6043271, 15.5804106 49.6045517, 15.5805111 49.6048132, 15.5806096 49.6054235, 15.5806174 49.6054718)",,30,,,,
30776334,Prokopa Holého,residential,False,False,48.864,"LINESTRING (15.5840248 49.6061999, 15.5844561 49.606539)",,,,,,
30904566,Jiskrova,residential,False,False,158.048,"LINESTRING (15.5840248 49.6061999, 15.5857445 49.6053177)",,,,,,
30776334,Prokopa Holého,residential,False,True,146.459,"LINESTRING (15.5840248 49.6061999, 15.5828191 49.6054035, 15.5826014 49.6052597)",,,,,,
30776334,Prokopa Holého,residential,False,True,48.864,"LINESTRING (15.5844561 49.606539, 15.5840248 49.6061999)",,,,,,
30776334,Prokopa Holého,residential,False,False,63.895,"LINESTRING (15.5844561 49.606539, 15.5845343 49.6066519, 15.5845892 49.6067677, 15.5846294 49.6070964)",,,,,,
128668507,Máchova,residential,False,False,152.753,"LINESTRING (15.5844561 49.606539, 15.5846358 49.6064873, 15.5848882 49.6063851, 15.586419 49.6060306)",,,,,,
30776334,Prokopa Holého,residential,False,True,63.894999999999996,"LINESTRING (15.5846294 49.6070964, 15.5845892 49.6067677, 15.5845343 49.6066519, 15.5844561 49.606539)",,,,,,
"[381435424, 267175965]",Prokopa Holého,residential,False,False,144.619,"LINESTRING (15.5846294 49.6070964, 15.5844623 49.607321, 15.5843792 49.6075255, 15.5843765 49.6076231, 15.5843922 49.6077082, 15.58442 49.607782, 15.58446 49.6078526, 15.584645 49.6081106, 15.5847836 49.6083123)",,,,,,
30776335,Jeronýmova,residential,False,False,29.282,"LINESTRING (15.5847836 49.6083123, 15.5851384 49.6081839)",,,,,,
30904567,Prokopa Holého,residential,False,False,113.16,"LINESTRING (15.5847836 49.6083123, 15.5849173 49.60852, 15.5851077 49.6088756, 15.5852986 49.609237, 15.5853157 49.6092694)",,,,,,
"[381435424, 267175965]",Prokopa Holého,residential,False,True,144.619,"LINESTRING (15.5847836 49.6083123, 15.584645 49.6081106, 15.58446 49.6078526, 15.58442 49.607782, 15.5843922 49.6077082, 15.5843765 49.6076231, 15.5843792 49.6075255, 15.5844623 49.607321, 15.5846294 49.6070964)",,,,,,
30776342,Bratříků,residential,False,False,64.737,"LINESTRING (15.5857445 49.6053177, 15.5862389 49.6058038)",,,,,,
30776342,Bratříků,residential,False,True,49.73,"LINESTRING (15.5857445 49.6053177, 15.5858381 49.6048746)",,,,,,
30904566,Jiskrova,residential,False,True,158.048,"LINESTRING (15.5857445 49.6053177, 15.5840248 49.6061999)",,,,,,
30776342,Bratříků,residential,False,False,28.362,"LINESTRING (15.5862389 49.6058038, 15.586419 49.6060306)",,,,,,
30776342,Bratříků,residential,False,True,64.737,"LINESTRING (15.5862389 49.6058038, 15.5857445 49.6053177)",,,,,,
30776342,Bratříků,residential,False,True,28.362,"LINESTRING (15.586419 49.6060306, 15.5862389 49.6058038)",,,,,,
128668507,Máchova,residential,False,True,152.75300000000001,"LINESTRING (15.586419 49.6060306, 15.5848882 49.6063851, 15.5846358 49.6064873, 15.5844561 49.606539)",,,,,,
"[396565896, 30904563]",Havlíčkovo náměstí,residential,True,False,71.622,"LINESTRING (15.5788322 49.6065518, 15.5794372 49.6064916, 15.579662 49.6064794, 15.5797255 49.6064892, 15.579814 49.6065029)",,30,,,,
30904567,Prokopa Holého,residential,False,True,113.16,"LINESTRING (15.5853157 49.6092694, 15.5852986 49.609237, 15.5851077 49.6088756, 15.5849173 49.60852, 15.5847836 49.6083123)",,,,,,
"[1243731034, 381435423]",Prokopa Holého,residential,False,False,78.886,"LINESTRING (15.5853157 49.6092694, 15.5853515 49.60935, 15.5853854 49.6094691, 15.5855573 49.6099611)",,,,,,
267175963,Prokopa Holého,residential,False,False,129.583,"LINESTRING (15.5855573 49.6099611, 15.5859104 49.6109852, 15.585951 49.6110982)",,,,,,
"[1243731034, 381435423]",Prokopa Holého,residential,False,True,78.886,"LINESTRING (15.5855573 49.6099611, 15.5853854 49.6094691, 15.5853515 49.60935, 15.5853157 49.6092694)",,,,,,
267175963,Prokopa Holého,residential,False,True,129.583,"LINESTRING (15.585951 49.6110982, 15.5859104 49.6109852, 15.5855573 49.6099611)",,,,,,
30904592,Trčkova,residential,False,True,67.992,"LINESTRING (15.5766571 49.6062954, 15.575751 49.606466)",,,,,,
30904592,Trčkova,residential,False,False,60.693,"LINESTRING (15.5766571 49.6062954, 15.5770345 49.6062373, 15.5774719 49.6061576)",,,,,,
30904593,V Rámech,residential,False,False,167.92800000000003,"LINESTRING (15.5766571 49.6062954, 15.5766968 49.6056482, 15.5768311 49.6056202, 15.5770146 49.605582, 15.577374 49.605507, 15.5775585 49.6054686, 15.5779638 49.6053841)",,,,,,
30904593,V Rámech,residential,False,True,167.928,"LINESTRING (15.5779638 49.6053841, 15.5775585 49.6054686, 15.577374 49.605507, 15.5770146 49.605582, 15.5768311 49.6056202, 15.5766968 49.6056482, 15.5766571 49.6062954)",,,,,,
"[30904595, 98600421]",Kalinovo nábřeží,residential,False,"[False, True]",215.436,"LINESTRING (15.5779638 49.6053841, 15.5779458 49.6053447, 15.5778673 49.6051724, 15.5778236 49.6050765, 15.5777084 49.6048239, 15.5785104 49.6045916, 15.5791276 49.6044163, 15.5795287 49.6043294, 15.5796407 49.6043197)",,30,,,,
"[130694753, 130694723, 40323716, 130694724, 98600427]","['V Rámech', 'Pod Radnicí']",residential,False,"[False, True]",197.325,"LINESTRING (15.5779638 49.6053841, 15.5784989 49.6052794, 15.5789178 49.6051974, 15.5789445 49.6052593, 15.5789603 49.6052982, 15.5791762 49.6057963, 15.5790909 49.6058093, 15.5787808 49.6058769, 15.5784346 49.6059566)",,,,,,
5383199,Beckovského,residential,True,False,156.478,"LINESTRING (15.5768383 49.6091107, 15.5767561 49.6089063, 15.5763079 49.6078239, 15.5762988 49.6077488)",,30,,,,
30904596,Husova,residential,False,False,80.547,"LINESTRING (15.5768383 49.6091107, 15.5774856 49.6091179, 15.577956 49.6091227)",,,,,,
588358426,Beckovského,residential,False,True,32.416,"LINESTRING (15.5768383 49.6091107, 15.5769078 49.6093186, 15.5769336 49.6093956)",,,,,,
30904596,Husova,residential,False,True,80.547,"LINESTRING (15.577956 49.6091227, 15.5774856 49.6091179, 15.5768383 49.6091107)",,,,,,
41987936,Horní,residential,False,False,10.138,"LINESTRING (15.5783723 49.6087777, 15.5783307 49.6088648)",,30,,,,
30904597,Kozí,residential,False,True,141.949,"LINESTRING (15.5783723 49.6087777, 15.5785427 49.6087852, 15.5789471 49.6087814, 15.579604 49.608724, 15.5803294 49.6086607)",,,,,,
41987936,Horní,residential,False,True,69.044,"LINESTRING (15.5783723 49.6087777, 15.5786065 49.608236, 15.5786319 49.60818)",,30,,,,
98600435,Smetanovo náměstí,residential,False,False,39.149,"LINESTRING (15.5777021 49.6078657, 15.5775593 49.607526)",,,,,,
41814950,Smetanovo náměstí,residential,False,True,123.81099999999999,"LINESTRING (15.5777021 49.6078657, 15.5777204 49.6079033, 15.5778641 49.6081975, 15.5779657 49.608404, 15.5781066 49.6087647, 15.5782541 49.608836, 15.5783307 49.6088648)",,,,,,
538415853,Smetanovo náměstí,residential,True,False,33.348,"LINESTRING (15.5777021 49.6078657, 15.5779151 49.6078213, 15.5781427 49.6077739)",,,,,,
30904598,Příčná,residential,False,False,112.57000000000001,"LINESTRING (15.5786319 49.60818, 15.5789922 49.6082258, 15.5792178 49.6082105, 15.580159 49.6080632)",,,,,,
41987936,Horní,residential,False,False,69.044,"LINESTRING (15.5786319 49.60818, 15.5786065 49.608236, 15.5783723 49.6087777)",,30,,,,
41987936,Horní,residential,False,True,102.379,"LINESTRING (15.5786319 49.60818, 15.5787816 49.6078425, 15.5789511 49.6074712, 15.5790143 49.6073894, 15.5790875 49.6073119)",,30,,,,
30904598,Příčná,residential,False,True,112.57000000000001,"LINESTRING (15.580159 49.6080632, 15.5792178 49.6082105, 15.5789922 49.6082258, 15.5786319 49.60818)",,,,,,
"[41815104, 41815105, 5383206, 381435422]","['Rubešovo náměstí', 'Na Valech']",residential,True,False,355.656,"LINESTRING (15.580159 49.6080632, 15.5800282 49.6075272, 15.5800673 49.6074998, 15.5801213 49.6074675, 15.5807389 49.6075212, 15.5808088 49.6075215, 15.5808637 49.6075097, 15.5808995 49.607491, 15.5809488 49.6074328, 15.580979 49.6073676, 15.5810025 49.6072715, 15.5809991 49.6069696, 15.5809829 49.6066968, 15.5809401 49.6065168, 15.5806174 49.6054718)",,,,,,
30904599,Dobrovského,residential,False,False,178.62,"LINESTRING (15.5781176 49.609649, 15.5780931 49.6097979, 15.5780907 49.6103877, 15.5780866 49.6108277, 15.5780826 49.6112545)",,,,,,
30904599,Dobrovského,residential,False,True,28.320999999999998,"LINESTRING (15.5781176 49.609649, 15.5781318 49.6095894, 15.5781746 49.609397)",,,,,,
30904601,P. F. Ledvinky,residential,False,False,51.994,"LINESTRING (15.5781176 49.609649, 15.5782397 49.6097285, 15.5784614 49.6100536)",,,,,,
30904599,Dobrovského,residential,False,True,178.62,"LINESTRING (15.5780826 49.6112545, 15.5780866 49.6108277, 15.5780907 49.6103877, 15.5780931 49.6097979, 15.5781176 49.609649)",,,,,,
30904600,B. Kobzinové,residential,True,False,146.181,"LINESTRING (15.5780826 49.6112545, 15.5782599 49.611231, 15.5783969 49.6110274, 15.5784573 49.6105, 15.5784614 49.6100536)",,,,,,
30904601,P. F. Ledvinky,residential,False,True,51.994,"LINESTRING (15.5784614 49.6100536, 15.5782397 49.6097285, 15.5781176 49.609649)",,,,,,
766080421,P. F. Ledvinky,residential,True,False,110.7,"LINESTRING (15.5784614 49.6100536, 15.5793232 49.6100107, 15.5796701 49.6099935, 15.5798343 49.6101276, 15.5798716 49.610158)",,,,,,
30904602,Za Klášterem,residential,False,False,90.048,"LINESTRING (15.5798716 49.610158, 15.5811085 49.6100422)",,,,,,
766080421,P. F. Ledvinky,residential,True,False,69.68,"LINESTRING (15.5798716 49.610158, 15.5799965 49.6107794)",,,,,,
30904603,Klášterská,residential,False,False,153.464,"LINESTRING (15.5799965 49.6107794, 15.5816242 49.610654, 15.5817672 49.6106925, 15.5818549 49.6109026)",,,,,,
30904602,Za Klášterem,residential,False,True,90.048,"LINESTRING (15.5811085 49.6100422, 15.5798716 49.610158)",,,,,,
"[30904607, 1147460020, 41815215]",U Stadionu,residential,False,False,295.656,"LINESTRING (15.5825026 49.6112676, 15.5826315 49.6110274, 15.5827927 49.6108707, 15.5835102 49.6103773, 15.5836996 49.6102143, 15.5836992 49.6101528, 15.5836376 49.6101193, 15.5833286 49.6100374, 15.5826051 49.6099538, 15.5825262 49.6099234, 15.5822684 49.6097816, 15.5820947 49.6095589)",,,,,,
30909206,Tylova,residential,False,False,135.237,"LINESTRING (15.5727623 49.6114237, 15.5745727 49.6111027)",,,,,,
30909206,Tylova,residential,False,True,135.237,"LINESTRING (15.5745727 49.6111027, 15.5727623 49.6114237)",,,,,,
30909207,Šubrtova,residential,False,False,175.205,"LINESTRING (15.5745727 49.6111027, 15.5739707 49.6095761)",,,,,,
30909207,Šubrtova,residential,False,True,175.205,"LINESTRING (15.5739707 49.6095761, 15.5745727 49.6111027)",,,,,,
5383202,Husova,residential,False,True,52.944,"LINESTRING (15.5739707 49.6095761, 15.5740069 49.6095703, 15.5744289 49.6095029, 15.5746841 49.6094621)",,,,,,
4725328,Humpolecká,primary,False,False,80.047,"LINESTRING (15.5759574 49.6026667, 15.574852 49.6025959)",2,50,19;34,,,
30909228,Na Písku,residential,False,False,83.545,"LINESTRING (15.5759574 49.6026667, 15.5759489 49.602748, 15.5759306 49.6029254, 15.5758179 49.603412)",,,,,,
1266632259,Humpolecká,primary,False,True,54.266000000000005,"LINESTRING (15.5759574 49.6026667, 15.5762193 49.6026804, 15.5767072 49.6027116)",2,50,19;34,,,
30909228,Na Písku,residential,False,False,54.842,"LINESTRING (15.5758179 49.603412, 15.5757236 49.6039014)",,,,,,
30909229,Sázavská,residential,False,False,74.933,"LINESTRING (15.5758179 49.603412, 15.5747827 49.6033485)",,,,,,
30909229,Sázavská,residential,False,True,34.417,"LINESTRING (15.5758179 49.603412, 15.5762941 49.6034357)",,,,,,
30909228,Na Písku,residential,False,True,83.54499999999999,"LINESTRING (15.5758179 49.603412, 15.5759306 49.6029254, 15.5759489 49.602748, 15.5759574 49.6026667)",,,,,,
30909228,Na Písku,residential,False,True,54.842,"LINESTRING (15.5757236 49.6039014, 15.5758179 49.603412)",,,,,,
30909229,Sázavská,residential,False,False,34.417,"LINESTRING (15.5762941 49.6034357, 15.5758179 49.603412)",,,,,,
30909229,Sázavská,residential,False,False,115.816,"LINESTRING (15.5747827 49.6033485, 15.5731785 49.6032854)",,,,,,
30909229,Sázavská,residential,False,True,74.933,"LINESTRING (15.5747827 49.6033485, 15.5758179 49.603412)",,,,,,
301754485,Na Losích,residential,False,True,83.834,"LINESTRING (15.5747827 49.6033485, 15.574852 49.6025959)",,,,,,
301754485,Na Losích,residential,False,False,71.592,"LINESTRING (15.5747827 49.6033485, 15.5747552 49.6037166, 15.5747154 49.6039907)",,,,,,
30909229,Sázavská,residential,False,True,115.816,"LINESTRING (15.5731785 49.6032854, 15.5747827 49.6033485)",,,,,,
30909230,Na Bojišti,residential,False,False,22.409,"LINESTRING (15.5731785 49.6032854, 15.5732455 49.6034822)",,,,,,
30909230,Na Bojišti,residential,False,True,56.334,"LINESTRING (15.5731785 49.6032854, 15.5730054 49.6028749, 15.5729724 49.6027967)",,,,,,
30909230,Na Bojišti,residential,False,False,56.334,"LINESTRING (15.5729724 49.6027967, 15.5730054 49.6028749, 15.5731785 49.6032854)",,,,,,
"[4725328, 222035615]",Humpolecká,primary,False,True,138.42399999999998,"LINESTRING (15.5729724 49.6027967, 15.5732797 49.6027579, 15.5742819 49.6025843, 15.574852 49.6025959)",2,50,19;34,,,
30909230,Na Bojišti,residential,False,True,22.409,"LINESTRING (15.5732455 49.6034822, 15.5731785 49.6032854)",,,,,,
853526700,,residential,False,False,12.436,"LINESTRING (15.5732455 49.6034822, 15.5732678 49.6035931)",,,,,,
30909230,Na Bojišti,residential,False,False,15.314,"LINESTRING (15.5732455 49.6034822, 15.5731833 49.6035203, 15.5730784 49.6035666)",,,,,,
