osmid,bridge,ref,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,junction,access,tunnel
28999783,,,Jiráskovo náměstí,residential,,False,False,11.096,"LINESTRING (15.2066262 50.0305024, 15.2064712 50.030509)",,,,
316920690,,,Jiráskovo náměstí,residential,,False,False,63.67,"LINESTRING (15.2066262 50.0305024, 15.2064215 50.0305857, 15.2060526 50.0307777, 15.205913 50.0308447)",,,,
28999765,,,Jiráskovo náměstí,residential,,False,True,47.141,"LINESTRING (15.2058145 50.0305511, 15.2064712 50.030509)",,,,
"[27821860, 1260542244]",,,Podskalské nábřeží,residential,30,False,True,337.83399999999995,"LINESTRING (15.2058145 50.0305511, 15.2056732 50.0301427, 15.2056149 50.0300863, 15.2051024 50.0300932, 15.2045686 50.0301004, 15.2037733 50.0301111, 15.2033695 50.0301046, 15.2023268 50.0300956, 15.2020558 50.0301105, 15.2016722 50.0302074)",,,,
173082926,,,Jiráskovo náměstí,residential,,False,False,33.396,"LINESTRING (15.2058145 50.0305511, 15.2058668 50.0307069, 15.205913 50.0308447)",,,,
173082929,,,Mlýnská,residential,,False,False,80.679,"LINESTRING (15.2058145 50.0305511, 15.2051803 50.0306221, 15.2050918 50.030632, 15.2047024 50.0306779)",,,,
173082929,,,Mlýnská,residential,,False,True,80.679,"LINESTRING (15.2047024 50.0306779, 15.2050918 50.030632, 15.2051803 50.0306221, 15.2058145 50.0305511)",,,,
28999766,,,U Kostelíčka,residential,,False,False,79.776,"LINESTRING (15.2060891 50.0313104, 15.2061007 50.0320278)",,,,
28999766,,,U Kostelíčka,residential,,False,True,53.289,"LINESTRING (15.2060891 50.0313104, 15.205913 50.0308447)",,,,
28999767,,,Mnichovická,residential,,False,False,82.288,"LINESTRING (15.2060891 50.0313104, 15.2072141 50.0314698)",,,,
28999766,,,U Kostelíčka,residential,,False,True,79.776,"LINESTRING (15.2061007 50.0320278, 15.2060891 50.0313104)",,,,
28999770,,,Za Baštou,residential,,False,True,54.6,"LINESTRING (15.2014824 50.0319826, 15.2016848 50.0324561)",,,,
28999768,,,Podskalská,residential,,False,False,157.334,"LINESTRING (15.2014824 50.0319826, 15.2023284 50.0317899, 15.2024663 50.0314007, 15.2029305 50.0313448, 15.2031383 50.0313198)",,,,
28999770,,,Za Baštou,residential,,False,False,90.822,"LINESTRING (15.2014824 50.0319826, 15.2013547 50.0316734, 15.2012534 50.0314282, 15.2011105 50.031203)",,,,
28999768,,,Podskalská,residential,,False,True,157.334,"LINESTRING (15.2031383 50.0313198, 15.2029305 50.0313448, 15.2024663 50.0314007, 15.2023284 50.0317899, 15.2014824 50.0319826)",,,,
28999770,,,Za Baštou,residential,,False,True,90.822,"LINESTRING (15.2011105 50.031203, 15.2012534 50.0314282, 15.2013547 50.0316734, 15.2014824 50.0319826)",,,,
28999765,,,Jiráskovo náměstí,residential,,False,False,47.141,"LINESTRING (15.2064712 50.030509, 15.2058145 50.0305511)",,,,
28999780,,,Labská,residential,,False,False,25.942,"LINESTRING (15.2064712 50.030509, 15.2064526 50.030276)",,,,
28999783,,,Jiráskovo náměstí,residential,,False,True,11.096,"LINESTRING (15.2064712 50.030509, 15.2066262 50.0305024)",,,,
28999780,,,Labská,residential,,False,True,25.942,"LINESTRING (15.2064526 50.030276, 15.2064712 50.030509)",,,,
"[32668292, 1197721516]",,,Rybářská,residential,,False,True,888.4990000000001,"LINESTRING (15.1955795 50.0306509, 15.1956635 50.0306199, 15.1962251 50.0303988, 15.1970527 50.0301397, 15.1977753 50.0299481, 15.1984769 50.0297889, 15.1996112 50.0295487, 15.2012497 50.0292194, 15.2037981 50.0287238, 15.2042374 50.0286418, 15.2052744 50.0284044, 15.2063212 50.0281321, 15.2072249 50.027897)",,,,
"[120066504, 32668287]",,,"['Na Pobřeží', 'Příkrá']",residential,,False,"[False, True]",118.68,"LINESTRING (15.2076291 50.0267735, 15.2070247 50.027139, 15.2066685 50.0273586, 15.2068422 50.0275446)",,,,
32668292,,,Rybářská,residential,,False,False,34.427,"LINESTRING (15.2074493 50.028171, 15.2072249 50.027897)",,,,
715757811,,,Starokolínská,residential,,False,False,34.056,"LINESTRING (15.2074493 50.028171, 15.2076008 50.0284614)",,,,
173076787,,,Starokolínská,residential,,False,True,36.923,"LINESTRING (15.2074493 50.028171, 15.2072628 50.0282722, 15.2070338 50.0283674)",,,,
32668292,,,Rybářská,residential,,False,True,34.427,"LINESTRING (15.2072249 50.027897, 15.2074493 50.028171)",,,,
"[1197721516, 32668292]",,,Rybářská,residential,,False,False,888.4989999999999,"LINESTRING (15.2072249 50.027897, 15.2063212 50.0281321, 15.2052744 50.0284044, 15.2042374 50.0286418, 15.2037981 50.0287238, 15.2012497 50.0292194, 15.1996112 50.0295487, 15.1984769 50.0297889, 15.1977753 50.0299481, 15.1970527 50.0301397, 15.1962251 50.0303988, 15.1956635 50.0306199, 15.1955795 50.0306509)",,,,
"[199101808, 199101851, 120066508]",,,,residential,,False,False,47.907,"LINESTRING (15.2072249 50.027897, 15.2071392 50.027799, 15.2069957 50.0276623, 15.2068422 50.0275446)",,,,yes
173076787,,,Starokolínská,residential,,False,False,36.923,"LINESTRING (15.2070338 50.0283674, 15.2072628 50.0282722, 15.2074493 50.028171)",,,,
"[1260542244, 27821860]",,,Podskalské nábřeží,residential,30,False,False,337.834,"LINESTRING (15.2016722 50.0302074, 15.2020558 50.0301105, 15.2023268 50.0300956, 15.2033695 50.0301046, 15.2037733 50.0301111, 15.2045686 50.0301004, 15.2051024 50.0300932, 15.2056149 50.0300863, 15.2056732 50.0301427, 15.2058145 50.0305511)",,,,
172713030,,,Sokolská,residential,,False,True,56.694,"LINESTRING (15.1954355 50.0304919, 15.1956973 50.0303174, 15.1960028 50.0301356)",,,,
40868019,,,Karlova,residential,,True,False,81.93499999999999,"LINESTRING (15.201487 50.0269059, 15.2018731 50.0275617, 15.2018928 50.0275951)",,,,
201345006,,,Brandlova,residential,,False,False,48.246,"LINESTRING (15.201487 50.0269059, 15.2014145 50.0269229, 15.2009453 50.0270325, 15.2008765 50.0270782)",,,,
351139937,,,,residential,,False,False,13.81,"LINESTRING (15.1982692 50.0285047, 15.198089 50.0285497)",,,,
40868025,,,Pražská,residential,,True,False,85.096,"LINESTRING (15.1982692 50.0285047, 15.1983373 50.0284869, 15.1986709 50.0283996, 15.1993724 50.0282159)",,,,
28534484,,,Legerova,tertiary,,False,False,64.566,"LINESTRING (15.2001285 50.0250891, 15.2001471 50.0251573, 15.2002943 50.0256599)",,,,
"[100137549, 204052653]",,,Obecní dvůr,residential,,False,"[False, True]",98.891,"LINESTRING (15.2001285 50.0250891, 15.199641 50.0250827, 15.1987724 50.0252258)",,,,
562606399,,,Legerova,tertiary,,False,True,20.772,"LINESTRING (15.2004178 50.0259831, 15.200365 50.0257994)",,,,
303889723,,,Politických vězňů,tertiary,,True,False,11.780999999999999,"LINESTRING (15.2004178 50.0259831, 15.2004477 50.0259921, 15.2004726 50.026006, 15.2004906 50.0260238, 15.2005002 50.026044, 15.2005007 50.0260652)",,roundabout,,
382624145,,,Politických vězňů,tertiary,,True,False,11.914,"LINESTRING (15.2002769 50.0260226, 15.2002956 50.0260048, 15.2003212 50.0259911, 15.2003518 50.0259826, 15.2003849 50.0259798, 15.2004178 50.0259831)",,roundabout,,
"[506101660, 562606397]",,,Legerova,tertiary,,False,False,40.376000000000005,"LINESTRING (15.2002769 50.0260226, 15.2002808 50.0257539, 15.2002943 50.0256599)",,,,
117617146,,,Politických vězňů,tertiary,,False,False,54.724999999999994,"LINESTRING (15.2005007 50.0260652, 15.2006315 50.0260564, 15.2007424 50.0260416, 15.2012528 50.0259735)",2,,,
117617147,,,Politických vězňů,tertiary,,True,False,12.114999999999998,"LINESTRING (15.2005007 50.0260652, 15.2004944 50.026082, 15.2004823 50.0260975, 15.2004651 50.0261108, 15.2004437 50.0261212, 15.2004191 50.0261283, 15.2003849 50.026133)",,roundabout,,
651890946,,,Politických vězňů,tertiary,,True,False,7.962,"LINESTRING (15.2002789 50.0260917, 15.2002687 50.026075, 15.2002649 50.0260573, 15.2002677 50.0260395, 15.2002769 50.0260226)",,roundabout,,
1231890812,,,Politických vězňů,tertiary,,False,False,3.285,"LINESTRING (15.2003849 50.026133, 15.200374 50.0261617)",,,,
651890949,,,Politických vězňů,tertiary,,True,False,9.234,"LINESTRING (15.2003849 50.026133, 15.2003393 50.0261264, 15.2003151 50.026118, 15.2002946 50.0261062, 15.2002789 50.0260917)",,roundabout,,
28534490,,,Zahradní,residential,,False,True,63.913,"LINESTRING (15.2064527 50.0251166, 15.2063461 50.0250905, 15.2061431 50.0250409, 15.2057634 50.0249489, 15.2056393 50.0248865)",,,,
28534492,,,Příkrá,residential,,False,True,6.628,"LINESTRING (15.2062925 50.0270162, 15.2062437 50.0269655)",,,no,
"[367680691, 28534468, 303889725, 28999782]",yes,,"['Masarykovův most', 'Antonína Kaliny']",tertiary,30,False,False,168.034,"LINESTRING (15.2046242 50.0312319, 15.2045892 50.0311607, 15.2044881 50.030955, 15.2044665 50.0308836, 15.2044282 50.0306973, 15.2044061 50.0306219, 15.2043014 50.0302127, 15.2041908 50.0297494)",2,,,
316920691,,,Jiráskovo náměstí,tertiary,,True,False,19.808,"LINESTRING (15.2046242 50.0312319, 15.2046715 50.0312213, 15.2047569 50.0312217, 15.2048207 50.0312399, 15.2048721 50.0312723)",,roundabout,,
152327208,,,Jiráskovo náměstí,tertiary,,True,False,22.33,"LINESTRING (15.2048721 50.0312723, 15.2048983 50.0313059, 15.2049069 50.0313518, 15.2048898 50.0313956, 15.2048424 50.031437, 15.2048166 50.031449)",,roundabout,,
316920692,,,Jiráskovo náměstí,residential,,False,True,88.459,"LINESTRING (15.2048721 50.0312723, 15.20495 50.0312435, 15.2054279 50.0310669, 15.2056014 50.0310027, 15.205913 50.0308447)",,,,
203177435,,12557,Na Louži,tertiary,,False,True,140.371,"LINESTRING (15.2048166 50.031449, 15.2049304 50.0315475, 15.2051507 50.0316928, 15.2053654 50.031805, 15.2056765 50.0319655, 15.2057639 50.0320106, 15.2059302 50.0320944, 15.2061484 50.0322003, 15.206304 50.0322655)",2,,,
651890971,,,Jiráskovo náměstí,tertiary,,True,False,19.753,"LINESTRING (15.2048166 50.031449, 15.2047864 50.0314586, 15.2047442 50.0314664, 15.2046807 50.0314666, 15.2046172 50.0314523, 15.2045647 50.0314244)",,roundabout,,
28999767,,,Mnichovická,residential,,False,True,82.288,"LINESTRING (15.2072141 50.0314698, 15.2060891 50.0313104)",,,,
289142777,,,Politických vězňů,tertiary,,False,False,27.165,"LINESTRING (15.1977041 50.0276045, 15.1977726 50.0274296, 15.1978062 50.0273694)",,,,
"[289142777, 28534513, 800608279]",,,"['Politických vězňů', 'náměstí Republiky']",tertiary,,False,True,94.91799999999999,"LINESTRING (15.1977041 50.0276045, 15.197649 50.0277664, 15.1976367 50.0278306, 15.1976418 50.0278855, 15.197655 50.0279577, 15.1977888 50.0282033, 15.1978504 50.0283411, 15.1978563 50.0283611, 15.1978576 50.0283823, 15.1978429 50.0284095, 15.1978267 50.0284284)",2,,,
"[40868027, 818297109]",,,Na Valech,residential,,True,False,101.596,"LINESTRING (15.1980145 50.0276239, 15.1980086 50.0276744, 15.1980029 50.0279726, 15.19802 50.0281243, 15.1981635 50.0283433, 15.1982402 50.0284605, 15.1982692 50.0285047)",1,,no,
197584778,,,,residential,,True,False,22.278,"LINESTRING (15.1980145 50.0276239, 15.1978817 50.0276158, 15.1977792 50.0276093, 15.1977041 50.0276045)",,,,
800608280,,,náměstí Republiky,residential,,False,True,13.997,"LINESTRING (15.1970624 50.028486, 15.1971249 50.0286053)",,,,
"[156223638, 82717247]",,,"['Tyršova', 'náměstí Republiky']",residential,,True,False,136.767,"LINESTRING (15.1970624 50.028486, 15.1970398 50.028437, 15.196861 50.02805, 15.1967691 50.0278814, 15.1965668 50.0279064, 15.1959838 50.028, 15.1958658 50.028019)",,,,
9584326,,12557,Na Louži,tertiary,,False,True,45.88,"LINESTRING (15.206304 50.0322655, 15.2069056 50.0324101)",2,,,
201545585,,,,secondary_link,,True,False,53.291,"LINESTRING (15.206304 50.0322655, 15.2065399 50.0322661, 15.2067273 50.0322309, 15.2070167 50.0321511)",1,,,
203177435,,12557,Na Louži,tertiary,,False,False,140.371,"LINESTRING (15.206304 50.0322655, 15.2061484 50.0322003, 15.2059302 50.0320944, 15.2057639 50.0320106, 15.2056765 50.0319655, 15.2053654 50.031805, 15.2051507 50.0316928, 15.2049304 50.0315475, 15.2048166 50.031449)",2,,,
198231974,,,Krčínova,residential,,False,False,45.57600000000001,"LINESTRING (15.1964267 50.027356, 15.1963355 50.0273529, 15.1958836 50.0273373, 15.1957896 50.0273341)",,,,
156223633,,,Kutnohorská,tertiary,,False,True,31.15,"LINESTRING (15.207297 50.0260296, 15.2073332 50.0260219, 15.2073759 50.0260129, 15.2075167 50.0259829, 15.2076034 50.0259849, 15.2077212 50.0259876)",,,,
203179479,,,Kutnohorská,tertiary,,False,False,104.73400000000001,"LINESTRING (15.207297 50.0260296, 15.2070081 50.0260995, 15.2069194 50.0261264, 15.2062826 50.0263199, 15.2059618 50.0264174)",,,,
715757811,,,Starokolínská,residential,,False,True,34.056,"LINESTRING (15.2076008 50.0284614, 15.2074493 50.028171)",,,,
28534479,,,Na Pršíně,residential,,True,False,12.108,"LINESTRING (15.2028941 50.0262104, 15.2027937 50.0262416, 15.2027415 50.0262578)",,,,
201344732,,,Na Pršíně,residential,,True,False,22.012999999999998,"LINESTRING (15.2028941 50.0262104, 15.202936 50.0263167, 15.2029698 50.0264023)",,,,
117617146,,,Politických vězňů,tertiary,,False,False,22.894,"LINESTRING (15.2027415 50.0262578, 15.2029698 50.0264023)",2,,,
117617146,,,Politických vězňů,tertiary,,False,True,116.703,"LINESTRING (15.2027415 50.0262578, 15.2025731 50.0261513, 15.2023681 50.0260492, 15.2021699 50.0259962, 15.2020162 50.0259697, 15.2018579 50.0259622, 15.2017367 50.0259622, 15.2012528 50.0259735)",2,,,
28534518,,,Bezručova,residential,,False,True,105.744,"LINESTRING (15.1958853 50.0256167, 15.1959639 50.0256906, 15.1963361 50.0264515, 15.1963636 50.0265129)",,,,
203182536,,38H,Jaselská,tertiary,50,False,False,55.309000000000005,"LINESTRING (15.1958853 50.0256167, 15.195806 50.025667, 15.195679 50.025748, 15.1955339 50.0258746, 15.195407 50.0260048)",2,,,
156233899,,125,Ovčárecká,secondary,50,False,True,39.649,"LINESTRING (15.2068113 50.0327612, 15.2068584 50.0325451, 15.2069056 50.0324101)",,,,
203177382,,,,secondary_link,,True,False,66.686,"LINESTRING (15.2068113 50.0327612, 15.206678 50.0325534, 15.206304 50.0322655)",,,,
"[22745658, 117618142]",yes,125,"['Nový most', 'Ovčárecká']",secondary,70,False,True,445.707,"LINESTRING (15.2070167 50.0321511, 15.2073131 50.031613, 15.2075204 50.0311603, 15.2076365 50.0307484, 15.2076454 50.0303579, 15.2076567 50.0294064, 15.2076354 50.0284986, 15.2076363 50.0282015)",,,,
203177162,,125,Ovčárecká,secondary,70,False,False,29.873,"LINESTRING (15.2070167 50.0321511, 15.206943 50.032323, 15.2069056 50.0324101)",,,,
454561037,,,Sokolská,residential,,False,True,78.58699999999999,"LINESTRING (15.1979387 50.0292215, 15.1979897 50.029175, 15.1980434 50.0291122, 15.1981518 50.0289328, 15.1981364 50.028746, 15.1981105 50.0286219, 15.198089 50.0285497)",,,,
28534493,,,Školská,residential,,False,False,106.358,"LINESTRING (15.2074837 50.0264477, 15.2073617 50.0264861, 15.207217 50.0265512, 15.2070945 50.026622, 15.2069743 50.0266956, 15.2068084 50.0267679, 15.2066335 50.0268437, 15.2064632 50.0269052, 15.2062437 50.0269655)",,,,
289412661,,,Horní ostrov,residential,,False,False,67.771,"LINESTRING (15.2051341 50.0296958, 15.2046467 50.0297094, 15.2044392 50.0297203, 15.2043444 50.0297348, 15.2041908 50.0297494)",,,,
28534468,yes,,Masarykovův most,tertiary,30,False,False,106.649,"LINESTRING (15.2041908 50.0297494, 15.2039562 50.0288022)",2,,,
"[367680691, 28534468, 303889725, 28999782]",yes,,"['Masarykovův most', 'Antonína Kaliny']",tertiary,30,False,True,168.034,"LINESTRING (15.2041908 50.0297494, 15.2043014 50.0302127, 15.2044061 50.0306219, 15.2044282 50.0306973, 15.2044665 50.0308836, 15.2044881 50.030955, 15.2045892 50.0311607, 15.2046242 50.0312319)",2,,,
289412661,,,Horní ostrov,residential,,False,True,67.771,"LINESTRING (15.2041908 50.0297494, 15.2043444 50.0297348, 15.2044392 50.0297203, 15.2046467 50.0297094, 15.2051341 50.0296958)",,,,
351139937,,,,residential,,False,True,13.81,"LINESTRING (15.198089 50.0285497, 15.1982692 50.0285047)",,,,
506097671,,,,residential,,False,True,23.087,"LINESTRING (15.198089 50.0285497, 15.1978267 50.0284284)",,,,
454561037,,,Sokolská,residential,,False,False,78.587,"LINESTRING (15.198089 50.0285497, 15.1981105 50.0286219, 15.1981364 50.028746, 15.1981518 50.0289328, 15.1980434 50.0291122, 15.1979897 50.029175, 15.1979387 50.0292215)",,,,
172713009,,,Karlovo náměstí,residential,,True,False,84.842,"LINESTRING (15.2020251 50.0282458, 15.2009211 50.0285272)",,,,
800608281,,,Politických vězňů,tertiary,,False,True,24.224,"LINESTRING (15.1995816 50.0264581, 15.1992993 50.0265788)",,,,
28534515,,,Politických vězňů,tertiary,,True,False,64.75200000000001,"LINESTRING (15.1995816 50.0264581, 15.1997284 50.0263732, 15.2000836 50.0262075, 15.2002139 50.0261499, 15.2002518 50.0261203, 15.2002789 50.0260917)",,,,
1231890812,,,Politických vězňů,tertiary,,False,True,3.285,"LINESTRING (15.200374 50.0261617, 15.2003849 50.026133)",,,,
506101659,,,Politických vězňů,tertiary,,True,False,65.626,"LINESTRING (15.200374 50.0261617, 15.2003149 50.026193, 15.2002037 50.0262366, 15.2001411 50.0262601, 15.1997576 50.0264047, 15.1995816 50.0264581)",,,,
28534471,,,Mostní,tertiary,,False,True,71.607,"LINESTRING (15.203911 50.0284227, 15.2039389 50.028382, 15.2039637 50.0283333, 15.2039758 50.0282592, 15.2039343 50.0277862)",,,,
173076786,,,Na Pobřeží,residential,,True,False,232.09900000000002,"LINESTRING (15.203911 50.0284227, 15.2041554 50.0283824, 15.2043836 50.0283311, 15.2047529 50.0282481, 15.2047745 50.0282432, 15.2049236 50.0282036, 15.2050562 50.0281674, 15.2053155 50.0280862, 15.206255 50.02779, 15.2068422 50.0275446)",,,,
"[28534468, 864959069]",yes,,"['Masarykovův most', 'Mostní']",tertiary,30,False,"[False, True]",43.04,"LINESTRING (15.203911 50.0284227, 15.2038852 50.028466, 15.2038777 50.0284978, 15.2039562 50.0288022)",2,,,
28534511,,,Pražská,tertiary,,False,True,78.844,"LINESTRING (15.1948756 50.0287216, 15.1951646 50.0287393, 15.1958014 50.028784, 15.195974 50.0287901)",,,,
818297110,,,Kovářská,residential,,False,False,32.071,"LINESTRING (15.1995293 50.0284861, 15.1994965 50.0284327, 15.1994274 50.0283073, 15.1994097 50.0282779, 15.1993724 50.0282159)",,,,
