osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,access
9582315,152,Palackého,secondary,50,False,True,165.752,"LINESTRING (15.812611 49.053814, 15.8103448 49.0536862)",,
370833632,152,Palackého,secondary,50,False,False,227.221,"LINESTRING (15.812611 49.053814, 15.8132412 49.0538339, 15.8137223 49.0538339, 15.814798 49.053822, 15.815501 49.053752, 15.81572 49.053747)",,
392037180,,Kozinova,residential,,False,True,40.653,"LINESTRING (15.812611 49.053814, 15.8126282 49.0539106, 15.812858 49.0541327)",,
378622286,152,Husova,secondary,50,False,True,33.773,"LINESTRING (15.8122703 49.0505533, 15.812221 49.0502513)",,
361845412,,Kollárova,residential,,False,True,36.092,"LINESTRING (15.8122703 49.0505533, 15.8121827 49.0505171, 15.8119643 49.050304)",,
378622283,152,Husova,secondary,50,False,False,42.754999999999995,"LINESTRING (15.8122703 49.0505533, 15.8122756 49.0506536, 15.8123108 49.0507564, 15.8123635 49.0508494, 15.8124283 49.0509167)",,
415063733,,Šafaříkova,residential,,False,True,86.318,"LINESTRING (15.8146979 49.0494224, 15.8148135 49.0495227, 15.8151906 49.0501245)",,
300174411,,Šustova,residential,,False,True,109.912,"LINESTRING (15.8100406 49.0544938, 15.8095514 49.0543466, 15.808601 49.0542194)",,
31692074,,Purcnerova,residential,,False,False,76.798,"LINESTRING (15.8091302 49.0516996, 15.8091133 49.0516249, 15.8090893 49.0515187, 15.8090638 49.0514055, 15.8089624 49.0510178)",,
31692086,,Urbánkova,residential,,False,False,121.473,"LINESTRING (15.8114899 49.0489757, 15.8116607 49.0488411, 15.8124514 49.0482977, 15.8126453 49.0481902)",,
309862482,,Urbánkova,residential,,False,True,101.897,"LINESTRING (15.8114899 49.0489757, 15.8106045 49.0496178, 15.8105639 49.0496612)",,
317341034,152,Husova,secondary,50,False,False,153.88400000000001,"LINESTRING (15.8114899 49.0489757, 15.811797 49.049286, 15.8120059 49.049548, 15.8120539 49.0496513, 15.8121275 49.0498485, 15.812221 49.0502513)",,
373369767,152,Husova,secondary,50,False,True,115.345,"LINESTRING (15.8114899 49.0489757, 15.811317 49.04888, 15.8111523 49.0488082, 15.8109317 49.0487611, 15.810685 49.0487218, 15.8103135 49.0486891, 15.810016 49.0486799)",,
370833632,152,Palackého,secondary,50,False,True,227.221,"LINESTRING (15.81572 49.053747, 15.815501 49.053752, 15.814798 49.053822, 15.8137223 49.0538339, 15.8132412 49.0538339, 15.812611 49.053814)",,
1047054399,,,residential,,False,False,129.522,"LINESTRING (15.81572 49.053747, 15.8157192 49.0540351, 15.8157514 49.0543163, 15.8157487 49.0544754, 15.8157266 49.054657, 15.8156932 49.0549095)",,
309862483,,Větrná,residential,,False,False,40.579,"LINESTRING (15.8077987 49.0486491, 15.8074144 49.0488696, 15.8073747 49.0488849)",,
