osmid,ref,highway,maxspeed,width,oneway,reversed,length,geometry,lanes,bridge
30968240,,residential,30,,False,False,123.04799999999999,"LINESTRING (15.4315141 50.7717984, 15.431322 50.7719349, 15.4311937 50.772026, 15.4308881 50.7721538, 15.4301423 50.7722321, 15.4299987 50.7722472)",,
30968240,,residential,30,,False,True,69.274,"LINESTRING (15.4315141 50.7717984, 15.4318394 50.7714275, 15.4320597 50.7712856)",,
44509700,,residential,30,,False,False,147.068,"LINESTRING (15.4315141 50.7717984, 15.4317682 50.7719854, 15.4328772 50.7728015)",1,
50401346,01021,tertiary,30,6.5,False,False,21.61,"LINESTRING (15.4298178 50.7724043, 15.4299987 50.7722472)",,
"[1061009888, 30968241, 1061009889]",,residential,30,,False,False,504.71999999999997,"LINESTRING (15.4298178 50.7724043, 15.4299093 50.772427, 15.4301693 50.7724915, 15.4303371 50.7725802, 15.4307564 50.7728904, 15.4308979 50.7729424, 15.4312682 50.7729979, 15.431459 50.7730761, 15.4319577 50.7734069, 15.4323427 50.773582, 15.4328397 50.7739674, 15.4329459 50.7740178, 15.4330958 50.774049, 15.4332468 50.7740605, 15.4335329 50.7740352, 15.4337449 50.7739732, 15.4341384 50.7738016, 15.4342027 50.773779, 15.4342746 50.773761, 15.4343526 50.7737511, 15.4344303 50.7737528, 15.4344971 50.7737543, 15.4345969 50.7737664, 15.4347493 50.7738093, 15.4350122 50.7738902, 15.435187 50.7739305, 15.435316 50.7739505, 15.435555 50.7739722, 15.4356958 50.7739706, 15.4357947 50.7739577)",,yes
"[50401345, 50401346, 50398990]",01021,tertiary,30,6.5,False,True,67.937,"LINESTRING (15.4298178 50.7724043, 15.4297847 50.7724369, 15.4297128 50.7725044, 15.4295717 50.7726241, 15.4295062 50.7726796, 15.4292416 50.7728944)",,yes
30968242,,residential,30,,False,False,54.718,"LINESTRING (15.4332472 50.773248, 15.4339224 50.7730034)",,
30968242,,residential,30,,False,True,84.122,"LINESTRING (15.4349547 50.7726211, 15.4339224 50.7730034)",,
"[30968242, 30968244, 52123247]",,residential,30,,False,"[False, True]",412.64000000000004,"LINESTRING (15.4349547 50.7726211, 15.4369694 50.7719344, 15.4367527 50.7716473, 15.4365812 50.771402, 15.436456 50.771291, 15.4357454 50.7714021, 15.4344811 50.771568, 15.4340716 50.7716034)",,
30968243,,residential,30,,False,False,129.171,"LINESTRING (15.4349547 50.7726211, 15.4342678 50.7718682, 15.4340716 50.7716034)",,
30968243,,residential,30,,False,False,127.33300000000001,"LINESTRING (15.4340716 50.7716034, 15.4340603 50.7715765, 15.4339669 50.7713552, 15.4339135 50.7709803, 15.4338164 50.7706998, 15.4337268 50.7705655, 15.4336925 50.7705295, 15.4336624 50.7704979)",,
30968243,,residential,30,,False,True,129.171,"LINESTRING (15.4340716 50.7716034, 15.4342678 50.7718682, 15.4349547 50.7726211)",,
"[30968242, 30968244, 52123247]",,residential,30,,False,"[False, True]",412.64,"LINESTRING (15.4340716 50.7716034, 15.4344811 50.771568, 15.4357454 50.7714021, 15.436456 50.771291, 15.4365812 50.771402, 15.4367527 50.7716473, 15.4369694 50.7719344, 15.4349547 50.7726211)",,
30968245,,residential,30,,False,False,82.11099999999999,"LINESTRING (15.4247633 50.7760174, 15.4248881 50.776051, 15.4249282 50.7760618, 15.4251029 50.7760741, 15.4252593 50.7760671, 15.4256586 50.7760334, 15.4259033 50.7759925)",,
50398990,01021,tertiary,30,6.5,False,False,244.954,"LINESTRING (15.4247633 50.7760174, 15.4250662 50.7756745, 15.4255812 50.7750944, 15.4257026 50.7749741, 15.4260301 50.7747438, 15.4262179 50.7746436, 15.4264995 50.774515, 15.4269193 50.774341)",,
1173343625,,living_street,,,False,False,38.407000000000004,"LINESTRING (15.4269409 50.7746486, 15.4270337 50.7745185, 15.4270514 50.7744782, 15.4269572 50.7743733, 15.4269193 50.774341)",,
50398990,01021,tertiary,30,6.5,False,False,230.796,"LINESTRING (15.4269193 50.774341, 15.4273106 50.7741864, 15.4276514 50.774021, 15.4277516 50.7739592, 15.4281471 50.7737151, 15.4287838 50.7732605, 15.4288918 50.7731814, 15.4290623 50.7730445, 15.4292416 50.7728944)",,
50398990,01021,tertiary,30,6.5,False,True,244.95399999999998,"LINESTRING (15.4269193 50.774341, 15.4264995 50.774515, 15.4262179 50.7746436, 15.4260301 50.7747438, 15.4257026 50.7749741, 15.4255812 50.7750944, 15.4250662 50.7756745, 15.4247633 50.7760174)",,
1173343625,,living_street,,,False,True,38.407,"LINESTRING (15.4269193 50.774341, 15.4269572 50.7743733, 15.4270514 50.7744782, 15.4270337 50.7745185, 15.4269409 50.7746486)",,
"[50401345, 50401346, 50398990]",01021,tertiary,30,6.5,False,False,67.93700000000001,"LINESTRING (15.4292416 50.7728944, 15.4295062 50.7726796, 15.4295717 50.7726241, 15.4297128 50.7725044, 15.4297847 50.7724369, 15.4298178 50.7724043)",,yes
50398990,01021,tertiary,30,6.5,False,True,230.796,"LINESTRING (15.4292416 50.7728944, 15.4290623 50.7730445, 15.4288918 50.7731814, 15.4287838 50.7732605, 15.4281471 50.7737151, 15.4277516 50.7739592, 15.4276514 50.774021, 15.4273106 50.7741864, 15.4269193 50.774341)",,
1175875267,,residential,30,,False,True,438.58,"LINESTRING (15.4292416 50.7728944, 15.4293665 50.7729618, 15.4295054 50.7730367, 15.4298201 50.7731148, 15.4300151 50.7731677, 15.4301309 50.7732325, 15.4301947 50.7733099, 15.4302497 50.7734405, 15.4302899 50.7737872, 15.4303433 50.773869, 15.4303738 50.7738908, 15.430502 50.7739216, 15.4309601 50.7739852, 15.4312829 50.7740977, 15.4317081 50.7742727, 15.4319727 50.7744179, 15.4321761 50.7745537, 15.4323683 50.7747138, 15.432475 50.7748469, 15.43258 50.7750437, 15.4325894 50.7751309, 15.4325657 50.7752479, 15.4324713 50.7754081, 15.4322179 50.7756752)",,
30968245,,residential,30,,False,True,476.787,"LINESTRING (15.4322179 50.7756752, 15.4309268 50.7752504, 15.4304953 50.7751641, 15.4303879 50.7751517, 15.4299274 50.7751623, 15.4291287 50.7752502, 15.4289849 50.7752819, 15.4289029 50.7752876, 15.4282586 50.7753042, 15.427956 50.7753454, 15.4277666 50.7753923, 15.4274232 50.7755149, 15.4270018 50.7756884, 15.4266292 50.7758195, 15.4260331 50.7759652, 15.4259033 50.7759925)",,
45323474,,residential,30,,False,False,273.21199999999993,"LINESTRING (15.4322179 50.7756752, 15.4324721 50.775769, 15.4326778 50.7758203, 15.432877 50.7758581, 15.432999 50.7759077, 15.4331023 50.7759695, 15.433275 50.7760407, 15.4334935 50.7761221, 15.4336954 50.776167, 15.4338412 50.7761758, 15.4339834 50.776167, 15.4340888 50.7761463, 15.4342221 50.7761009, 15.4344131 50.7760066, 15.434719 50.7758639, 15.4349471 50.7757718, 15.435001 50.7757153, 15.4350341 50.7756216, 15.4350868 50.7755432, 15.4352559 50.7754151, 15.4353339 50.7753734)",,
1175875267,,residential,30,,False,False,438.58000000000004,"LINESTRING (15.4322179 50.7756752, 15.4324713 50.7754081, 15.4325657 50.7752479, 15.4325894 50.7751309, 15.43258 50.7750437, 15.432475 50.7748469, 15.4323683 50.7747138, 15.4321761 50.7745537, 15.4319727 50.7744179, 15.4317081 50.7742727, 15.4312829 50.7740977, 15.4309601 50.7739852, 15.430502 50.7739216, 15.4303738 50.7738908, 15.4303433 50.773869, 15.4302899 50.7737872, 15.4302497 50.7734405, 15.4301947 50.7733099, 15.4301309 50.7732325, 15.4300151 50.7731677, 15.4298201 50.7731148, 15.4295054 50.7730367, 15.4293665 50.7729618, 15.4292416 50.7728944)",,
44509700,,residential,30,,False,True,147.068,"LINESTRING (15.4328772 50.7728015, 15.4317682 50.7719854, 15.4315141 50.7717984)",1,
30968242,,residential,30,,False,False,84.122,"LINESTRING (15.4339224 50.7730034, 15.4349547 50.7726211)",,
30968242,,residential,30,,False,True,54.718,"LINESTRING (15.4339224 50.7730034, 15.4332472 50.773248)",,
"[45323896, 44509701]",,residential,30,,False,"[False, True]",233.446,"LINESTRING (15.4339224 50.7730034, 15.4332668 50.7723574, 15.4327336 50.771896, 15.4325948 50.7718146, 15.4323607 50.7716755, 15.4322603 50.7715854, 15.4321255 50.7714271, 15.4320597 50.7712856)",,
"[188340294, 188340295]",01021,tertiary,30,6.5,False,True,153.79,"LINESTRING (15.4352022 50.769556, 15.4351283 50.7696647, 15.4350249 50.769776, 15.4349275 50.7698595, 15.4347638 50.7699676, 15.4345833 50.7700725, 15.4343522 50.7702139, 15.434063 50.7703673, 15.4339142 50.770419, 15.4336624 50.7704979)",2,
30968240,,residential,30,,False,False,69.274,"LINESTRING (15.4320597 50.7712856, 15.4318394 50.7714275, 15.4315141 50.7717984)",,
"[45323896, 44509701]",,residential,30,,False,"[False, True]",233.44599999999997,"LINESTRING (15.4320597 50.7712856, 15.4321255 50.7714271, 15.4322603 50.7715854, 15.4323607 50.7716755, 15.4325948 50.7718146, 15.4327336 50.771896, 15.4332668 50.7723574, 15.4339224 50.7730034)",,
1175901976,,residential,30,,True,False,16.54,"LINESTRING (15.4320597 50.7712856, 15.4320144 50.7712228, 15.4319708 50.771148)",,
"[1061009888, 1061009889, 30968241]",,residential,30,,False,True,504.71999999999997,"LINESTRING (15.4357947 50.7739577, 15.4356958 50.7739706, 15.435555 50.7739722, 15.435316 50.7739505, 15.435187 50.7739305, 15.4350122 50.7738902, 15.4347493 50.7738093, 15.4345969 50.7737664, 15.4344971 50.7737543, 15.4344303 50.7737528, 15.4343526 50.7737511, 15.4342746 50.773761, 15.4342027 50.773779, 15.4341384 50.7738016, 15.4337449 50.7739732, 15.4335329 50.7740352, 15.4332468 50.7740605, 15.4330958 50.774049, 15.4329459 50.7740178, 15.4328397 50.7739674, 15.4323427 50.773582, 15.4319577 50.7734069, 15.431459 50.7730761, 15.4312682 50.7729979, 15.4308979 50.7729424, 15.4307564 50.7728904, 15.4303371 50.7725802, 15.4301693 50.7724915, 15.4299093 50.772427, 15.4298178 50.7724043)",,yes
30968245,,residential,30,,False,False,476.78700000000003,"LINESTRING (15.4259033 50.7759925, 15.4260331 50.7759652, 15.4266292 50.7758195, 15.4270018 50.7756884, 15.4274232 50.7755149, 15.4277666 50.7753923, 15.427956 50.7753454, 15.4282586 50.7753042, 15.4289029 50.7752876, 15.4289849 50.7752819, 15.4291287 50.7752502, 15.4299274 50.7751623, 15.4303879 50.7751517, 15.4304953 50.7751641, 15.4309268 50.7752504, 15.4322179 50.7756752)",,
30968245,,residential,30,,False,True,82.111,"LINESTRING (15.4259033 50.7759925, 15.4256586 50.7760334, 15.4252593 50.7760671, 15.4251029 50.7760741, 15.4249282 50.7760618, 15.4248881 50.776051, 15.4247633 50.7760174)",,
30968246,,living_street,,,True,False,180.593,"LINESTRING (15.4259033 50.7759925, 15.4258573 50.7758326, 15.4258388 50.7756836, 15.4258648 50.7754633, 15.4260065 50.7752316, 15.4261023 50.7751146, 15.4263413 50.7749284, 15.4269409 50.7746486)",1,
45323474,,residential,30,,False,True,273.212,"LINESTRING (15.4353339 50.7753734, 15.4352559 50.7754151, 15.4350868 50.7755432, 15.4350341 50.7756216, 15.435001 50.7757153, 15.4349471 50.7757718, 15.434719 50.7758639, 15.4344131 50.7760066, 15.4342221 50.7761009, 15.4340888 50.7761463, 15.4339834 50.776167, 15.4338412 50.7761758, 15.4336954 50.776167, 15.4334935 50.7761221, 15.433275 50.7760407, 15.4331023 50.7759695, 15.432999 50.7759077, 15.432877 50.7758581, 15.4326778 50.7758203, 15.4324721 50.775769, 15.4322179 50.7756752)",,
188340294,01021,tertiary,30,6.5,False,True,10.788,"LINESTRING (15.4321112 50.7711089, 15.4319708 50.771148)",,
188340294,01021,tertiary,30,6.5,False,False,129.04,"LINESTRING (15.4321112 50.7711089, 15.4322507 50.7710702, 15.4325368 50.7709247, 15.4328313 50.7707915, 15.4328899 50.770768, 15.4332339 50.77063, 15.4336624 50.7704979)",,
1175901975,,residential,30,,True,False,20.134999999999998,"LINESTRING (15.4321112 50.7711089, 15.4321103 50.7711709, 15.4320597 50.7712856)",,
