osmid,name,highway,oneway,reversed,length,geometry,ref,lanes,bridge,maxspeed,junction
289656247,Vrchlického,secondary,False,False,44.935,"LINESTRING (16.8904367 49.5935078, 16.8903336 49.5934828, 16.8902053 49.5934479, 16.8900043 49.5933848, 16.8898805 49.5933289)",373,2,,,
518870909,Chmelnice,secondary,False,False,29.772,"LINESTRING (16.8927989 49.5889728, 16.8929594 49.5887261)",373,,,,
9587815,Chmelnice,secondary,False,True,144.248,"LINESTRING (16.8927989 49.5889728, 16.8926383 49.5891489, 16.8924958 49.5893377, 16.8923973 49.589576, 16.8922969 49.5899958, 16.8922738 49.5901317, 16.892283 49.5902057)",373,,,,
"[202750024, 518870908]",Kostelní,residential,False,True,223.46,"LINESTRING (16.8927989 49.5889728, 16.8925239 49.5889079, 16.8919096 49.5888606, 16.8917049 49.5888899, 16.8915452 49.5889442, 16.8915106 49.5889664, 16.8914336 49.5890677, 16.891167 49.5894185, 16.8908301 49.5898683, 16.8907422 49.5899857)",,,,,
38216645,Cihelna II,residential,False,False,14.098,"LINESTRING (16.8929594 49.5887261, 16.8931511 49.588701)",,,,,
518870909,Chmelnice,secondary,False,True,29.772,"LINESTRING (16.8929594 49.5887261, 16.8927989 49.5889728)",373,,,,
518870909,Chmelnice,secondary,False,False,68.096,"LINESTRING (16.8929594 49.5887261, 16.8929178 49.5884502, 16.892855 49.5881175)",373,,,,
203534221,Pod Cihelnou,residential,False,False,54.445,"LINESTRING (16.892855 49.5881175, 16.8930443 49.5880351, 16.8933413 49.5880022, 16.8935408 49.5879334)",,,,,
284419039,Staré Město,secondary,False,False,94.898,"LINESTRING (16.892855 49.5881175, 16.8923199 49.5879645, 16.8916755 49.5877399)",373,,,,
518870909,Chmelnice,secondary,False,True,68.096,"LINESTRING (16.892855 49.5881175, 16.8929178 49.5884502, 16.8929594 49.5887261)",373,,,,
592686866,Chmelnice,tertiary,False,True,148.73,"LINESTRING (16.892855 49.5881175, 16.8929057 49.5879429, 16.8929377 49.587869, 16.8930286 49.587727, 16.893554 49.5871034, 16.8937 49.5869061)",37349,,,,
6170017,Masarykovo nám.,residential,True,False,72.561,"LINESTRING (16.8895483 49.5910767, 16.8887262 49.5907001)",,,,,
"[284395536, 518870905, 289656218]",Masarykovo nám.,secondary,True,False,108.279,"LINESTRING (16.8895483 49.5910767, 16.8895717 49.5910137, 16.8895911 49.5909627, 16.8896113 49.5909174, 16.8896288 49.5908833, 16.8896612 49.59084, 16.889871 49.5906234, 16.889923 49.5905685, 16.8900588 49.5904304, 16.8901423 49.5903448, 16.8902036 49.590276, 16.8902354 49.5902393, 16.8902506 49.5902237)",366,,,,
"[518870906, 262940229]",Švehlova,secondary,True,False,26.859,"LINESTRING (16.8902506 49.5902237, 16.8902752 49.5902068, 16.8903141 49.5901857, 16.8904111 49.5901563, 16.8905802 49.5901183)",366,,,,
6170013,Masarykovo nám.,residential,True,False,47.847,"LINESTRING (16.8895974 49.5901764, 16.8896962 49.5901776, 16.8900001 49.5901842, 16.8901062 49.5901913, 16.8901426 49.5901947, 16.8901786 49.5902012, 16.8902152 49.5902109, 16.8902506 49.5902237)",,,,,
38216644,Smetanova,residential,True,False,117.696,"LINESTRING (16.8895974 49.5901764, 16.8895838 49.5898603, 16.8896053 49.5897638, 16.8901824 49.5892387)",,,,,
6170011,E. Beneše,residential,True,False,109.73599999999999,"LINESTRING (16.8887262 49.5907001, 16.8885758 49.5907098, 16.8879042 49.5913324, 16.887852 49.5913768, 16.8878336 49.5913928, 16.887821 49.5914056, 16.8878092 49.5914216, 16.8878 49.5914412)",,,,,
"[284395521, 6170013]",Masarykovo nám.,residential,True,False,86.548,"LINESTRING (16.8887262 49.5907001, 16.8889417 49.590543, 16.8892932 49.5902963, 16.8894564 49.5902167, 16.8895974 49.5901764)",,,,,
6170008,,unclassified,False,False,18.911,"LINESTRING (16.8905802 49.5901183, 16.8906595 49.5900675, 16.8907422 49.5899857)",,,,,
262940229,Švehlova,secondary,True,False,63.691,"LINESTRING (16.8905802 49.5901183, 16.8906347 49.5901185, 16.8906816 49.5901224, 16.8907289 49.590133, 16.8913555 49.590378)",366,,,,
6170008,,unclassified,False,False,97.99999999999999,"LINESTRING (16.8907422 49.5899857, 16.8911934 49.5899157, 16.8915799 49.5900365, 16.8915214 49.5902867, 16.891508 49.5903353)",,,,,
6170008,,unclassified,False,True,18.911,"LINESTRING (16.8907422 49.5899857, 16.8906595 49.5900675, 16.8905802 49.5901183)",,,,,
"[202750024, 518870908]",Kostelní,residential,False,False,223.45999999999998,"LINESTRING (16.8907422 49.5899857, 16.8908301 49.5898683, 16.891167 49.5894185, 16.8914336 49.5890677, 16.8915106 49.5889664, 16.8915452 49.5889442, 16.8917049 49.5888899, 16.8919096 49.5888606, 16.8925239 49.5889079, 16.8927989 49.5889728)",,,,,
6170009,Husova,secondary,False,False,21.308,"LINESTRING (16.8857103 49.5929099, 16.8857006 49.5929596, 16.8856966 49.5930033, 16.8856916 49.593101)",366,2,,,
6170009,Husova,secondary,False,True,22.951999999999998,"LINESTRING (16.8857103 49.5929099, 16.8857472 49.5928004, 16.8857893 49.5927101)",366,2,,,
292655669,,unclassified,False,False,27.588,"LINESTRING (16.8855389 49.5941183, 16.8859204 49.5940982)",,,,,
6170009,Husova,secondary,False,False,48.239000000000004,"LINESTRING (16.8855389 49.5941183, 16.8854522 49.5941806, 16.8853667 49.594227, 16.8850317 49.5944)",366,2,,,
6170009,Husova,secondary,False,True,115.49399999999999,"LINESTRING (16.8855389 49.5941183, 16.8855879 49.5940741, 16.8856264 49.5940261, 16.8856518 49.5939725, 16.8856739 49.59392, 16.8856851 49.593871, 16.8856899 49.5938048, 16.8856952 49.5936065, 16.8856929 49.5932264, 16.8856916 49.593101)",366,2,,,
257763998,Smetanova,residential,False,True,74.267,"LINESTRING (16.8916755 49.5877399, 16.8912182 49.5883384)",,,,,
"[122146317, 122146318, 284419039]",Staré Město,secondary,False,False,140.572,"LINESTRING (16.8916755 49.5877399, 16.8915534 49.5876641, 16.8914147 49.5875744, 16.8912632 49.5873603, 16.891068 49.587193, 16.8906761 49.5867834, 16.8906271 49.5866883)",373,,yes,,
284419039,Staré Město,secondary,False,True,94.898,"LINESTRING (16.8916755 49.5877399, 16.8923199 49.5879645, 16.892855 49.5881175)",373,,,,
30027028,Husova,secondary,True,False,29.461,"LINESTRING (16.8859906 49.5925526, 16.8860029 49.59257, 16.8860103 49.5925885, 16.8860127 49.5926076, 16.8860099 49.5926266, 16.8860021 49.5926451, 16.8859895 49.5926624, 16.8859724 49.592678, 16.8859514 49.5926915, 16.8859271 49.5927024, 16.8859003 49.5927104, 16.8858717 49.5927153, 16.8858423 49.5927169, 16.8858129 49.5927151, 16.8857893 49.5927101)",366,,,,roundabout
262940198,Husova,secondary,False,True,185.281,"LINESTRING (16.8859906 49.5925526, 16.8860892 49.5925086, 16.886133 49.5924886, 16.8861859 49.592463, 16.8862557 49.592424, 16.8863131 49.5923834, 16.8870369 49.5917394, 16.8871093 49.5916811, 16.8871871 49.591627, 16.8872541 49.5915868, 16.887313 49.5915555, 16.8873797 49.5915234, 16.8874582 49.5914968, 16.8875581 49.5914676, 16.8876292 49.5914537, 16.8876927 49.5914454, 16.8877543 49.5914413, 16.8878 49.5914412)",366,2,,,
6170009,Husova,secondary,False,False,22.951999999999998,"LINESTRING (16.8857893 49.5927101, 16.8857472 49.5928004, 16.8857103 49.5929099)",366,2,,,
30027028,Husova,secondary,True,False,25.924999999999997,"LINESTRING (16.8857893 49.5927101, 16.8857553 49.592701, 16.8857293 49.5926886, 16.8857075 49.5926731, 16.8856906 49.5926553, 16.8856792 49.5926357, 16.8856738 49.5926151, 16.8856744 49.5925942, 16.8856812 49.5925737, 16.8856938 49.5925544, 16.8857119 49.5925371, 16.8857346 49.5925222)",366,,,,roundabout
9816656,Jiráskova,tertiary,False,False,39.187,"LINESTRING (16.8857346 49.5925222, 16.8856729 49.5924471, 16.8854436 49.5922249)",36620,,,,
30027028,Husova,secondary,True,False,21.346,"LINESTRING (16.8857346 49.5925222, 16.885759 49.5925113, 16.8857859 49.5925033, 16.8858145 49.5924984, 16.885844 49.5924969, 16.8858735 49.5924987, 16.8859021 49.5925038, 16.8859288 49.592512, 16.885953 49.5925231, 16.8859738 49.5925368, 16.8859906 49.5925526)",366,,,,roundabout
6170009,Husova,secondary,False,True,48.239,"LINESTRING (16.8850317 49.5944, 16.8853667 49.594227, 16.8854522 49.5941806, 16.8855389 49.5941183)",366,2,,,
6170009,Husova,secondary,False,False,115.494,"LINESTRING (16.8856916 49.593101, 16.8856929 49.5932264, 16.8856952 49.5936065, 16.8856899 49.5938048, 16.8856851 49.593871, 16.8856739 49.59392, 16.8856518 49.5939725, 16.8856264 49.5940261, 16.8855879 49.5940741, 16.8855389 49.5941183)",366,2,,,
6170009,Husova,secondary,False,True,21.308,"LINESTRING (16.8856916 49.593101, 16.8856966 49.5930033, 16.8857006 49.5929596, 16.8857103 49.5929099)",366,2,,,
30614852,Na Příhonech,tertiary,False,False,210.40499999999997,"LINESTRING (16.8906271 49.5866883, 16.8904356 49.5867966, 16.889975 49.5872511, 16.88971 49.5874969, 16.8887141 49.5881004)",36621,,,30,
"[122146317, 122146318, 284419039]",Staré Město,secondary,False,True,140.572,"LINESTRING (16.8906271 49.5866883, 16.8906761 49.5867834, 16.891068 49.587193, 16.8912632 49.5873603, 16.8914147 49.5875744, 16.8915534 49.5876641, 16.8916755 49.5877399)",373,,yes,,
38216633,,residential,False,True,41.521,"LINESTRING (16.8831866 49.5924947, 16.8835163 49.5921885)",,,,,
257764078,Jiráskova,tertiary,False,False,19.494,"LINESTRING (16.8835365 49.5907518, 16.8832777 49.5907009)",36620,,,,
"[262940144, 38216635]",Za nádražím,residential,False,False,79.521,"LINESTRING (16.8835365 49.5907518, 16.8835166 49.5908335, 16.8835259 49.5909153, 16.8836603 49.5911061, 16.8835905 49.5911476, 16.8835609 49.5911636, 16.883526 49.5911778, 16.8834742 49.5911962, 16.8834276 49.5912068, 16.8833017 49.5912307, 16.8831945 49.5912504)",,,,,
"[225132442, 225132445]",Jiráskova,tertiary,False,True,126.00400000000002,"LINESTRING (16.8835365 49.5907518, 16.8837655 49.5907855, 16.8840791 49.5908714, 16.8842597 49.5909344, 16.8844719 49.5910112, 16.884803 49.5911516, 16.8848566 49.5911858, 16.8848889 49.5912173, 16.8849171 49.5912645, 16.8849395 49.5913392)",36620,,,,
"[262940144, 38216635]",Za nádražím,residential,False,True,79.521,"LINESTRING (16.8831945 49.5912504, 16.8833017 49.5912307, 16.8834276 49.5912068, 16.8834742 49.5911962, 16.883526 49.5911778, 16.8835609 49.5911636, 16.8835905 49.5911476, 16.8836603 49.5911061, 16.8835259 49.5909153, 16.8835166 49.5908335, 16.8835365 49.5907518)",,,,,
257763998,Smetanova,residential,False,False,74.267,"LINESTRING (16.8912182 49.5883384, 16.8916755 49.5877399)",,,,,
38216655,Vodní,residential,False,False,146.12300000000002,"LINESTRING (16.8912182 49.5883384, 16.8910542 49.5882997, 16.8907466 49.588121, 16.8906387 49.5881184, 16.8903121 49.5883311, 16.8896633 49.5887055)",,,,30,
38216645,Cihelna II,residential,False,True,14.098,"LINESTRING (16.8931511 49.588701, 16.8929594 49.5887261)",,,,,
289656221,Ovčírna,residential,False,True,78.719,"LINESTRING (16.8931511 49.588701, 16.8935456 49.5884388, 16.8938001 49.5881396)",,,,,
289656221,Ovčírna,residential,False,True,29.582,"LINESTRING (16.8938001 49.5881396, 16.8935408 49.5879334)",,,,,
38216649,Cihelna I,residential,False,True,221.824,"LINESTRING (16.8938001 49.5881396, 16.8940401 49.5879758, 16.8944646 49.5878301, 16.8963268 49.5870133)",,,,,
289656221,Ovčírna,residential,False,False,78.719,"LINESTRING (16.8938001 49.5881396, 16.8935456 49.5884388, 16.8931511 49.588701)",,,,,
38216655,Vodní,residential,False,False,179.052,"LINESTRING (16.8886783 49.5893861, 16.8883732 49.5895249, 16.8875861 49.5898279, 16.8873863 49.5899393, 16.8872784 49.5900377, 16.8872265 49.5901698, 16.8872212 49.5905171)",,,,30,
38216655,Vodní,residential,False,True,104.882,"LINESTRING (16.8886783 49.5893861, 16.8889166 49.5891286, 16.889472 49.5888178, 16.8896633 49.5887055)",,,,30,
203534140,,residential,False,False,116.82300000000002,"LINESTRING (16.8886783 49.5893861, 16.8892676 49.5893088, 16.8897104 49.589167, 16.889846 49.5891365, 16.8899635 49.5891436, 16.8900882 49.5891916, 16.8901824 49.5892387)",,,,,
"[122146314, 122146315, 30614852]",Na Příhonech,tertiary,False,False,118.06,"LINESTRING (16.885899 49.5906707, 16.8858663 49.5908315, 16.8858519 49.5908803, 16.8858351 49.5909243, 16.8858143 49.5909682, 16.8857725 49.591035, 16.8856957 49.5911486, 16.8856594 49.5911893, 16.8856277 49.5912177, 16.8855608 49.5912615, 16.8855098 49.5912851, 16.8854645 49.5912993, 16.8854145 49.5913115, 16.8853271 49.5913321, 16.8852109 49.5913554, 16.8850864 49.5913748, 16.8849521 49.5913921)",36621,,yes,30,
30614852,Na Příhonech,tertiary,False,True,355.121,"LINESTRING (16.885899 49.5906707, 16.8859247 49.5905499, 16.8859363 49.5905174, 16.8859562 49.5904876, 16.8861163 49.5902793, 16.8861506 49.5902498, 16.8861742 49.5902312, 16.8863511 49.5900928, 16.8864546 49.5900059, 16.8869267 49.5895801, 16.887299 49.5892734, 16.8873428 49.5892322, 16.8873824 49.5891901, 16.8879989 49.5885583, 16.888087 49.588465, 16.8881783 49.5883751, 16.8882304 49.5883377, 16.8882707 49.5883127, 16.8883225 49.5882856, 16.8885891 49.5881628, 16.8887141 49.5881004)",36621,,,30,
"[38216658, 203534214]",,residential,False,False,103.775,"LINESTRING (16.885899 49.5906707, 16.8859258 49.5906688, 16.8859528 49.5906625, 16.8864833 49.5904366, 16.8865576 49.590437, 16.8870282 49.5904933, 16.8872212 49.5905171)",,,yes,,
38216662,Nad Šafranicí,residential,False,True,140.82400000000004,"LINESTRING (16.8958725 49.5911584, 16.8954433 49.5903895, 16.8952794 49.5901894, 16.895256 49.5901506, 16.8952297 49.5901016, 16.8952116 49.5900482, 16.8952065 49.5900058, 16.8952099 49.5899744)",,,,,
38216633,,residential,False,False,41.521,"LINESTRING (16.8835163 49.5921885, 16.8831866 49.5924947)",,,,,
38216633,,residential,False,True,147.32299999999998,"LINESTRING (16.8835163 49.5921885, 16.8841804 49.591572, 16.8842974 49.5914885, 16.8844302 49.5914102, 16.8844883 49.5913854, 16.8845601 49.5913653, 16.8846167 49.5913554, 16.8846899 49.5913485, 16.8848114 49.5913448, 16.8849395 49.5913392)",,,,,
203482457,,residential,False,False,128.858,"LINESTRING (16.8835163 49.5921885, 16.8835536 49.592365, 16.8834595 49.5925449, 16.8833419 49.5926029, 16.8831773 49.5925876, 16.8830785 49.5925114, 16.8830691 49.5924169, 16.8831303 49.5923101, 16.883262 49.5922796, 16.8835163 49.5921885)",,,,,
203482457,,residential,False,True,128.858,"LINESTRING (16.8835163 49.5921885, 16.883262 49.5922796, 16.8831303 49.5923101, 16.8830691 49.5924169, 16.8830785 49.5925114, 16.8831773 49.5925876, 16.8833419 49.5926029, 16.8834595 49.5925449, 16.8835536 49.592365, 16.8835163 49.5921885)",,,,,
6170015,Tyršova,residential,False,True,33.011,"LINESTRING (16.8890135 49.5940494, 16.889301 49.5938183)",,,,,
203534077,Tyršova,residential,False,False,18.345,"LINESTRING (16.8890135 49.5940494, 16.888842 49.5939275)",,,,,
6170015,Tyršova,residential,False,False,38.96,"LINESTRING (16.8890135 49.5940494, 16.8889223 49.5941263, 16.8886837 49.594327)",,,,,
203534077,Tyršova,residential,False,False,62.875,"LINESTRING (16.8880731 49.5933277, 16.8875562 49.5929307, 16.8874856 49.5929265)",,,,,
203534077,Tyršova,residential,False,True,86.739,"LINESTRING (16.8880731 49.5933277, 16.8882251 49.5934388, 16.8883133 49.5935063, 16.8887794 49.593883, 16.888842 49.5939275)",,,,,
203534081,,residential,False,False,24.427999999999997,"LINESTRING (16.8880731 49.5933277, 16.8879442 49.5933743, 16.8878004 49.5934561)",,,,,
203534077,Tyršova,residential,False,False,26.495,"LINESTRING (16.8874856 49.5929265, 16.8872128 49.5930862)",,,,,
203534077,Tyršova,residential,False,True,62.875,"LINESTRING (16.8874856 49.5929265, 16.8875562 49.5929307, 16.8880731 49.5933277)",,,,,
203534094,,residential,False,False,30.194000000000003,"LINESTRING (16.8874856 49.5929265, 16.8873554 49.5929125, 16.887105 49.5928217)",,,,,
203534077,Tyršova,residential,False,False,18.225,"LINESTRING (16.8872128 49.5930862, 16.8870202 49.5931924)",,,,,
203534077,Tyršova,residential,False,True,26.495,"LINESTRING (16.8872128 49.5930862, 16.8874856 49.5929265)",,,,,
203534095,,residential,False,False,20.546,"LINESTRING (16.8872128 49.5930862, 16.8870675 49.5930416, 16.8869669 49.5929943)",,,,,
203534077,Tyršova,residential,False,True,18.225,"LINESTRING (16.8870202 49.5931924, 16.8872128 49.5930862)",,,,,
6170015,Tyršova,residential,False,False,33.011,"LINESTRING (16.889301 49.5938183, 16.8890135 49.5940494)",,,,,
6170015,Tyršova,residential,False,True,68.602,"LINESTRING (16.889301 49.5938183, 16.889533 49.5936253, 16.8898805 49.5933289)",,,,,
545744588,,residential,False,True,41.936,"LINESTRING (16.889301 49.5938183, 16.8891849 49.5937631, 16.8891232 49.5937657, 16.888842 49.5939275)",,,,,
203534081,,residential,False,True,24.427999999999997,"LINESTRING (16.8878004 49.5934561, 16.8879442 49.5933743, 16.8880731 49.5933277)",,,,,
203534094,,residential,False,True,30.194000000000003,"LINESTRING (16.887105 49.5928217, 16.8873554 49.5929125, 16.8874856 49.5929265)",,,,,
203534095,,residential,False,True,20.546,"LINESTRING (16.8869669 49.5929943, 16.8870675 49.5930416, 16.8872128 49.5930862)",,,,,
"[289656229, 6170015]",Tyršova,residential,False,"[False, True]",51.676,"LINESTRING (16.8886837 49.594327, 16.8882498 49.5946343, 16.8882001 49.5946701)",,,,,
6170015,Tyršova,residential,False,True,38.96,"LINESTRING (16.8886837 49.594327, 16.8889223 49.5941263, 16.8890135 49.5940494)",,,,,
203534103,,residential,False,False,48.244,"LINESTRING (16.8886837 49.594327, 16.8883877 49.5941598, 16.888184 49.5942812)",,,,,
203534103,,residential,False,True,48.244,"LINESTRING (16.888184 49.5942812, 16.8883877 49.5941598, 16.8886837 49.594327)",,,,,
203534104,,residential,False,False,57.137,"LINESTRING (16.8882001 49.5946701, 16.8878038 49.5944802, 16.8875675 49.5945999)",,,,,
"[289656229, 6170015]",Tyršova,residential,False,"[False, True]",51.676,"LINESTRING (16.8882001 49.5946701, 16.8882498 49.5946343, 16.8886837 49.594327)",,,,,
203534104,,residential,False,True,57.137,"LINESTRING (16.8875675 49.5945999, 16.8878038 49.5944802, 16.8882001 49.5946701)",,,,,
302511579,,residential,False,False,63.95299999999999,"LINESTRING (16.8935024 49.590511, 16.8933919 49.5904792, 16.8933237 49.5904526, 16.8932412 49.5904115, 16.8931686 49.5903719, 16.8931173 49.5903339, 16.8930794 49.5903092, 16.8930488 49.5902954, 16.8930067 49.5902815, 16.8929335 49.5902677, 16.8928816 49.5902541, 16.8928389 49.5902346, 16.8927878 49.5901888)",,,,,
38216644,Smetanova,residential,True,False,124.887,"LINESTRING (16.8901824 49.5892387, 16.89041 49.5890405, 16.8904692 49.5889889, 16.8911187 49.5884231, 16.8912182 49.5883384)",,,,,
203534140,,residential,False,True,116.82300000000001,"LINESTRING (16.8901824 49.5892387, 16.8900882 49.5891916, 16.8899635 49.5891436, 16.889846 49.5891365, 16.8897104 49.589167, 16.8892676 49.5893088, 16.8886783 49.5893861)",,,,,
38216655,Vodní,residential,False,False,104.882,"LINESTRING (16.8896633 49.5887055, 16.889472 49.5888178, 16.8889166 49.5891286, 16.8886783 49.5893861)",,,,30,
38216655,Vodní,residential,False,True,146.123,"LINESTRING (16.8896633 49.5887055, 16.8903121 49.5883311, 16.8906387 49.5881184, 16.8907466 49.588121, 16.8910542 49.5882997, 16.8912182 49.5883384)",,,,30,
"[1117816224, 203534205, 313834558]",Vodní,residential,False,False,15.560999999999998,"LINESTRING (16.8896633 49.5887055, 16.8896227 49.5886791, 16.8895636 49.5886387, 16.8895114 49.5886061)",,,yes,,
313834558,Vodní,residential,False,True,80.406,"LINESTRING (16.8887141 49.5881004, 16.8895114 49.5886061)",,,,,
