osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,width,junction
24596886,2,480,Záhumenní,secondary,50,False,False,131.605,"LINESTRING (18.1432098 49.6000641, 18.1428943 49.599621, 18.1427864 49.5994821, 18.1424636 49.5990664, 18.1424125 49.5989995)",,
509695652,1,,Obránců míru,secondary,50,True,False,23.195,"LINESTRING (18.1432098 49.6000641, 18.1432478 49.6000556, 18.1432877 49.6000521, 18.1433278 49.6000536, 18.1433668 49.6000602, 18.1434029 49.6000716, 18.143435 49.6000874, 18.1434617 49.6001069, 18.143482 49.6001294)",6,roundabout
509695652,1,,Obránců míru,secondary,50,True,False,23.191,"LINESTRING (18.1431092 49.6002405, 18.143096 49.6002159, 18.1430905 49.6001901, 18.1430929 49.600164, 18.1431031 49.6001388, 18.1431207 49.6001154, 18.143145 49.6000946, 18.1431751 49.6000773, 18.1432098 49.6000641)",6,roundabout
1064536501,2,482,Obránců míru,secondary,50,False,True,192.58199999999997,"LINESTRING (18.1431092 49.6002405, 18.1428878 49.6003279, 18.1422729 49.6005628, 18.142202 49.6005945, 18.1415714 49.6008759, 18.1413509 49.6009798, 18.1410211 49.6011765, 18.1409314 49.6012345)",,
330793497,2,480,Záhumenní,secondary,50,False,False,48.75,"LINESTRING (18.1402156 49.5957223, 18.1401603 49.5955081, 18.1401079 49.5953117, 18.1401021 49.5952901)",,
330793497,2,480,Záhumenní,secondary,50,False,True,39.607,"LINESTRING (18.1402156 49.5957223, 18.1402493 49.5958555, 18.1402985 49.5960744)",,
509695652,1,,Obránců míru,secondary,50,True,False,23.195,"LINESTRING (18.1433814 49.6003058, 18.1433433 49.6003143, 18.1433035 49.6003178, 18.1432633 49.6003163, 18.1432244 49.6003097, 18.1431882 49.6002983, 18.1431562 49.6002825, 18.1431295 49.600263, 18.1431092 49.6002405)",6,roundabout
"[560334409, 560334410, 9623127, 560334407]","['2', '3']",480,Československé armády,secondary,50,False,False,270.397,"LINESTRING (18.1433814 49.6003058, 18.1434847 49.6004388, 18.1439723 49.6010905, 18.1441482 49.6013162, 18.1445962 49.6019359, 18.1450129 49.6024955)",,
32133242,,,Boženy Němcové,residential,,False,False,152.56199999999998,"LINESTRING (18.1419571 49.5944227, 18.1420732 49.5944219, 18.142256 49.5944205, 18.1427936 49.5944166, 18.1428735 49.594416, 18.1429037 49.5944158, 18.1433016 49.594413, 18.1438415 49.5944154, 18.143962 49.5944298, 18.1440628 49.5944578)",,
330793497,2,480,Záhumenní,secondary,50,False,False,39.607,"LINESTRING (18.1402985 49.5960744, 18.1402493 49.5958555, 18.1402156 49.5957223)",,
