osmid,oneway,name,highway,reversed,length,geometry,bridge,lanes,junction
29331166,True,Na Bělidle,residential,False,70.33,"LINESTRING (16.0767186 50.1476855, 16.0771243 50.1481721, 16.0771416 50.1481928, 16.0771323 50.1482498)",,,
303368312,False,17. listopadu,residential,False,83.75,"LINESTRING (16.0767186 50.1476855, 16.0772341 50.147498, 16.0777049 50.1472781)",,,
303368312,False,17. listopadu,residential,True,65.958,"LINESTRING (16.0767186 50.1476855, 16.0761738 50.1478618, 16.0758634 50.1478974)",,,
29331167,False,Na Bělidle,residential,False,50.612,"LINESTRING (16.0771323 50.1482498, 16.0774216 50.1486655)",,,
29329034,False,Smetanova,residential,False,68.86,"LINESTRING (16.0771323 50.1482498, 16.0765312 50.1484251, 16.076257 50.1485121)",,,
29329034,False,Smetanova,residential,True,244.02700000000002,"LINESTRING (16.0771323 50.1482498, 16.0772259 50.1482225, 16.0802552 50.147349)",,,
29331167,False,Na Bělidle,residential,False,111.70399999999998,"LINESTRING (16.0783504 50.1499506, 16.078475 50.1501795, 16.0785132 50.1504674, 16.078473 50.1506939, 16.0784148 50.1508333, 16.0783848 50.1509324)",,,
29331167,False,Na Bělidle,residential,True,157.478,"LINESTRING (16.0783504 50.1499506, 16.0776625 50.1489984, 16.0774216 50.1486655)",,,
29333383,False,Na Bělidle,residential,False,214.392,"LINESTRING (16.0783504 50.1499506, 16.0785468 50.1499226, 16.0787507 50.1497826, 16.079049 50.1494903, 16.0791545 50.1493315, 16.0791426 50.1491699, 16.079111 50.149124, 16.0785493 50.1483277)",,,
31284238,False,Na Bělidle,residential,True,37.625,"LINESTRING (16.0783504 50.1499506, 16.0781738 50.1499784, 16.0778562 50.1500667)",,,
29331167,False,Na Bělidle,residential,True,111.704,"LINESTRING (16.0783848 50.1509324, 16.0784148 50.1508333, 16.078473 50.1506939, 16.0785132 50.1504674, 16.078475 50.1501795, 16.0783504 50.1499506)",,,
"[29333442, 374505077, 374505078, 1223146626]",False,Nádražní,residential,False,354.099,"LINESTRING (16.0783848 50.1509324, 16.0781696 50.1511538, 16.0780764 50.1512811, 16.0780255 50.1513282, 16.0778899 50.1514408, 16.0776806 50.151578, 16.0772467 50.1517457, 16.0765684 50.152011, 16.0757128 50.1524433, 16.0746833 50.1529945)",yes,,
"[339798345, 1223031345, 1223031344, 1223146624]",False,T. G. Masaryka,residential,True,55.238,"LINESTRING (16.0783848 50.1509324, 16.0785334 50.1509987, 16.0786714 50.1510711, 16.0787155 50.151102, 16.0787623 50.1511348, 16.0788015 50.1511622, 16.078874 50.1512324, 16.0789247 50.1512814)",,,
"[299318027, 1223146623]",False,T. G. Masaryka,residential,False,108.72899999999998,"LINESTRING (16.0783848 50.1509324, 16.0781489 50.1508672, 16.0777239 50.1507136, 16.0775677 50.1505906, 16.0775076 50.1505433, 16.0772963 50.1502971)",,,
31342217,False,Jiráskova,residential,False,124.15,"LINESTRING (16.0785493 50.1483277, 16.0801327 50.1478618)",,,
31342217,False,Jiráskova,residential,True,88.699,"LINESTRING (16.0785493 50.1483277, 16.0774216 50.1486655)",,,
29333383,False,Na Bělidle,residential,True,214.39200000000002,"LINESTRING (16.0785493 50.1483277, 16.079111 50.149124, 16.0791426 50.1491699, 16.0791545 50.1493315, 16.079049 50.1494903, 16.0787507 50.1497826, 16.0785468 50.1499226, 16.0783504 50.1499506)",,,
160098487,True,Vašátkova,residential,False,172.558,"LINESTRING (16.0746833 50.1529945, 16.0730338 50.1518582)",,,
374505078,False,Nádražní,residential,False,77.694,"LINESTRING (16.0746833 50.1529945, 16.0740391 50.1534313, 16.0739528 50.1535119)",,,
"[29333442, 1223146626, 374505077, 374505078]",False,Nádražní,residential,True,354.099,"LINESTRING (16.0746833 50.1529945, 16.0757128 50.1524433, 16.0765684 50.152011, 16.0772467 50.1517457, 16.0776806 50.151578, 16.0778899 50.1514408, 16.0780255 50.1513282, 16.0780764 50.1512811, 16.0781696 50.1511538, 16.0783848 50.1509324)",yes,,
29331167,False,Na Bělidle,residential,True,50.612,"LINESTRING (16.0774216 50.1486655, 16.0771323 50.1482498)",,,
31342217,False,Jiráskova,residential,False,88.699,"LINESTRING (16.0774216 50.1486655, 16.0785493 50.1483277)",,,
31342217,False,Jiráskova,residential,True,57.375,"LINESTRING (16.0774216 50.1486655, 16.0767385 50.1489387)",,,
29331167,False,Na Bělidle,residential,False,157.478,"LINESTRING (16.0774216 50.1486655, 16.0776625 50.1489984, 16.0783504 50.1499506)",,,
31342217,False,Jiráskova,residential,True,124.15,"LINESTRING (16.0801327 50.1478618, 16.0785493 50.1483277)",,,
29329034,False,Smetanova,residential,False,244.02700000000002,"LINESTRING (16.0802552 50.147349, 16.0772259 50.1482225, 16.0771323 50.1482498)",,,
"[29329034, 29329029]",False,"['Smetanova', 'Sportovní']",residential,True,77.007,"LINESTRING (16.0802552 50.147349, 16.0803565 50.1473191, 16.0812342 50.1470557)",,,
38238828,False,17. listopadu,residential,False,218.365,"LINESTRING (16.0802552 50.147349, 16.079773 50.146703, 16.079728 50.146671, 16.079645 50.146661, 16.0795769 50.146676, 16.0781659 50.147158, 16.0780537 50.1471236)",,1,
