osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge
403832476,426,Předměstí,secondary,50,False,True,21.33,"LINESTRING (17.3149419 48.899969, 17.3150955 48.8998059)",
"[45779000, 197647044]",426,"['Kostelní', 'Panská']",secondary,50,False,True,119.477,"LINESTRING (17.3149419 48.899969, 17.3148097 48.9000591, 17.3143299 48.9003243, 17.3142128 48.9003949, 17.3142187 48.9004523, 17.3142668 48.9005511, 17.3144412 48.9007972)",
176175346,,Předměstí,residential,,True,False,90.39399999999999,"LINESTRING (17.3149419 48.899969, 17.3148347 48.8998851, 17.3147488 48.8998178, 17.3145126 48.8996201, 17.3143904 48.8995146, 17.3143682 48.8994563, 17.3143787 48.8993918, 17.3144289 48.8992905)",
662325131,,Kovářská,residential,,False,True,50.974000000000004,"LINESTRING (17.3149419 48.899969, 17.3150875 48.9000876, 17.3151058 48.9001022, 17.3153372 48.9002867, 17.3153849 48.900323)",
176175345,426,Předměstí,secondary,50,False,False,56.045,"LINESTRING (17.3147398 48.8993594, 17.31505 48.8997488, 17.3150955 48.8998059)",
248992311,,Masarykova,primary,50,False,False,24.015,"LINESTRING (17.3147398 48.8993594, 17.314645 48.8993438, 17.3144289 48.8992905)",
251454456,55,Předměstí,primary,50,False,True,61.991,"LINESTRING (17.3147398 48.8993594, 17.3154373 48.8994541, 17.3155727 48.8994612)",
"[32865653, 32865654, 32865655]",426,Bzenecká,secondary,50,False,"[False, True]",211.727,"LINESTRING (17.3146421 48.9039026, 17.3145765 48.9039331, 17.314061 48.9040401, 17.31371 48.904122, 17.3133192 48.9042819, 17.3130788 48.9043799, 17.3120998 48.9047891)",yes
"[504431547, 171038549]",426,Rybářská,secondary,40,False,False,219.55,"LINESTRING (17.3146421 48.9039026, 17.3146462 48.9038326, 17.3145718 48.9035148, 17.3144728 48.9032867, 17.3141985 48.9029059, 17.3138575 48.9025441, 17.313794 48.9024767, 17.3137569 48.9024034, 17.3137835 48.9023202, 17.3139449 48.9021458, 17.3139876 48.9021008)",
202972473,,Bzenecká,residential,50,False,False,19.249,"LINESTRING (17.3146421 48.9039026, 17.3147495 48.9038952, 17.3148934 48.9038567)",
9627838,55,Veselská,primary,50,False,True,76.03200000000001,"LINESTRING (17.3163074 48.8988876, 17.3161615 48.8990042, 17.3160144 48.8991362, 17.3158381 48.8993005, 17.3157668 48.8993596, 17.3156637 48.8994228)",
"[48125042, 25786613]",4997,Vinohradská,tertiary,50,False,False,275.719,"LINESTRING (17.3163074 48.8988876, 17.3161174 48.8987826, 17.3159347 48.8987236, 17.3158089 48.898683, 17.3157486 48.8986636, 17.3156882 48.8986468, 17.31485 48.8984176, 17.3146475 48.8983515, 17.3144544 48.8982369, 17.3135116 48.8975659, 17.3133547 48.8974266)",
"[491330074, 379053117, 377436518]",55,Veselská,primary,50,False,False,234.766,"LINESTRING (17.3163074 48.8988876, 17.3166191 48.8987632, 17.31704 48.89869, 17.3175447 48.8986131, 17.3188827 48.8984149, 17.3190536 48.8983712, 17.3193763 48.8983038)",
9627649,55,Veselská,primary,50,False,False,30.04,"LINESTRING (17.3193763 48.8983038, 17.3194936 48.8982908, 17.3197802 48.8982541)",
27466596,,Nádražní,residential,,False,False,43.591,"LINESTRING (17.3193763 48.8983038, 17.3191615 48.8980891, 17.3190396 48.8979804)",
32859863,,J. Skácela,residential,50,False,False,19.212,"LINESTRING (17.3193763 48.8983038, 17.3194858 48.8984018, 17.3195294 48.8984442)",
"[491330074, 379053117, 377436518]",55,Veselská,primary,50,False,True,234.766,"LINESTRING (17.3193763 48.8983038, 17.3190536 48.8983712, 17.3188827 48.8984149, 17.3175447 48.8986131, 17.31704 48.89869, 17.3166191 48.8987632, 17.3163074 48.8988876)",
25786628,426,náměstí Svobody,secondary,50,False,False,56.303,"LINESTRING (17.3139876 48.9021008, 17.3143826 48.9016661)",
400010814,,náměstí Svobody,residential,,False,True,27.431,"LINESTRING (17.3139876 48.9021008, 17.3136786 48.9019608)",
"[504431547, 171038549]",426,Rybářská,secondary,40,False,True,219.54999999999998,"LINESTRING (17.3139876 48.9021008, 17.3139449 48.9021458, 17.3137835 48.9023202, 17.3137569 48.9024034, 17.313794 48.9024767, 17.3138575 48.9025441, 17.3141985 48.9029059, 17.3144728 48.9032867, 17.3145718 48.9035148, 17.3146462 48.9038326, 17.3146421 48.9039026)",
"[48125042, 25786613]",4997,Vinohradská,tertiary,50,False,True,275.71900000000005,"LINESTRING (17.3133547 48.8974266, 17.3135116 48.8975659, 17.3144544 48.8982369, 17.3146475 48.8983515, 17.31485 48.8984176, 17.3156882 48.8986468, 17.3157486 48.8986636, 17.3158089 48.898683, 17.3159347 48.8987236, 17.3161174 48.8987826, 17.3163074 48.8988876)",
134238088,,Komenského,residential,30,False,True,323.488,"LINESTRING (17.3075969 48.8984802, 17.3095075 48.899544, 17.3101084 48.8998208, 17.3105865 48.8999851, 17.3110207 48.9001495, 17.3111341 48.9002113)",
303695717,,Školní,residential,,False,True,142.52900000000002,"LINESTRING (17.3075969 48.8984802, 17.3072498 48.8982875, 17.307219 48.8982602, 17.3072067 48.8982308, 17.3072128 48.8982075, 17.3074265 48.8979617, 17.3076445 48.8977203, 17.3078232 48.8975376, 17.3078404 48.8975201, 17.3079175 48.897442)",
206523470,,náměstí Svobody,residential,,False,False,55.578,"LINESTRING (17.3152548 48.9015158, 17.3146836 48.9011859)",
