osmid,name,highway,oneway,reversed,length,geometry,bridge,ref,maxspeed,access,junction
295126403,Národní,residential,False,False,15.075,"LINESTRING (14.6195596 50.9115369, 14.6195141 50.9116694)",,,,,
23647158,Nám. E. Beneše,residential,False,False,48.209,"LINESTRING (14.6195596 50.9115369, 14.6201385 50.9115559, 14.6202461 50.9115612)",,,,,
31366674,Národní,residential,False,True,64.452,"LINESTRING (14.6195596 50.9115369, 14.6195831 50.9114001, 14.6196158 50.9112254, 14.6196593 50.9109607)",,,,,
29190826,Legií,residential,False,False,64.403,"LINESTRING (14.6251828 50.911705, 14.625302 50.9117092, 14.6254139 50.9117363, 14.6257058 50.9118174, 14.6259241 50.9119055, 14.6260093 50.9119399)",,,,,
29190830,Poštovní,residential,False,False,152.772,"LINESTRING (14.6251828 50.911705, 14.6252466 50.9116667, 14.6252894 50.911618, 14.6253318 50.9115367, 14.6255026 50.9112542, 14.6255515 50.9111547, 14.6256176 50.9109827, 14.6256278 50.9109302, 14.6256505 50.9108135, 14.625664 50.9106751, 14.6256822 50.9105551, 14.625685 50.9105374, 14.6256936 50.9104733, 14.6256892 50.9103915)",,,,,
29190830,Poštovní,residential,False,True,35.495000000000005,"LINESTRING (14.6251828 50.911705, 14.6251806 50.9117804, 14.625165 50.9118489, 14.6250885 50.9120167)",,,,,
31366672,Legií,residential,False,True,150.41200000000003,"LINESTRING (14.6251828 50.911705, 14.6250732 50.9117265, 14.624985 50.9117267, 14.6244421 50.9117132, 14.6235282 50.911682, 14.6231227 50.9116647, 14.6230455 50.9116614)",,,,,
31366672,Legií,residential,False,False,15.124,"LINESTRING (14.6226783 50.9116535, 14.622894 50.9116552)",,,,,
31366672,Legií,residential,False,True,8.237,"LINESTRING (14.6226783 50.9116535, 14.6225611 50.9116483)",,,,,
492752294,Legií,residential,False,False,31.723,"LINESTRING (14.6226783 50.9116535, 14.6227348 50.9115512, 14.6228272 50.9113841)",,,,,
"[24394797, 492752294]",Legií,residential,False,True,255.55899999999994,"LINESTRING (14.6208052 50.9098508, 14.6208714 50.9099422, 14.6209903 50.9100995, 14.6212448 50.9104232, 14.6212775 50.9104347, 14.6214919 50.9104621, 14.6216144 50.9104769, 14.6217664 50.9104941, 14.6219256 50.910515, 14.6221051 50.9105365, 14.6223502 50.9105673, 14.622395 50.9105729, 14.6224319 50.91058, 14.6224846 50.910594, 14.6225724 50.9106336, 14.6226305 50.9106738, 14.6226967 50.9107463, 14.6227316 50.9108068, 14.6228318 50.9109801, 14.6228427 50.9110409, 14.6228537 50.9111888, 14.6228272 50.9113841)",,,,,
51709839,Lidická,residential,False,True,124.97400000000002,"LINESTRING (14.6208052 50.9098508, 14.6207807 50.909766, 14.6207721 50.9097363, 14.6207669 50.9096865, 14.6208774 50.9094443, 14.6208952 50.9093948, 14.6208932 50.9093285, 14.6208259 50.9089838, 14.6208214 50.9089452, 14.6208167 50.9089054, 14.6208516 50.9087443)",,,,,
"[31366674, 31366675, 74169519]",Národní,residential,False,False,103.953,"LINESTRING (14.6208052 50.9098508, 14.6204383 50.9099821, 14.6203851 50.9100071, 14.6200658 50.9101582, 14.6199223 50.9102405, 14.6197692 50.9103806, 14.6197111 50.9104549)",yes,,,,
74169519,Národní,residential,False,True,178.577,"LINESTRING (14.6208052 50.9098508, 14.6210182 50.9097855, 14.6226561 50.9093355, 14.6227715 50.9093015, 14.6231335 50.9092001)",,,,,
229969384,Pod Strání,residential,False,False,3.128,"LINESTRING (14.6195689 50.91428, 14.6196083 50.9142668)",,,,,
24938297,Moravská,residential,False,False,206.161,"LINESTRING (14.6195689 50.91428, 14.6197312 50.9144065, 14.6199239 50.9145348, 14.6201913 50.9146776, 14.620378 50.9147783, 14.6205062 50.9148534, 14.6207348 50.9149779, 14.6209607 50.9151216, 14.6211204 50.915239, 14.6211657 50.9152723, 14.6212604 50.9153796, 14.6213597 50.9155026, 14.6214073 50.9155696, 14.6214147 50.9156209, 14.6214223 50.9156721)",,,,,
497367672,Moravská,residential,False,True,178.236,"LINESTRING (14.6195689 50.91428, 14.6194454 50.9141376, 14.6192487 50.9139075, 14.6190108 50.9135962, 14.6188531 50.9133481, 14.6188062 50.913218, 14.6188011 50.9130959, 14.6188166 50.9129366, 14.618794 50.9128576, 14.6187537 50.9128043, 14.6187378 50.9127979)",,,,,
496349872,Moravská,residential,False,True,9.456,"LINESTRING (14.6214223 50.9156721, 14.6215544 50.9156893)",,,,,
24938297,Moravská,residential,False,True,206.161,"LINESTRING (14.6214223 50.9156721, 14.6214147 50.9156209, 14.6214073 50.9155696, 14.6213597 50.9155026, 14.6212604 50.9153796, 14.6211657 50.9152723, 14.6211204 50.915239, 14.6209607 50.9151216, 14.6207348 50.9149779, 14.6205062 50.9148534, 14.620378 50.9147783, 14.6201913 50.9146776, 14.6199239 50.9145348, 14.6197312 50.9144065, 14.6195689 50.91428)",,,,,
229207335,Nemocniční,residential,False,False,308.10999999999996,"LINESTRING (14.6162264 50.9167641, 14.6160968 50.9166996, 14.6159597 50.9166146, 14.6157967 50.916496, 14.6156153 50.916348, 14.6152184 50.9159274, 14.6149316 50.9157144, 14.6147645 50.9155922, 14.614575 50.9154425, 14.6143483 50.9152745, 14.6142081 50.9151859, 14.6141163 50.9151162, 14.6140286 50.9150502, 14.6138333 50.9149677, 14.6136026 50.9149006, 14.6134525 50.9148566, 14.613358 50.9148336, 14.6132967 50.9148215, 14.6132337 50.9148143)",,,,,
295126405,Písková,residential,False,False,110.328,"LINESTRING (14.6162264 50.9167641, 14.6163901 50.9166417, 14.616996 50.9162008, 14.617251 50.916011)",,,,,
31366666,Petra Bezruče,residential,False,False,49.263,"LINESTRING (14.6132337 50.9148143, 14.6135557 50.914492, 14.6136108 50.9144405)",,,,,
31366666,Petra Bezruče,residential,False,True,34.101,"LINESTRING (14.6132337 50.9148143, 14.6131184 50.9149111, 14.61304 50.9150039, 14.6130212 50.9150835)",,,,,
229207335,Nemocniční,residential,False,True,308.11,"LINESTRING (14.6132337 50.9148143, 14.6132967 50.9148215, 14.613358 50.9148336, 14.6134525 50.9148566, 14.6136026 50.9149006, 14.6138333 50.9149677, 14.6140286 50.9150502, 14.6141163 50.9151162, 14.6142081 50.9151859, 14.6143483 50.9152745, 14.614575 50.9154425, 14.6147645 50.9155922, 14.6149316 50.9157144, 14.6152184 50.9159274, 14.6156153 50.916348, 14.6157967 50.916496, 14.6159597 50.9166146, 14.6160968 50.9166996, 14.6162264 50.9167641)",,,,,
