osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,bridge,junction,lanes
31012884,Boženy Němcové,residential,False,True,155.069,"LINESTRING (16.9227838 49.7765731, 16.9227405 49.7765263, 16.9227117 49.7764928, 16.922693 49.776467, 16.9226788 49.7764399, 16.9226677 49.7764062, 16.9225919 49.776016, 16.9224805 49.7755385, 16.9224055 49.775208)",,,,,
31065432,nám. Tyrše a Fügnera,tertiary,False,False,34.394000000000005,"LINESTRING (16.9227838 49.7765731, 16.9226975 49.7766063, 16.9225871 49.7766513, 16.922486 49.7767024, 16.9223958 49.7767531)",4446,,,,
"[31065432, 31013137]","['Nádražní', 'nám. Tyrše a Fügnera']",tertiary,False,True,160.172,"LINESTRING (16.9227838 49.7765731, 16.9232877 49.7764057, 16.9234905 49.7763457, 16.9239102 49.7762717, 16.9241033 49.7762376, 16.9243745 49.7761874, 16.924549 49.7761581, 16.9247055 49.7761291, 16.9248767 49.7760924)",4446,,,,
30963473,Mlýnská,residential,True,False,34.764,"LINESTRING (16.9186667 49.7787909, 16.9185765 49.7787466, 16.9183888 49.7786817, 16.9182436 49.7786416)",,,,,
31013134,Zábřežská,tertiary,False,False,71.645,"LINESTRING (16.9186667 49.7787909, 16.9184437 49.7789372, 16.9183244 49.779035, 16.9182081 49.7791761, 16.9181055 49.7793159)",4446,,,,
31013134,Zábřežská,tertiary,False,True,243.70499999999998,"LINESTRING (16.9186667 49.7787909, 16.9188072 49.7787267, 16.9189641 49.7786609, 16.9198047 49.7784554, 16.9201498 49.7783681, 16.9202925 49.7783286, 16.9208794 49.7780892, 16.9211795 49.7778933, 16.9212817 49.7778175, 16.9213768 49.7777407, 16.9214838 49.7776462)",4446,,,,
31013134,Zábřežská,tertiary,False,True,18.914,"LINESTRING (16.918044 49.7794813, 16.9181055 49.7793159)",4446,,,,
31012852,nám. Kosmonautů,residential,False,False,58.939,"LINESTRING (16.918044 49.7794813, 16.9184349 49.7795206, 16.918857 49.7795539)",,,,,
31013134,Zábřežská,tertiary,False,False,131.885,"LINESTRING (16.918044 49.7794813, 16.9180186 49.7796161, 16.9180159 49.7797642, 16.9180512 49.7800643, 16.9181581 49.7805519, 16.9181777 49.7806599)",4446,,,,
272828138,Vodní,residential,False,False,50.93000000000001,"LINESTRING (16.9182297 49.7808499, 16.9183151 49.7808042, 16.9185598 49.7806833, 16.9186094 49.7806712, 16.9186683 49.7806616, 16.9186977 49.7806607, 16.9187139 49.7806602, 16.9187715 49.7806656, 16.9188423 49.7806762)",,50,,,
"[272787148, 501867084, 501867085]",Zábřežská,tertiary,False,True,21.473,"LINESTRING (16.9182297 49.7808499, 16.9182153 49.7808102, 16.9182036 49.7807736, 16.918193 49.7807353, 16.9181831 49.7806906, 16.9181777 49.7806599)",4446,50,yes,,
"[352225147, 4591340]","['S. K. Neumanna', 'nám. Svobody']",residential,False,True,53.224000000000004,"LINESTRING (16.918193 49.7774332, 16.9181453 49.7773372, 16.9180912 49.7770672, 16.9180816 49.7769618)",,,,,
31065425,Třebovská,residential,False,False,104.016,"LINESTRING (16.918193 49.7774332, 16.9179335 49.7775406, 16.9173332 49.7776769, 16.9168323 49.7777132)",,5,,,
31065426,Kostelní náměstí,residential,False,False,11.108,"LINESTRING (16.918193 49.7774332, 16.9182854 49.777419, 16.9183429 49.7774086)",,,,,
31064749,Sadová,residential,False,True,67.614,"LINESTRING (16.915714 49.7777762, 16.9156978 49.7779093, 16.9156818 49.7779537, 16.9156315 49.7780904, 16.9155821 49.778245, 16.9155772 49.7782603, 16.9155412 49.7783729)",,,,,
31065423,Třebovská,residential,False,False,34.988,"LINESTRING (16.915714 49.7777762, 16.9157088 49.7777161, 16.9156989 49.7776789, 16.9156968 49.7776708, 16.9156831 49.7776301, 16.9156678 49.777592, 16.9156361 49.7775354, 16.9155941 49.7774738)",,,,,
788544430,Třebovská,residential,False,True,76.487,"LINESTRING (16.915714 49.7777762, 16.9157881 49.7777801, 16.9158824 49.7777821, 16.9159624 49.7777798, 16.9160405 49.777775, 16.9167731 49.7777175)",,5,,,
31013555,Třebovská,tertiary,False,False,57.824,"LINESTRING (16.9154153 49.7773875, 16.9152039 49.7773822, 16.9149693 49.7773772, 16.9147954 49.7773753, 16.9146104 49.7773785)",03538,,,,
385887282,,tertiary,True,False,18.249,"LINESTRING (16.9154153 49.7773875, 16.9154222 49.7773664, 16.9154389 49.7773451, 16.9154715 49.7773242, 16.9155132 49.7773117, 16.915559 49.7773093, 16.9156033 49.7773171)",,,,roundabout,
1018482549,Okružní,tertiary,True,False,19.595,"LINESTRING (16.9157252 49.7770264, 16.9157633 49.7768519)",03538,,,,
386444264,Okružní,tertiary,False,True,33.617000000000004,"LINESTRING (16.9157252 49.7770264, 16.915692 49.7771438, 16.9156769 49.7771884, 16.9156643 49.7772173, 16.9156417 49.7772577, 16.9156033 49.7773171)",03538,,,,
31012840,Západní,residential,False,False,84.378,"LINESTRING (16.9157633 49.7768519, 16.915715 49.7768524, 16.9145884 49.7768649)",,,,,
"[736449681, 346769220]",Okružní,tertiary,True,False,82.061,"LINESTRING (16.9157633 49.7768519, 16.9158855 49.7764703, 16.9159342 49.7763365, 16.9159644 49.7762534, 16.9160161 49.7761324)",03538,,,,
8568321,Olomoucká,residential,False,True,55.672000000000004,"LINESTRING (16.9182703 49.775236, 16.9182731 49.7752967, 16.9183004 49.7756814, 16.9183034 49.7757362)",,,,,
31013553,Okružní,secondary,True,False,106.684,"LINESTRING (16.9182703 49.775236, 16.9184156 49.7752265, 16.9188934 49.7751922, 16.9195875 49.7751248, 16.9197437 49.7751147)",644,,,,
364352879,Olomoucká,secondary,False,True,129.24699999999999,"LINESTRING (16.9182703 49.775236, 16.918274 49.7750499, 16.9182738 49.7749569, 16.9182638 49.7748706, 16.9181259 49.7740789)",644,,,,2
"[31013553, 285883121]",Okružní,secondary,True,False,70.089,"LINESTRING (16.9197437 49.7751147, 16.9201116 49.7751274, 16.9204063 49.7751912, 16.9205987 49.7752735, 16.9206549 49.7752959)",644,,,,
974302350,Lékárnická,residential,False,False,50.303,"LINESTRING (16.9197437 49.7751147, 16.9197359 49.7751777, 16.9197233 49.7752143, 16.9197024 49.7752608, 16.9196612 49.7753261, 16.9194871 49.7755299)",,,,,
31012880,Masarykova,residential,False,True,51.617,"LINESTRING (16.9206549 49.7752959, 16.9207228 49.7752086, 16.920832 49.7750682, 16.9209776 49.7748811)",,,,,
"[274504256, 274504257]",Okružní,secondary,True,False,181.46800000000002,"LINESTRING (16.9206549 49.7752959, 16.9209021 49.7754738, 16.921101 49.775673, 16.9211034 49.7756753, 16.9213195 49.7758918, 16.9217333 49.7762327, 16.9218969 49.7763792, 16.9220913 49.7765651, 16.9221486 49.7766091)",644,,,,
371381538,Okružní,secondary,True,False,23.929,"LINESTRING (16.9221486 49.7766091, 16.9221917 49.7766391, 16.9222423 49.7766659, 16.9223958 49.7767531)",644,,,,
31065432,nám. Tyrše a Fügnera,tertiary,False,True,34.394,"LINESTRING (16.9223958 49.7767531, 16.922486 49.7767024, 16.9225871 49.7766513, 16.9226975 49.7766063, 16.9227838 49.7765731)",4446,,,,
"[31065433, 371381537]","['Zábřežská', 'nám. Tyrše a Fügnera']",tertiary,False,False,119.455,"LINESTRING (16.9223958 49.7767531, 16.9222953 49.7768163, 16.9222187 49.7768684, 16.9221395 49.7769347, 16.9220716 49.7769993, 16.9214838 49.7776462)",4446,,,,
"[31065432, 31013137]","['Nádražní', 'nám. Tyrše a Fügnera']",tertiary,False,False,160.17199999999997,"LINESTRING (16.9248767 49.7760924, 16.9247055 49.7761291, 16.924549 49.7761581, 16.9243745 49.7761874, 16.9241033 49.7762376, 16.9239102 49.7762717, 16.9234905 49.7763457, 16.9232877 49.7764057, 16.9227838 49.7765731)",4446,,,,
31013137,Nádražní,tertiary,False,True,86.658,"LINESTRING (16.9248767 49.7760924, 16.925022 49.7760547, 16.9251858 49.7760101, 16.9253438 49.775962, 16.925477 49.7759201, 16.9256141 49.7758742, 16.9258054 49.7758078, 16.9259623 49.7757535)",4446,,,,
314528333,Stanislavova,residential,False,True,35.486,"LINESTRING (16.9248767 49.7760924, 16.9249112 49.7761627, 16.9249484 49.7762454, 16.9249816 49.7763271, 16.9250062 49.7764002)",,,,,
30351142,Sadová,residential,False,True,89.19699999999999,"LINESTRING (16.9150442 49.7791676, 16.9148657 49.779177, 16.9146185 49.7792129, 16.9139605 49.779343, 16.9138585 49.7793858)",,,,,
31064750,Sadová,residential,False,False,95.916,"LINESTRING (16.9150442 49.7791676, 16.9151857 49.7790374, 16.9152681 49.7789151, 16.9155412 49.7783729)",,,,,
31064751,Sadová,residential,False,False,65.136,"LINESTRING (16.9150442 49.7791676, 16.9150762 49.7792316, 16.9155678 49.7796416)",,,,,
230519519,Mlýnská,residential,False,False,156.699,"LINESTRING (16.9182436 49.7786416, 16.9183177 49.7785172, 16.9184137 49.778438, 16.9187015 49.7783618, 16.9188368 49.7783337, 16.9201428 49.778073)",,,,,
"[295958754, 1018482547]",Mlýnská,residential,True,False,213.638,"LINESTRING (16.9182436 49.7786416, 16.91742 49.77854, 16.9169082 49.7784961, 16.9167492 49.7784815, 16.9166736 49.7784762, 16.9163771 49.7784661, 16.91626 49.77849, 16.9160755 49.778555, 16.9158937 49.7785868, 16.9157307 49.7785755, 16.9156817 49.7785627, 16.9156375 49.778544, 16.9155997 49.7785202, 16.9155698 49.778492, 16.9155505 49.7784639, 16.9155391 49.7784341, 16.915536 49.7784034, 16.9155412 49.7783729)",,,,,
31064749,Sadová,residential,False,False,67.614,"LINESTRING (16.9155412 49.7783729, 16.9155772 49.7782603, 16.9155821 49.778245, 16.9156315 49.7780904, 16.9156818 49.7779537, 16.9156978 49.7779093, 16.915714 49.7777762)",,,,,
31064750,Sadová,residential,False,True,95.916,"LINESTRING (16.9155412 49.7783729, 16.9152681 49.7789151, 16.9151857 49.7790374, 16.9150442 49.7791676)",,,,,
342502630,Třebovská,tertiary,False,False,11.437,"LINESTRING (16.9131822 49.7775421, 16.9130281 49.7775681)",03538,,,,
386444265,Třebovská,tertiary,False,True,104.27900000000001,"LINESTRING (16.9131822 49.7775421, 16.9133776 49.7775127, 16.9138093 49.7774536, 16.9139894 49.7774295, 16.9141528 49.7774108, 16.9143246 49.777396, 16.9145229 49.7773822, 16.9146104 49.7773785)",03538,,,,
31012805,,trunk_link,True,False,167.59199999999998,"LINESTRING (16.9127959 49.7778759, 16.9132033 49.7789119, 16.9133873 49.7793338)",,50,,,
342502630,Třebovská,tertiary,False,True,11.437,"LINESTRING (16.9130281 49.7775681, 16.9131822 49.7775421)",03538,,,,
31012806,,tertiary_link,True,False,40.618,"LINESTRING (16.9130281 49.7775681, 16.9129358 49.7776096, 16.9128755 49.7776477, 16.9128295 49.7776976, 16.9128098 49.7777516, 16.9127959 49.7778759)",,50,,,
31013133,Pionýrů,residential,False,False,73.62100000000001,"LINESTRING (16.9200563 49.781086, 16.9201894 49.7810543, 16.9205672 49.7809747, 16.9210337 49.7808865)",,,,,
272828001,Vodní,residential,False,True,132.496,"LINESTRING (16.9200563 49.781086, 16.9198611 49.7811241, 16.919287 49.7812226, 16.9192392 49.7812298, 16.9191929 49.7812279, 16.9191539 49.7812195, 16.9191174 49.7812051, 16.9190886 49.7811805, 16.9190819 49.7811676, 16.9188577 49.7807364, 16.9188458 49.7807052, 16.9188423 49.7806762)",,,,,
31012821,Vodní,residential,False,False,60.234,"LINESTRING (16.9210337 49.7808865, 16.9210002 49.7808198, 16.9209471 49.7807256, 16.920824 49.780476, 16.9207951 49.7804242, 16.9207626 49.7803741)",,,,,
