osmid,name,highway,oneway,reversed,length,ref,maxspeed,geometry,bridge,tunnel
23684082,náměstí SNP,residential,False,False,49.613,,,"LINESTRING (12.5303117 50.1140063, 12.530976 50.114139)",,
374579097,Chebská,secondary,False,True,143.337,212,50,"LINESTRING (12.5303117 50.1140063, 12.5301062 50.114647, 12.530025 50.1149155, 12.5299557 50.1152742)",,
38073691,Jana Žižky,residential,False,False,54.625,,,"LINESTRING (12.5297375 50.1161412, 12.5304884 50.1162386)",,
374579097,Chebská,secondary,False,False,54.415,212,50,"LINESTRING (12.5297375 50.1161412, 12.5298602 50.1156582)",,
374579097,Chebská,secondary,False,True,39.876,212,50,"LINESTRING (12.5297375 50.1161412, 12.5296572 50.1164961)",,
258283077,Jana Nerudy,residential,False,False,34.152,,,"LINESTRING (12.5307647 50.117656, 12.5309591 50.1173753)",,
618353319,Chebská,secondary,False,False,22.21,212,50,"LINESTRING (12.5307647 50.117656, 12.530505 50.1175457)",,
618353319,Chebská,secondary,False,True,21.573,212,50,"LINESTRING (12.5307647 50.117656, 12.5310216 50.1177585)",,
38073692,J. K. Tyla,residential,False,True,83.782,,,"LINESTRING (12.5312704 50.1178478, 12.5316871 50.1171433)",,
464363262,Chebská,secondary,False,False,20.329,212,50,"LINESTRING (12.5312704 50.1178478, 12.5310216 50.1177585)",,
464363262,Chebská,secondary,False,True,25.191,212,50,"LINESTRING (12.5312704 50.1178478, 12.5313662 50.1178878, 12.5314609 50.1179274, 12.5315588 50.1179782)",,
38073725,Školní,residential,False,True,187.55,,,"LINESTRING (12.5316673 50.1180786, 12.5318529 50.1180083, 12.5325563 50.117786, 12.5332778 50.1175579, 12.533966 50.1172647)",,
464363262,Chebská,secondary,False,False,13.651,212,50,"LINESTRING (12.5316673 50.1180786, 12.5316238 50.1180276, 12.5315588 50.1179782)",,
803068286,Chebská,secondary,False,True,67.5,212,50,"LINESTRING (12.5316673 50.1180786, 12.531699 50.1181373, 12.5317234 50.1182067, 12.5317421 50.1182599, 12.5317865 50.1184311, 12.5317991 50.1185171, 12.5317995 50.1185701, 12.5317803 50.1186757)",,
23688716,Chebská,secondary,False,True,14.483,212,50,"LINESTRING (12.5317803 50.1186757, 12.5317206 50.1188002)",,
"[751362172, 38073709]",Jana A. Komenského,residential,False,"[False, True]",138.188,,,"LINESTRING (12.5317803 50.1186757, 12.5326999 50.1186887, 12.5326343 50.1193403)",,
803068286,Chebská,secondary,False,False,67.5,212,50,"LINESTRING (12.5317803 50.1186757, 12.5317995 50.1185701, 12.5317991 50.1185171, 12.5317865 50.1184311, 12.5317421 50.1182599, 12.5317234 50.1182067, 12.531699 50.1181373, 12.5316673 50.1180786)",,
9653179,Sokolovská,secondary,False,False,119.965,212,,"LINESTRING (12.5314694 50.1192428, 12.5313679 50.1199552, 12.5312899 50.1201697, 12.5312226 50.1203063)",,
9653179,Sokolovská,secondary,False,True,11.312000000000001,212,,"LINESTRING (12.5314694 50.1192428, 12.5314837 50.119198, 12.531509 50.1191444)",,
794171527,Maxima Gorkého,residential,True,False,81.421,,,"LINESTRING (12.5314694 50.1192428, 12.5304665 50.1191576, 12.5303362 50.1191591)",,
9653179,Sokolovská,secondary,False,True,143.929,212,,"LINESTRING (12.5302584 50.1214341, 12.5304342 50.1211973, 12.5310159 50.1206515, 12.531134 50.1204974, 12.5312226 50.1203063)",,
24234652,Okružní,residential,False,False,123.292,,,"LINESTRING (12.5302584 50.1214341, 12.5300979 50.1214303, 12.5293491 50.1217069, 12.5290556 50.1217595, 12.528754 50.1217631, 12.5286568 50.1217544)",,
38073710,Knoflíkova,residential,False,False,114.543,,,"LINESTRING (12.5337406 50.1196421, 12.5335879 50.1197337, 12.533361 50.1198332, 12.532852 50.1200129, 12.5327333 50.1200679, 12.5326458 50.1201085, 12.5325512 50.1201765, 12.5324613 50.1202494)",,
"[258283091, 142499077, 142499078]",K. Havlíčka Borovského,tertiary,False,False,86.97999999999999,212,,"LINESTRING (12.5337406 50.1196421, 12.533663 50.1195888, 12.5336268 50.1195694, 12.5335893 50.1195498, 12.5335061 50.1195234, 12.5333518 50.1194842, 12.5332301 50.1194572, 12.5331038 50.1194309, 12.5326343 50.1193403)",yes,
258283091,K. Havlíčka Borovského,tertiary,False,True,48.77799999999999,,,"LINESTRING (12.5337406 50.1196421, 12.534013 50.119852, 12.5341267 50.1199479, 12.5341565 50.1199888)",,
38073711,K. Havlíčka Borovského,residential,False,False,39.429,,,"LINESTRING (12.5341565 50.1199888, 12.5343681 50.1200391, 12.5346818 50.1200991)",,
258283091,K. Havlíčka Borovského,tertiary,False,False,48.778,,,"LINESTRING (12.5341565 50.1199888, 12.5341267 50.1199479, 12.534013 50.119852, 12.5337406 50.1196421)",,
439665485,Tyršova,tertiary,False,True,23.211,,,"LINESTRING (12.5341565 50.1199888, 12.5341627 50.1200112, 12.5341594 50.1200342, 12.5341494 50.1200537, 12.534128 50.1200774, 12.5340678 50.1201182, 12.5339949 50.1201539)",,
258283186,Tyršova,residential,False,False,42.766,,,"LINESTRING (12.5339949 50.1201539, 12.5344314 50.1204177)",,
439665485,Tyršova,tertiary,False,False,23.211000000000002,,,"LINESTRING (12.5339949 50.1201539, 12.5340678 50.1201182, 12.534128 50.1200774, 12.5341494 50.1200537, 12.5341594 50.1200342, 12.5341627 50.1200112, 12.5341565 50.1199888)",,
439665485,Tyršova,tertiary,False,True,158.028,,,"LINESTRING (12.5339949 50.1201539, 12.5336253 50.1203218, 12.5335677 50.1203525, 12.5334611 50.12042, 12.5334153 50.1204602, 12.5333955 50.1204921, 12.5333885 50.1205033, 12.5333798 50.1205363, 12.5333802 50.1205598, 12.5333877 50.1205876, 12.5334082 50.1206158, 12.5334394 50.1206402, 12.533491 50.1206734, 12.5343253 50.1211183)",,
23688716,Chebská,secondary,False,False,41.139,212,50,"LINESTRING (12.531509 50.1191444, 12.5317206 50.1188002)",,
