osmid,ref,highway,maxspeed,junction,oneway,reversed,length,geometry,lanes,name,access
9622935,470,secondary,50,roundabout,True,False,26.394000000000002,"LINESTRING (18.3728146 49.8674799, 18.3728444 49.8674514, 18.3728873 49.8674308, 18.3729372 49.8674207, 18.3729894 49.8674217, 18.3730384 49.8674336, 18.3730786 49.8674551, 18.3731058 49.8674839)",,,
76167173,470,secondary,50,,False,True,182.656,"LINESTRING (18.3728146 49.8674799, 18.3727012 49.8674605, 18.3725887 49.8674465, 18.3724439 49.867451, 18.3718037 49.8674731, 18.3708434 49.8674954, 18.3702738 49.8674944)",2,Orlovská,
9622935,470,secondary,50,roundabout,True,False,21.765,"LINESTRING (18.3731058 49.8674839, 18.3731169 49.8675157, 18.3731117 49.8675482, 18.373091 49.8675779, 18.3730567 49.8676019, 18.3730124 49.8676177, 18.3729626 49.8676237)",,,
40629291,470,secondary,40,,False,True,255.649,"LINESTRING (18.3731058 49.8674839, 18.3733937 49.8674258, 18.3739059 49.8673451, 18.374433 49.8672509, 18.3749084 49.8671213, 18.3752261 49.8670083, 18.37587 49.8667233, 18.3759792 49.866675, 18.3763075 49.8665295)",2,Orlovská,
9622935,470,secondary,50,roundabout,True,False,22.762,"LINESTRING (18.3729626 49.8676237, 18.3729102 49.8676188, 18.3728633 49.867603, 18.3728271 49.8675781, 18.3728056 49.8675469, 18.3728013 49.8675129, 18.3728146 49.8674799)",,,
340215436,471,secondary,50,,False,True,336.65999999999997,"LINESTRING (18.3729626 49.8676237, 18.3729543 49.8676862, 18.3729659 49.867774, 18.3730259 49.8679107, 18.3732636 49.8683012, 18.3734935 49.8686525, 18.3737458 49.8689767, 18.3740457 49.8692776, 18.3743955 49.8696283, 18.3751073 49.8702797)",2,Bohumínská,
53098022,,residential,,,False,True,51.954,"LINESTRING (18.3775371 49.8671691, 18.3774538 49.8672033, 18.3770376 49.8673811, 18.3769291 49.8674234)",,Středová,
163743900,,residential,,,False,True,68.206,"LINESTRING (18.3775371 49.8671691, 18.3775698 49.8672299, 18.3776015 49.8672889, 18.3776083 49.8673015, 18.3777339 49.8675662, 18.3777735 49.867761)",,Mírová,destination
261872446,,residential,,,False,False,103.79299999999999,"LINESTRING (18.3775371 49.8671691, 18.3775013 49.8671122, 18.3773844 49.8669261, 18.3773493 49.8668725, 18.377328 49.8668399, 18.3773159 49.8668213, 18.3772892 49.8667793, 18.3772237 49.8666762, 18.3771947 49.8666305, 18.3771585 49.8665734, 18.3771054 49.8664925, 18.3770654 49.8664334, 18.3769842 49.8663064)",,Mírová,
36934098,,residential,,,False,False,99.156,"LINESTRING (18.3777735 49.867761, 18.3778828 49.8677268, 18.3784355 49.8675541, 18.3788577 49.8674223, 18.3790184 49.867372)",,Sokolská,
163743900,,residential,,,False,False,68.20599999999999,"LINESTRING (18.3777735 49.867761, 18.3777339 49.8675662, 18.3776083 49.8673015, 18.3776015 49.8672889, 18.3775698 49.8672299, 18.3775371 49.8671691)",,Mírová,destination
163743900,,residential,,,False,True,228.26600000000002,"LINESTRING (18.3777735 49.867761, 18.3777512 49.8679223, 18.3777279 49.8680907, 18.3776721 49.8684945, 18.3776596 49.8685847, 18.3776637 49.8688258, 18.3776675 49.8690498, 18.3776693 49.8691552, 18.3776774 49.869632, 18.3776804 49.8698105)",,Mírová,destination
36934096,,residential,,,False,False,98.108,"LINESTRING (18.3751073 49.8702797, 18.3752912 49.8701949, 18.3753495 49.8701679, 18.3760201 49.8698585, 18.3761603 49.8698065, 18.376238 49.869785)",,Školní,
340215436,471,secondary,50,,False,False,336.6600000000001,"LINESTRING (18.3751073 49.8702797, 18.3743955 49.8696283, 18.3740457 49.8692776, 18.3737458 49.8689767, 18.3734935 49.8686525, 18.3732636 49.8683012, 18.3730259 49.8679107, 18.3729659 49.867774, 18.3729543 49.8676862, 18.3729626 49.8676237)",2,Bohumínská,
36934096,,residential,,,False,False,103.437,"LINESTRING (18.376238 49.869785, 18.3764248 49.8697817, 18.3767335 49.8697904, 18.3768982 49.8697939, 18.3775742 49.8698082, 18.3776804 49.8698105)",,Školní,
36934096,,residential,,,False,True,98.10799999999999,"LINESTRING (18.376238 49.869785, 18.3761603 49.8698065, 18.3760201 49.8698585, 18.3753495 49.8701679, 18.3752912 49.8701949, 18.3751073 49.8702797)",,Školní,
36934097,,residential,,,True,False,349.031,"LINESTRING (18.376238 49.869785, 18.3761035 49.8696412, 18.3759283 49.8694502, 18.3755984 49.8691034, 18.3753127 49.8687958, 18.3752508 49.8687295, 18.3752363 49.868714, 18.3752078 49.8686836, 18.375129 49.8685432, 18.3751333 49.8683619, 18.3751528 49.8683006, 18.3752076 49.868245, 18.3753046 49.8681331, 18.3754481 49.8680563, 18.3755752 49.8680009, 18.3769291 49.8674234)",,Středová,
36934096,,residential,,,False,True,103.437,"LINESTRING (18.3776804 49.8698105, 18.3775742 49.8698082, 18.3768982 49.8697939, 18.3767335 49.8697904, 18.3764248 49.8697817, 18.376238 49.869785)",,Školní,
163743900,,residential,,,False,False,228.26600000000002,"LINESTRING (18.3776804 49.8698105, 18.3776774 49.869632, 18.3776693 49.8691552, 18.3776675 49.8690498, 18.3776637 49.8688258, 18.3776596 49.8685847, 18.3776721 49.8684945, 18.3777279 49.8680907, 18.3777512 49.8679223, 18.3777735 49.867761)",,Mírová,destination
36934099,,residential,,,False,True,14.546,"LINESTRING (18.3790184 49.867372, 18.3791137 49.8674875)",,Sokolská,
36934098,,residential,,,False,True,99.156,"LINESTRING (18.3790184 49.867372, 18.3788577 49.8674223, 18.3784355 49.8675541, 18.3778828 49.8677268, 18.3777735 49.867761)",,Sokolská,
36934099,,residential,,,False,False,189.56799999999998,"LINESTRING (18.3790184 49.867372, 18.3786914 49.8669231, 18.3786336 49.8668409, 18.378284 49.8662764, 18.3780615 49.86595, 18.3779963 49.8658521, 18.3779689 49.8658077)",,Sokolská,
36934099,,residential,,,False,False,14.546,"LINESTRING (18.3791137 49.8674875, 18.3790184 49.867372)",,Sokolská,
9623244,470,secondary,40,,False,False,133.99099999999999,"LINESTRING (18.3779689 49.8658077, 18.3783901 49.8656639, 18.3787562 49.8655865, 18.3792 49.8655461, 18.3797574 49.8655162)",2,Orlovská,
9623244,470,secondary,40,,False,True,78.203,"LINESTRING (18.3779689 49.8658077, 18.3771779 49.866137, 18.3770517 49.8661886)",2,Orlovská,
36934099,,residential,,,False,True,189.568,"LINESTRING (18.3779689 49.8658077, 18.3779963 49.8658521, 18.3780615 49.86595, 18.378284 49.8662764, 18.3786336 49.8668409, 18.3786914 49.8669231, 18.3790184 49.867372)",,Sokolská,
36934114,,residential,,,False,True,151.385,"LINESTRING (18.3702738 49.8674944, 18.3702524 49.8674509, 18.3697812 49.8664399, 18.3697087 49.8663777, 18.3694433 49.8663145)",,Krátká,
76167173,470,secondary,50,,False,False,182.65599999999995,"LINESTRING (18.3702738 49.8674944, 18.3708434 49.8674954, 18.3718037 49.8674731, 18.3724439 49.867451, 18.3725887 49.8674465, 18.3727012 49.8674605, 18.3728146 49.8674799)",2,Orlovská,
40629292,,secondary,50,roundabout,True,False,13.999,"LINESTRING (18.3769842 49.8663064, 18.3769399 49.8663157, 18.3768934 49.8663154, 18.3768495 49.8663056, 18.3768048 49.8662841)",,,
261872446,,residential,,,False,True,103.79299999999999,"LINESTRING (18.3769842 49.8663064, 18.3770654 49.8664334, 18.3771054 49.8664925, 18.3771585 49.8665734, 18.3771947 49.8666305, 18.3772237 49.8666762, 18.3772892 49.8667793, 18.3773159 49.8668213, 18.377328 49.8668399, 18.3773493 49.8668725, 18.3773844 49.8669261, 18.3775013 49.8671122, 18.3775371 49.8671691)",,Mírová,
40629291,470,secondary,40,,False,False,44.905,"LINESTRING (18.3768048 49.8662841, 18.3766808 49.8663511, 18.3763969 49.8664858, 18.3763075 49.8665295)",2,Orlovská,
40629292,,secondary,50,roundabout,True,False,16.966,"LINESTRING (18.3768048 49.8662841, 18.3767858 49.8662609, 18.3767741 49.8662302, 18.376779 49.8661988, 18.3768 49.8661702, 18.3768346 49.8661479)",,,
9623244,470,secondary,40,,False,False,78.203,"LINESTRING (18.3770517 49.8661886, 18.3771779 49.866137, 18.3779689 49.8658077)",2,Orlovská,
40629292,,secondary,50,roundabout,True,False,15.274000000000001,"LINESTRING (18.3770517 49.8661886, 18.3770618 49.8662153, 18.3770593 49.8662427, 18.3770446 49.8662685, 18.3770188 49.8662904, 18.3769842 49.8663064)",,,
30472174,4724,tertiary,50,,False,False,339.1890000000001,"LINESTRING (18.3768346 49.8661479, 18.3767771 49.8660612, 18.376653 49.8658571, 18.3765847 49.8656578, 18.3766221 49.8654631, 18.3767005 49.8652199, 18.3767174 49.8650973, 18.376698 49.8649758, 18.3766623 49.8648844, 18.3766083 49.8647927, 18.3765412 49.8647065, 18.376451 49.8646335, 18.3763931 49.8645906, 18.3763271 49.8645539, 18.3762223 49.8645057, 18.3760571 49.8644528, 18.3759133 49.8644319, 18.3757742 49.8644234, 18.3756452 49.8644338, 18.37548 49.86448, 18.3750154 49.8646392, 18.3748449 49.8647044, 18.3746193 49.864791, 18.3744311 49.8648202)",,Michálkovická,
40629292,,secondary,50,roundabout,True,False,18.557000000000002,"LINESTRING (18.3768346 49.8661479, 18.3768731 49.8661353, 18.3769156 49.8661307, 18.3769584 49.8661344, 18.3769976 49.8661461, 18.3770296 49.8661647, 18.3770517 49.8661886)",,,
30472174,4724,tertiary,50,,False,True,104.815,"LINESTRING (18.3735802 49.8641061, 18.3736457 49.8642202, 18.3737415 49.8643411, 18.3739443 49.8645828, 18.3741176 49.8647352, 18.3742492 49.8647878, 18.3744311 49.8648202)",,Michálkovická,
9623244,470,secondary,40,,False,False,11.49,"LINESTRING (18.3797574 49.8655162, 18.3799169 49.8655058)",2,Orlovská,
9623244,470,secondary,40,,False,True,133.99099999999999,"LINESTRING (18.3797574 49.8655162, 18.3792 49.8655461, 18.3787562 49.8655865, 18.3783901 49.8656639, 18.3779689 49.8658077)",2,Orlovská,
40812603,,residential,,,False,False,122.52000000000001,"LINESTRING (18.3797574 49.8655162, 18.3797421 49.8654787, 18.3796826 49.8653684, 18.3795859 49.8651973, 18.3794899 49.8649858, 18.379474 49.8648133, 18.3794598 49.8646562, 18.3793988 49.8644462)",,,
40812603,,residential,,,False,True,122.52,"LINESTRING (18.3793988 49.8644462, 18.3794598 49.8646562, 18.379474 49.8648133, 18.3794899 49.8649858, 18.3795859 49.8651973, 18.3796826 49.8653684, 18.3797421 49.8654787, 18.3797574 49.8655162)",,,
30472174,4724,tertiary,50,,False,False,104.81500000000001,"LINESTRING (18.3744311 49.8648202, 18.3742492 49.8647878, 18.3741176 49.8647352, 18.3739443 49.8645828, 18.3737415 49.8643411, 18.3736457 49.8642202, 18.3735802 49.8641061)",,Michálkovická,
30472174,4724,tertiary,50,,False,True,339.18899999999996,"LINESTRING (18.3744311 49.8648202, 18.3746193 49.864791, 18.3748449 49.8647044, 18.3750154 49.8646392, 18.37548 49.86448, 18.3756452 49.8644338, 18.3757742 49.8644234, 18.3759133 49.8644319, 18.3760571 49.8644528, 18.3762223 49.8645057, 18.3763271 49.8645539, 18.3763931 49.8645906, 18.376451 49.8646335, 18.3765412 49.8647065, 18.3766083 49.8647927, 18.3766623 49.8648844, 18.376698 49.8649758, 18.3767174 49.8650973, 18.3767005 49.8652199, 18.3766221 49.8654631, 18.3765847 49.8656578, 18.376653 49.8658571, 18.3767771 49.8660612, 18.3768346 49.8661479)",,Michálkovická,
51893210,,residential,,,False,False,296.48900000000003,"LINESTRING (18.3744311 49.8648202, 18.3742959 49.864899, 18.3742148 49.8649462, 18.3738235 49.8650214, 18.3735469 49.8649858, 18.3732786 49.8648709, 18.3732488 49.8648673, 18.3730696 49.8648458, 18.3723628 49.8649382, 18.3718998 49.8649686, 18.3716776 49.8650084, 18.3709594 49.8650782, 18.370816 49.8651139, 18.370523 49.865201)",,Garážní,
