osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,bridge,width
72050242,False,2,Žižkova tř.,tertiary,50,False,66.389,"LINESTRING (14.4811293 48.9715607, 14.4810437 48.9715893, 14.4809483 48.9716461, 14.4804784 48.971973)",,
"[814516334, 814516335, 770998994, 1057847124, 788964247, 25336920, 396089465]",False,"['2', '3']",Karla Ⅳ.,residential,50,False,103.376,"LINESTRING (14.47903 48.972855, 14.4789009 48.9729295, 14.4788691 48.9729479, 14.4788103 48.972978, 14.4787538 48.9730069, 14.4785373 48.9731175, 14.4784137 48.9731773, 14.4783038 48.9732258, 14.478244 48.9732476, 14.477979 48.973344, 14.4779419 48.9733556, 14.4779072 48.9733675, 14.4778706 48.9733834)",,
"[396460608, 49580689, 396089466, 28202840]",False,"['4', '3']","['Senovážné nám.', 'Na Sadech']",tertiary,50,False,195.151,"LINESTRING (14.47903 48.972855, 14.4791213 48.97301, 14.479145 48.9731051, 14.4791423 48.9731497, 14.4791422 48.9731939, 14.4789679 48.973821, 14.4789226 48.9739626, 14.4788905 48.9740866, 14.4788541 48.9742433, 14.4788335 48.9743239, 14.4788286 48.9743557, 14.4788275 48.9743739, 14.478795 48.9745781)",,
"[396460616, 72050242]",False,"['2', '3']",Žižkova tř.,tertiary,50,True,144.236,"LINESTRING (14.47903 48.972855, 14.4793983 48.9726437, 14.4794437 48.9726124, 14.4795984 48.9725177, 14.4799791 48.9722783, 14.4804784 48.971973)",,
"[146761556, 396460623]",False,4,Senovážné nám.,tertiary,50,True,210.41700000000003,"LINESTRING (14.47903 48.972855, 14.4789285 48.9726835, 14.4788843 48.9726246, 14.4788338 48.9725939, 14.4786479 48.9724814, 14.4779798 48.9722341, 14.4777263 48.9721579, 14.4776118 48.9721197, 14.4773302 48.9720258, 14.4772061 48.9719845, 14.4768607 48.9718694, 14.4767143 48.9718206)",,
"[25463529, 779192170, 832889491, 24972199]",True,1,Kanovnická,residential,30,False,58.81699999999999,"LINESTRING (14.478795 48.9745781, 14.4787239 48.9745867, 14.4786282 48.9745998, 14.4784844 48.9746237, 14.4784515 48.9746301, 14.478213 48.9746766, 14.4780767 48.9747024, 14.4780163 48.9747129)",yes,
"[28202840, 49580689, 396089466, 396460608]",False,"['4', '3']","['Senovážné nám.', 'Na Sadech']",tertiary,50,True,195.151,"LINESTRING (14.478795 48.9745781, 14.4788275 48.9743739, 14.4788286 48.9743557, 14.4788335 48.9743239, 14.4788541 48.9742433, 14.4788905 48.9740866, 14.4789226 48.9739626, 14.4789679 48.973821, 14.4791422 48.9731939, 14.4791423 48.9731497, 14.479145 48.9731051, 14.4791213 48.97301, 14.47903 48.972855)",,
"[310972065, 832518017, 310975998]",False,"['4', '3']",Na Sadech,tertiary,50,False,111.887,"LINESTRING (14.478795 48.9745781, 14.4787967 48.9746133, 14.4788148 48.9746857, 14.4789348 48.9749118, 14.4792868 48.9753043, 14.4793288 48.9753593, 14.4794251 48.9754856)",,
"[74006510, 229590069, 885141781, 885141782, 332312408]",False,"['2', '3']",Na Sadech,tertiary,50,False,254.633,"LINESTRING (14.4794251 48.9754856, 14.4792902 48.9756067, 14.4792451 48.975644, 14.4785166 48.9760649, 14.4783788 48.9761568, 14.4782084 48.9762917, 14.478119 48.9763749, 14.4780356 48.9764542, 14.4779122 48.976614, 14.4778724 48.9768867, 14.4778707 48.9768985, 14.4778471 48.9772038, 14.4778425 48.9772641, 14.4778418 48.9772726, 14.4778161 48.9773415, 14.4777872 48.9773795)",,
"[832518017, 310972065, 310975998]",False,"['4', '3']",Na Sadech,tertiary,50,True,111.887,"LINESTRING (14.4794251 48.9754856, 14.4793288 48.9753593, 14.4792868 48.9753043, 14.4789348 48.9749118, 14.4788148 48.9746857, 14.4787967 48.9746133, 14.478795 48.9745781)",,
"[791437386, 832518020, 338537660]",False,3,Rudolfovská tř.,tertiary,50,True,64.77799999999999,"LINESTRING (14.4794251 48.9754856, 14.4796198 48.9755266, 14.4796935 48.9755421, 14.4800842 48.9756244, 14.4802702 48.9756636)",,
"[26394033, 770999001, 791013517, 25473788]",True,1,U Černé věže,residential,30,False,59.048,"LINESTRING (14.4766344 48.9773904, 14.4766036 48.9773654, 14.4763744 48.9771792, 14.4762749 48.9770984, 14.4761585 48.9770006, 14.4761293 48.9769756)",yes,
229590068,False,3,Na Sadech,tertiary,50,False,151.66199999999998,"LINESTRING (14.4766344 48.9773904, 14.4762559 48.9775563, 14.4762412 48.9775627, 14.475681 48.9778082, 14.4749062 48.9781478)",,
349865616,False,2,Na Sadech,tertiary,50,True,86.76199999999999,"LINESTRING (14.4766344 48.9773904, 14.4767747 48.9773722, 14.4769593 48.9773847, 14.4770132 48.97739, 14.4770633 48.9773949, 14.4773841 48.9774304, 14.4775546 48.9774412, 14.4776902 48.9774271, 14.4777872 48.9773795)",,
"[789363334, 192889382, 192889383]",False,2,Jar. Haška,residential,"['50', '30']",True,102.60199999999999,"LINESTRING (14.4714159 48.9780881, 14.471433 48.9781482, 14.4714401 48.9782031, 14.4714341 48.978223, 14.4713669 48.9784464, 14.4713342 48.9785616, 14.4712977 48.9786799, 14.4712299 48.9789167, 14.4712265 48.9789285, 14.4712075 48.978995)",,
"[332332538, 885141779, 885141780]",False,"['4', '3']",Husova tř.,tertiary,50,False,75.682,"LINESTRING (14.4714159 48.9780881, 14.4715621 48.9781185, 14.4716197 48.9781305, 14.4716721 48.9781414, 14.4719895 48.9782074, 14.4720992 48.9782302, 14.4724045 48.9782936)",,
"[885141777, 359127299, 833110477, 885141775]",False,"['4', '3']",Husova tř.,tertiary,50,True,160.71499999999997,"LINESTRING (14.4714159 48.9780881, 14.4713158 48.9780812, 14.4712723 48.9780782, 14.4712197 48.9780746, 14.4710018 48.9780596, 14.4703818 48.9780168, 14.4701883 48.9780034, 14.4701098 48.977998, 14.4699484 48.9779869, 14.469559 48.9779593, 14.4693542 48.9779448, 14.4692261 48.9779358)",,
"[528773509, 892225512, 28593388, 28593389, 892225517, 24972188]",False,"['2', '3']","['Resslova', 'Sokolský ostrov']",residential,50,False,221.098,"LINESTRING (14.4692261 48.9779358, 14.4692424 48.9778378, 14.4692506 48.9777929, 14.4692776 48.977645, 14.4693272 48.9773729, 14.4693463 48.9772747, 14.4693653 48.9771765, 14.4693788 48.97714, 14.4694018 48.977094, 14.4699268 48.976925, 14.4701141 48.9768457, 14.4702997 48.9767069, 14.4706934 48.9763722)",yes,
338633482,False,,Resslova,residential,30,True,101.29899999999999,"LINESTRING (14.4692261 48.9779358, 14.4692112 48.9780089, 14.4692049 48.9780503, 14.4690899 48.9787617, 14.4690862 48.9787813, 14.4690872 48.9788418)",,8.2
"[885141777, 359127299, 833110477, 885141775]",False,"['4', '3']",Husova tř.,tertiary,50,False,160.71500000000003,"LINESTRING (14.4692261 48.9779358, 14.4693542 48.9779448, 14.469559 48.9779593, 14.4699484 48.9779869, 14.4701098 48.977998, 14.4701883 48.9780034, 14.4703818 48.9780168, 14.4710018 48.9780596, 14.4712197 48.9780746, 14.4712723 48.9780782, 14.4713158 48.9780812, 14.4714159 48.9780881)",,
229590066,True,2,,tertiary,50,False,22.565,"LINESTRING (14.4741244 48.9784328, 14.4738615 48.9785396)",,
675538071,False,2,tř. 28. října,residential,50,True,28.198,"LINESTRING (14.4741244 48.9784328, 14.4740652 48.9786834)",,
"[657318505, 229590067]",False,4,Na Sadech,tertiary,50,True,65.497,"LINESTRING (14.4741244 48.9784328, 14.4742868 48.9783955, 14.4744298 48.9783414, 14.4749062 48.9781478)",,
148092716,False,,Jírovcova,residential,50,True,94.554,"LINESTRING (14.4775091 48.9791901, 14.4775022 48.9791484, 14.4774707 48.9789572, 14.4774177 48.9786362, 14.4773795 48.9784044, 14.4773696 48.9783447)",,
779994511,True,,J. Š. Baara,residential,30,False,176.26299999999998,"LINESTRING (14.4775091 48.9791901, 14.4774358 48.9791893, 14.4760058 48.9791738, 14.4751831 48.9792036, 14.4750955 48.9792068)",,
25552619,False,2,Biskupská,residential,30,False,85.35900000000001,"LINESTRING (14.4732698 48.9740608, 14.4732627 48.9740277, 14.4730823 48.9733446, 14.4730722 48.9733042)",,
41981371,False,,nám. Přemysla Otakara Ⅱ.,residential,30,False,17.592,"LINESTRING (14.4732698 48.9740608, 14.4733688 48.9741076, 14.4734663 48.9741524)",,
"[114019138, 114019160, 790970013, 790970014, 790970015]",True,1,"['Česká', 'Radniční']",residential,30,False,207.497,"LINESTRING (14.4732698 48.9740608, 14.4732262 48.9740657, 14.4731809 48.9740708, 14.4728005 48.9741138, 14.4722562 48.9741752, 14.4722338 48.9742899, 14.4722255 48.9743326, 14.472275 48.9744826, 14.4722823 48.9745048, 14.4723574 48.9747325, 14.4723648 48.9747548, 14.4723881 48.9748256, 14.4724397 48.9750735, 14.4724879 48.9753051, 14.472497 48.9753486)",,"['5', '6']"
41981372,False,,nám. Přemysla Otakara Ⅱ.,residential,30,True,16.721,"LINESTRING (14.4749118 48.9740111, 14.4749642 48.9739699, 14.4750353 48.9738852)",,
"[790970001, 787128602, 1077544387, 790969999]",True,1,nám. Přemysla Otakara Ⅱ.,residential,30,False,106.543,"LINESTRING (14.4749118 48.9740111, 14.4749676 48.9741923, 14.4751286 48.9747156, 14.4751406 48.9747547, 14.4752008 48.9749503)",,
"[25463685, 775343751, 813691947, 37007027, 37007029, 790970009]",False,,Hroznová,residential,30,False,84.791,"LINESTRING (14.4706934 48.9763722, 14.470881 48.9764032, 14.4709519 48.9764207, 14.4710907 48.9764344, 14.4714144 48.9763821, 14.4714928 48.9763687, 14.4716351 48.9763448, 14.4718198 48.976313)",,
"[528773509, 892225512, 28593388, 28593389, 892225517, 24972188]",False,"['2', '3']","['Sokolský ostrov', 'Resslova']",residential,50,True,221.09799999999998,"LINESTRING (14.4706934 48.9763722, 14.4702997 48.9767069, 14.4701141 48.9768457, 14.4699268 48.976925, 14.4694018 48.977094, 14.4693788 48.97714, 14.4693653 48.9771765, 14.4693463 48.9772747, 14.4693272 48.9773729, 14.4692776 48.977645, 14.4692506 48.9777929, 14.4692424 48.9778378, 14.4692261 48.9779358)",yes,
75638457,False,,Sokolský ostrov,residential,50,True,97.41399999999999,"LINESTRING (14.4706934 48.9763722, 14.4706891 48.9763514, 14.4705382 48.9757323, 14.4705055 48.9755976, 14.4704805 48.9755477, 14.4704618 48.9755105)",,
783439856,True,1,Kněžská,residential,30,False,85.01599999999999,"LINESTRING (14.4768237 48.9756948, 14.4767319 48.9753802, 14.4766104 48.9749722, 14.4766021 48.9749442)",,
335587792,True,1,Kněžská,residential,30,False,59.477,"LINESTRING (14.4770542 48.9761976, 14.4770078 48.9761287, 14.4768957 48.9757453, 14.4768735 48.9757298, 14.4768237 48.9756948)",,
"[49944142, 840222988, 850242422, 850242423]",False,,Hradební,residential,30,True,177.14,"LINESTRING (14.4770542 48.9761976, 14.4770993 48.9761753, 14.4772756 48.9760882, 14.4773038 48.9760587, 14.4775382 48.9758131, 14.4775905 48.9757583, 14.4775979 48.9757462, 14.4777009 48.9755777, 14.4777032 48.9755382, 14.4777145 48.9753392, 14.477722 48.9752614, 14.477731 48.975169, 14.4777781 48.9749801, 14.4777731 48.9748309, 14.4777689 48.974782, 14.4777665 48.9747536)",,
"[25473672, 528771278, 25473671]",False,,U Tří lvů,residential,30,True,22.540999999999997,"LINESTRING (14.4792163 48.9711465, 14.4791819 48.9711393, 14.4789703 48.9710994, 14.4789181 48.9710954)",yes,
