osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,width
"[23947090, 23947091, 23947092]","['2', '3']",416,Nádražní,secondary,50,False,False,94.424,yes,"LINESTRING (16.6169198 49.0367893, 16.6166935 49.0367353, 16.6158311 49.0365446, 16.6156946 49.0365138)",
"[964227837, 38165901]",,,náměstí Míru,residential,,False,False,185.239,,"LINESTRING (16.6169198 49.0367893, 16.6171426 49.0368385, 16.6176013 49.0369554, 16.6187926 49.0371858, 16.6192384 49.0372726, 16.6193441 49.0372826)",
"[26553976, 49682825, 1196803647]",2,41619,Tyršova,tertiary,,False,False,129.52100000000002,,"LINESTRING (16.615211 49.0363315, 16.6151353 49.0363499, 16.6150586 49.0363623, 16.6150011 49.0363706, 16.6149401 49.0363752, 16.6148842 49.0363758, 16.6148397 49.0363738, 16.6146955 49.0363644, 16.6146324 49.0363616, 16.6145635 49.0363616, 16.614527 49.0363648, 16.6144977 49.0363715, 16.6144671 49.0363804, 16.614432 49.0363943, 16.6143909 49.0364173, 16.6143073 49.0364684, 16.6139013 49.036736, 16.6137832 49.0368101, 16.6137331 49.0368415)",
"[49682826, 758951506]",2,416,Nádražní,secondary,50,False,False,116.534,,"LINESTRING (16.615211 49.0363315, 16.6151958 49.0362992, 16.6151828 49.0362611, 16.6151788 49.0362297, 16.6151809 49.0361968, 16.6151942 49.0361561, 16.6152207 49.0361103, 16.6154217 49.0358022, 16.6155386 49.0356312, 16.6156111 49.0355283, 16.6157142 49.0353893, 16.6157341 49.0353626)",
681187112,2,416,Nádražní,secondary,50,False,True,41.756,,"LINESTRING (16.615211 49.0363315, 16.615236 49.0363593, 16.6152706 49.0363845, 16.6153111 49.0364079, 16.6153636 49.0364309, 16.6154293 49.036452, 16.6154874 49.0364667, 16.6156946 49.0365138)",
"[23947090, 23947091, 23947092]","['2', '3']",416,Nádražní,secondary,50,False,True,94.424,yes,"LINESTRING (16.6156946 49.0365138, 16.6158311 49.0365446, 16.6166935 49.0367353, 16.6169198 49.0367893)",
26275159,,,Brněnská,residential,,False,False,377.538,,"LINESTRING (16.6156946 49.0365138, 16.6156773 49.0365465, 16.6156655 49.0365754, 16.6156601 49.0366055, 16.6156584 49.0366326, 16.6156557 49.0366924, 16.6156504 49.0368067, 16.615632 49.0370667, 16.6156312 49.0370773, 16.6156259 49.0371208, 16.6156177 49.0371616, 16.6156055 49.0371978, 16.6155874 49.037233, 16.6155608 49.0372774, 16.6155289 49.0373291, 16.6154027 49.0375206, 16.6153202 49.0376651, 16.6152871 49.0377288, 16.6152613 49.0377783, 16.6152052 49.0378982, 16.6151525 49.0380295, 16.6151179 49.0381055, 16.6150857 49.0381853, 16.6150624 49.0382443, 16.6149024 49.0386801, 16.6146716 49.0394289, 16.6145485 49.0398075)",
681187112,2,416,Nádražní,secondary,50,False,False,41.75600000000001,,"LINESTRING (16.6156946 49.0365138, 16.6154874 49.0364667, 16.6154293 49.036452, 16.6153636 49.0364309, 16.6153111 49.0364079, 16.6152706 49.0363845, 16.615236 49.0363593, 16.615211 49.0363315)",
26275159,,,Brněnská,residential,,False,True,209.50800000000004,,"LINESTRING (16.613139 49.0414321, 16.6131933 49.041379, 16.6133607 49.0412154, 16.6135181 49.0410615, 16.6142051 49.04039, 16.6144717 49.0400437, 16.6145485 49.0398075)",
26275160,,,kpt. Rubena,residential,,False,False,123.28899999999999,,"LINESTRING (16.613139 49.0414321, 16.612773 49.041252, 16.6126556 49.0411769, 16.6125937 49.0411046, 16.6125561 49.0410269, 16.6125379 49.0409449, 16.6125258 49.0408642, 16.6125034 49.0405557, 16.6125078 49.0405237, 16.6125203 49.0404929)",
26275160,,,kpt. Rubena,residential,,False,False,111.988,,"LINESTRING (16.6125203 49.0404929, 16.6128963 49.0395164)",
26275160,,,kpt. Rubena,residential,,False,True,123.28899999999999,,"LINESTRING (16.6125203 49.0404929, 16.6125078 49.0405237, 16.6125034 49.0405557, 16.6125258 49.0408642, 16.6125379 49.0409449, 16.6125561 49.0410269, 16.6125937 49.0411046, 16.6126556 49.0411769, 16.612773 49.041252, 16.613139 49.0414321)",
38165896,,,Jiráskova,residential,,False,True,152.879,,"LINESTRING (16.6125203 49.0404929, 16.6124321 49.0404783, 16.6104869 49.040156)",
26275160,,,kpt. Rubena,residential,,False,False,121.029,,"LINESTRING (16.6128963 49.0395164, 16.6132727 49.0384563)",
26275160,,,kpt. Rubena,residential,,False,True,111.988,,"LINESTRING (16.6128963 49.0395164, 16.6125203 49.0404929)",
38165899,,,Dvořákova,residential,,False,False,124.707,,"LINESTRING (16.6128963 49.0395164, 16.6145485 49.0398075)",
38165899,,,Dvořákova,residential,,False,True,153.27100000000002,,"LINESTRING (16.6128963 49.0395164, 16.6127991 49.0395006, 16.6108556 49.0391842)",
26275160,,,kpt. Rubena,residential,,False,True,121.029,,"LINESTRING (16.6132727 49.0384563, 16.6128963 49.0395164)",
26275160,,,kpt. Rubena,residential,,False,False,183.98999999999998,,"LINESTRING (16.6132727 49.0384563, 16.6137442 49.0371811, 16.613747 49.0371735, 16.6137607 49.0371201, 16.613767 49.037059, 16.6137659 49.03699, 16.6137582 49.0369351, 16.613751 49.0368923, 16.6137331 49.0368415)",
38165898,,,Alšova,residential,,False,True,70.432,,"LINESTRING (16.6132727 49.0384563, 16.6131957 49.0384437, 16.6123352 49.038303)",
26275160,,,kpt. Rubena,residential,,False,True,183.98999999999998,,"LINESTRING (16.6137331 49.0368415, 16.613751 49.0368923, 16.6137582 49.0369351, 16.6137659 49.03699, 16.613767 49.037059, 16.6137607 49.0371201, 16.613747 49.0371735, 16.6137442 49.0371811, 16.6132727 49.0384563)",
"[26553976, 49682825, 1196803647]",2,41619,Tyršova,tertiary,,False,True,129.521,,"LINESTRING (16.6137331 49.0368415, 16.6137832 49.0368101, 16.6139013 49.036736, 16.6143073 49.0364684, 16.6143909 49.0364173, 16.614432 49.0363943, 16.6144671 49.0363804, 16.6144977 49.0363715, 16.614527 49.0363648, 16.6145635 49.0363616, 16.6146324 49.0363616, 16.6146955 49.0363644, 16.6148397 49.0363738, 16.6148842 49.0363758, 16.6149401 49.0363752, 16.6150011 49.0363706, 16.6150586 49.0363623, 16.6151353 49.0363499, 16.615211 49.0363315)",
162762306,,41619,Tyršova,tertiary,,False,False,89.931,,"LINESTRING (16.6137331 49.0368415, 16.613639 49.0368943, 16.6135787 49.0369257, 16.6135238 49.0369474, 16.613471 49.0369648, 16.613405 49.0369793, 16.6133185 49.0369938, 16.6132288 49.037003, 16.6131438 49.0370073, 16.6129329 49.0370104, 16.6128924 49.037011, 16.6126713 49.0370096, 16.6125692 49.0370104)",
38165900,,,Žižkova,residential,,False,True,145.595,,"LINESTRING (16.6125692 49.0370104, 16.6125682 49.0370764, 16.6125594 49.0376659, 16.6123352 49.038303)",
162762306,,41619,Tyršova,tertiary,,False,False,80.55799999999999,,"LINESTRING (16.6125692 49.0370104, 16.6124425 49.037014, 16.6121073 49.0370216, 16.6117756 49.0370278, 16.6114647 49.0370341)",
162762306,,41619,Tyršova,tertiary,,False,True,89.93100000000001,,"LINESTRING (16.6125692 49.0370104, 16.6126713 49.0370096, 16.6128924 49.037011, 16.6129329 49.0370104, 16.6131438 49.0370073, 16.6132288 49.037003, 16.6133185 49.0369938, 16.613405 49.0369793, 16.613471 49.0369648, 16.6135238 49.0369474, 16.6135787 49.0369257, 16.613639 49.0368943, 16.6137331 49.0368415)",
