osmid,highway,oneway,reversed,length,geometry,name,ref,maxspeed,lanes,junction,bridge
170636688,residential,False,True,123.95800000000001,"LINESTRING (17.5797701 49.3318703, 17.5796733 49.3319296, 17.5795587 49.3319999, 17.5794072 49.3320928, 17.5792466 49.3321969, 17.5791205 49.3322787, 17.5790323 49.3323442, 17.5788961 49.3324454, 17.5786378 49.3326647, 17.5786125 49.3326877)",nám. Dr. E. Beneše,,50,,,
25594461,secondary,True,False,28.579,"LINESTRING (17.5797762 49.331709, 17.5798127 49.3316933, 17.5798542 49.3316842, 17.579898 49.3316824, 17.5799409 49.3316881, 17.5799802 49.3317009, 17.580013 49.3317198, 17.5800372 49.3317436, 17.5800511 49.3317707, 17.5800537 49.3317992)",nám. Dr. E. Beneše,,50,,roundabout,
"[25594464, 113540234, 139426456]",secondary,False,False,196.659,"LINESTRING (17.5797762 49.331709, 17.5797489 49.3316835, 17.5797012 49.3316476, 17.5796462 49.331617, 17.5795624 49.3315828, 17.579315 49.3315109, 17.5790251 49.3314216, 17.5788709 49.3313636, 17.5787123 49.3312929, 17.5782065 49.3310347, 17.5781614 49.3310116, 17.5779533 49.3309059, 17.5778715 49.3308683, 17.5777768 49.3308317, 17.5775073 49.3307684)","['Palackého', 'nám. Dr. E. Beneše']",438,"['40', '50']",2,,
25594461,secondary,True,False,13.927,"LINESTRING (17.5800537 49.3317992, 17.5800435 49.3318298, 17.5800204 49.3318572, 17.5799863 49.3318793, 17.579944 49.3318942)",nám. Dr. E. Beneše,,50,,roundabout,
"[335734116, 25594462]",tertiary,False,False,332.05600000000004,"LINESTRING (17.5800537 49.3317992, 17.5801451 49.3318065, 17.5802168 49.3318003, 17.5802719 49.3317872, 17.5803355 49.3317655, 17.5809844 49.3315026, 17.5810461 49.3314776, 17.5821436 49.3310008, 17.5823269 49.3309191, 17.5829418 49.3306328, 17.5838755 49.3301909)",Masarykova,49013,50,,,
25594461,secondary,True,False,13.528,"LINESTRING (17.579944 49.3318942, 17.5798984 49.3319005, 17.5798518 49.3318985, 17.579808 49.3318882, 17.5797701 49.3318703)",nám. Dr. E. Beneše,,50,,roundabout,
78495251,secondary,False,True,73.38499999999999,"LINESTRING (17.579944 49.3318942, 17.5799713 49.3319359, 17.5800018 49.3319762, 17.5800443 49.3320195, 17.5803302 49.3322552, 17.5804666 49.3323401, 17.5805457 49.332372, 17.5805943 49.3323852)",nám. Dr. E. Beneše,438,50,2,,
51750031,unclassified,False,False,23.361,"LINESTRING (17.5810586 49.3337177, 17.5813279 49.3338332)",,,,,,
30813191,residential,True,False,124.269,"LINESTRING (17.5810586 49.3337177, 17.5809353 49.3338396, 17.580519 49.3342275, 17.5800927 49.3346411)",Zámecká,,,,,
"[201277424, 51750011]",residential,False,False,116.69500000000001,"LINESTRING (17.5800927 49.3346411, 17.5799972 49.3346437, 17.5798897 49.3347008, 17.5796991 49.334802, 17.5795555 49.3348792, 17.579269 49.3350521, 17.5789865 49.3351372, 17.5787756 49.3351647, 17.5787482 49.3351639)","['Holajka', 'Hankeho']",,,,,
107710279,residential,False,True,23.047,"LINESTRING (17.5800927 49.3346411, 17.5800589 49.3347093, 17.5800683 49.3347739, 17.5801052 49.3348404)",Holajka,,,,,
107710276,tertiary,False,False,19.725,"LINESTRING (17.5755975 49.3343441, 17.5754381 49.3344879)",Přerovská,43821,50,,,
107710292,tertiary,False,True,32.968,"LINESTRING (17.5755975 49.3343441, 17.5758761 49.3341097)",Přerovská,43821,50,,,
201277424,residential,False,True,224.07,"LINESTRING (17.5755975 49.3343441, 17.5760111 49.3344676, 17.5762148 49.3345285, 17.5764415 49.3346232, 17.5766973 49.3347066, 17.5769252 49.334764, 17.5774507 49.3348965, 17.5781769 49.3350795, 17.5784391 49.3351256)",Hankeho,,,,,
30727324,residential,False,True,127.158,"LINESTRING (17.5744824 49.3334148, 17.5758761 49.3341097)",Třešňové sady,,,,,
"[201276388, 30727324]",residential,False,False,138.05,"LINESTRING (17.5744824 49.3334148, 17.574276 49.3333094, 17.5741664 49.3332535, 17.5739917 49.3331349, 17.5738631 49.333021, 17.5737879 49.3329198, 17.5737053 49.3328043, 17.5735694 49.3326841, 17.5734238 49.332575, 17.5732442 49.3324975)","['Třešňové sady', 'Novosady']",,,,,
36891707,residential,False,False,95.63400000000001,"LINESTRING (17.5744824 49.3334148, 17.5749216 49.3332136, 17.5754134 49.3329528, 17.5755289 49.3328916)",Třešňové sady,,,,,
201276388,residential,False,False,75.134,"LINESTRING (17.5732442 49.3324975, 17.5730792 49.3324517, 17.5729773 49.3324311, 17.5727803 49.332403, 17.5722442 49.3323254)",Novosady,,,,,
"[30727324, 201276388]",residential,False,True,138.05,"LINESTRING (17.5732442 49.3324975, 17.5734238 49.332575, 17.5735694 49.3326841, 17.5737053 49.3328043, 17.5737879 49.3329198, 17.5738631 49.333021, 17.5739917 49.3331349, 17.5741664 49.3332535, 17.574276 49.3333094, 17.5744824 49.3334148)","['Třešňové sady', 'Novosady']",,,,,
223191363,residential,False,False,47.565,"LINESTRING (17.5732442 49.3324975, 17.5732627 49.3324155, 17.5734993 49.332107)",,,,,,
"[30631356, 201277037]",tertiary,False,False,160.43399999999997,"LINESTRING (17.5755592 49.3314873, 17.5756264 49.3316883, 17.5756358 49.3317255, 17.5756317 49.33176, 17.5756149 49.3318125, 17.575552 49.3319214, 17.5754915 49.332013, 17.5754388 49.3321299, 17.5753994 49.3322712, 17.5753897 49.3324443, 17.5754339 49.3325893, 17.5755289 49.3328916)","['Nerudova', 'Dlažánky']",43821,50,2,,
30631356,tertiary,False,True,136.248,"LINESTRING (17.5755592 49.3314873, 17.5755641 49.331414, 17.5755855 49.3313423, 17.5759087 49.3308832, 17.5759413 49.3308364, 17.5762065 49.3304418, 17.5762629 49.3303579)",Nerudova,43821,50,2,,
36891707,residential,False,True,95.634,"LINESTRING (17.5755289 49.3328916, 17.5754134 49.3329528, 17.5749216 49.3332136, 17.5744824 49.3334148)",Třešňové sady,,,,,
201277037,tertiary,False,False,45.742000000000004,"LINESTRING (17.5755289 49.3328916, 17.5756399 49.3330764, 17.5757341 49.3331626, 17.575859 49.3332322)",Dlažánky,43821,50,2,,
"[30631356, 201277037]",tertiary,False,True,160.434,"LINESTRING (17.5755289 49.3328916, 17.5754339 49.3325893, 17.5753897 49.3324443, 17.5753994 49.3322712, 17.5754388 49.3321299, 17.5754915 49.332013, 17.575552 49.3319214, 17.5756149 49.3318125, 17.5756317 49.33176, 17.5756358 49.3317255, 17.5756264 49.3316883, 17.5755592 49.3314873)","['Nerudova', 'Dlažánky']",43821,50,2,,
36891702,residential,False,False,12.985,"LINESTRING (17.5766003 49.3335574, 17.5767791 49.3335652)",nám. Svobody,,50,,,
410119856,tertiary,False,True,64.753,"LINESTRING (17.5766003 49.3335574, 17.575859 49.3332322)",nám. Svobody,43821,50,2,,
51750014,tertiary,False,False,64.595,"LINESTRING (17.5766003 49.3335574, 17.5765402 49.3335815, 17.5764803 49.3336128, 17.5764089 49.3336606, 17.5763352 49.333719, 17.576012 49.3339892)",Přerovská,43821,50,,,
223190503,tertiary,False,False,48.344,"LINESTRING (17.5737973 49.3372168, 17.573675 49.3376442)",Bořenovská,4909,50,,,
223190503,tertiary,False,True,211.15,"LINESTRING (17.5737973 49.3372168, 17.5741693 49.3359189, 17.5743009 49.3355504, 17.5744283 49.3353682)",Bořenovská,4909,50,,,
223191185,residential,False,False,189.41600000000003,"LINESTRING (17.5737973 49.3372168, 17.5726642 49.3365678, 17.5725891 49.3365538, 17.572514 49.3365468, 17.5724389 49.3365678, 17.5721283 49.3367688, 17.5718005 49.3369523)",,,,,,
"[78495251, 78495252]",secondary,False,False,233.70100000000002,"LINESTRING (17.5835215 49.3316692, 17.5833838 49.3316725, 17.5833226 49.3316785, 17.5832729 49.3316847, 17.5832129 49.3316979, 17.5831351 49.3317223, 17.5830643 49.3317536, 17.5825648 49.3320042, 17.5823758 49.3320839, 17.5822711 49.3321223, 17.582186 49.3321502, 17.5820625 49.3321809, 17.5819484 49.3322088, 17.581676 49.3322701, 17.5812307 49.3323738, 17.5811117 49.3324001, 17.5810263 49.3324113, 17.5809246 49.332421, 17.5808676 49.3324227, 17.580767 49.3324178, 17.5807064 49.3324096, 17.5805943 49.3323852)","['nám. Dr. E. Beneše', 'nám. F. X. Richtra']",438,50,2,,
139426457,secondary,False,True,107.56800000000001,"LINESTRING (17.5835215 49.3316692, 17.5835916 49.3316737, 17.5836678 49.3316858, 17.583747 49.3317051, 17.5838177 49.3317275, 17.5840029 49.3318063, 17.5847898 49.3321546)",Partyzánská,438,50,2,,
1052536772,residential,False,False,18.266,"LINESTRING (17.5835215 49.3316692, 17.5835306 49.3316264, 17.5835421 49.3315855, 17.5835654 49.3315452, 17.5835934 49.3315137)",Pivovarská,,,,,
"[59397930, 335734118]",residential,False,True,98.289,"LINESTRING (17.5847211 49.3308815, 17.5846779 49.3308451, 17.5839562 49.3302448, 17.5838755 49.3301909)",Tyršova,,,,,
30727321,tertiary,True,False,20.354,"LINESTRING (17.5847965 49.3294203, 17.5848158 49.3294019, 17.5848381 49.3293835, 17.5848649 49.32937, 17.5848947 49.3293564, 17.5849265 49.3293491, 17.5849612 49.3293417, 17.5849948 49.3293412, 17.5850314 49.3293407)",,49013,50,,roundabout,
30727321,tertiary,True,False,18.013,"LINESTRING (17.585143 49.3296066, 17.5851145 49.3296209, 17.5850821 49.3296305, 17.585049 49.3296377, 17.5850136 49.3296408, 17.5849783 49.3296401, 17.584944 49.3296362, 17.5849097 49.3296285)",,49013,50,,roundabout,
30727321,tertiary,True,False,19.972,"LINESTRING (17.58522 49.3294468, 17.5852309 49.3294812, 17.5852317 49.3295051, 17.5852237 49.3295283, 17.5852129 49.3295514, 17.5851957 49.3295724, 17.5851727 49.3295916, 17.585143 49.3296066)",,49013,50,,roundabout,
30727321,tertiary,True,False,19.135,"LINESTRING (17.5850314 49.3293407, 17.5850666 49.329347, 17.585099 49.3293534, 17.5851297 49.3293661, 17.5851575 49.3293788, 17.5851811 49.3293967, 17.5852017 49.3294146, 17.5852159 49.3294359, 17.58522 49.3294468)",,49013,50,,roundabout,
30727321,tertiary,True,False,27.489,"LINESTRING (17.5849097 49.3296285, 17.584875 49.3296161, 17.5848461 49.3296018, 17.5848211 49.3295834, 17.5847991 49.3295631, 17.5847835 49.3295408, 17.5847738 49.3295166, 17.5847719 49.3294919, 17.5847729 49.3294672, 17.5847832 49.3294438, 17.5847965 49.3294203)",,49013,50,,roundabout,
78495133,tertiary,False,True,97.857,"LINESTRING (17.5849097 49.3296285, 17.5845831 49.3298449, 17.5839491 49.3301561, 17.5838755 49.3301909)",Masarykova,49013,50,,,
30727324,residential,False,False,127.158,"LINESTRING (17.5758761 49.3341097, 17.5744824 49.3334148)",Třešňové sady,,,,,
51750014,tertiary,False,True,16.628,"LINESTRING (17.5758761 49.3341097, 17.576012 49.3339892)",Přerovská,43821,50,,,
107710292,tertiary,False,False,32.968,"LINESTRING (17.5758761 49.3341097, 17.5755975 49.3343441)",Přerovská,43821,50,,,
107710276,tertiary,False,True,19.725,"LINESTRING (17.5754381 49.3344879, 17.5755975 49.3343441)",Přerovská,43821,50,,,
30813193,unclassified,False,False,377.392,"LINESTRING (17.5754381 49.3344879, 17.5753668 49.3348157, 17.5753064 49.3352387, 17.5752887 49.335354, 17.5753725 49.3355637, 17.5755613 49.3358573, 17.5757885 49.3359867, 17.5760681 49.336074, 17.5764141 49.336102, 17.5767776 49.3360636, 17.5775186 49.3359063, 17.5781324 49.3358009, 17.5784373 49.3357789)",U Rusavy,,,,,
"[107710276, 51750021, 51750022]",tertiary,False,False,85.51100000000001,"LINESTRING (17.5754381 49.3344879, 17.5750921 49.3347654, 17.5747296 49.3350615, 17.5746988 49.3350873)",Přerovská,43821,50,,,yes
30813189,residential,False,False,172.16400000000002,"LINESTRING (17.5807134 49.3360212, 17.5806336 49.335997, 17.5804822 49.3359329, 17.5803429 49.3358475, 17.5800377 49.3356808, 17.5796293 49.3354918, 17.5793984 49.3354025, 17.5791023 49.3353157, 17.5788856 49.335225, 17.5787482 49.3351639)",Hankeho,,,,,
30813193,unclassified,False,True,172.62300000000002,"LINESTRING (17.5807134 49.3360212, 17.5806785 49.3360682, 17.5805441 49.336063, 17.5803891 49.3360531, 17.5802469 49.3360307, 17.580101 49.3360115, 17.5799026 49.3359788, 17.5794238 49.335864, 17.5789812 49.3357906, 17.5786928 49.3357808, 17.5785151 49.335773, 17.5784373 49.3357789)",U Rusavy,,,,,
51750035,residential,False,False,154.76500000000001,"LINESTRING (17.5807134 49.3360212, 17.5806997 49.335939, 17.5804943 49.3356876, 17.5800212 49.3353034, 17.579906 49.3352048, 17.5798818 49.3351462, 17.5799022 49.3350646, 17.5799489 49.3349685, 17.5801052 49.3348404)",Holajka,,,,,
201277424,residential,False,False,2.934,"LINESTRING (17.5787482 49.3351639, 17.578708 49.3351607)",Hankeho,,,,,
30813189,residential,False,True,172.164,"LINESTRING (17.5787482 49.3351639, 17.5788856 49.335225, 17.5791023 49.3353157, 17.5793984 49.3354025, 17.5796293 49.3354918, 17.5800377 49.3356808, 17.5803429 49.3358475, 17.5804822 49.3359329, 17.5806336 49.335997, 17.5807134 49.3360212)",Hankeho,,,,,
"[201277424, 51750011]",residential,False,True,116.69500000000001,"LINESTRING (17.5787482 49.3351639, 17.5787756 49.3351647, 17.5789865 49.3351372, 17.579269 49.3350521, 17.5795555 49.3348792, 17.5796991 49.334802, 17.5798897 49.3347008, 17.5799972 49.3346437, 17.5800927 49.3346411)","['Holajka', 'Hankeho']",,,,,
201277424,residential,False,True,2.934,"LINESTRING (17.578708 49.3351607, 17.5787482 49.3351639)",Hankeho,,,,,
30813190,unclassified,False,False,72.23400000000001,"LINESTRING (17.578708 49.3351607, 17.5784556 49.3355807, 17.5784373 49.3357789)",,,,,,
201277424,residential,False,False,19.937,"LINESTRING (17.578708 49.3351607, 17.5785985 49.3351537, 17.5784391 49.3351256)",Hankeho,,,,,
30813190,unclassified,False,True,72.23400000000001,"LINESTRING (17.5784373 49.3357789, 17.5784556 49.3355807, 17.578708 49.3351607)",,,,,,
30813193,unclassified,False,False,172.623,"LINESTRING (17.5784373 49.3357789, 17.5785151 49.335773, 17.5786928 49.3357808, 17.5789812 49.3357906, 17.5794238 49.335864, 17.5799026 49.3359788, 17.580101 49.3360115, 17.5802469 49.3360307, 17.5803891 49.3360531, 17.5805441 49.336063, 17.5806785 49.3360682, 17.5807134 49.3360212)",U Rusavy,,,,,
30813193,unclassified,False,True,377.39200000000005,"LINESTRING (17.5784373 49.3357789, 17.5781324 49.3358009, 17.5775186 49.3359063, 17.5767776 49.3360636, 17.5764141 49.336102, 17.5760681 49.336074, 17.5757885 49.3359867, 17.5755613 49.3358573, 17.5753725 49.3355637, 17.5752887 49.335354, 17.5753064 49.3352387, 17.5753668 49.3348157, 17.5754381 49.3344879)",U Rusavy,,,,,
36891704,residential,False,False,24.562,"LINESTRING (17.5797134 49.3335689, 17.5799861 49.3337001)",nám. Sv. Anny,,,,,
36891704,residential,False,True,74.12700000000001,"LINESTRING (17.5797134 49.3335689, 17.579367 49.3334062, 17.5791135 49.3332979, 17.5788486 49.3332165)",nám. Sv. Anny,,,,,
"[36891703, 201284774, 410119855]",residential,False,True,243.61900000000006,"LINESTRING (17.5797134 49.3335689, 17.5795541 49.3336866, 17.5791583 49.3338847, 17.579038 49.3339344, 17.578933 49.3339795, 17.5787808 49.3340129, 17.5786333 49.3340267, 17.5784375 49.334021, 17.5780641 49.3339852, 17.5776874 49.333919, 17.5774549 49.3338688, 17.5773458 49.333838, 17.5772673 49.3338105, 17.5772175 49.33379, 17.5768865 49.3336539, 17.5768314 49.3336262, 17.5767996 49.3335977, 17.5767791 49.3335652)","['nám. Sv. Anny', 'nám. Svobody']",,,,,
36891704,residential,False,False,74.127,"LINESTRING (17.5788486 49.3332165, 17.5791135 49.3332979, 17.579367 49.3334062, 17.5797134 49.3335689)",nám. Sv. Anny,,,,,
36891704,residential,False,True,24.562,"LINESTRING (17.5799861 49.3337001, 17.5797134 49.3335689)",nám. Sv. Anny,,,,,
36891708,residential,False,False,141.41500000000002,"LINESTRING (17.5733844 49.3337327, 17.5726652 49.3344364, 17.5724555 49.3348402)",Vítězství,,,,,
36891709,residential,False,False,115.07300000000001,"LINESTRING (17.5733844 49.3337327, 17.573343 49.3337155, 17.5727598 49.3334733, 17.5719481 49.3333147)",Nábřeží,,,,,
36891709,residential,False,True,183.43200000000002,"LINESTRING (17.5733844 49.3337327, 17.5736316 49.333842, 17.5739655 49.3340564, 17.574303 49.3343496, 17.5745092 49.3346611, 17.5746988 49.3350873)",Nábřeží,,,,,
36891708,residential,False,True,141.41500000000002,"LINESTRING (17.5724555 49.3348402, 17.5726652 49.3344364, 17.5733844 49.3337327)",Vítězství,,,,,
201281494,tertiary,False,False,145.505,"LINESTRING (17.5724555 49.3348402, 17.5726673 49.3348609, 17.5731774 49.3349396, 17.574155 49.3351614, 17.5743686 49.3352246)",Přerovská,49010,50,,,
51750021,tertiary,False,False,11.668,"LINESTRING (17.5746988 49.3350873, 17.5746118 49.3351756)",,43821,50,,,
36891709,residential,False,False,183.43200000000002,"LINESTRING (17.5746988 49.3350873, 17.5745092 49.3346611, 17.574303 49.3343496, 17.5739655 49.3340564, 17.5736316 49.333842, 17.5733844 49.3337327)",Nábřeží,,,,,
"[107710276, 51750021, 51750022]",tertiary,False,True,85.511,"LINESTRING (17.5746988 49.3350873, 17.5747296 49.3350615, 17.5750921 49.3347654, 17.5754381 49.3344879)",Přerovská,43821,50,,,yes
36891709,residential,False,True,115.07300000000001,"LINESTRING (17.5719481 49.3333147, 17.5727598 49.3334733, 17.573343 49.3337155, 17.5733844 49.3337327)",Nábřeží,,,,,
51750014,tertiary,False,False,16.628,"LINESTRING (17.576012 49.3339892, 17.5758761 49.3341097)",Přerovská,43821,50,,,
51750013,residential,False,False,189.327,"LINESTRING (17.576012 49.3339892, 17.5762774 49.3340753, 17.5765791 49.3341733, 17.5775221 49.3344011, 17.5776984 49.3344381, 17.5784489 49.3345954)",Příční,,,,,
51750014,tertiary,False,True,64.59500000000001,"LINESTRING (17.576012 49.3339892, 17.5763352 49.333719, 17.5764089 49.3336606, 17.5764803 49.3336128, 17.5765402 49.3335815, 17.5766003 49.3335574)",Přerovská,43821,50,,,
232865559,residential,True,False,82.25,"LINESTRING (17.5778425 49.3331585, 17.577838 49.3331234, 17.5778486 49.333106, 17.5778936 49.3330674, 17.5780873 49.3329266, 17.5780988 49.3329182, 17.5782805 49.3327906, 17.5783937 49.3327112, 17.5784304 49.332691, 17.5784645 49.3326812, 17.5785087 49.3326752, 17.5785578 49.3326763, 17.5786125 49.3326877)",Náměstí Dr. E. Beneše,,50,,roundabout,
"[36891702, 410119854]",residential,False,True,91.25500000000001,"LINESTRING (17.5778425 49.3331585, 17.5777747 49.3331764, 17.5775845 49.3332529, 17.5772956 49.3334266, 17.5771765 49.3334864, 17.5771026 49.3335154, 17.5770201 49.333533, 17.5769322 49.3335477, 17.5767791 49.3335652)","['nám. Dr. E. Beneše', 'nám. Svobody']",,50,,,
170636688,residential,False,False,123.958,"LINESTRING (17.5786125 49.3326877, 17.5786378 49.3326647, 17.5788961 49.3324454, 17.5790323 49.3323442, 17.5791205 49.3322787, 17.5792466 49.3321969, 17.5794072 49.3320928, 17.5795587 49.3319999, 17.5796733 49.3319296, 17.5797701 49.3318703)",nám. Dr. E. Beneše,,50,,,
232865559,residential,True,False,111.23800000000003,"LINESTRING (17.5786125 49.3326877, 17.5786481 49.3327087, 17.5786769 49.3327535, 17.5786789 49.3327919, 17.5786649 49.3328294, 17.5784658 49.3331245, 17.5783888 49.3332231, 17.5783666 49.333241, 17.5783316 49.3332597, 17.5782925 49.3332699, 17.5782481 49.3332734, 17.5781886 49.3332649, 17.5779777 49.3332296, 17.5779098 49.3332132, 17.5778724 49.3331976, 17.5778425 49.3331585)",Náměstí Dr. E. Beneše,,50,,roundabout,
51750031,unclassified,False,True,23.361,"LINESTRING (17.5813279 49.3338332, 17.5810586 49.3337177)",,,,,,
51750013,residential,False,True,189.327,"LINESTRING (17.5784489 49.3345954, 17.5776984 49.3344381, 17.5775221 49.3344011, 17.5765791 49.3341733, 17.5762774 49.3340753, 17.576012 49.3339892)",Příční,,,,,
51750035,residential,False,True,154.765,"LINESTRING (17.5801052 49.3348404, 17.5799489 49.3349685, 17.5799022 49.3350646, 17.5798818 49.3351462, 17.579906 49.3352048, 17.5800212 49.3353034, 17.5804943 49.3356876, 17.5806997 49.335939, 17.5807134 49.3360212)",Holajka,,,,,
107710279,residential,False,False,23.047,"LINESTRING (17.5801052 49.3348404, 17.5800683 49.3347739, 17.5800589 49.3347093, 17.5800927 49.3346411)",Holajka,,,,,
107710293,residential,False,False,347.544,"LINESTRING (17.5801052 49.3348404, 17.5801997 49.3349064, 17.5803438 49.3349632, 17.5842156 49.3364442)",Střelnice,,,,,
107710293,residential,False,True,347.5439999999999,"LINESTRING (17.5842156 49.3364442, 17.5803438 49.3349632, 17.5801997 49.3349064, 17.5801052 49.3348404)",Střelnice,,,,,
"[107710305, 107710299]",residential,False,False,75.337,"LINESTRING (17.5842156 49.3364442, 17.5843562 49.3365782, 17.5844831 49.3365989, 17.5845995 49.3365265, 17.5845413 49.3364266, 17.5843562 49.3364128, 17.5842156 49.3364442)",,,,,,
"[107710305, 107710299]",residential,False,True,75.337,"LINESTRING (17.5842156 49.3364442, 17.5843562 49.3364128, 17.5845413 49.3364266, 17.5845995 49.3365265, 17.5844831 49.3365989, 17.5843562 49.3365782, 17.5842156 49.3364442)",,,,,,
139426457,secondary,False,False,107.568,"LINESTRING (17.5847898 49.3321546, 17.5840029 49.3318063, 17.5838177 49.3317275, 17.583747 49.3317051, 17.5836678 49.3316858, 17.5835916 49.3316737, 17.5835215 49.3316692)",Partyzánská,438,50,2,,
222738821,residential,False,False,34.534,"LINESTRING (17.5786023 49.3348338, 17.5784391 49.3351256)",,,,,,
222738821,residential,False,True,34.534,"LINESTRING (17.5784391 49.3351256, 17.5786023 49.3348338)",,,,,,
201277424,residential,False,False,224.07000000000002,"LINESTRING (17.5784391 49.3351256, 17.5781769 49.3350795, 17.5774507 49.3348965, 17.5769252 49.334764, 17.5766973 49.3347066, 17.5764415 49.3346232, 17.5762148 49.3345285, 17.5760111 49.3344676, 17.5755975 49.3343441)",Hankeho,,,,,
201277424,residential,False,True,19.937,"LINESTRING (17.5784391 49.3351256, 17.5785985 49.3351537, 17.578708 49.3351607)",Hankeho,,,,,
223190503,tertiary,False,False,211.15,"LINESTRING (17.5744283 49.3353682, 17.5743009 49.3355504, 17.5741693 49.3359189, 17.5737973 49.3372168)",Bořenovská,4909,50,,,
223190504,tertiary,True,False,17.987000000000002,"LINESTRING (17.5744283 49.3353682, 17.5743914 49.3353465, 17.5743654 49.335319, 17.5743524 49.3352877, 17.5743535 49.3352554, 17.5743686 49.3352246)",,,50,,roundabout,
201281494,tertiary,False,True,145.505,"LINESTRING (17.5743686 49.3352246, 17.574155 49.3351614, 17.5731774 49.3349396, 17.5726673 49.3348609, 17.5724555 49.3348402)",Přerovská,49010,50,,,
223190504,tertiary,True,False,20.598000000000003,"LINESTRING (17.5743686 49.3352246, 17.5744014 49.3351943, 17.5744474 49.3351725, 17.5745017 49.3351616, 17.5745585 49.3351627, 17.5746118 49.3351756)",,,50,,roundabout,
223190504,tertiary,True,False,19.898000000000003,"LINESTRING (17.5746711 49.3353359, 17.5746342 49.3353625, 17.5745865 49.3353802, 17.5745327 49.3353873, 17.5744781 49.3353832, 17.5744283 49.3353682)",,,50,,roundabout,
51750021,tertiary,False,True,11.668,"LINESTRING (17.5746118 49.3351756, 17.5746988 49.3350873)",,43821,50,,,
223190504,tertiary,True,False,20.467000000000002,"LINESTRING (17.5746118 49.3351756, 17.5746491 49.3351943, 17.5746774 49.3352189, 17.5746945 49.3352474, 17.5746992 49.335278, 17.5746912 49.3353082, 17.5746711 49.3353359)",,,50,,roundabout,
223191185,residential,False,True,189.416,"LINESTRING (17.5718005 49.3369523, 17.5721283 49.3367688, 17.5724389 49.3365678, 17.572514 49.3365468, 17.5725891 49.3365538, 17.5726642 49.3365678, 17.5737973 49.3372168)",,,,,,
223191363,residential,False,True,47.565,"LINESTRING (17.5734993 49.332107, 17.5732627 49.3324155, 17.5732442 49.3324975)",,,,,,
224452746,residential,False,True,122.63,"LINESTRING (17.5719825 49.3376408, 17.5732746 49.3376434, 17.573675 49.3376442)",,,,,,
223190503,tertiary,False,True,48.344,"LINESTRING (17.573675 49.3376442, 17.5737973 49.3372168)",Bořenovská,4909,50,,,
