osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,bridge,geometry,name,junction
"[794218121, 25210378, 794218118]",True,1,105;159,secondary,50,False,48.462,yes,"LINESTRING (14.4227215 49.2226962, 14.4225693 49.2225457, 14.4224731 49.2224505, 14.4224016 49.2223799, 14.4223538 49.2223325)",,
"[780633189, 780633190]",False,3,105;159,secondary,,False,49.366,,"LINESTRING (14.4227215 49.2226962, 14.4227941 49.2227745, 14.4230158 49.2230958)",,
844274201,False,,,residential,,False,24.012,,"LINESTRING (14.4201242 49.2199982, 14.420361 49.2198475)",Havlíčkova,
"[1234248777, 495501843, 9579163, 18786662]",False,2,105;159,secondary,50,False,239.442,yes,"LINESTRING (14.4201242 49.2199982, 14.4202943 49.2202066, 14.4207116 49.2206083, 14.4207944 49.2206879, 14.4217342 49.2216075, 14.4219325 49.2217974)",,
1268120845,False,,,residential,30,False,147.595,,"LINESTRING (14.4201242 49.2199982, 14.4199167 49.2200679, 14.4198176 49.2201352, 14.4196367 49.2203173, 14.4190358 49.2208525, 14.4187999 49.2209813)",Žižkova,
780633188,False,3,105;159,secondary,,False,45.986,,"LINESTRING (14.4231941 49.223427, 14.4233252 49.2238316)",,
794218111,False,3,105;159,secondary,,True,39.038,,"LINESTRING (14.4231941 49.223427, 14.4230158 49.2230958)",,
9578304,False,,147,secondary,,False,38.969,,"LINESTRING (14.4231941 49.223427, 14.4232842 49.2234139, 14.4237179 49.2233509)",Veselská,
36908353,False,,,residential,,False,122.51600000000002,,"LINESTRING (14.4266349 49.2223128, 14.4264926 49.2222064, 14.426274 49.2220405, 14.4258571 49.2218493, 14.4256711 49.2217679, 14.425304 49.2216605)",Pivovarská,
421116840,False,,,residential,,True,63.305,,"LINESTRING (14.4266349 49.2223128, 14.4263706 49.2226026, 14.4264203 49.2227347, 14.4264553 49.2228279)",Pivovarská,
36908352,False,,,residential,,False,114.478,,"LINESTRING (14.4264553 49.2228279, 14.4269098 49.2238137)",Pivovarská,
421116840,False,,,residential,,False,63.305,,"LINESTRING (14.4264553 49.2228279, 14.4264203 49.2227347, 14.4263706 49.2226026, 14.4266349 49.2223128)",Pivovarská,
25210295,False,2,,residential,50,False,21.424,,"LINESTRING (14.4214678 49.2225822, 14.4215409 49.222562, 14.4217281 49.2224921)",Děkanská,
"[259504364, 182600924]",False,2,,residential,"['50', '30']",False,49.182,,"LINESTRING (14.4214678 49.2225822, 14.4213267 49.2228323, 14.4213128 49.2228638, 14.4212522 49.2230012)","['Děkanská', 'náměstí Míru']",
"[259502564, 36908325, 25245835, 679110802, 302513663]",False,2,,residential,50,"[False, True]",409.2080000000001,,"LINESTRING (14.4214678 49.2225822, 14.421323 49.2225501, 14.4211916 49.222485, 14.4209782 49.2224754, 14.4206173 49.2225452, 14.4204166 49.2225902, 14.4194672 49.2228213, 14.4189749 49.2230049, 14.4186462 49.2231391, 14.418404 49.223238, 14.4177476 49.2234742, 14.4176002 49.2235272, 14.4175256 49.2235541, 14.4172745 49.2237208, 14.4171371 49.2239, 14.4170784 49.2241135, 14.4171087 49.2242828)","['Pod Kostelem', 'Puchmayerova']",
"[182600924, 259504364]",False,2,,residential,"['30', '50']",True,49.182,,"LINESTRING (14.4212522 49.2230012, 14.4213128 49.2228638, 14.4213267 49.2228323, 14.4214678 49.2225822)","['Děkanská', 'náměstí Míru']",
431827343,True,,,residential,30,False,59.765,,"LINESTRING (14.4212522 49.2230012, 14.4213556 49.2230132, 14.4214415 49.2230486, 14.4217008 49.2234138)",náměstí Míru,roundabout
36908343,False,,,residential,,False,133.975,,"LINESTRING (14.4217008 49.2234138, 14.421874 49.2234298, 14.4219071 49.2234534, 14.4219337 49.2234757, 14.4225891 49.2238946, 14.4226159 49.2239118, 14.4230478 49.2239449, 14.4231047 49.2239383, 14.423233 49.2239233)",Jiráskova,
421091130,True,,,residential,30,False,60.994,,"LINESTRING (14.4217008 49.2234138, 14.421513 49.2234904, 14.4209245 49.2236146)",náměstí Míru,roundabout
25210448,True,,,residential,,False,125.526,,"LINESTRING (14.4206142 49.2248398, 14.4200024 49.2249852, 14.4192123 49.2252084, 14.4190135 49.2252646)",Sakařova,
1154354078,False,,,residential,,False,111.55600000000001,,"LINESTRING (14.4206142 49.2248398, 14.4206503 49.2255144, 14.4206217 49.2258421)",Tyršova,
25210298,False,,,residential,30,False,28.083000000000002,,"LINESTRING (14.4146978 49.2201419, 14.4145175 49.2202487, 14.4144445 49.2202918, 14.4144113 49.2203115)",Orlická,
25210298,False,,,residential,30,True,197.98600000000002,,"LINESTRING (14.4146978 49.2201419, 14.4149264 49.220007, 14.415097 49.2199058, 14.4151386 49.2198811, 14.4152777 49.2197989, 14.4154169 49.2197159, 14.4157751 49.2195047, 14.4158798 49.219443, 14.4162793 49.2192079, 14.4163622 49.2191635, 14.4164484 49.21912, 14.4165314 49.219085, 14.4165716 49.2190685, 14.4166814 49.2190238, 14.4167703 49.218991)",Orlická,
270181397,False,,,residential,,True,201.285,,"LINESTRING (14.4146978 49.2201419, 14.4148149 49.2202202, 14.4153468 49.2205878, 14.4157827 49.2208821, 14.4159985 49.2210467, 14.4163173 49.2213507, 14.4164647 49.2214916, 14.4164903 49.2215161)",Na Bojišti,
25210294,True,,,residential,,False,21.283,,"LINESTRING (14.4224954 49.2222211, 14.422599 49.2222322, 14.4227822 49.22226)",Ke Hradu,
182600925,True,1,105;159,secondary,50,False,7.379,,"LINESTRING (14.4224954 49.2222211, 14.4224903 49.2222415, 14.4224812 49.2222633, 14.4224611 49.2222823)",,roundabout
