osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,lanes,bridge,access,junction
28371139,Libušina,residential,False,False,93.959,"LINESTRING (15.8138627 50.4361291, 15.8150531 50.4359671, 15.8151605 50.4359539)",,,,,,
85788152,Jiráskova,secondary,False,False,180.858,"LINESTRING (15.8138627 50.4361291, 15.8137653 50.4358285, 15.8136175 50.4354853, 15.8134464 50.4351271, 15.813313 50.434544)",299,50,,,,
28371151,Kotkova,residential,False,True,55.760999999999996,"LINESTRING (15.81613 50.435319, 15.8161069 50.4354116, 15.8160972 50.4354529, 15.8161534 50.4358171)",,,,,,
234143142,Sladkovského,secondary,False,True,76.344,"LINESTRING (15.81613 50.435319, 15.815841 50.435109, 15.8156505 50.4349798, 15.8155275 50.4349393, 15.8154825 50.4349243, 15.8153274 50.434877)",299,30,2,,,
210551044,Tylova,residential,False,False,159.785,"LINESTRING (15.8153274 50.434877, 15.8153451 50.4345276, 15.8153498 50.4344289, 15.8153588 50.4342362, 15.8153155 50.4338389, 15.8153108 50.4338155, 15.8152491 50.4335089, 15.8152363 50.4334445)",,50,2,,,
233985263,Fügnerova,secondary,False,True,125.146,"LINESTRING (15.8153274 50.434877, 15.8139564 50.4345049, 15.8137019 50.4344358)",299,30,2,,,
234143142,Sladkovského,secondary,False,False,76.344,"LINESTRING (15.8153274 50.434877, 15.8154825 50.4349243, 15.8155275 50.4349393, 15.8156505 50.4349798, 15.815841 50.435109, 15.81613 50.435319)",299,30,2,,,
"[9584034, 223729693, 223729694]",Dukelská,secondary,False,False,176.44600000000005,"LINESTRING (15.8174864 50.4306852, 15.8176402 50.4306672, 15.8177297 50.4306568, 15.8178735 50.430644, 15.8180172 50.4306358, 15.8181823 50.4306331, 15.818327 50.430634, 15.818967 50.430656, 15.819474 50.430679, 15.8197194 50.4306914, 15.8198688 50.4307108, 15.8199618 50.4307272)",299,50,2,yes,,
9584034,Dukelská,secondary,False,True,65.189,"LINESTRING (15.8174864 50.4306852, 15.8169718 50.4307726, 15.8167947 50.4308063, 15.8167396 50.4308177, 15.8166738 50.4308313, 15.8166017 50.4308462)",299,50,2,,,
"[205485465, 85707255]",Školní,residential,False,False,158.258,"LINESTRING (15.8166994 50.4330581, 15.8168358 50.4330508, 15.8173127 50.433026, 15.8179718 50.4329916, 15.8186987 50.4329586, 15.8189275 50.4329533)",,,,yes,,
234143144,Legionářská,secondary,False,False,35.22,"LINESTRING (15.8166994 50.4330581, 15.8167185 50.4332158, 15.8167376 50.4333739)",299,50,2,,,
"[234143144, 1078501411]",Legionářská,secondary,False,True,91.979,"LINESTRING (15.8166994 50.4330581, 15.8166727 50.4328531, 15.8166558 50.4326827, 15.8166271 50.4324533, 15.8166168 50.4323469, 15.8166035 50.4322332)",299,50,"['2', '3']",,,
25689210,Karlov,residential,True,False,160.11399999999998,"LINESTRING (15.813313 50.434544, 15.813151 50.4344625, 15.8129955 50.4343564, 15.8127284 50.4341115, 15.8125424 50.4338244, 15.8124205 50.4335472, 15.8123128 50.4334205, 15.8121563 50.4333492)",,50,1,,,
85788152,Jiráskova,secondary,False,True,180.858,"LINESTRING (15.813313 50.434544, 15.8134464 50.4351271, 15.8136175 50.4354853, 15.8137653 50.4358285, 15.8138627 50.4361291)",299,50,,,,
85788153,Fügnerova,secondary,False,False,32.385,"LINESTRING (15.813313 50.434544, 15.8133873 50.4344778, 15.8134744 50.4344486, 15.8135797 50.4344315, 15.8137019 50.4344358)",299,50,2,,,
"[205485426, 205485423]",Dukelská,residential,False,"[False, True]",144.42700000000002,"LINESTRING (15.8199618 50.4307272, 15.819924 50.4307518, 15.8198668 50.430789, 15.8196376 50.4310524, 15.819553 50.4312541, 15.8195425 50.4312916, 15.8197655 50.4313941, 15.8199739 50.4315291, 15.8201323 50.431716, 15.8201924 50.4317946)",,,,,,
