osmid,ref,highway,oneway,reversed,length,geometry,maxspeed,access
94706386,190,secondary,False,True,96.34400000000001,"LINESTRING (12.9786087 49.3403653, 12.9786314 49.340292, 12.9786475 49.340209, 12.9786963 49.339793, 12.9787269 49.3395029)",,
122002630,,residential,False,False,215.14000000000004,"LINESTRING (12.9786087 49.3403653, 12.97885 49.3403873, 12.9790979 49.3402808, 12.9795434 49.3401514, 12.9800056 49.3400292, 12.9803064 49.3399644, 12.9805632 49.3399223, 12.9805871 49.3399184, 12.9809757 49.3399102, 12.981358 49.339911, 12.9814228 49.3399082)",,
"[548720057, 892903324]",184;190,secondary,False,False,141.743,"LINESTRING (12.9789921 49.3380429, 12.9795298 49.3384058, 12.9803483 49.3389616)",,
"[94706386, 892903326]",190,secondary,False,False,170.262,"LINESTRING (12.9789921 49.3380429, 12.9788828 49.3381268, 12.9787521 49.338235, 12.9787159 49.3382848, 12.9786998 49.3383478, 12.9787454 49.338478, 12.9788044 49.33867, 12.9788111 49.338796, 12.9787977 49.338935, 12.9787619 49.3392321, 12.9787269 49.3395029)",,
548720057,184;190,secondary,False,True,64.197,"LINESTRING (12.981597 49.3398071, 12.9815888 49.3398015, 12.9813977 49.3396703, 12.981314 49.3396133, 12.9812549 49.3395723, 12.9812306 49.3395556, 12.9809852 49.3393895)",,
1010985466,184;190,secondary,True,False,42.815000000000005,"LINESTRING (12.981597 49.3398071, 12.9816527 49.339828, 12.9818002 49.3398848, 12.9818358 49.3399009, 12.9819367 49.3399472, 12.9820685 49.3400351)",,
892903328,184,secondary,False,False,21.933,"LINESTRING (12.9820685 49.3400351, 12.9823206 49.3401443)",,
"[548209563, 1120694500, 892903327]",190,secondary,False,True,259.946,"LINESTRING (12.9820685 49.3400351, 12.9821151 49.3399869, 12.9821706 49.3399294, 12.9822837 49.3398261, 12.9823968 49.3397227, 12.9827161 49.3394504, 12.9828415 49.3393414, 12.9830006 49.3392677, 12.9831962 49.3392212, 12.9834644 49.3392035, 12.9838349 49.3391853, 12.9842342 49.3391535, 12.9844827 49.3391193, 12.9846474 49.33911, 12.9847738 49.3391157, 12.9849523 49.3391682, 12.9850174 49.3392016)",,
1010985467,184;190,secondary,True,False,44.144999999999996,"LINESTRING (12.9820685 49.3400351, 12.981877 49.3399944, 12.9817776 49.3399484, 12.9816845 49.3398969, 12.9816183 49.3398367, 12.981597 49.3398071)",,
320692086,,residential,True,False,243.55400000000003,"LINESTRING (12.9853709 49.3393604, 12.9853343 49.3394157, 12.9851117 49.3396184, 12.9847863 49.3399272, 12.9846484 49.3401646, 12.9845953 49.3404251, 12.9845564 49.3406924, 12.9845564 49.3409044, 12.9845498 49.3410105, 12.9845336 49.3412696, 12.9845 49.3413138, 12.9844417 49.3413747, 12.9844263 49.3413949)",,
