osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,lanes
"[1016665272, 32783626]",3,ČSLA,primary,50,False,False,213.792,"LINESTRING (14.7011371 49.3549655, 14.701268 49.354816, 14.7017943 49.3542876, 14.7027235 49.3533444)",,
"[23184064, 23184065, 23184066, 1236013043, 370593692, 23184063]",1359,Zhořská,tertiary,,False,True,150.197,"LINESTRING (14.7011371 49.3549655, 14.700775 49.354822, 14.7007243 49.3548008, 14.700467 49.3546852, 14.7003609 49.354653, 14.7003037 49.354633, 14.699394 49.3542656, 14.6993717 49.3542587)",yes,
38155095,,Zákostelní,residential,,False,True,16.732,"LINESTRING (14.7048434 49.3509997, 14.7046443 49.3509234)",,
32783627,3,ČSLA,primary,50,False,True,163.53199999999998,"LINESTRING (14.7048434 49.3509997, 14.7044595 49.3516581, 14.7043377 49.3518026, 14.7042329 49.3519006, 14.7041499 49.3519782, 14.7038099 49.3522962)",,2
"[305187195, 305187196]",3,ČSLA,primary,50,False,False,107.84700000000001,"LINESTRING (14.7048434 49.3509997, 14.7053103 49.3507268, 14.7056459 49.3505306, 14.7059516 49.350352)",,"['2', '3']"
32783625,1376,Zhořská,tertiary,,False,False,59.202,"LINESTRING (14.698086 49.354471, 14.6988343 49.3542568)",,
32783625,1376,Zhořská,tertiary,,False,True,59.202,"LINESTRING (14.6988343 49.3542568, 14.698086 49.354471)",,
25455829,,Ústrašická,residential,,False,False,41.055,"LINESTRING (14.6988343 49.3542568, 14.6988919 49.3542068, 14.6991032 49.3539895, 14.6991464 49.3539488)",,
370593690,1376,Zhořská,tertiary,,False,False,39.15899999999999,"LINESTRING (14.6988343 49.3542568, 14.6989135 49.3542537, 14.6991152 49.3542443, 14.6992568 49.3542428, 14.6993717 49.3542587)",,
27425425,1359,Ústrašická,tertiary,,False,False,38.631,"LINESTRING (14.6993717 49.3542587, 14.6992856 49.3541875, 14.6992199 49.3541062, 14.6991778 49.3540343, 14.6991632 49.3540004, 14.6991464 49.3539488)",,
370593690,1376,Zhořská,tertiary,,False,True,39.159,"LINESTRING (14.6993717 49.3542587, 14.6992568 49.3542428, 14.6991152 49.3542443, 14.6989135 49.3542537, 14.6988343 49.3542568)",,
"[23184064, 23184065, 23184066, 1236013043, 370593692, 23184063]",1359,Zhořská,tertiary,,False,False,150.197,"LINESTRING (14.6993717 49.3542587, 14.699394 49.3542656, 14.7003037 49.354633, 14.7003609 49.354653, 14.700467 49.3546852, 14.7007243 49.3548008, 14.700775 49.354822, 14.7011371 49.3549655)",yes,
25455821,,Příčná,residential,,False,False,88.462,"LINESTRING (14.703892 49.3547462, 14.7049921 49.3550918)",,
25455818,,Příčná,residential,,True,False,169.67600000000002,"LINESTRING (14.703892 49.3547462, 14.7039916 49.3546034, 14.7048612 49.353357)",,
25455819,,Nádražní,residential,,True,False,130.04999999999998,"LINESTRING (14.7048612 49.353357, 14.7040127 49.3530099, 14.7033407 49.352735)",,
287723539,,Příčná,residential,,False,False,199.51,"LINESTRING (14.7048612 49.353357, 14.7049809 49.3531886, 14.7050207 49.3531296, 14.7055192 49.3523458, 14.705526 49.3523349, 14.7060878 49.3525017, 14.7062183 49.3525164, 14.7063413 49.3524927, 14.7064826 49.3524288)",,
32783626,3,ČSLA,primary,50,False,True,81.18,"LINESTRING (14.7033407 49.352735, 14.7027235 49.3533444)",,
