osmid,name,highway,oneway,reversed,length,lanes,ref,bridge,geometry,maxspeed
38181249,Pod Břehy,residential,False,False,4.147,,,,"LINESTRING (16.8189883 48.9066785, 16.8190373 48.9066973)",
402833087,Pod Břehy,tertiary,False,False,9.631,2,42114,,"LINESTRING (16.8189883 48.9066785, 16.8190316 48.9065967)",
"[626512306, 38181251, 117318803]",U Zastávky,residential,False,False,411.88500000000005,,,yes,"LINESTRING (16.8182896 48.9011412, 16.8189366 48.900995, 16.8208966 48.9007596, 16.8209555 48.9007526, 16.8210137 48.9007464, 16.8212824 48.9007177, 16.8217635 48.9007354, 16.8218824 48.9007557, 16.822081 48.9016287, 16.8221496 48.901797, 16.8222671 48.902017)",
66754869,Hlavní,tertiary,False,False,80.907,,42114,,"LINESTRING (16.8182896 48.9011412, 16.8183216 48.900911, 16.8183779 48.9006346, 16.8184202 48.9004188)",
"[66754869, 66354054]",Hlavní,tertiary,False,True,350.945,,42114,,"LINESTRING (16.8182896 48.9011412, 16.8182529 48.9019759, 16.818243 48.9022017, 16.8182488 48.9023105, 16.8183083 48.9034177, 16.8184171 48.9040758, 16.8184999 48.9042853)",
25062881,Bří Mrštíků,residential,False,True,145.478,,,,"LINESTRING (16.8111237 48.9021714, 16.8129197 48.9016076)",
171359708,Růžová,residential,False,True,98.161,,,,"LINESTRING (16.8111237 48.9021714, 16.8105352 48.9013779)",
25564495,Růžová,residential,False,True,239.793,,,,"LINESTRING (16.8111237 48.9021714, 16.8115996 48.9028871, 16.8117758 48.9031989, 16.8121742 48.9042083)",
171361670,Horňanského,residential,False,True,76.789,,,,"LINESTRING (16.8100534 48.904741, 16.8099801 48.9040521)",
171361676,Nová,residential,False,False,167.154,,,,"LINESTRING (16.8100534 48.904741, 16.8107502 48.9046553, 16.8115836 48.9043937, 16.8116115 48.9043849, 16.8121742 48.9042083)",
25564495,Růžová,residential,False,False,239.793,,,,"LINESTRING (16.8121742 48.9042083, 16.8117758 48.9031989, 16.8115996 48.9028871, 16.8111237 48.9021714)",
