osmid,ref,name,highway,oneway,reversed,length,geometry,maxspeed,bridge,lanes,area
31879422,370,Okružní,secondary,False,True,59.589999999999996,"LINESTRING (17.2773239 49.9309208, 17.2772535 49.9308683, 17.2771137 49.9307599, 17.2768833 49.9306191, 17.2768032 49.9305842, 17.2767257 49.9305529)",,,,
257938098,445,třída Hrdinů,secondary,False,False,134.82600000000002,"LINESTRING (17.2773239 49.9309208, 17.2771325 49.9309762, 17.2756059 49.931418)",,,,
260131868,,Úvoz,residential,False,True,22.032,"LINESTRING (17.2773239 49.9309208, 17.2773463 49.9309813, 17.2773968 49.9311133)",,,,
257938098,445,třída Hrdinů,secondary,False,True,23.565,"LINESTRING (17.2753074 49.9315074, 17.2756059 49.931418)",,,,
31483283,,třída Hrdinů,residential,False,False,93.048,"LINESTRING (17.2753074 49.9315074, 17.2751583 49.9315446, 17.2740951 49.9318095)",30,,,
109875398,445,Revoluční,secondary,False,False,86.94099999999999,"LINESTRING (17.2753074 49.9315074, 17.2752718 49.9317069, 17.2752547 49.9317377, 17.2752232 49.9317624, 17.2751497 49.9317992, 17.2749808 49.9318645, 17.2748313 49.9319306, 17.2747749 49.93196, 17.2747184 49.9319936, 17.2746938 49.9320143, 17.2746563 49.9320466, 17.2746218 49.9320917)",,,,
224559651,445,Revoluční,secondary,False,False,49.513999999999996,"LINESTRING (17.2747363 49.9339409, 17.2747931 49.9339688, 17.2752788 49.9341648, 17.2753185 49.9341811)",,,,
"[224559650, 224559651, 31479362]",445,Revoluční,secondary,False,True,22.457,"LINESTRING (17.2747363 49.9339409, 17.2747207 49.9339303, 17.2747066 49.9339188, 17.274636 49.9338459, 17.2746169 49.9338208, 17.2746024 49.9337944, 17.2745889 49.9337648)",,yes,,
9624574,370,8. května,secondary,False,False,68.569,"LINESTRING (17.2758368 49.9344197, 17.2758936 49.9343963, 17.2759381 49.93438, 17.2759997 49.9343619, 17.2760716 49.9343435, 17.2761373 49.9343321, 17.2767531 49.9342588)",,,,
224559651,445,Revoluční,secondary,False,False,38.730000000000004,"LINESTRING (17.2758368 49.9344197, 17.2758894 49.9344603, 17.2759601 49.9345284, 17.2761509 49.9347031)",,,,
224559651,445,Revoluční,secondary,False,True,35.602000000000004,"LINESTRING (17.2758368 49.9344197, 17.2757868 49.9343857, 17.2757368 49.9343551, 17.2756782 49.9343271, 17.275614 49.9342983, 17.2754398 49.9342294)",,,,
4838066,11,Opavská,primary,False,False,94.73599999999999,"LINESTRING (17.277089 49.9356026, 17.2768517 49.9357051, 17.2759859 49.9360735)",50,,2,
36907084,,Opavská,unclassified,False,False,24.924,"LINESTRING (17.277089 49.9356026, 17.2771236 49.9356483, 17.2771481 49.9356834, 17.277181 49.9357296, 17.2772376 49.9358053)",,,,
224559651,445,Revoluční,secondary,False,True,120.51899999999999,"LINESTRING (17.277089 49.9356026, 17.2770481 49.9355525, 17.2770023 49.9355031, 17.2769297 49.9354376, 17.2763728 49.9349165, 17.2761509 49.9347031)",,,,
4838066,11,Opavská,primary,False,False,74.051,"LINESTRING (17.2759859 49.9360735, 17.2754233 49.9363124, 17.2752535 49.9363837, 17.275122 49.93644)",50,,2,
4838066,11,Opavská,primary,False,True,94.73599999999999,"LINESTRING (17.2759859 49.9360735, 17.2768517 49.9357051, 17.277089 49.9356026)",50,,2,
257906733,,Mlýnská,residential,False,False,118.58500000000001,"LINESTRING (17.2759859 49.9360735, 17.2759487 49.9360314, 17.2758934 49.9359598, 17.2756703 49.9356363, 17.2755717 49.9354933, 17.2752582 49.9351162)",,,,
30649111,37019,Pivovarská,tertiary,False,False,27.715,"LINESTRING (17.2698159 49.9299204, 17.2699054 49.9301629)",,,,
31879421,370,Okružní,secondary,False,False,89.981,"LINESTRING (17.2698159 49.9299204, 17.2700317 49.9299546, 17.2710661 49.929974)",,,,
36907062,,Strálecká,residential,False,False,43.238,"LINESTRING (17.2698159 49.9299204, 17.2697608 49.9298005, 17.2697447 49.929605, 17.2697407 49.9295691, 17.2697259 49.9295385)",,,,
31879421,370,Okružní,secondary,False,False,74.443,"LINESTRING (17.2710661 49.929974, 17.2721057 49.929993)",,,,
1049213549,,,residential,False,False,80.0,"LINESTRING (17.2710661 49.929974, 17.2708817 49.9292644)",,,,
31879421,370,Okružní,secondary,False,True,89.981,"LINESTRING (17.2710661 49.929974, 17.2700317 49.9299546, 17.2698159 49.9299204)",,,,
9624574,370,8. května,secondary,False,True,10.277,"LINESTRING (17.2778629 49.9340838, 17.2777244 49.9341082)",,,,
9624574,370,8. května,secondary,False,False,71.515,"LINESTRING (17.2767531 49.9342588, 17.2768803 49.9342419, 17.2770058 49.9342235, 17.2773351 49.9341718, 17.2775298 49.93414, 17.2777244 49.9341082)",,,,
9624574,370,8. května,secondary,False,True,68.569,"LINESTRING (17.2767531 49.9342588, 17.2761373 49.9343321, 17.2760716 49.9343435, 17.2759997 49.9343619, 17.2759381 49.93438, 17.2758936 49.9343963, 17.2758368 49.9344197)",,,,
257936050,,8. května,residential,False,True,92.397,"LINESTRING (17.2767531 49.9342588, 17.2767496 49.934196, 17.2767358 49.9339974, 17.2767088 49.9338977, 17.2766479 49.9337867, 17.2764998 49.9335623, 17.2764753 49.9335293, 17.2764503 49.9335014, 17.2764132 49.9334721)",,,,
224559651,445,Revoluční,secondary,False,False,10.209,"LINESTRING (17.2753185 49.9341811, 17.2754398 49.9342294)",,,,
224559651,445,Revoluční,secondary,False,True,49.513999999999996,"LINESTRING (17.2753185 49.9341811, 17.2752788 49.9341648, 17.2747931 49.9339688, 17.2747363 49.9339409)",,,,
257969461,,Mlýnská,residential,False,False,46.147,"LINESTRING (17.2753185 49.9341811, 17.2752613 49.9342279, 17.275234 49.9342465, 17.2751827 49.9342803, 17.2748456 49.9344614)",,,,
