osmid,oneway,lanes,highway,maxspeed,reversed,length,ref,name,geometry,junction,bridge,access
948284120,True,2,primary,50,False,28.832,,,"LINESTRING (18.138816 49.4605653, 18.1384877 49.460418)",,,
"[923732412, 475904031]",False,2,primary,50,False,142.084,35,nábřeží Dukelských hrdinů,"LINESTRING (18.138816 49.4605653, 18.1389729 49.460658, 18.1391319 49.4607564, 18.1393525 49.4608965, 18.1396125 49.4610626, 18.1397298 49.4611349, 18.1398812 49.4612203, 18.1401774 49.461374, 18.1402702 49.4614237)",,,
4495542,True,2,primary,50,False,54.808,35,nábřeží Dukelských hrdinů,"LINESTRING (18.1382719 49.4602265, 18.1384031 49.4602872, 18.138637 49.4604209, 18.138728 49.4604854, 18.138816 49.4605653)",,,
22697365,False,,residential,50,False,257.355,,Pionýrská,"LINESTRING (18.1399521 49.4590313, 18.1401676 49.459182, 18.1404709 49.4594205, 18.1408838 49.4597454, 18.1409523 49.4597927, 18.1411177 49.459892, 18.1412731 49.4599774, 18.1413788 49.460028, 18.1414485 49.4600531, 18.1415177 49.4600821, 18.1417142 49.4601468, 18.1419931 49.4602293, 18.1424557 49.4603431, 18.1425737 49.4603651, 18.142621 49.4603713, 18.1426706 49.4603708, 18.1427261 49.4603658)",,,
22697365,False,,residential,50,True,84.832,,Pionýrská,"LINESTRING (18.1399521 49.4590313, 18.1395897 49.4588161, 18.1392453 49.4586558, 18.1390619 49.4585367)",,,
354019018,False,,tertiary,50,True,4.176,48611,Palackého,"LINESTRING (18.1477979 49.461284, 18.1477446 49.4612695)",,,
253585303,False,,residential,50,True,60.443000000000005,,,"LINESTRING (18.1477979 49.461284, 18.1479182 49.4611294, 18.1480979 49.4609133, 18.1481891 49.4608036)",,,
1057838169,False,,tertiary,50,True,7.25,,5. května,"LINESTRING (18.1374841 49.4607249, 18.1374634 49.4606611)",,,
1057838169,False,,tertiary,50,False,178.209,,5. května,"LINESTRING (18.1374841 49.4607249, 18.1375342 49.4608326, 18.1375494 49.4608705, 18.1375804 49.4609618, 18.1376937 49.4612405, 18.1380009 49.4619965, 18.13802 49.4620435, 18.1380654 49.4621381, 18.1381297 49.4622713)",,,
26182339,False,,residential,,False,146.31400000000002,,1. máje,"LINESTRING (18.1381297 49.4622713, 18.1384387 49.4622824, 18.1388991 49.4622859, 18.1389256 49.4623567, 18.1390356 49.4626411, 18.1392117 49.4630756)",,,
1057838169,False,,tertiary,50,True,178.209,,5. května,"LINESTRING (18.1381297 49.4622713, 18.1380654 49.4621381, 18.13802 49.4620435, 18.1380009 49.4619965, 18.1376937 49.4612405, 18.1375804 49.4609618, 18.1375494 49.4608705, 18.1375342 49.4608326, 18.1374841 49.4607249)",,,
25811123,False,,residential,50,False,17.599,,Partyzánská,"LINESTRING (18.1447157 49.4577857, 18.1446909 49.4578325, 18.1446569 49.457939)",,,
25811123,False,,residential,50,True,155.734,,Partyzánská,"LINESTRING (18.1447157 49.4577857, 18.1447543 49.4576811, 18.1447685 49.4576426, 18.1448161 49.4574855, 18.1448926 49.4572222, 18.1449188 49.4571159, 18.1449278 49.4570372, 18.144932 49.4570005, 18.1449484 49.4568567, 18.1449593 49.4567737, 18.1449601 49.4567047, 18.1449679 49.456661, 18.1449754 49.4565916, 18.1449814 49.4565139, 18.1449913 49.4564)",,,
27252766,False,,residential,50,False,14.997,,Partyzánská,"LINESTRING (18.1446569 49.457939, 18.1446101 49.4580704)",,,
25811123,False,,residential,50,True,17.599,,Partyzánská,"LINESTRING (18.1446569 49.457939, 18.1446909 49.4578325, 18.1447157 49.4577857)",,,
27252787,True,,residential,50,False,152.737,,Julia Fučíka,"LINESTRING (18.1446569 49.457939, 18.1448494 49.457962, 18.1449952 49.4579814, 18.1452059 49.4580134, 18.1454125 49.4580455, 18.1457121 49.4580898, 18.146022 49.4581246, 18.1462391 49.4581574, 18.1464534 49.4581913, 18.1467213 49.4582307)",,,
195772585,False,,residential,30,False,88.01499999999999,,Sokolská,"LINESTRING (18.1419333 49.4568419, 18.1419237 49.456885, 18.1419245 49.4569098, 18.1419387 49.4569519, 18.1419578 49.4569987, 18.1420285 49.4571071, 18.1422006 49.4572544, 18.1424081 49.4574192, 18.1424681 49.4574723, 18.1425131 49.457513)",,,
"[195772585, 195772586, 27252793]",False,,residential,30,True,236.299,,Sokolská,"LINESTRING (18.1419333 49.4568419, 18.1419502 49.4567533, 18.1419698 49.4566527, 18.1419763 49.4566303, 18.1419828 49.4566102, 18.1419968 49.4565955, 18.1420247 49.4565779, 18.1420776 49.4565462, 18.14213 49.4565114, 18.1421605 49.4564854, 18.1422112 49.4564352, 18.1422376 49.4564048, 18.1422656 49.4563684, 18.1422857 49.4563378, 18.1423022 49.4563057, 18.1423189 49.4562576, 18.1423229 49.4562231, 18.142317 49.4561801, 18.1423083 49.4561457, 18.1423006 49.4561253, 18.1422837 49.4561054, 18.1422583 49.4560903, 18.1422244 49.4560779, 18.1421877 49.4560701, 18.1421462 49.4560635, 18.1420139 49.4560556, 18.1418755 49.4560284, 18.1417388 49.4559942, 18.1413004 49.4558539, 18.1411462 49.4557957, 18.140827 49.4556668, 18.140748 49.4556345, 18.1406707 49.4555974, 18.1405151 49.4555082)",,,
"[106946513, 693240011, 389615204]",False,,tertiary,50,False,236.608,4867,"['Nádražní', 'Bayerova']","LINESTRING (18.1419333 49.4568419, 18.1421613 49.4568756, 18.1423509 49.4569014, 18.142504 49.4569195, 18.1426576 49.4569351, 18.1427945 49.4569437, 18.1428907 49.4569478, 18.1429926 49.45695, 18.1430767 49.4569486, 18.1431984 49.4569412, 18.143273 49.456935, 18.1433423 49.4569277, 18.1434358 49.456914, 18.1435736 49.4568897, 18.1436929 49.4568602, 18.1438938 49.4567996, 18.143967 49.4567739, 18.1440493 49.4567449, 18.1441643 49.4566981, 18.1443392 49.4566265, 18.1445697 49.456538, 18.1447948 49.4564566, 18.1449028 49.456423, 18.1449913 49.4564)",,,
