osmid,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,junction,ref,lanes
"[25344706, 32347880, 134269835, 315538865, 1087906836]",Třebíčská,residential,50,False,True,129.867,yes,"LINESTRING (16.010337 49.3557629, 16.0103528 49.3557086, 16.0103549 49.3556587, 16.010318 49.3553442, 16.0103041 49.355217, 16.0103033 49.3551813, 16.0103011 49.3551435, 16.0102806 49.3549334, 16.0102837 49.354873, 16.0102921 49.3547108, 16.0103153 49.3545988)",,,
687954912,,secondary,50,True,False,14.24,,"LINESTRING (16.010337 49.3557629, 16.0103682 49.3557695, 16.0103948 49.3557819, 16.0104144 49.355799, 16.010425 49.3558192, 16.0104256 49.3558405, 16.0104162 49.355861)",roundabout,,
28372415,Vrchovecká,residential,,False,False,40.34,,"LINESTRING (16.0130952 49.356147, 16.0127074 49.3558866)",,,
1210043227,Pod Hradbami,secondary,50,False,True,4.204,,"LINESTRING (16.0130952 49.356147, 16.0130373 49.3561444)",,602,
4062066,Vrchovecká,secondary,50,False,False,91.221,,"LINESTRING (16.0130952 49.356147, 16.0132314 49.3562973, 16.013363 49.3564425, 16.0136101 49.35663, 16.0139135 49.3567479)",,360,
134269829,Novosady,secondary,50,False,True,179.55900000000003,,"LINESTRING (16.0130952 49.356147, 16.0133351 49.3561172, 16.0135425 49.3560701, 16.013733 49.3559942, 16.0138091 49.3559569, 16.0139345 49.3558706, 16.01409 49.35573, 16.0142274 49.3555982, 16.014442 49.355375, 16.0144975 49.3553147, 16.0147195 49.3551151, 16.0147764 49.3550515)",,602,
47398448,Hornoměstská,secondary,50,False,False,91.275,,"LINESTRING (16.0057977 49.3561512, 16.0070433 49.3560265)",,602,
28080971,Skřivanova,residential,,False,False,162.28300000000002,,"LINESTRING (16.0057977 49.3561512, 16.0058106 49.3562167, 16.0058706 49.3565283, 16.006103 49.357597)",,,
28080267,Zámecká,residential,,False,False,16.593,,"LINESTRING (16.0084608 49.3558751, 16.0084649 49.3560243)",,,
"[47398448, 1120286481, 687954910]",Hornoměstská,secondary,50,False,False,127.69399999999999,,"LINESTRING (16.0084608 49.3558751, 16.0085349 49.3558692, 16.0090112 49.3558213, 16.0091792 49.3558122, 16.0093401 49.3558047, 16.0099442 49.3558305, 16.0100516 49.3558353, 16.0101463 49.355836, 16.0102148 49.3558317)",,602,
47398448,Hornoměstská,secondary,50,False,True,104.037,,"LINESTRING (16.0084608 49.3558751, 16.0072516 49.3560043, 16.0070433 49.3560265)",,602,
47398448,Hornoměstská,secondary,50,False,True,91.275,,"LINESTRING (16.0070433 49.3560265, 16.0057977 49.3561512)",,602,
47398448,Hornoměstská,secondary,50,False,False,104.037,,"LINESTRING (16.0070433 49.3560265, 16.0072516 49.3560043, 16.0084608 49.3558751)",,602,
