osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,tunnel
466673089,360,Šedivská,secondary,50,False,False,142.19500000000002,"LINESTRING (16.5043112 50.0347632, 16.504154 50.0346123, 16.5036893 50.0339767, 16.5035735 50.0338363, 16.5034748 50.0337591, 16.5032878 50.0336948)",,
"[466673089, 170446047]",360,Šedivská,secondary,50,False,True,33.391000000000005,"LINESTRING (16.5043112 50.0347632, 16.5043847 50.0348396, 16.5045775 50.0350098)",,
17547648,,Divadelní,residential,,False,False,195.379,"LINESTRING (16.5009997 50.0354303, 16.5010366 50.0354765, 16.501241 50.0357325, 16.5016324 50.0365335, 16.5016688 50.0366476, 16.5016687 50.0367617, 16.5016579 50.0369525, 16.5015842 50.0371016)",,
72699212,360,Ústecká,secondary,50,False,False,186.60000000000002,"LINESTRING (16.5009997 50.0354303, 16.5008273 50.0353052, 16.5004999 50.0351425, 16.500313 50.0350515, 16.5002611 50.0350276, 16.4997421 50.0348119, 16.4988367 50.0345074)",,
126506060,310,Jilemnického,secondary,50,False,True,104.77199999999999,"LINESTRING (16.5009997 50.0354303, 16.5005894 50.0356885, 16.5004018 50.0358065, 16.5001371 50.0359149, 16.499861 50.0360137)",,
"[199278416, 199278417, 170471384]",360,Jilemnického,secondary,50,False,True,74.42399999999999,"LINESTRING (16.5009997 50.0354303, 16.5013455 50.0352203, 16.5013803 50.0352003, 16.5014256 50.0351717, 16.5016494 50.0350417, 16.5017705 50.0349804)",yes,
474210045,360,Ústecká,secondary,50,False,True,32.891,"LINESTRING (16.4984714 50.0343273, 16.4988367 50.0345074)",,
36945263,,Ústecká,residential,,False,True,97.37400000000001,"LINESTRING (16.4984714 50.0343273, 16.4986423 50.0341423, 16.4987529 50.0339354, 16.4987433 50.0337378, 16.4986231 50.0335062)",,
474210045,360,Ústecká,secondary,50,False,False,158.723,"LINESTRING (16.4984714 50.0343273, 16.4980644 50.0340773, 16.4977529 50.0338602, 16.4976577 50.0337648, 16.49758 50.0336364, 16.4974503 50.0333781, 16.4973928 50.0333074, 16.4973164 50.0332441, 16.4972081 50.03319)",,
"[36945264, 1210693392, 184760525]",,Podměstí,residential,,False,False,49.556,"LINESTRING (16.4972081 50.03319, 16.4973923 50.0330184, 16.4974763 50.0329288, 16.4975071 50.0328959, 16.4975864 50.0328166)",yes,
474210045,360,Ústecká,secondary,50,False,True,158.72299999999998,"LINESTRING (16.4972081 50.03319, 16.4973164 50.0332441, 16.4973928 50.0333074, 16.4974503 50.0333781, 16.49758 50.0336364, 16.4976577 50.0337648, 16.4977529 50.0338602, 16.4980644 50.0340773, 16.4984714 50.0343273)",,
"[36945258, 303914508]",,"['Václavské náměstí', 'Vitanovského']",residential,,False,False,104.03,"LINESTRING (16.4991913 50.0361631, 16.4991388 50.036076, 16.4991113 50.0360442, 16.4990506 50.0359921, 16.4989643 50.0359445, 16.4988531 50.0359253, 16.4987338 50.0359129, 16.4983256 50.0354684)",,
"[474613596, 188067935]",310,"['Komenského', 'Václavské náměstí']",secondary,50,False,True,131.628,"LINESTRING (16.4991913 50.0361631, 16.499001 50.0362035, 16.4987718 50.0362508, 16.4984169 50.0363098, 16.4979614 50.0363645, 16.4979095 50.0363723, 16.4978162 50.036385, 16.4974022 50.0364412)",,
474210049,310,Václavské náměstí,secondary,50,False,False,50.635,"LINESTRING (16.4991913 50.0361631, 16.4994939 50.0360971, 16.4996222 50.0360679, 16.499861 50.0360137)",,
36945267,,Sirková,residential,,False,True,98.2,"LINESTRING (16.4962782 50.0365971, 16.496539 50.0374642)",,
170446048,310,Komenského,secondary,50,False,False,36.416,"LINESTRING (16.4962782 50.0365971, 16.4967764 50.0365274)",,
170446048,310,Komenského,secondary,50,False,True,46.581,"LINESTRING (16.4962782 50.0365971, 16.4957222 50.0366463, 16.4956321 50.0366543)",,
188068367,310,Komenského,secondary,50,False,True,41.475,"LINESTRING (16.4935639 50.0369416, 16.4930846 50.0371522)",,
36945268,,Spořitelní,residential,,True,False,153.786,"LINESTRING (16.4935639 50.0369416, 16.4939748 50.0378684, 16.4940013 50.0379397, 16.4940133 50.0382857)",,
188068367,310,Komenského,secondary,50,False,False,152.077,"LINESTRING (16.4935639 50.0369416, 16.4938984 50.0368501, 16.4941063 50.0368033, 16.494309 50.0367675, 16.494648 50.0367288, 16.494766 50.0367188, 16.4956321 50.0366543)",,
17547656,,Palackého,residential,,False,False,135.279,"LINESTRING (16.499861 50.0360137, 16.5007228 50.0367078, 16.5010614 50.0369544)",,
