osmid,oneway,name,highway,reversed,length,geometry,ref,maxspeed,bridge,lanes
566128498,True,28. října,residential,False,26.114,"LINESTRING (15.2729392 49.6983267, 15.2733021 49.6983343)",,,,
566128499,True,Ke Stínadlům,residential,False,34.481,"LINESTRING (15.2729392 49.6983267, 15.2731897 49.6985911)",,,,
300967244,False,Komenského,residential,True,57.174,"LINESTRING (15.2766267 49.6984037, 15.2764331 49.697905)",,,,
300967244,False,Komenského,residential,False,96.31200000000001,"LINESTRING (15.2766267 49.6984037, 15.276619 49.6985257, 15.2765978 49.6987213, 15.2765132 49.6989089, 15.2763285 49.6992406)",,,,
5922233,False,Nádražní,secondary,True,52.558,"LINESTRING (15.2760106 49.6966072, 15.2760573 49.69659, 15.2760856 49.6965796, 15.2762006 49.6965879, 15.2766429 49.696648, 15.2766871 49.696654, 15.2767184 49.6966569)",339,50,,
6068563,False,Komenského,secondary,False,99.46300000000001,"LINESTRING (15.2760106 49.6966072, 15.2759643 49.6966685, 15.2759707 49.6967325, 15.2761839 49.6971771, 15.2762209 49.6973057, 15.2762273 49.6974063, 15.2762093 49.6974704)",339,50,,
300967245,False,Nádražní,residential,False,163.80100000000002,"LINESTRING (15.2760106 49.6966072, 15.27591 49.696558, 15.2757631 49.6965073, 15.2752856 49.6964536, 15.2748404 49.6964465, 15.2745061 49.6964586, 15.2739947 49.6965, 15.2737919 49.6965173)",,50,,
5922233,False,Nádražní,secondary,False,52.558,"LINESTRING (15.2767184 49.6966569, 15.2766871 49.696654, 15.2766429 49.696648, 15.2762006 49.6965879, 15.2760856 49.6965796, 15.2760573 49.69659, 15.2760106 49.6966072)",339,50,,
6068574,False,náměstí Svobody,secondary,False,32.271,"LINESTRING (15.2767184 49.6966569, 15.2768154 49.6967139, 15.2769559 49.6967656, 15.2771093 49.6967839)",130,50,,
12176576,False,náměstí Svobody,secondary,False,28.256,"LINESTRING (15.2767184 49.6966569, 15.2768489 49.6965848, 15.2769107 49.6965367, 15.2769681 49.6964652)",130,50,,
363732427,False,Husovo náměstí,secondary,False,24.682,"LINESTRING (15.277761 49.6949059, 15.2776437 49.6951145)",130,50,,
39821555,False,Husovo náměstí,secondary,False,74.45700000000001,"LINESTRING (15.277761 49.6949059, 15.2778411 49.6948716, 15.2780095 49.6948601, 15.2786189 49.6948821, 15.2787782 49.6948861)",130,50,,
