osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,bridge,access,junction,width
29091612,263,Komenského,secondary,50,False,True,68.309,"LINESTRING (14.5563529 50.95073, 14.5566609 50.9506525, 14.5568099 50.9505978, 14.5569058 50.9505571, 14.5569981 50.9505133, 14.5570555 50.9504715, 14.5570961 50.9504327, 14.5571279 50.9503876)",,,,,
"[29291448, 29291449]",,Okružní,residential,,False,True,185.74900000000002,"LINESTRING (14.5563529 50.95073, 14.556121 50.950368, 14.5561153 50.9502915, 14.5560628 50.9498027, 14.5560287 50.9496074, 14.5559491 50.9494564, 14.5558484 50.9492971, 14.555807 50.9492347, 14.5556429 50.9491759)",,,,,
30275306,263,Komenského,secondary,50,False,False,67.113,"LINESTRING (14.5563529 50.95073, 14.55558 50.9509208, 14.5554601 50.9509489)",2,,,,
"[29291447, 9561503]",26330,Krásnolipská,tertiary,50,False,False,131.821,"LINESTRING (14.556626 50.9492658, 14.5565827 50.949261, 14.5565245 50.9492456, 14.5564235 50.9491938, 14.5561142 50.9490631, 14.5557725 50.9489394, 14.5553614 50.9487896, 14.5551556 50.948715, 14.5550229 50.9486527)",,,,,
9561503,26330,Krásnolipská,tertiary,50,False,True,39.296,"LINESTRING (14.556626 50.9492658, 14.5567373 50.949261, 14.5568216 50.9492456, 14.5568732 50.9492286, 14.5569981 50.9491677, 14.5570968 50.9491004)",,,,,
28989792,266,Třída 9. května,secondary,50,False,False,12.129,"LINESTRING (14.5506826 50.9556564, 14.5508452 50.9556189)",2,,,,
29831591,,Příkrá,residential,,False,True,55.412,"LINESTRING (14.5536423 50.9515517, 14.5529373 50.9513257)",,,,,
30275306,263,Komenského,secondary,50,False,False,77.318,"LINESTRING (14.5536423 50.9515517, 14.5533939 50.9517281, 14.5532204 50.9519179, 14.5531218 50.952062, 14.5530775 50.9521408)",2,,,,
30275306,263,Komenského,secondary,50,False,True,68.861,"LINESTRING (14.5536423 50.9515517, 14.553879 50.9514479, 14.5544799 50.9512284)",2,,,,
29091471,,Třída 9. května,residential,,False,True,106.606,"LINESTRING (14.5552187 50.9534045, 14.555312 50.9533453, 14.556346 50.9527606)",,,,,
29091611,263,Jiříkovská,secondary,50,False,False,156.587,"LINESTRING (14.5552187 50.9534045, 14.5553796 50.9534943, 14.5554734 50.9535752, 14.5555863 50.9537299, 14.5557108 50.9539678, 14.555817 50.9542199, 14.5559314 50.9547056)",2,,,,
342908003,266,Třída 9. května,secondary,50,False,True,173.291,"LINESTRING (14.5552187 50.9534045, 14.5550611 50.9535185, 14.5546863 50.9538008, 14.5545787 50.9538784, 14.5544632 50.953947, 14.5541423 50.9541157, 14.553539 50.954448, 14.5534561 50.9544917)",2,,,,
"[83632505, 1073391215]",263,Komenského,secondary,50,False,True,93.467,"LINESTRING (14.5552187 50.9534045, 14.5550571 50.9533246, 14.5545326 50.9530641, 14.5541706 50.9528843)","['2', '3']",,,,
30275307,,Radniční,residential,,False,True,16.18,"LINESTRING (14.5571279 50.9503876, 14.5573128 50.9504748)",,,,,
29091612,263,Komenského,secondary,50,False,False,68.30900000000001,"LINESTRING (14.5571279 50.9503876, 14.5570961 50.9504327, 14.5570555 50.9504715, 14.5569981 50.9505133, 14.5569058 50.9505571, 14.5568099 50.9505978, 14.5566609 50.9506525, 14.5563529 50.95073)",,,,,
83632159,263,Pražská,secondary,50,False,True,18.894,"LINESTRING (14.5571279 50.9503876, 14.5571811 50.9502632, 14.557192 50.9502227)",,,,,
29099253,,Na valech,residential,,False,True,50.577,"LINESTRING (14.5616496 50.9503395, 14.5615609 50.9502967, 14.5612942 50.9499509)",,,,,
30629347,,Střelecká,residential,,False,False,76.431,"LINESTRING (14.5616496 50.9503395, 14.5617232 50.9503783, 14.5622398 50.9509141)",,,,,
433261858,,Slovenského nár. povstání,residential,,True,False,195.189,"LINESTRING (14.5616496 50.9503395, 14.5601373 50.9509513, 14.5593611 50.9512696, 14.5593105 50.9512932)",,,,,
29091693,,Náměstí Lužické,residential,,True,False,46.72,"LINESTRING (14.5583514 50.9516853, 14.5580139 50.9513229)",,,,,
27499399,,Vrchlického,residential,,True,False,85.53,"LINESTRING (14.5583514 50.9516853, 14.5584397 50.9517705, 14.5586482 50.9520215, 14.5588229 50.9523075, 14.558884 50.952375)",,,,,
29091470,,Třída 9. května,living_street,,True,False,98.419,"LINESTRING (14.5583514 50.9516853, 14.5583038 50.9517082, 14.5581497 50.9517822, 14.5575716 50.9520856, 14.5572809 50.9522577)",,,,,
29091693,,Náměstí Lužické,residential,,True,False,77.419,"LINESTRING (14.5580139 50.9513229, 14.5589496 50.9509524)",,,,,
28990006,,Radniční,residential,,False,False,106.53899999999999,"LINESTRING (14.5580139 50.9513229, 14.5579805 50.9512896, 14.5576394 50.9509211, 14.5574326 50.9506108, 14.5573729 50.9505379, 14.5573128 50.9504748)",,,,,
29096945,,Náměstí Dobrovského,residential,,False,False,47.754,"LINESTRING (14.5580139 50.9513229, 14.5579336 50.9513421, 14.557452 50.9515245, 14.5574226 50.9515351)",,,,,
30275307,,Radniční,residential,,False,False,16.18,"LINESTRING (14.5573128 50.9504748, 14.5571279 50.9503876)",,,,,
