osmid,oneway,name,highway,reversed,length,geometry,maxspeed,bridge,lanes,access,ref,junction
657269530,False,17. listopadu,tertiary,True,35.083999999999996,"LINESTRING (15.3533475 50.4350312, 15.3534519 50.4350284, 15.3535333 50.4350193, 15.3536038 50.4350049, 15.3536714 50.4349844, 15.353731 50.4349652, 15.3538094 50.4349339)",50,,,,,
"[657269600, 657269594]",False,17. listopadu,tertiary,False,102.923,"LINESTRING (15.3533475 50.4350312, 15.3527093 50.4349887, 15.3519927 50.4349426, 15.351902 50.4349362)",50,,,,,
"[657269520, 657269524]",False,17. listopadu,tertiary,True,83.753,"LINESTRING (15.3538094 50.4349339, 15.3539095 50.4348901, 15.3541092 50.434783, 15.3543305 50.4346638, 15.3544375 50.4345921, 15.3544848 50.4345545, 15.3545269 50.434511, 15.3546177 50.4343982)",50,,3,,,
657269530,False,17. listopadu,tertiary,False,35.084,"LINESTRING (15.3538094 50.4349339, 15.353731 50.4349652, 15.3536714 50.4349844, 15.3536038 50.4350049, 15.3535333 50.4350193, 15.3534519 50.4350284, 15.3533475 50.4350312)",50,,,,,
293752437,False,17. listopadu,tertiary,True,23.740000000000002,"LINESTRING (15.3546177 50.4343982, 15.3546783 50.434319, 15.3547507 50.4342024)",50,,,,,
420307806,False,,residential,True,124.457,"LINESTRING (15.3546177 50.4343982, 15.3547637 50.4344473, 15.3547841 50.4344514, 15.3548045 50.4344523, 15.354827 50.4344493, 15.3548494 50.434443, 15.3561345 50.4339468)",,,,destination,,
"[657269520, 657269524]",False,17. listopadu,tertiary,False,83.753,"LINESTRING (15.3546177 50.4343982, 15.3545269 50.434511, 15.3544848 50.4345545, 15.3544375 50.4345921, 15.3543305 50.4346638, 15.3541092 50.434783, 15.3539095 50.4348901, 15.3538094 50.4349339)",50,,3,,,
"[5198907, 34148302]",False,,residential,False,174.48399999999998,"LINESTRING (15.3547507 50.4342024, 15.354809 50.4342183, 15.3548286 50.4342232, 15.3548479 50.4342258, 15.3548547 50.4342263, 15.3548657 50.4342257, 15.3548789 50.4342244, 15.3548987 50.4342194, 15.3557875 50.4338786, 15.3558486 50.4338499, 15.3558988 50.4338187, 15.3559399 50.433779, 15.3559634 50.4337374, 15.3559787 50.4336861, 15.356016 50.4333246, 15.3560168 50.4332859, 15.3560092 50.4332479, 15.3559967 50.4332151, 15.3559538 50.4331205)",,,,destination,,
293752437,False,17. listopadu,tertiary,False,23.740000000000002,"LINESTRING (15.3547507 50.4342024, 15.3546783 50.434319, 15.3546177 50.4343982)",50,,,,,
"[657269561, 293752437]",False,17. listopadu,tertiary,True,87.93100000000001,"LINESTRING (15.3547507 50.4342024, 15.3547972 50.4341136, 15.3548755 50.433932, 15.3549292 50.4337871, 15.3549622 50.4336302, 15.3549756 50.4335742, 15.3550004 50.4334932, 15.3550152 50.4334622, 15.3550321 50.4334341)",50,,,,,
"[657269561, 293752437]",False,17. listopadu,tertiary,False,87.931,"LINESTRING (15.3550321 50.4334341, 15.3550152 50.4334622, 15.3550004 50.4334932, 15.3549756 50.4335742, 15.3549622 50.4336302, 15.3549292 50.4337871, 15.3548755 50.433932, 15.3547972 50.4341136, 15.3547507 50.4342024)",50,,,,,
657269569,False,Riegrova,tertiary,True,52.227999999999994,"LINESTRING (15.3550321 50.4334341, 15.3550584 50.4334093, 15.3551009 50.4333766, 15.3551637 50.4333383, 15.3552266 50.4333078, 15.3552882 50.4332857, 15.3553761 50.4332592, 15.3554925 50.4332281, 15.3556449 50.4331902)",50,,,,,
657269575,False,Popovická,tertiary,False,74.47500000000001,"LINESTRING (15.3550321 50.4334341, 15.3550128 50.4333707, 15.3550078 50.4333395, 15.3550073 50.4333083, 15.3550083 50.4332543, 15.355005 50.4331733, 15.3549868 50.4330448, 15.3549705 50.4329721, 15.3549491 50.432883, 15.3549132 50.4327703)",,,,,32840,
420307806,False,,residential,False,124.457,"LINESTRING (15.3561345 50.4339468, 15.3548494 50.434443, 15.354827 50.4344493, 15.3548045 50.4344523, 15.3547841 50.4344514, 15.3547637 50.4344473, 15.3546177 50.4343982)",,,,destination,,
37994694,False,Ruská,tertiary,False,122.938,"LINESTRING (15.3478908 50.4337238, 15.3479683 50.4326193)",40,,,,,
29118659,False,Nábř. Irmy Geisslové,tertiary,True,170.04600000000002,"LINESTRING (15.3478908 50.4337238, 15.3479985 50.4337514, 15.3498775 50.4339098, 15.3500784 50.433916, 15.3502661 50.433907)",,,,,28016,
"[33837793, 790390868]",False,Raisova,tertiary,False,228.62099999999998,"LINESTRING (15.3478908 50.4337238, 15.3477462 50.4337133, 15.3476147 50.4337159, 15.3473687 50.4337673, 15.3462893 50.4341323, 15.3459898 50.4342434, 15.3455179 50.4344083, 15.345363 50.4344488, 15.3452202 50.4344825, 15.3451096 50.4344975, 15.3450438 50.4344988, 15.3449593 50.4344876)",40,,2,,28016,
"[1204139881, 37994692, 37994694]",False,Ruská,tertiary,True,48.831,"LINESTRING (15.3478908 50.4337238, 15.3478795 50.4338093, 15.3478484 50.4339413, 15.3478407 50.4339954, 15.3478375 50.4340183, 15.3478377 50.4340702, 15.3478478 50.4341268, 15.3478577 50.4341599)",40,yes,2,,,
37994694,False,Ruská,tertiary,True,122.938,"LINESTRING (15.3479683 50.4326193, 15.3478908 50.4337238)",40,,,,,
285975227,True,Šafaříkova,residential,False,14.377,"LINESTRING (15.3542269 50.4352953, 15.3541294 50.4351819)",,,,,,
30959438,True,Pod Koštofránkem,residential,False,162.445,"LINESTRING (15.3542269 50.4352953, 15.3541666 50.4353142, 15.3541388 50.4353282, 15.3541259 50.4353415, 15.3540246 50.4355053, 15.3540046 50.4355254, 15.3538238 50.4356996, 15.3538039 50.4357303, 15.3537115 50.435965, 15.3537039 50.4359913, 15.3537002 50.436015, 15.3536972 50.4363075, 15.3536992 50.4363772, 15.3537319 50.4366597)",,,,no,,
5198916,False,Bolzanova,residential,False,86.144,"LINESTRING (15.355256 50.4397585, 15.3551902 50.4398009, 15.3544801 50.4402669, 15.3544083 50.4403141)",,,2,,,
5198916,False,Bolzanova,residential,True,173.89200000000002,"LINESTRING (15.355256 50.4397585, 15.3552865 50.4397385, 15.355825 50.4393845, 15.3562503 50.4391132, 15.3564952 50.4389512, 15.3566408 50.4388549, 15.3568165 50.4387438, 15.3568486 50.4387279, 15.3568756 50.4387173, 15.3569122 50.4387048, 15.3570137 50.4386757)",,,2,,,
30959442,False,Čelišova,residential,True,84.396,"LINESTRING (15.355256 50.4397585, 15.3551836 50.4397131, 15.3544837 50.4392681, 15.3544121 50.4392226)",,,,,,
5198916,False,Bolzanova,residential,True,20.755,"LINESTRING (15.3542022 50.4404468, 15.3544083 50.4403141)",,,2,,,
30959532,False,Smetanova,residential,True,86.839,"LINESTRING (15.3542022 50.4404468, 15.3541425 50.4404336, 15.3540948 50.4404273, 15.3530687 50.4403536, 15.352987 50.4403527)",,,,,,
"[1211770000, 1211769998]",False,Bolzanova,residential,False,96.30199999999999,"LINESTRING (15.3542022 50.4404468, 15.3540974 50.4405132, 15.3536506 50.4408224, 15.3532827 50.4410847)",,,2,,,
30959534,False,Křídlova,residential,False,85.359,"LINESTRING (15.3532827 50.4410847, 15.3532389 50.4410599, 15.3532115 50.4410391, 15.3531914 50.4410147, 15.3531758 50.4409846, 15.352999 50.4404452, 15.3529934 50.4404194, 15.3529898 50.4403975, 15.352987 50.4403527)",,,,,,
1211769998,False,Bolzanova,residential,False,21.512999999999998,"LINESTRING (15.3532827 50.4410847, 15.3531639 50.4411739, 15.3530912 50.4412348)",,,2,,,
"[1211770000, 1211769998]",False,Bolzanova,residential,True,96.30199999999999,"LINESTRING (15.3532827 50.4410847, 15.3536506 50.4408224, 15.3540974 50.4405132, 15.3542022 50.4404468)",,,2,,,
1211769998,False,Bolzanova,residential,False,26.761,"LINESTRING (15.3530912 50.4412348, 15.3530075 50.4413091, 15.3528855 50.4414365)",,,2,,,
1211769998,False,Bolzanova,residential,True,21.512999999999998,"LINESTRING (15.3530912 50.4412348, 15.3531639 50.4411739, 15.3532827 50.4410847)",,,2,,,
217560347,False,Komenského náměstí,tertiary,True,52.673,"LINESTRING (15.3510374 50.4388222, 15.3511364 50.4388009, 15.3512611 50.4387784, 15.3513954 50.4387578, 15.351574 50.4387364, 15.3517616 50.4387181)",40,,2,,,
388182796,False,Komenského náměstí,tertiary,False,23.534999999999997,"LINESTRING (15.3510374 50.4388222, 15.3509343 50.438847, 15.350857 50.4388729, 15.3507987 50.4388998, 15.3507542 50.438928)",40,,2,,,
30959428,True,Jarošovská,residential,False,189.755,"LINESTRING (15.3507542 50.438928, 15.3508404 50.4389803, 15.350863 50.4390021, 15.3508901 50.4390418, 15.3509027 50.4390685, 15.3509391 50.4391741, 15.3514184 50.4405663)",,,,,,
"[217561560, 217560348, 33837797]",False,Kollárova,tertiary,False,331.324,"LINESTRING (15.3507542 50.438928, 15.350057 50.4394236, 15.3498815 50.4395454, 15.3498349 50.4395752, 15.3497774 50.4396079, 15.349686 50.4396494, 15.3495482 50.4397032, 15.348589 50.4400578, 15.3475185 50.4404514, 15.3471848 50.4405622, 15.3469792 50.4406355)",40,yes,2,,,
47854298,True,Komenského náměstí,residential,False,68.354,"LINESTRING (15.3507542 50.438928, 15.3506452 50.4388064, 15.3506019 50.4387691, 15.3505424 50.4387232, 15.3502972 50.4385421, 15.3502714 50.4385195, 15.3502533 50.4384997, 15.350229 50.4384744, 15.3501914 50.4384315)",,,,,,
388182796,False,Komenského náměstí,tertiary,True,23.535,"LINESTRING (15.3507542 50.438928, 15.3507987 50.4388998, 15.350857 50.4388729, 15.3509343 50.438847, 15.3510374 50.4388222)",40,,2,,,
29177375,False,Jiráskova,residential,False,78.51700000000001,"LINESTRING (15.3550265 50.438043, 15.3549848 50.4379819, 15.3549755 50.4379572, 15.35497 50.4379229, 15.3549691 50.4378802, 15.3549987 50.4374225, 15.3549893 50.4373926, 15.354962 50.4373475)",,,,,,
33423971,False,Zahradní,tertiary,True,85.931,"LINESTRING (15.3550265 50.438043, 15.3550733 50.4380341, 15.35512 50.4380277, 15.3551824 50.4380248, 15.3553589 50.4380318, 15.3560384 50.4380586, 15.3561131 50.4380632, 15.356175 50.4380701, 15.3562309 50.4380814)",50,,,,,
33423973,False,Jiráskova,tertiary,False,92.328,"LINESTRING (15.3550265 50.438043, 15.354988 50.4380577, 15.3549602 50.4380723, 15.3549224 50.4380993, 15.35489 50.4381288, 15.354446 50.4386148, 15.3543993 50.4386502, 15.3543535 50.438676, 15.3543182 50.4386933, 15.3542758 50.4387081)",40,,2,,,
30955625,True,Palackého,residential,False,41.519999999999996,"LINESTRING (15.3517616 50.4387181, 15.3517557 50.438668, 15.3517077 50.4383463)",20,,,,,
33423973,False,Jiráskova,tertiary,True,149.315,"LINESTRING (15.3517616 50.4387181, 15.3518643 50.4387113, 15.3523413 50.4386894, 15.3524848 50.4386855, 15.3526413 50.4386862, 15.353267 50.4386978, 15.3538668 50.4387196)",40,,2,,,
217560347,False,Komenského náměstí,tertiary,False,52.673,"LINESTRING (15.3517616 50.4387181, 15.351574 50.4387364, 15.3513954 50.4387578, 15.3512611 50.4387784, 15.3511364 50.4388009, 15.3510374 50.4388222)",40,,2,,,
33423973,False,Jiráskova,tertiary,False,149.315,"LINESTRING (15.3538668 50.4387196, 15.353267 50.4386978, 15.3526413 50.4386862, 15.3524848 50.4386855, 15.3523413 50.4386894, 15.3518643 50.4387113, 15.3517616 50.4387181)",40,,2,,,
33423973,False,Jiráskova,tertiary,True,29.223999999999997,"LINESTRING (15.3538668 50.4387196, 15.3540985 50.4387276, 15.3541724 50.4387239, 15.354236 50.438716, 15.3542758 50.4387081)",40,,2,,,
30959441,False,Železnická,living_street,False,59.82199999999999,"LINESTRING (15.3542758 50.4387081, 15.3542924 50.4387476, 15.3542993 50.4387717, 15.3543024 50.4387968, 15.3543028 50.4390737, 15.3543043 50.4391031, 15.3543127 50.4391272, 15.3543285 50.4391566, 15.3543508 50.4391811, 15.3543788 50.4392018, 15.3544121 50.4392226)",20,,,,,
33423973,False,Jiráskova,tertiary,False,29.224,"LINESTRING (15.3542758 50.4387081, 15.354236 50.438716, 15.3541724 50.4387239, 15.3540985 50.4387276, 15.3538668 50.4387196)",40,,2,,,
33423973,False,Jiráskova,tertiary,True,92.32800000000002,"LINESTRING (15.3542758 50.4387081, 15.3543182 50.4386933, 15.3543535 50.438676, 15.3543993 50.4386502, 15.354446 50.4386148, 15.35489 50.4381288, 15.3549224 50.4380993, 15.3549602 50.4380723, 15.354988 50.4380577, 15.3550265 50.438043)",40,,2,,,
"[217561560, 217560348, 33837797]",False,Kollárova,tertiary,True,331.324,"LINESTRING (15.3469792 50.4406355, 15.3471848 50.4405622, 15.3475185 50.4404514, 15.348589 50.4400578, 15.3495482 50.4397032, 15.349686 50.4396494, 15.3497774 50.4396079, 15.3498349 50.4395752, 15.3498815 50.4395454, 15.350057 50.4394236, 15.3507542 50.438928)",40,yes,2,,,
"[217560349, 1051059535]",False,Kollárova,tertiary,False,70.257,"LINESTRING (15.3469792 50.4406355, 15.3469666 50.4406399, 15.3467989 50.4406984, 15.3465547 50.4407757, 15.3462811 50.4408624, 15.3460932 50.4409195)",40,,2,,,
"[1051059536, 9583111]",False,Havlíčkova,tertiary,False,77.795,"LINESTRING (15.3562309 50.4380814, 15.3562929 50.4381055, 15.3563365 50.4381264, 15.3563782 50.4381496, 15.3569371 50.4385025, 15.357035 50.4385559)",50,,,,,
33423965,True,Havlíčkova,residential,False,123.524,"LINESTRING (15.3562309 50.4380814, 15.3561765 50.4380288, 15.3561556 50.4380131, 15.3551842 50.4373945, 15.3551222 50.4373679, 15.3550522 50.4373527, 15.354962 50.4373475)",,,,,,
33423971,False,Zahradní,tertiary,False,85.931,"LINESTRING (15.3562309 50.4380814, 15.356175 50.4380701, 15.3561131 50.4380632, 15.3560384 50.4380586, 15.3553589 50.4380318, 15.3551824 50.4380248, 15.35512 50.4380277, 15.3550733 50.4380341, 15.3550265 50.438043)",50,,,,,
657269565,False,Riegrova,tertiary,True,23.211,"LINESTRING (15.3556449 50.4331902, 15.3559538 50.4331205)",50,,,,,
29177415,False,Popovická,tertiary,False,71.60700000000001,"LINESTRING (15.3556449 50.4331902, 15.3553973 50.4331141, 15.3553286 50.4330914, 15.3552689 50.4330642, 15.3552052 50.4330294, 15.3551511 50.4329862, 15.3550939 50.432926, 15.3550602 50.4328931, 15.3550306 50.432868, 15.3549132 50.4327703)",50,,,,,
657269569,False,Riegrova,tertiary,False,52.227999999999994,"LINESTRING (15.3556449 50.4331902, 15.3554925 50.4332281, 15.3553761 50.4332592, 15.3552882 50.4332857, 15.3552266 50.4333078, 15.3551637 50.4333383, 15.3551009 50.4333766, 15.3550584 50.4334093, 15.3550321 50.4334341)",50,,,,,
29177415,False,Popovická,tertiary,True,71.607,"LINESTRING (15.3549132 50.4327703, 15.3550306 50.432868, 15.3550602 50.4328931, 15.3550939 50.432926, 15.3551511 50.4329862, 15.3552052 50.4330294, 15.3552689 50.4330642, 15.3553286 50.4330914, 15.3553973 50.4331141, 15.3556449 50.4331902)",50,,,,,
657269575,False,Popovická,tertiary,True,74.475,"LINESTRING (15.3549132 50.4327703, 15.3549491 50.432883, 15.3549705 50.4329721, 15.3549868 50.4330448, 15.355005 50.4331733, 15.3550083 50.4332543, 15.3550073 50.4333083, 15.3550078 50.4333395, 15.3550128 50.4333707, 15.3550321 50.4334341)",,,,,32840,
"[33837793, 790390868]",False,Raisova,tertiary,True,228.621,"LINESTRING (15.3449593 50.4344876, 15.3450438 50.4344988, 15.3451096 50.4344975, 15.3452202 50.4344825, 15.345363 50.4344488, 15.3455179 50.4344083, 15.3459898 50.4342434, 15.3462893 50.4341323, 15.3473687 50.4337673, 15.3476147 50.4337159, 15.3477462 50.4337133, 15.3478908 50.4337238)",40,,2,,28016,
29177375,False,Jiráskova,residential,True,78.517,"LINESTRING (15.354962 50.4373475, 15.3549893 50.4373926, 15.3549987 50.4374225, 15.3549691 50.4378802, 15.35497 50.4379229, 15.3549755 50.4379572, 15.3549848 50.4379819, 15.3550265 50.438043)",,,,,,
47854295,True,Nová,residential,False,87.47099999999999,"LINESTRING (15.354962 50.4373475, 15.3548591 50.4373587, 15.3547779 50.4373675, 15.3547151 50.4373683, 15.3540191 50.4373593, 15.3537298 50.4373555)",,,,,,
361567205,False,Havlíčkova,residential,False,46.58,"LINESTRING (15.354962 50.4373475, 15.354832 50.4371502, 15.3547166 50.4369589)",,,,,,
191980116,False,Komenského náměstí,residential,True,27.500000000000004,"LINESTRING (15.3501914 50.4384315, 15.3501368 50.438392, 15.3500352 50.4383183, 15.3499364 50.438245)",,,1,,,
"[47854299, 432241638]",True,Komenského náměstí,residential,False,74.048,"LINESTRING (15.3501914 50.4384315, 15.3502751 50.4384775, 15.3503577 50.4385185, 15.3509257 50.4387708, 15.3509505 50.4387822, 15.3510374 50.4388222)",,,2,,,
47854287,True,Sladkovského,residential,False,69.205,"LINESTRING (15.3516529 50.4378841, 15.3526297 50.4379012)",20,,,,,
30955628,True,Sladkovského,residential,False,83.347,"LINESTRING (15.3516529 50.4378841, 15.3511033 50.4379023, 15.3509604 50.4379027, 15.3508696 50.4378997, 15.3506889 50.4378837, 15.3506449 50.4378745, 15.3506093 50.437861, 15.3505744 50.4378415, 15.3505266 50.4378038)",,,,,,
523623037,True,Palackého,residential,False,77.338,"LINESTRING (15.3516529 50.4378841, 15.3516487 50.4378513, 15.3516374 50.4372346, 15.3516336 50.4371888)",20,,,,,
30955626,True,Nerudova,residential,False,61.768,"LINESTRING (15.3505266 50.4378038, 15.3505443 50.4377634, 15.3505524 50.4377201, 15.3505566 50.4376737, 15.3505716 50.4372817, 15.3505677 50.4372653, 15.3505573 50.4372521)",,,,,,
30955626,True,Nerudova,residential,False,38.351,"LINESTRING (15.3501915 50.438074, 15.3504148 50.4379094, 15.3505266 50.4378038)",,,,,,
30955625,True,Palackého,residential,False,51.562,"LINESTRING (15.3517077 50.4383463, 15.3516654 50.437935, 15.3516529 50.4378841)",20,,,,,
30955627,True,Na Příkopech,residential,False,114.14399999999999,"LINESTRING (15.3517077 50.4383463, 15.3514772 50.4383479, 15.351126 50.4383347, 15.3509306 50.4383077, 15.3507292 50.4382657, 15.3504177 50.4381693, 15.3501915 50.438074)",,,,,,
47854281,True,Tylova,residential,False,88.539,"LINESTRING (15.3537915 50.4379248, 15.3538668 50.4387196)",,,,,,
30955629,True,Fortna,residential,False,61.852,"LINESTRING (15.3505573 50.4372521, 15.3505448 50.4372451, 15.350526 50.4372413, 15.3497892 50.4372306, 15.3497308 50.4372327, 15.3496897 50.4372362)",,,,,,
291235791,False,,unclassified,True,12.347999999999999,"LINESTRING (15.3505573 50.4372521, 15.3505578 50.4371896, 15.3506091 50.4371537)",,,,,,
30955629,True,Fortna,residential,False,47.117000000000004,"LINESTRING (15.3496897 50.4372362, 15.349627 50.4372474, 15.3495643 50.4372606, 15.3490761 50.4373986)",,,,,,
"[34067864, 30955630]",False,"['Balbínova', 'Chelčického']",residential,True,132.959,"LINESTRING (15.3496897 50.4372362, 15.3496043 50.4370086, 15.3495611 50.4369003, 15.3494947 50.4367337, 15.349436 50.4365456, 15.3494358 50.436524, 15.3494428 50.4365064, 15.3494546 50.4364923, 15.3494676 50.4364828, 15.3494953 50.4364732, 15.3495218 50.4364685, 15.3500518 50.4363747, 15.3500768 50.4363722, 15.3500986 50.4363724)",,,,,,
"[30955633, 30955634]",False,"['Náměstí Svobody', 'Ruská']",residential,False,160.13600000000002,"LINESTRING (15.3500986 50.4363724, 15.3500916 50.4362758, 15.3500846 50.4362407, 15.3500699 50.4362018, 15.3500437 50.4361629, 15.3500329 50.4361518, 15.3500058 50.4361249, 15.3499566 50.4360889, 15.3498915 50.4360538, 15.3497986 50.4360117, 15.3496964 50.4359786, 15.3496049 50.4359551, 15.3495087 50.4359417, 15.3494331 50.4359364, 15.3492839 50.4359371, 15.3492256 50.4359355, 15.3491871 50.4359297, 15.3491648 50.4359204, 15.3491553 50.4359117, 15.3491462 50.4359018, 15.3491439 50.435899, 15.3491326 50.4358849, 15.3488733 50.4354917, 15.3488468 50.4354587, 15.3487895 50.4353875)",,,,,,
"[34067864, 30955630]",False,"['Balbínova', 'Chelčického']",residential,False,132.959,"LINESTRING (15.3500986 50.4363724, 15.3500768 50.4363722, 15.3500518 50.4363747, 15.3495218 50.4364685, 15.3494953 50.4364732, 15.3494676 50.4364828, 15.3494546 50.4364923, 15.3494428 50.4365064, 15.3494358 50.436524, 15.349436 50.4365456, 15.3494947 50.4367337, 15.3495611 50.4369003, 15.3496043 50.4370086, 15.3496897 50.4372362)",,,,,,
29118659,False,Nábř. Irmy Geisslové,tertiary,False,130.264,"LINESTRING (15.3520752 50.4336972, 15.3519104 50.4337178, 15.3511149 50.4338148, 15.3504421 50.4338929, 15.3502661 50.433907)",,,,,28016,
"[32901920, 37994691, 37994687]",False,Pod Koželuhy,residential,True,138.42000000000002,"LINESTRING (15.3520752 50.4336972, 15.3520801 50.4337796, 15.3520582 50.4339791, 15.3520579 50.4339805, 15.3519139 50.434811, 15.351902 50.4349362)",,yes,,,,
29118659,False,Nábř. Irmy Geisslové,tertiary,False,170.04600000000002,"LINESTRING (15.3502661 50.433907, 15.3500784 50.433916, 15.3498775 50.4339098, 15.3479985 50.4337514, 15.3478908 50.4337238)",,,,,28016,
29118659,False,Nábř. Irmy Geisslové,tertiary,True,130.264,"LINESTRING (15.3502661 50.433907, 15.3504421 50.4338929, 15.3511149 50.4338148, 15.3519104 50.4337178, 15.3520752 50.4336972)",,,,,28016,
