osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,access
56776100,127,Nádražní,secondary,50,False,True,134.803,"LINESTRING (15.0097313 49.7112235, 15.009772 49.711102, 15.0097717 49.7110728, 15.009765 49.711044, 15.0097506 49.7110136, 15.0097291 49.7109851, 15.0093127 49.7104938, 15.0090812 49.7101165)",,
481545498,127,Nádražní,secondary,50,False,False,145.027,"LINESTRING (15.0097313 49.7112235, 15.0096234 49.7114592, 15.0094841 49.7123595, 15.0094243 49.7125082)",,
36645325,,Sokolská,residential,,False,True,86.156,"LINESTRING (15.0141564 49.7115347, 15.0143443 49.7114586, 15.0144061 49.7114336, 15.0144576 49.7113792, 15.0144865 49.7113186, 15.0145182 49.711109, 15.0144914 49.7108631)",,
249733176,,Náměstí,residential,,False,True,66.875,"LINESTRING (15.0141564 49.7115347, 15.0140204 49.7116012, 15.0134145 49.7118974)",,
254045591,126,V Bráně,secondary,50,False,True,290.667,"LINESTRING (15.0141564 49.7115347, 15.0142074 49.71153, 15.014247 49.7115305, 15.014302 49.7115383, 15.0143442 49.71155, 15.0146513 49.711703, 15.0148997 49.7118483, 15.015315 49.7122114, 15.015712 49.712435, 15.01656 49.712775, 15.0173196 49.7130918)",2,
309273375,126,Náměstí,secondary,50,False,False,65.899,"LINESTRING (15.0141564 49.7115347, 15.0139443 49.7115751, 15.0134527 49.7116145, 15.0132551 49.7116346)",,
171979195,127,Chlumská,secondary,50,False,False,80.762,"LINESTRING (15.008121 49.7075125, 15.0081215 49.7077001, 15.0081444 49.707777, 15.0081707 49.7078321, 15.0082124 49.7079005, 15.0082474 49.7079467, 15.0084098 49.7080674, 15.0085172 49.7081625)",,
249733172,126,Náměstí,secondary,50,False,False,47.571,"LINESTRING (15.0132551 49.7116346, 15.0126844 49.7116928, 15.0126052 49.7117106)",,
249733173,,Náměstí,residential,,False,True,38.671,"LINESTRING (15.0132551 49.7116346, 15.0131981 49.7115729, 15.0130959 49.7114678, 15.0129658 49.7113415)",,
249733174,12517,Náměstí,tertiary,50,False,False,31.393,"LINESTRING (15.0132551 49.7116346, 15.0133041 49.7117096, 15.0134145 49.7118974)",,
309273375,126,Náměstí,secondary,50,False,True,65.899,"LINESTRING (15.0132551 49.7116346, 15.0134527 49.7116145, 15.0139443 49.7115751, 15.0141564 49.7115347)",,
293816814,126,Vlašimská,secondary,50,False,False,28.52,"LINESTRING (15.0103813 49.7124097, 15.0099869 49.712437)",,
293816814,126,Vlašimská,secondary,50,False,True,19.982,"LINESTRING (15.0103813 49.7124097, 15.0106571 49.7124318)",,
36645309,,Spojovací,residential,,False,False,116.867,"LINESTRING (15.0103813 49.7124097, 15.010406 49.7123116, 15.0105573 49.7120237, 15.01088 49.7114107)",,
293816814,126,Vlašimská,secondary,50,False,True,41.219,"LINESTRING (15.0094243 49.7125082, 15.0099869 49.712437)",,
9526360,126,Vlašimská,secondary,50,False,False,102.65700000000001,"LINESTRING (15.0094243 49.7125082, 15.0088011 49.7127427, 15.0082071 49.7129903)",2,
67711651,,V Belíce,residential,,False,True,73.473,"LINESTRING (15.0094243 49.7125082, 15.0094024 49.7125932, 15.009382 49.7128115, 15.0094103 49.7129505, 15.0095885 49.7130786, 15.0095986 49.7131215)",,
481545498,127,Nádražní,secondary,50,False,True,145.027,"LINESTRING (15.0094243 49.7125082, 15.0094841 49.7123595, 15.0096234 49.7114592, 15.0097313 49.7112235)",,
293816814,126,Vlašimská,secondary,50,False,False,19.982,"LINESTRING (15.0106571 49.7124318, 15.0103813 49.7124097)",,
36645345,,Farní,residential,20,False,True,107.03399999999999,"LINESTRING (15.0106571 49.7124318, 15.0107027 49.7126062, 15.0108656 49.7127248, 15.0111127 49.7127636, 15.0113786 49.7127709, 15.0118177 49.7127092)",,destination
