osmid,bridge,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,access,tunnel,width
7716592,yes,True,2,4793,28. října,tertiary,50,False,169.386,"LINESTRING (18.2791883 49.8313469, 18.2808896 49.8316128, 18.2814888 49.8316901)",,,
7716599,yes,True,1,56,,trunk_link,,False,109.35800000000003,"LINESTRING (18.2826377 49.8311922, 18.2826488 49.8315265, 18.282654 49.8315689, 18.2826582 49.8315885, 18.2826644 49.831608, 18.2826727 49.8316276, 18.2826918 49.8316627, 18.282714 49.8316938, 18.2827388 49.831717, 18.2827635 49.8317362, 18.2827944 49.8317574, 18.2828222 49.8317766, 18.2828532 49.8317944, 18.2828965 49.8318123, 18.2829779 49.8318344, 18.2833479 49.8319079)",,,
7716602,,False,2,56,,trunk_link,,False,34.056,"LINESTRING (18.2826377 49.8311922, 18.2826188 49.8310962, 18.2825685 49.8309666, 18.2825253 49.830896)",,,
7716602,,False,2,56,,trunk_link,,True,10.695,"LINESTRING (18.28242 49.8308279, 18.2825253 49.830896)",,,
7716604,,True,1,56,,trunk_link,,False,117.727,"LINESTRING (18.28242 49.8308279, 18.2822855 49.830785, 18.2821251 49.830765, 18.2819788 49.8307921, 18.2818471 49.8308305, 18.281785 49.8308629, 18.2817109 49.8309229, 18.2816194 49.8310877, 18.2814561 49.8314339)",,,
"[236358736, 375283589, 375283591]",,True,2,56,Místecká,trunk,80,False,74.07000000000001,"LINESTRING (18.2814561 49.8314339, 18.2813955 49.8316006, 18.2812195 49.8320452, 18.281205 49.83208)",,,
24776034,,True,1,56,,trunk_link,,False,136.713,"LINESTRING (18.281205 49.83208, 18.2810256 49.832608, 18.2810193 49.8326318, 18.2810154 49.8326571, 18.2810125 49.8326786, 18.2810121 49.8327016, 18.281014 49.8327203, 18.2810183 49.8327389, 18.2810316 49.8327761, 18.2810422 49.8327947, 18.2810516 49.832811, 18.2810716 49.8328354, 18.2811005 49.8328651, 18.2811201 49.8328815, 18.2811395 49.8328976, 18.2811603 49.8329097, 18.2811876 49.8329224, 18.2812152 49.8329327, 18.2812392 49.8329396, 18.2812734 49.8329493, 18.2812988 49.8329555, 18.2813307 49.8329619, 18.281364 49.8329683, 18.2813968 49.8329726, 18.281423 49.8329752, 18.2814745 49.8329778, 18.2815183 49.8329782, 18.2815912 49.8329767, 18.2816963 49.8329726)",,,
"[82875058, 77019235]",,True,2,56,Místecká,trunk,"['50', '80']",False,156.568,"LINESTRING (18.281205 49.83208, 18.2808635 49.8328158, 18.2807142 49.8330988, 18.2805231 49.8334168)",,,
"[24776026, 43698842]",,True,2,56,Místecká,trunk,"['50', '80']",False,103.6,"LINESTRING (18.2805231 49.8334168, 18.2805914 49.8330793, 18.2806418 49.8329212, 18.2806995 49.8327824, 18.2808395 49.8325108)",,,
24776032,,True,1,56,,trunk_link,,False,100.31799999999998,"LINESTRING (18.2805231 49.8334168, 18.2805137 49.8331458, 18.2805107 49.8331136, 18.280506 49.8330871, 18.2804966 49.8330563, 18.2804864 49.8330335, 18.280463 49.8329893, 18.2804424 49.8329546, 18.2804155 49.8329283, 18.2803867 49.8329042, 18.2803549 49.8328841, 18.2803106 49.8328601, 18.2802717 49.832841, 18.2802286 49.8328203, 18.2801732 49.8328013, 18.2800667 49.8327617, 18.2798965 49.8327151)",,,
46725320,,False,2,56,Cingrova,primary,50,False,81.875,"LINESTRING (18.2805231 49.8334168, 18.2804699 49.8335286, 18.280402 49.8336677, 18.2803077 49.8338088, 18.2802011 49.8339509, 18.2800697 49.834089)",,,
46725320,,False,2,56,Cingrova,primary,50,True,81.87500000000001,"LINESTRING (18.2800697 49.834089, 18.2802011 49.8339509, 18.2803077 49.8338088, 18.280402 49.8336677, 18.2804699 49.8335286, 18.2805231 49.8334168)",,,
55977990,,False,2,56,Cingrova,primary,50,False,120.81899999999999,"LINESTRING (18.2800697 49.834089, 18.2799429 49.8342039, 18.2796187 49.8344981, 18.2790963 49.8349758)",,,
"[230891865, 230891859]",,False,,,Nemocniční,residential,,True,81.381,"LINESTRING (18.2800697 49.834089, 18.2799948 49.8340643, 18.2795516 49.8339183, 18.2790592 49.8337561)",,,
24924189,,False,,,Hollarova,residential,,True,69.718,"LINESTRING (18.2846216 49.8347984, 18.2852914 49.8350326, 18.2854762 49.8350972)",,,
230891872,,False,,,Poděbradova,residential,50,False,49.364999999999995,"LINESTRING (18.2846216 49.8347984, 18.2847678 49.8345751, 18.2848893 49.8343894)",,,
260579969,,False,2,,Poděbradova,residential,50,True,94.16300000000001,"LINESTRING (18.2846216 49.8347984, 18.2843685 49.8351436, 18.2840726 49.8355676)",,,
24923031,,True,,,Stodolní,residential,30,False,58.978,"LINESTRING (18.2840726 49.8355676, 18.2833205 49.8353531)",,,
260579969,,False,2,,Poděbradova,residential,50,False,94.16300000000001,"LINESTRING (18.2840726 49.8355676, 18.2843685 49.8351436, 18.2846216 49.8347984)",,,
260579969,,False,2,,Poděbradova,residential,50,True,140.918,"LINESTRING (18.2840726 49.8355676, 18.2838992 49.8358079, 18.2832784 49.8367267)",,,
24923031,,True,,,Stodolní,residential,30,False,49.757,"LINESTRING (18.2861823 49.8361539, 18.2861644 49.8361491, 18.2855406 49.8359838)",,,
55986102,,False,2,,Nádražní,residential,50,False,81.092,"LINESTRING (18.2861823 49.8361539, 18.2862429 49.8360415, 18.2862981 49.8359611, 18.2863835 49.8358675, 18.2864794 49.8357754, 18.2866146 49.8356716, 18.2867844 49.8355452)",,,
55986102,,False,2,,Nádražní,residential,50,True,126.797,"LINESTRING (18.2861823 49.8361539, 18.2861059 49.8363231, 18.2859796 49.8365528, 18.285962 49.8365774, 18.2857843 49.8368419, 18.2857523 49.8368869, 18.2855224 49.83721)",,,
24924189,,False,,,Hollarova,residential,,False,106.22800000000001,"LINESTRING (18.2867844 49.8355452, 18.2867604 49.835537, 18.2861334 49.8353226, 18.2854762 49.8350972)",,,
55986102,,False,2,,Nádražní,residential,50,False,216.475,"LINESTRING (18.2867844 49.8355452, 18.2873055 49.8351526, 18.2873129 49.8351458, 18.2873949 49.8350701, 18.2874816 49.8349822, 18.2875576 49.8348957, 18.2875872 49.8348596, 18.2878545 49.8345372, 18.2879522 49.8344179, 18.2880197 49.8343357, 18.2881353 49.8341801, 18.288328 49.8338865)",,,
