osmid,oneway,ref,name,highway,reversed,length,geometry,junction,maxspeed,bridge
201865306,True,RN 24,Boulevard de l'ALN,secondary,False,52.05,"LINESTRING (5.0636888 36.7512516, 5.0637666 36.7512359, 5.0640021 36.751163, 5.064239 36.7510953)",,,
297163436,True,,Route des Aurès,tertiary,False,67.438,"LINESTRING (5.0636888 36.7512516, 5.0637978 36.7511997, 5.0638997 36.7511546, 5.0639828 36.7511245, 5.0640714 36.7510815, 5.0641169 36.7510256, 5.0641411 36.7509676, 5.0641518 36.7509117, 5.0641525 36.7508406)",,,
150995308,True,RN 24,Boulevard de l'ALN,secondary,False,28.722,"LINESTRING (5.0639258 36.7513395, 5.0636044 36.7513596)",,,
150992163,True,,,tertiary_link,False,65.113,"LINESTRING (5.0639258 36.7513395, 5.0637397 36.7514337, 5.0635869 36.7515342, 5.0633697 36.7517148)",,,
96066165,False,,Route des Aurès,tertiary,True,19.619,"LINESTRING (5.0625183 36.7484779, 5.0626301 36.7486299)",,,
150992156,False,,,residential,True,35.663,"LINESTRING (5.0625183 36.7484779, 5.0628647 36.7483172)",,,
523231341,True,,Route des Aurès,tertiary,False,229.667,"LINESTRING (5.0625183 36.7484779, 5.0623396 36.7483228, 5.0620762 36.7479611, 5.0617185 36.7474699, 5.0611775 36.7467192)",,,
96066165,False,,Route des Aurès,tertiary,False,88.433,"LINESTRING (5.0640425 36.7506219, 5.0635414 36.7499354)",,,
272241196,True,,Route des Aurès,tertiary,False,47.962,"LINESTRING (5.0640425 36.7506219, 5.0643934 36.750949)",,,
150431810,True,RN 24,Rue de la Liberté,secondary,False,29.251,"LINESTRING (5.064518 36.7510995, 5.0648405 36.7511488)",,,
150431807,True,,,secondary,False,22.203,"LINESTRING (5.064518 36.7510995, 5.0645406 36.7511351, 5.0645495 36.7511744, 5.0645442 36.7512141, 5.0645249 36.7512509, 5.0644933 36.7512818)",roundabout,,
150431810,True,RN 24,Rue de la Liberté,secondary,False,255.62099999999998,"LINESTRING (5.0648405 36.7511488, 5.0650625 36.7511761, 5.0654921 36.7511805, 5.0658143 36.7512236, 5.0664358 36.7513293, 5.0665852 36.7513547, 5.066891 36.7514192, 5.0672757 36.7514998, 5.0676494 36.7515782)",,,
150431807,True,,,secondary,False,18.811,"LINESTRING (5.0644933 36.7512818, 5.0644494 36.7513053, 5.0643987 36.751317, 5.0643459 36.7513159, 5.064296 36.7513022)",roundabout,,
201865157,True,,Route des Aurès,tertiary,False,14.896,"LINESTRING (5.0643934 36.750949, 5.0644755 36.7510657)",,,
272241196,True,,Route des Aurès,tertiary,False,45.638,"LINESTRING (5.0643934 36.750949, 5.0645718 36.7510367, 5.0648405 36.7511488)",,,
150995308,True,RN 24,Boulevard de l'ALN,secondary,False,33.242,"LINESTRING (5.064296 36.7513022, 5.0639258 36.7513395)",,,
150431807,True,,,secondary,False,26.669000000000004,"LINESTRING (5.064296 36.7513022, 5.0642487 36.7512728, 5.0642166 36.7512323, 5.0642037 36.7511855, 5.0642115 36.7511379, 5.064239 36.7510953)",roundabout,,
150432145,False,,,residential,False,193.71499999999997,"LINESTRING (5.0699726 36.7497716, 5.0691286 36.7495654, 5.0678929 36.7492635)",,,
150992135,False,,,residential,True,106.46099999999998,"LINESTRING (5.0672881 36.7477885, 5.0673757 36.7478071, 5.0682936 36.7480015, 5.0683478 36.7480241, 5.0683786 36.7480434, 5.0684095 36.7480795)",,,
150992144,False,,,residential,False,15.233,"LINESTRING (5.0672881 36.7477885, 5.0672599 36.7478239, 5.0672373 36.7478589, 5.0672219 36.7478881, 5.0672119 36.7479106)",,,
150992144,False,,,residential,True,50.266999999999996,"LINESTRING (5.0672881 36.7477885, 5.067355 36.7476002, 5.0674425 36.7473537)",,,
