osmid,lanes,ref,highway,maxspeed,oneway,reversed,length,geometry,bridge,name,junction
459356141,2,CW 2,secondary,50,False,False,48.75,"LINESTRING (0.755763 35.7206425, 0.7556602 35.7202121)",,,
449588939,,,residential,,False,False,67.566,"LINESTRING (0.755763 35.7206425, 0.7558697 35.7209259, 0.7559247 35.7211478, 0.7559341 35.7212324)",,,
459356141,2,CW 2,secondary,50,False,True,53.949999999999996,"LINESTRING (0.755763 35.7206425, 0.7557547 35.7207744, 0.7556255 35.7208971, 0.7554409 35.7210166)",,,
313766076,,,residential,,False,True,179.741,"LINESTRING (0.7576598 35.7190622, 0.7594742 35.7183967)",,,
925188598,2,CW 14,secondary,,False,False,27.734,"LINESTRING (0.7576598 35.7190622, 0.7578043 35.7192823)",,,
925188598,2,CW 14,secondary,,False,True,39.541,"LINESTRING (0.7576598 35.7190622, 0.7574338 35.7187576)",,,
313765360,,,residential,,False,False,137.969,"LINESTRING (0.7585034 35.720645, 0.757859 35.7217701)",,,
925188598,2,CW 14,secondary,,False,True,79.586,"LINESTRING (0.7585034 35.720645, 0.7581725 35.7199816)",,,
925188595,2,CW 14,secondary,,True,False,84.265,"LINESTRING (0.7585034 35.720645, 0.7586497 35.720808, 0.7589674 35.7213007)",,,
925188598,2,CW 14,secondary,,False,True,27.734,"LINESTRING (0.7578043 35.7192823, 0.7576598 35.7190622)",,,
313765711,,,residential,,False,False,70.485,"LINESTRING (0.7578043 35.7192823, 0.7576031 35.7192996, 0.7570344 35.7193854)",,,
313765711,,,residential,,False,True,71.735,"LINESTRING (0.7578043 35.7192823, 0.7579374 35.7193036, 0.7581919 35.7192138, 0.7585468 35.7191003)",,,
925188598,2,CW 14,secondary,,False,False,84.566,"LINESTRING (0.7578043 35.7192823, 0.7579689 35.7195949, 0.7581725 35.7199816)",,,
313765723,,,residential,,False,True,6.795,"LINESTRING (0.7589674 35.7213007, 0.7589019 35.7213308)",,,
313765723,,,residential,,False,False,91.724,"LINESTRING (0.7589674 35.7213007, 0.7590172 35.7212701, 0.7590723 35.7212598, 0.7599558 35.7213859)",,,
925188595,2,CW 14,secondary,,True,False,184.97,"LINESTRING (0.7589674 35.7213007, 0.7593641 35.7218964, 0.759475 35.7220249, 0.7595913 35.7221177, 0.7597348 35.7221817, 0.7598693 35.7222121, 0.760016 35.7222129, 0.7602527 35.7221669, 0.7604095 35.722125)",,,
313768981,,,residential,,False,False,69.159,"LINESTRING (0.7581725 35.7199816, 0.7588761 35.7197356)",,,
925188598,2,CW 14,secondary,,False,False,79.586,"LINESTRING (0.7581725 35.7199816, 0.7585034 35.720645)",,,
925188598,2,CW 14,secondary,,False,True,84.566,"LINESTRING (0.7581725 35.7199816, 0.7579689 35.7195949, 0.7578043 35.7192823)",,,
925188601,,,residential,,False,True,63.257,"LINESTRING (0.7604095 35.722125, 0.7604217 35.7215562)",,,
449588977,,,residential,,False,False,92.094,"LINESTRING (0.7604095 35.722125, 0.7603314 35.7220227, 0.7600081 35.7215215, 0.7599558 35.7213859)",,,
925188595,2,CW 14,secondary,,True,False,63.46,"LINESTRING (0.7604095 35.722125, 0.7605303 35.7220927, 0.7607842 35.7220288, 0.7608873 35.7220078, 0.7610041 35.7220067, 0.7610892 35.7220208)",,,
89760575,,RN 23,primary,,False,True,75.186,"LINESTRING (0.7590211 35.7177386, 0.7582534 35.7180007)",,,
"[1267460488, 1267460487, 89760575]",,RN 23,primary,,False,False,508.205,"LINESTRING (0.7590211 35.7177386, 0.7592035 35.7176559, 0.7592469 35.7175994, 0.7593705 35.717441, 0.7594651 35.7173066, 0.7595065 35.7172478, 0.7596725 35.7171577, 0.7598552 35.7171471, 0.760028 35.7172383, 0.7602626 35.7174784, 0.7604768 35.7175824, 0.7606985 35.7175836, 0.7608628 35.7175502, 0.7610255 35.7174255, 0.7611397 35.717245, 0.7612279 35.7171105, 0.7613213 35.7170436, 0.7615393 35.7169548, 0.7629021 35.7164391, 0.7632959 35.7162731, 0.7634492 35.716205, 0.7635207 35.7161885)",yes,,
449588927,,,residential,,False,False,45.309,"LINESTRING (0.7555336 35.7171419, 0.7553194 35.7167734)",,,
89760575,,RN 23,primary,,False,False,141.81900000000002,"LINESTRING (0.7555336 35.7171419, 0.7555871 35.7171622, 0.7557209 35.7172129, 0.7567798 35.7179112)",,,
89760575,,RN 23,primary,,False,True,56.337,"LINESTRING (0.7555336 35.7171419, 0.7553296 35.7171754, 0.7552125 35.7172681, 0.755196 35.7173846, 0.7551944 35.7174722)",,,
925188598,2,CW 14,secondary,,False,False,38.659,"LINESTRING (0.7567798 35.7179112, 0.7570107 35.718204)",,,
89760575,,RN 23,primary,,False,False,142.81799999999998,"LINESTRING (0.7567798 35.7179112, 0.7570088 35.7180267, 0.7571402 35.718093, 0.7574711 35.7181522, 0.7576866 35.7181644, 0.7579439 35.7181064, 0.7582534 35.7180007)",,,
89760575,,RN 23,primary,,False,True,141.819,"LINESTRING (0.7567798 35.7179112, 0.7557209 35.7172129, 0.7555871 35.7171622, 0.7555336 35.7171419)",,,
89760575,,RN 23,primary,,False,False,105.69299999999998,"LINESTRING (0.754939 35.7183689, 0.7550978 35.7182168, 0.7551581 35.7180054, 0.7551924 35.7175832, 0.7551944 35.7174722)",,,
89760575,,RN 23,primary,,False,True,61.594,"LINESTRING (0.754939 35.7183689, 0.7547051 35.7185214, 0.7543348 35.7185985)",,,
313765400,,,unclassified,,False,True,68.269,"LINESTRING (0.754939 35.7183689, 0.7547509 35.7182832, 0.754212 35.718317)",,,
459356141,2,CW 2,secondary,50,False,True,121.277,"LINESTRING (0.754939 35.7183689, 0.7550359 35.7184988, 0.7550411 35.7185169, 0.7551475 35.7188836, 0.7553398 35.719346, 0.7553594 35.7193991)",,,
89760570,,RN 23,primary,,True,False,110.81899999999999,"LINESTRING (0.7647429 35.7161158, 0.7646643 35.7161317, 0.7642718 35.7161405, 0.7639724 35.7161498, 0.7637886 35.7161645, 0.7635207 35.7161885)",,,
89760571,,RN 23,primary,,True,False,56.497,"LINESTRING (0.7635207 35.7161885, 0.763595 35.7161713, 0.7641242 35.7160541)",,,
"[1267460488, 89760575, 1267460487]",,RN 23,primary,,False,True,508.20500000000004,"LINESTRING (0.7635207 35.7161885, 0.7634492 35.716205, 0.7632959 35.7162731, 0.7629021 35.7164391, 0.7615393 35.7169548, 0.7613213 35.7170436, 0.7612279 35.7171105, 0.7611397 35.717245, 0.7610255 35.7174255, 0.7608628 35.7175502, 0.7606985 35.7175836, 0.7604768 35.7175824, 0.7602626 35.7174784, 0.760028 35.7172383, 0.7598552 35.7171471, 0.7596725 35.7171577, 0.7595065 35.7172478, 0.7594651 35.7173066, 0.7593705 35.717441, 0.7592469 35.7175994, 0.7592035 35.7176559, 0.7590211 35.7177386)",yes,,
313765362,,,residential,,False,False,38.931,"LINESTRING (0.755023 35.7246741, 0.7548654 35.725)",,,
313765362,,,residential,,False,True,54.037,"LINESTRING (0.755023 35.7246741, 0.7544514 35.7245298)",,,
313765370,,,residential,,False,False,72.46799999999999,"LINESTRING (0.755023 35.7246741, 0.7552331 35.724163, 0.7553216 35.7240759)",,,
313765362,,,residential,,False,True,38.931,"LINESTRING (0.7548654 35.725, 0.755023 35.7246741)",,,
313765363,,,residential,,False,False,51.914,"LINESTRING (0.7548654 35.725, 0.7543242 35.7248421)",,,
313765363,,,residential,,False,True,51.914,"LINESTRING (0.7543242 35.7248421, 0.7548654 35.725)",,,
313765364,,,residential,,False,False,36.575,"LINESTRING (0.7543242 35.7248421, 0.7544514 35.7245298)",,,
313765364,,,residential,,False,True,32.903,"LINESTRING (0.7545626 35.724248, 0.7544514 35.7245298)",,,
449593739,,,residential,,False,False,71.895,"LINESTRING (0.7545626 35.724248, 0.7548141 35.7242121, 0.7550286 35.7241804, 0.7551602 35.7241527, 0.7553216 35.7240759)",,,
313765370,,,residential,,False,False,31.989,"LINESTRING (0.7553216 35.7240759, 0.7556462 35.7239605)",,,
313765370,,,residential,,False,True,72.46799999999999,"LINESTRING (0.7553216 35.7240759, 0.7552331 35.724163, 0.755023 35.7246741)",,,
449593739,,,residential,,False,True,71.89500000000001,"LINESTRING (0.7553216 35.7240759, 0.7551602 35.7241527, 0.7550286 35.7241804, 0.7548141 35.7242121, 0.7545626 35.724248)",,,
313765370,,,residential,,False,False,39.947,"LINESTRING (0.7556462 35.7239605, 0.7560629 35.7240814)",,,
313765370,,,residential,,False,True,31.989,"LINESTRING (0.7556462 35.7239605, 0.7553216 35.7240759)",,,
1239405804,,,residential,,False,False,15.488,"LINESTRING (0.7556462 35.7239605, 0.7555777 35.7238328)",,,
313765406,,,residential,,False,False,47.607,"LINESTRING (0.7545488 35.717622, 0.754024 35.7175801)",,,
449588985,,,residential,,False,False,162.072,"LINESTRING (0.7545488 35.717622, 0.7543555 35.7168407, 0.7543723 35.7165842, 0.7543988 35.716181)",,,
"[449588928, 449588985]",,,residential,,False,"[False, True]",116.94299999999998,"LINESTRING (0.7545488 35.717622, 0.7546078 35.7179058, 0.7546781 35.7181879, 0.7546263 35.7182191, 0.7541085 35.7182718)",,,
313765360,,,residential,,False,True,28.592,"LINESTRING (0.7565323 35.7242147, 0.7566516 35.7239765)",,,
313765370,,,residential,,False,True,38.288,"LINESTRING (0.7565323 35.7242147, 0.7561308 35.7241037)",,,
313765360,,,residential,,False,False,28.592,"LINESTRING (0.7566516 35.7239765, 0.7565323 35.7242147)",,,
313765360,,,residential,,False,True,69.495,"LINESTRING (0.7566516 35.7239765, 0.7569547 35.723402)",,,
313765371,,,residential,,False,False,46.794,"LINESTRING (0.7566516 35.7239765, 0.7571212 35.7241547)",,,
313765716,,,residential,,False,False,31.194,"LINESTRING (0.7601081 35.7237334, 0.7597922 35.7236197)",,,
449588976,,,residential,,False,False,22.361,"LINESTRING (0.7601081 35.7237334, 0.7602178 35.7235531)",,,
449588976,,,residential,,False,True,83.362,"LINESTRING (0.7601081 35.7237334, 0.7597447 35.7244226)",,,
925188602,,,residential,,False,False,77.949,"LINESTRING (0.7607514 35.7228599, 0.7602302 35.722301)",,,
449588976,,,residential,,False,False,28.77,"LINESTRING (0.7607514 35.7228599, 0.7608396 35.7227401, 0.7609175 35.7226391)",,,
449588976,,,residential,,False,True,31.450000000000003,"LINESTRING (0.7607514 35.7228599, 0.7606478 35.7230009, 0.7605697 35.7231012)",,,
313765373,,,residential,,False,False,30.548,"LINESTRING (0.7602302 35.722301, 0.7599569 35.722463)",,,
925188602,,,residential,,False,False,7.629,"LINESTRING (0.7602302 35.722301, 0.7601755 35.7222487)",,,
925188602,,,residential,,False,True,77.949,"LINESTRING (0.7602302 35.722301, 0.7607514 35.7228599)",,,
313765373,,,residential,,False,True,86.011,"LINESTRING (0.7602302 35.722301, 0.7605342 35.7222275, 0.7609175 35.7226391)",,,
313765373,,,residential,,False,False,13.755,"LINESTRING (0.7594541 35.7227915, 0.7593159 35.7228436)",,,
313765373,,,residential,,False,True,30.943,"LINESTRING (0.7594541 35.7227915, 0.7597199 35.7226158)",,,
313765715,,,residential,,False,False,9.473,"LINESTRING (0.7594541 35.7227915, 0.7595086 35.7228643)",,,
313765373,,,residential,,False,False,60.872,"LINESTRING (0.7582543 35.72325, 0.7580137 35.7237614)",,,
313765373,,,residential,,False,True,27.963,"LINESTRING (0.7582543 35.72325, 0.758541 35.7231548)",,,
313765713,,,residential,,False,True,97.871,"LINESTRING (0.7582543 35.72325, 0.7576018 35.7230435, 0.7572533 35.7229129)",,,
313765373,,,residential,,False,True,60.872,"LINESTRING (0.7580137 35.7237614, 0.7582543 35.72325)",,,
313765374,,,residential,,False,False,22.274,"LINESTRING (0.7580137 35.7237614, 0.7577876 35.7236812)",,,
313765374,,,residential,,False,True,27.625,"LINESTRING (0.7580137 35.7237614, 0.7582915 35.7238656)",,,
313765374,,,residential,,False,False,32.017,"LINESTRING (0.7597447 35.7244226, 0.7594458 35.7242676)",,,
449588976,,,residential,,False,False,83.362,"LINESTRING (0.7597447 35.7244226, 0.7601081 35.7237334)",,,
313765360,,,residential,,False,False,69.495,"LINESTRING (0.7569547 35.723402, 0.7566516 35.7239765)",,,
313765360,,,residential,,False,True,60.699,"LINESTRING (0.7569547 35.723402, 0.7572533 35.7229129)",,,
313765712,,,residential,,False,True,41.172,"LINESTRING (0.7569547 35.723402, 0.7565361 35.723255)",,,
313765374,,,residential,,False,True,47.730000000000004,"LINESTRING (0.7569547 35.723402, 0.7573414 35.7235277, 0.7574461 35.7235604)",,,
313765375,,,residential,,False,False,88.57,"LINESTRING (0.7543889 35.7220633, 0.7552165 35.7224911)",,,
459356141,2,CW 2,secondary,50,False,False,15.635,"LINESTRING (0.7543889 35.7220633, 0.754467 35.7219378)",,,
313765375,,,residential,,False,False,114.189,"LINESTRING (0.7552165 35.7224911, 0.7546132 35.7233937)",,,
313765375,,,residential,,False,True,88.57,"LINESTRING (0.7552165 35.7224911, 0.7543889 35.7220633)",,,
313769066,,,residential,,False,False,8.261,"LINESTRING (0.7552165 35.7224911, 0.7552619 35.7224266)",,,
313765375,,,residential,,False,True,114.189,"LINESTRING (0.7546132 35.7233937, 0.7552165 35.7224911)",,,
1239405805,,,residential,,False,True,100.03200000000001,"LINESTRING (0.7546132 35.7233937, 0.7547907 35.723501, 0.7555777 35.7238328)",,,
313765400,,,unclassified,,False,True,10.61,"LINESTRING (0.754212 35.718317, 0.7541085 35.7182718)",,,
