osmid,highway,oneway,reversed,length,ref,maxspeed,geometry,lanes,name,junction
436159017,primary,False,False,111.684,RN 7;RN 17C,40,"LINESTRING (-0.2449639 35.2335039, -0.2455741 35.2330841, -0.2456634 35.233029, -0.2457552 35.2329794, -0.2459371 35.2328939)",2,,
198396239,tertiary,False,True,69.003,,,"LINESTRING (-0.2426832 35.2351769, -0.2431519 35.2356653)",,,
312974143,primary,False,False,135.942,RN 7;RN 17C,40,"LINESTRING (-0.2426832 35.2351769, -0.2438113 35.2343734)",2,,
312974151,primary,False,True,52.121,RN 7,40,"LINESTRING (-0.2426832 35.2351769, -0.2423048 35.2348245)",2,,
1095118052,primary,False,False,67.67,RN 17,,"LINESTRING (-0.2426832 35.2351769, -0.2421236 35.2355787)",,,
312974148,trunk_link,False,False,12.259,,20,"LINESTRING (-0.2473902 35.2326758, -0.247378 35.2327856)",,,
190025342,trunk,True,False,56.81700000000001,RN 7,50,"LINESTRING (-0.2473902 35.2326758, -0.2469622 35.2326522, -0.2467661 35.2326409)",2,,
312974146,residential,False,False,70.042,,,"LINESTRING (-0.2473902 35.2326758, -0.2474472 35.2322679, -0.2471822 35.2322324)",,,
198396239,tertiary,False,False,74.943,,,"LINESTRING (-0.2441687 35.2366079, -0.2436232 35.2361022)",,,
198396239,tertiary,False,True,54.461,,,"LINESTRING (-0.2441687 35.2366079, -0.2445658 35.2369749)",,,
312981978,residential,False,False,90.012,,,"LINESTRING (-0.2441687 35.2366079, -0.2434233 35.2371414)",,,
312981978,residential,False,True,134.157,,,"LINESTRING (-0.2441687 35.2366079, -0.2452797 35.2358128)",,,
198396237,residential,False,False,72.407,,,"LINESTRING (-0.2425138 35.2369265, -0.2430411 35.2374149)",,,
198396237,residential,False,True,66.137,,,"LINESTRING (-0.2425138 35.2369265, -0.2420399 35.2364749)",,,
198396249,residential,False,False,53.21,,,"LINESTRING (-0.2425138 35.2369265, -0.2420804 35.2372485)",,,
198396249,residential,False,True,136.21,,,"LINESTRING (-0.2425138 35.2369265, -0.2436232 35.2361022)",,,
198396226,residential,False,False,43.487,,,"LINESTRING (-0.2374979 35.2334207, -0.237816 35.233713)",,,
198396226,residential,False,True,42.749,,,"LINESTRING (-0.2374979 35.2334207, -0.2371974 35.2331248)",,,
198396211,residential,False,False,25.118,,,"LINESTRING (-0.2468707 35.2361196, -0.2470809 35.2359728)",,,
198396211,residential,False,True,40.467,,,"LINESTRING (-0.2468707 35.2361196, -0.24654 35.2363635)",,,
436159018,tertiary,False,False,104.421,,40,"LINESTRING (-0.2468707 35.2361196, -0.2471443 35.2370317)",2,,
436159018,tertiary,False,True,22.096,,40,"LINESTRING (-0.2468707 35.2361196, -0.2468128 35.2359266)",2,,
312979981,tertiary,False,False,52.596,,40,"LINESTRING (-0.2438467 35.2324427, -0.2442187 35.2328052)",2,,
312979981,tertiary,False,True,52.671,,40,"LINESTRING (-0.2438467 35.2324427, -0.2434711 35.2320818)",2,,
312979984,tertiary,False,False,63.765,,40,"LINESTRING (-0.2438467 35.2324427, -0.2433121 35.2328144)",2,AVENUE AISSAT IDDIR,
198396247,residential,False,True,50.891,,,"LINESTRING (-0.2438467 35.2324427, -0.2439174 35.2323633, -0.243966 35.232006)",,,
312981978,residential,False,False,67.711,,,"LINESTRING (-0.2464844 35.2349505, -0.2459241 35.2353522)",,,
312981978,residential,False,True,56.362,,,"LINESTRING (-0.2464844 35.2349505, -0.2469474 35.234613)",,,
436159018,tertiary,False,True,71.422,,40,"LINESTRING (-0.2464844 35.2349505, -0.2459983 35.2344456)",2,,
436159018,tertiary,False,False,67.31400000000001,,40,"LINESTRING (-0.2464844 35.2349505, -0.2465494 35.2350482, -0.2466933 35.2355282)",2,,
198396229,residential,False,True,159.629,,,"LINESTRING (-0.2394197 35.2356328, -0.2406038 35.2366937)",,,
312979984,tertiary,False,True,34.958,,40,"LINESTRING (-0.2394197 35.2356328, -0.2397069 35.2354235)",2,AVENUE AISSAT IDDIR,
312979984,tertiary,False,False,120.25399999999999,,40,"LINESTRING (-0.2394197 35.2356328, -0.2391812 35.235806, -0.2390442 35.2358854, -0.238894 35.2359323, -0.2387394 35.235954, -0.2385671 35.2359468, -0.2382238 35.235907)",2,AVENUE AISSAT IDDIR,
198396206,residential,False,True,64.99,,,"LINESTRING (-0.239987 35.2326764, -0.2394348 35.2330481)",,,
312974151,primary,False,False,97.807,RN 7,40,"LINESTRING (-0.239987 35.2326764, -0.2406983 35.2333368)",2,,
312974151,primary,False,True,19.322,RN 7,40,"LINESTRING (-0.239987 35.2326764, -0.2398457 35.2325465)",2,,
312981981,primary,False,False,6.782,RN 17C,30,"LINESTRING (-0.2461352 35.232787, -0.2461728 35.2328397)",,,
312981982,trunk,True,False,21.565,RN 7,50,"LINESTRING (-0.2461352 35.232787, -0.2459371 35.2328939)",2,,
312979987,primary,False,True,12.058,RN 17C,30,"LINESTRING (-0.2461352 35.232787, -0.2461157 35.2327546, -0.2460999 35.2327208, -0.2460879 35.232686)",,,
198396206,residential,False,False,69.65,,,"LINESTRING (-0.2388604 35.2334631, -0.2394348 35.2330481)",,,
198396206,residential,False,True,49.227,,,"LINESTRING (-0.2388604 35.2334631, -0.2384495 35.2337518)",,,
198396237,residential,False,False,105.439,,,"LINESTRING (-0.2388604 35.2334631, -0.2396274 35.2341749)",,,
198396237,residential,False,True,140.58,,,"LINESTRING (-0.2388604 35.2334631, -0.2378531 35.2325032)",,,
198396233,residential,False,True,118.092,,,"LINESTRING (-0.2419998 35.2372596, -0.2421393 35.2383155)",,,
198396249,residential,False,False,201.929,,,"LINESTRING (-0.2419998 35.2372596, -0.2397819 35.237387)",,,
198396249,residential,False,True,7.423,,,"LINESTRING (-0.2419998 35.2372596, -0.2420804 35.2372485)",,,
198396231,tertiary,False,False,153.86,,40,"LINESTRING (-0.2467198 35.2371165, -0.2450741 35.2374449)",2,,
198396231,tertiary,False,True,4.19,,40,"LINESTRING (-0.2467198 35.2371165, -0.2467646 35.2371075)",2,,
198396232,residential,False,True,73.08,,,"LINESTRING (-0.2467198 35.2371165, -0.2461761 35.236632)",,,
198396211,residential,False,False,134.861,,,"LINESTRING (-0.2450741 35.2374449, -0.2461761 35.236632)",,,
198396231,tertiary,False,True,153.86,,40,"LINESTRING (-0.2450741 35.2374449, -0.2467198 35.2371165)",2,,
198396239,tertiary,False,False,69.731,,,"LINESTRING (-0.2450741 35.2374449, -0.2445658 35.2369749)",,,
198398925,residential,False,True,56.323,,,"LINESTRING (-0.2450741 35.2374449, -0.2456103 35.2376994)",,,
198396239,tertiary,False,True,125.093,,,"LINESTRING (-0.2450741 35.2374449, -0.2458729 35.2381841, -0.2459933 35.2382824)",,,
198396217,residential,False,False,73.274,,,"LINESTRING (-0.2475495 35.2341741, -0.2470395 35.2336635)",,,
198396217,residential,False,True,31.483,,,"LINESTRING (-0.2475495 35.2341741, -0.2477776 35.2343873)",,,
312981978,residential,False,False,35.302,,,"LINESTRING (-0.2475495 35.2341741, -0.2472839 35.2344059)",,,
198396223,residential,False,False,78.25,,,"LINESTRING (-0.2379626 35.2352364, -0.2382238 35.235907)",,,
198396230,residential,False,True,51.224,,,"LINESTRING (-0.2379626 35.2352364, -0.2374307 35.2353896)",,,
"[339268494, 198396230]",residential,False,False,14.658999999999999,,,"LINESTRING (-0.2379626 35.2352364, -0.238073 35.2352046, -0.2381093 35.2351838)",,,
198396226,residential,False,False,42.749,,,"LINESTRING (-0.2371974 35.2331248, -0.2374979 35.2334207)",,,
198396205,residential,False,False,54.784,,,"LINESTRING (-0.2375599 35.2343864, -0.2378823 35.2348028)",,,
198396206,residential,False,False,66.697,,,"LINESTRING (-0.2375599 35.2343864, -0.238112 35.2339909)",,,
312979984,tertiary,False,False,29.03,,40,"LINESTRING (-0.2399499 35.2352539, -0.2397069 35.2354235)",2,AVENUE AISSAT IDDIR,
312979984,tertiary,False,True,3.701,,40,"LINESTRING (-0.2399499 35.2352539, -0.2399808 35.2352322)",2,AVENUE AISSAT IDDIR,
312981978,residential,False,True,55.955,,,"LINESTRING (-0.2399499 35.2352539, -0.2403652 35.2356256)",,,
312979984,tertiary,False,True,52.516,,40,"LINESTRING (-0.2371994 35.2362143, -0.2377453 35.2360586)",2,AVENUE AISSAT IDDIR,
198396217,residential,False,False,120.779,,,"LINESTRING (-0.2470395 35.2336635, -0.2461728 35.2328397)",,,
198396217,residential,False,True,73.274,,,"LINESTRING (-0.2470395 35.2336635, -0.2475495 35.2341741)",,,
198396249,residential,False,False,36.483,,,"LINESTRING (-0.2470395 35.2336635, -0.2467405 35.2338826)",,,
198396225,residential,False,False,79.688,,,"LINESTRING (-0.2377453 35.2360586, -0.2374307 35.2353896)",,,
312979984,tertiary,False,False,52.516,,40,"LINESTRING (-0.2377453 35.2360586, -0.2371994 35.2362143)",2,AVENUE AISSAT IDDIR,
312979984,tertiary,False,True,46.613,,40,"LINESTRING (-0.2377453 35.2360586, -0.2382238 35.235907)",2,AVENUE AISSAT IDDIR,
198396215,residential,False,True,50.435,,,"LINESTRING (-0.2388472 35.2316263, -0.2383523 35.231832)",,,
312974151,primary,False,False,54.098,RN 7,40,"LINESTRING (-0.2388472 35.2316263, -0.2392315 35.231998)",2,,
198396217,residential,False,True,120.779,,,"LINESTRING (-0.2461728 35.2328397, -0.2470395 35.2336635)",,,
312981981,primary,False,True,6.782,RN 17C,30,"LINESTRING (-0.2461728 35.2328397, -0.2461352 35.232787)",,,
198396214,trunk,True,False,110.731,RN 7,50,"LINESTRING (-0.2461728 35.2328397, -0.2464593 35.2327762, -0.2466479 35.2327549, -0.2468151 35.2327502, -0.2469716 35.2327579, -0.247378 35.2327856)",2,,
198396226,residential,False,False,40.959,,,"LINESTRING (-0.237816 35.233713, -0.238112 35.2339909)",,,
198396226,residential,False,True,43.487,,,"LINESTRING (-0.237816 35.233713, -0.2374979 35.2334207)",,,
198396205,residential,False,True,47.116,,,"LINESTRING (-0.2381093 35.2351838, -0.2378823 35.2348028)",,,
339268494,residential,False,False,87.518,,,"LINESTRING (-0.2381093 35.2351838, -0.2381701 35.235149, -0.2388675 35.2346982)",,,
"[198396230, 339268494]",residential,False,True,14.658999999999999,,,"LINESTRING (-0.2381093 35.2351838, -0.238073 35.2352046, -0.2379626 35.2352364)",,,
198396249,residential,False,True,58.196,,,"LINESTRING (-0.2391427 35.2374237, -0.2397819 35.237387)",,,
1095118052,primary,False,False,39.685,RN 17,,"LINESTRING (-0.2391427 35.2374237, -0.2387336 35.2375491)",,,
1095118052,primary,False,True,156.906,RN 17,,"LINESTRING (-0.2391427 35.2374237, -0.2393208 35.2373691, -0.2396668 35.2372537, -0.2399297 35.2371312, -0.2406038 35.2366937)",,,
198396239,tertiary,False,False,64.748,,,"LINESTRING (-0.2436232 35.2361022, -0.2431519 35.2356653)",,,
198396239,tertiary,False,True,74.943,,,"LINESTRING (-0.2436232 35.2361022, -0.2441687 35.2366079)",,,
198396249,residential,False,False,136.21,,,"LINESTRING (-0.2436232 35.2361022, -0.2425138 35.2369265)",,,
198396249,residential,False,True,137.43,,,"LINESTRING (-0.2436232 35.2361022, -0.2447789 35.2353044)",,,
198396242,residential,False,False,98.076,,,"LINESTRING (-0.2398272 35.2387361, -0.2389689 35.2389683, -0.2388616 35.2390122, -0.2388222 35.2390444)",,,
198396242,residential,False,True,215.832,,,"LINESTRING (-0.2398272 35.2387361, -0.2405299 35.2385433, -0.2406748 35.2385127, -0.2409054 35.2384995, -0.2412971 35.238447, -0.2421393 35.2383155)",,,
198399540,residential,False,False,64.822,,,"LINESTRING (-0.2398272 35.2387361, -0.2395374 35.2383155, -0.2394328 35.2383681)",,,
198396215,residential,False,False,105.439,,,"LINESTRING (-0.2392165 35.2344636, -0.2384495 35.2337518)",,,
198396215,residential,False,True,110.104,,,"LINESTRING (-0.2392165 35.2344636, -0.2399808 35.2352322)",,,
339268494,residential,False,False,49.227,,,"LINESTRING (-0.2392165 35.2344636, -0.2396274 35.2341749)",,,
339268494,residential,False,True,32.692,,,"LINESTRING (-0.2392165 35.2344636, -0.238947 35.2346585)",,,
198396207,residential,False,False,51.177,,,"LINESTRING (-0.2383523 35.231832, -0.2385865 35.2322506)",,,
198396215,residential,False,False,50.435,,,"LINESTRING (-0.2383523 35.231832, -0.2388472 35.2316263)",,,
198396215,residential,False,True,76.026,,,"LINESTRING (-0.2383523 35.231832, -0.2375836 35.2321026)",,,
198396229,residential,False,False,159.629,,,"LINESTRING (-0.2406038 35.2366937, -0.2394197 35.2356328)",,,
1095118052,primary,False,True,59.352,RN 17,,"LINESTRING (-0.2406038 35.2366937, -0.2410854 35.2363329)",,,
1095118052,primary,False,False,156.906,RN 17,,"LINESTRING (-0.2406038 35.2366937, -0.2399297 35.2371312, -0.2396668 35.2372537, -0.2393208 35.2373691, -0.2391427 35.2374237)",,,
198396232,residential,False,False,72.558,,,"LINESTRING (-0.2447789 35.2353044, -0.2452797 35.2358128)",,,
198396232,residential,False,True,67.419,,,"LINESTRING (-0.2447789 35.2353044, -0.2442929 35.2348461)",,,
198396249,residential,False,False,137.43,,,"LINESTRING (-0.2447789 35.2353044, -0.2436232 35.2361022)",,,
198396249,residential,False,True,50.195,,,"LINESTRING (-0.2447789 35.2353044, -0.2452074 35.2350193)",,,
198396232,residential,False,False,68.381,,,"LINESTRING (-0.2438113 35.2343734, -0.2442929 35.2348461)",,,
198396232,residential,False,True,54.254,,,"LINESTRING (-0.2438113 35.2343734, -0.2434093 35.2340125)",,,
312974143,primary,False,False,48.059,RN 7;RN 17C,40,"LINESTRING (-0.2438113 35.2343734, -0.244209 35.2340883)",2,,
312974143,primary,False,True,135.942,RN 7;RN 17C,40,"LINESTRING (-0.2438113 35.2343734, -0.2426832 35.2351769)",2,,
198396244,residential,False,False,109.541,,,"LINESTRING (-0.2397069 35.2354235, -0.238947 35.2346585)",,,
312979984,tertiary,False,False,34.958,,40,"LINESTRING (-0.2397069 35.2354235, -0.2394197 35.2356328)",2,AVENUE AISSAT IDDIR,
312979984,tertiary,False,True,29.03,,40,"LINESTRING (-0.2397069 35.2354235, -0.2399499 35.2352539)",2,AVENUE AISSAT IDDIR,
198396206,residential,False,False,49.227,,,"LINESTRING (-0.2384495 35.2337518, -0.2388604 35.2334631)",,,
198396206,residential,False,True,40.577,,,"LINESTRING (-0.2384495 35.2337518, -0.238112 35.2339909)",,,
198396215,residential,False,False,154.92,,,"LINESTRING (-0.2384495 35.2337518, -0.2373185 35.2327089)",,,
198396215,residential,False,True,105.439,,,"LINESTRING (-0.2384495 35.2337518, -0.2392165 35.2344636)",,,
198396215,residential,False,False,76.026,,,"LINESTRING (-0.2375836 35.2321026, -0.2383523 35.231832)",,,
198396237,residential,False,False,50.827,,,"LINESTRING (-0.2375836 35.2321026, -0.2378531 35.2325032)",,,
198396215,residential,False,True,104.945,,,"LINESTRING (-0.2375836 35.2321026, -0.2370578 35.2322795, -0.2373185 35.2327089)",,,
198396207,residential,False,False,117.474,,,"LINESTRING (-0.2385865 35.2322506, -0.2394348 35.2330481)",,,
198396207,residential,False,True,51.177,,,"LINESTRING (-0.2385865 35.2322506, -0.2383523 35.231832)",,,
198396218,tertiary,False,False,72.292,,40,"LINESTRING (-0.2385865 35.2322506, -0.2378531 35.2325032)",2,,
198396218,tertiary,False,True,64.969,,40,"LINESTRING (-0.2385865 35.2322506, -0.2392315 35.231998)",2,,
198396237,residential,False,False,55.955,,,"LINESTRING (-0.240405 35.2349255, -0.2408203 35.2352972)",,,
198396237,residential,False,True,109.334,,,"LINESTRING (-0.240405 35.2349255, -0.2396274 35.2341749)",,,
312979984,tertiary,False,False,51.453,,40,"LINESTRING (-0.240405 35.2349255, -0.2399808 35.2352322)",2,AVENUE AISSAT IDDIR,
312979984,tertiary,False,True,69.855,,40,"LINESTRING (-0.240405 35.2349255, -0.2409705 35.2344997)",2,AVENUE AISSAT IDDIR,
198396215,residential,False,False,110.104,,,"LINESTRING (-0.2399808 35.2352322, -0.2392165 35.2344636)",,,
312979984,tertiary,False,False,3.701,,40,"LINESTRING (-0.2399808 35.2352322, -0.2399499 35.2352539)",2,AVENUE AISSAT IDDIR,
312979984,tertiary,False,True,51.453,,40,"LINESTRING (-0.2399808 35.2352322, -0.240405 35.2349255)",2,AVENUE AISSAT IDDIR,
198396212,residential,False,False,75.577,,,"LINESTRING (-0.2385008 35.2343481, -0.2378823 35.2348028)",,,
198396226,residential,False,False,51.232,,,"LINESTRING (-0.2385008 35.2343481, -0.2388675 35.2346982)",,,
198396226,residential,False,True,53.147,,,"LINESTRING (-0.2385008 35.2343481, -0.238112 35.2339909)",,,
198396212,residential,False,True,61.576,,,"LINESTRING (-0.2372328 35.2349616, -0.2378823 35.2348028)",,,
198396225,residential,False,True,50.873,,,"LINESTRING (-0.2372328 35.2349616, -0.2374307 35.2353896)",,,
198396205,residential,False,False,47.116,,,"LINESTRING (-0.2378823 35.2348028, -0.2381093 35.2351838)",,,
198396205,residential,False,True,54.784,,,"LINESTRING (-0.2378823 35.2348028, -0.2375599 35.2343864)",,,
198396212,residential,False,False,61.576,,,"LINESTRING (-0.2378823 35.2348028, -0.2372328 35.2349616)",,,
198396212,residential,False,True,75.577,,,"LINESTRING (-0.2378823 35.2348028, -0.2385008 35.2343481)",,,
198396206,residential,False,False,40.577,,,"LINESTRING (-0.238112 35.2339909, -0.2384495 35.2337518)",,,
198396206,residential,False,True,66.697,,,"LINESTRING (-0.238112 35.2339909, -0.2375599 35.2343864)",,,
198396226,residential,False,False,53.147,,,"LINESTRING (-0.238112 35.2339909, -0.2385008 35.2343481)",,,
198396226,residential,False,True,40.959,,,"LINESTRING (-0.238112 35.2339909, -0.237816 35.233713)",,,
198396223,residential,False,True,78.25,,,"LINESTRING (-0.2382238 35.235907, -0.2379626 35.2352364)",,,
312979984,tertiary,False,False,46.613,,40,"LINESTRING (-0.2382238 35.235907, -0.2377453 35.2360586)",2,AVENUE AISSAT IDDIR,
312979984,tertiary,False,True,120.254,,40,"LINESTRING (-0.2382238 35.235907, -0.2385671 35.2359468, -0.2387394 35.235954, -0.238894 35.2359323, -0.2390442 35.2358854, -0.2391812 35.235806, -0.2394197 35.2356328)",2,AVENUE AISSAT IDDIR,
198399553,residential,False,True,11.46,,,"LINESTRING (-0.2372447 35.2380055, -0.237289 35.238102)",,,
1095118052,primary,False,True,84.248,RN 17,,"LINESTRING (-0.2372447 35.2380055, -0.2381132 35.2377393)",,,
198396237,residential,False,False,68.559,,,"LINESTRING (-0.2415625 35.2359973, -0.2420399 35.2364749)",,,
198396237,residential,False,True,54.314,,,"LINESTRING (-0.2415625 35.2359973, -0.2411793 35.2356223)",,,
1095118052,primary,False,False,57.185,RN 17,,"LINESTRING (-0.2415625 35.2359973, -0.2410854 35.2363329)",,,
1095118052,primary,False,True,60.22,RN 17,,"LINESTRING (-0.2415625 35.2359973, -0.2420529 35.2356328)",,,
198396211,residential,False,False,44.538,,,"LINESTRING (-0.2461761 35.236632, -0.24654 35.2363635)",,,
198396211,residential,False,True,134.861,,,"LINESTRING (-0.2461761 35.236632, -0.2450741 35.2374449)",,,
198396232,residential,False,False,73.08,,,"LINESTRING (-0.2461761 35.236632, -0.2467198 35.2371165)",,,
198396232,residential,False,True,39.637,,,"LINESTRING (-0.2461761 35.236632, -0.2458853 35.2363662)",,,
198396232,residential,False,False,66.305,,,"LINESTRING (-0.2452797 35.2358128, -0.2457662 35.2362574)",,,
198396232,residential,False,True,72.558,,,"LINESTRING (-0.2452797 35.2358128, -0.2447789 35.2353044)",,,
312981978,residential,False,False,134.157,,,"LINESTRING (-0.2452797 35.2358128, -0.2441687 35.2366079)",,,
312981978,residential,False,True,50.195,,,"LINESTRING (-0.2452797 35.2358128, -0.2456959 35.2355158)",,,
385183880,residential,False,True,50.048,,40,"LINESTRING (-0.2475976 35.2384396, -0.2474538 35.2380051)",2,,
198396244,residential,False,True,109.541,,,"LINESTRING (-0.238947 35.2346585, -0.2397069 35.2354235)",,,
339268494,residential,False,False,32.692,,,"LINESTRING (-0.238947 35.2346585, -0.2392165 35.2344636)",,,
339268494,residential,False,True,8.463,,,"LINESTRING (-0.238947 35.2346585, -0.2388675 35.2346982)",,,
198396237,residential,False,True,72.407,,,"LINESTRING (-0.2430411 35.2374149, -0.2425138 35.2369265)",,,
312981978,residential,False,True,46.15,,,"LINESTRING (-0.2430411 35.2374149, -0.2434233 35.2371414)",,,
312981978,residential,False,False,120.137,,,"LINESTRING (-0.2430411 35.2374149, -0.242687 35.2376684, -0.2426226 35.237694, -0.2425475 35.2376769, -0.2420804 35.2372485)",,,
198396232,residential,False,False,54.285,,,"LINESTRING (-0.242645 35.2333124, -0.2430426 35.2336769)",,,
312979984,tertiary,False,False,34.128,,40,"LINESTRING (-0.242645 35.2333124, -0.2423622 35.2335145)",2,AVENUE AISSAT IDDIR,
312979984,tertiary,False,True,21.296,,40,"LINESTRING (-0.242645 35.2333124, -0.2428173 35.2331825)",2,AVENUE AISSAT IDDIR,
198396233,residential,False,False,118.092,,,"LINESTRING (-0.2421393 35.2383155, -0.2419998 35.2372596)",,,
198396233,residential,False,True,71.308,,,"LINESTRING (-0.2421393 35.2383155, -0.2421629 35.2389565)",,,
198396242,residential,False,False,215.832,,,"LINESTRING (-0.2421393 35.2383155, -0.2412971 35.238447, -0.2409054 35.2384995, -0.2406748 35.2385127, -0.2405299 35.2385433, -0.2398272 35.2387361)",,,
198396207,residential,False,False,109.073,,,"LINESTRING (-0.240187 35.2337563, -0.2409705 35.2344997)",,,
198396207,residential,False,True,104.253,,,"LINESTRING (-0.240187 35.2337563, -0.2394348 35.2330481)",,,
339268494,residential,False,False,65.821,,,"LINESTRING (-0.240187 35.2337563, -0.2406983 35.2333368)",,,
339268494,residential,False,True,68.919,,,"LINESTRING (-0.240187 35.2337563, -0.2396274 35.2341749)",,,
198396242,residential,False,False,52.596,,,"LINESTRING (-0.2379309 35.2394299, -0.2373965 35.2396122)",,,
198399553,residential,False,False,68.381,,,"LINESTRING (-0.2379309 35.2394299, -0.2376385 35.2388632)",,,
198396242,residential,False,True,93.116,,,"LINESTRING (-0.2379309 35.2394299, -0.2386256 35.2392049, -0.2388222 35.2390444)",,,
198396249,residential,False,False,96.07,,,"LINESTRING (-0.2459983 35.2344456, -0.2452074 35.2350193)",,,
198396249,residential,False,True,56.529,,,"LINESTRING (-0.2459983 35.2344456, -0.2464578 35.2341027)",,,
436159018,tertiary,False,False,71.422,,40,"LINESTRING (-0.2459983 35.2344456, -0.2464844 35.2349505)",2,,
436159018,tertiary,False,True,140.681,,40,"LINESTRING (-0.2459983 35.2344456, -0.2449639 35.2335039)",2,,
312974151,primary,False,False,56.846,RN 7,40,"LINESTRING (-0.2415245 35.2340947, -0.2419336 35.2344816)",2,,
312974151,primary,False,True,88.147,RN 7,40,"LINESTRING (-0.2415245 35.2340947, -0.2408839 35.2334992)",2,,
312979984,tertiary,False,False,67.526,,40,"LINESTRING (-0.2415245 35.2340947, -0.2409705 35.2344997)",2,AVENUE AISSAT IDDIR,
312979984,tertiary,False,True,40.306,,40,"LINESTRING (-0.2415245 35.2340947, -0.2418674 35.2338646)",2,AVENUE AISSAT IDDIR,
198396226,residential,False,True,51.232,,,"LINESTRING (-0.2388675 35.2346982, -0.2385008 35.2343481)",,,
339268494,residential,False,False,8.463,,,"LINESTRING (-0.2388675 35.2346982, -0.238947 35.2346585)",,,
339268494,residential,False,True,87.518,,,"LINESTRING (-0.2388675 35.2346982, -0.2381701 35.235149, -0.2381093 35.2351838)",,,
198396249,residential,False,False,7.423,,,"LINESTRING (-0.2420804 35.2372485, -0.2419998 35.2372596)",,,
198396249,residential,False,True,53.21,,,"LINESTRING (-0.2420804 35.2372485, -0.2425138 35.2369265)",,,
312981978,residential,False,False,136.131,,,"LINESTRING (-0.2420804 35.2372485, -0.2410854 35.2363329)",,,
312981978,residential,False,True,120.137,,,"LINESTRING (-0.2420804 35.2372485, -0.2425475 35.2376769, -0.2426226 35.237694, -0.242687 35.2376684, -0.2430411 35.2374149)",,,
198396231,tertiary,False,False,35.5,,40,"LINESTRING (-0.2471443 35.2370317, -0.2467646 35.2371075)",2,,
198396231,tertiary,False,True,76.171,,40,"LINESTRING (-0.2471443 35.2370317, -0.2479595 35.2368707)",2,,
385183880,residential,False,False,38.087,,40,"LINESTRING (-0.2471443 35.2370317, -0.2472445 35.2373643)",2,,
436159018,tertiary,False,True,104.421,,40,"LINESTRING (-0.2471443 35.2370317, -0.2468707 35.2361196)",2,,
198396225,residential,False,False,50.873,,,"LINESTRING (-0.2374307 35.2353896, -0.2372328 35.2349616)",,,
198396225,residential,False,True,79.688,,,"LINESTRING (-0.2374307 35.2353896, -0.2377453 35.2360586)",,,
