osmid,oneway,ref,highway,maxspeed,reversed,length,geometry,name,bridge
141905655,True,RN 16,primary,50,False,90.04399999999998,"LINESTRING (8.0628078 34.7405362, 8.0627538 34.740171, 8.0627203 34.7398977, 8.0627002 34.7397313)",,
209941138,True,,tertiary,,False,9.884,"LINESTRING (8.0628078 34.7405362, 8.0628562 34.7405213, 8.0629102 34.7405077)",,
210512918,False,,residential,,False,8.095,"LINESTRING (8.0631588 34.7422649, 8.0630703 34.7422616)",,
209613407,True,RN 16,primary,50,False,127.95400000000001,"LINESTRING (8.0631588 34.7422649, 8.0632272 34.7428545, 8.0632487 34.743195, 8.0632621 34.7434122)",,
210512918,False,,residential,,True,23.692,"LINESTRING (8.0631588 34.7422649, 8.0633639 34.742287, 8.0634159 34.7422815)",,
210676689,False,,secondary,,True,44.948,"LINESTRING (8.0554596 34.7418527, 8.0556151 34.7422362)",,
731254913,False,,residential,,True,39.166,"LINESTRING (8.0554596 34.7418527, 8.0550544 34.7419676)",,
210676689,False,,secondary,,False,42.091,"LINESTRING (8.0554596 34.7418527, 8.0554207 34.7417029, 8.0554019 34.7416169, 8.0553778 34.7414913, 8.0553769 34.7414805)",,
731254913,False,,residential,,False,60.706,"LINESTRING (8.0554596 34.7418527, 8.0557264 34.7417469, 8.055768 34.741726, 8.0559827 34.7415317)",,
210512933,False,,unclassified,,False,75.738,"LINESTRING (8.0624872 34.7457487, 8.063224 34.7460608)",,
210512933,False,,unclassified,,True,9.074,"LINESTRING (8.0624872 34.7457487, 8.0623946 34.7457192)",,
209613407,True,RN 16,primary,50,False,27.195,"LINESTRING (8.0624872 34.7457487, 8.0623262 34.745925, 8.0623062 34.7459427)",,
209936209,False,,tertiary,,False,31.46,"LINESTRING (8.0548091 34.7440678, 8.0551169 34.7441946)",,
210519916,False,,residential,,False,35.43,"LINESTRING (8.0548091 34.7440678, 8.0544687 34.7442204)",,
210519916,False,,residential,,True,28.804,"LINESTRING (8.0548091 34.7440678, 8.055087 34.7439455)",,
209936209,False,,tertiary,,True,30.563,"LINESTRING (8.0548091 34.7440678, 8.0546696 34.743984, 8.0545341 34.7439115)",,
210676689,False,,secondary,,False,32.384,"LINESTRING (8.0560978 34.7446104, 8.0560784 34.7443196)",,
210676689,False,,secondary,,True,8.586,"LINESTRING (8.0560978 34.7446104, 8.0560994 34.7446876)",,
731259959,False,,tertiary,,True,15.114,"LINESTRING (8.0560978 34.7446104, 8.0559592 34.7445362)",,
209936209,False,,tertiary,,False,6.946,"LINESTRING (8.0531475 34.7427211, 8.0531988 34.7427672)",,
209936209,False,,tertiary,,True,22.647,"LINESTRING (8.0531475 34.7427211, 8.0530027 34.7425558)",,
209941138,True,,tertiary,,False,17.443,"LINESTRING (8.0625057 34.7406152, 8.0626876 34.7405676)",,
210512925,False,,tertiary,,True,83.38499999999999,"LINESTRING (8.0625057 34.7406152, 8.0624709 34.7406135, 8.062436 34.7406041, 8.0623649 34.7405778, 8.0616743 34.7403112)",,
141905655,True,RN 16,primary,50,False,13.542,"LINESTRING (8.0628338 34.7406561, 8.0628078 34.7405362)",,
731237133,True,,tertiary,,False,24.34,"LINESTRING (8.0628338 34.7406561, 8.0625703 34.740624)",,
209941145,False,,residential,,False,6.914,"LINESTRING (8.0632621 34.7434122, 8.063187 34.7434198)",,
209613407,True,RN 16,primary,50,False,100.867,"LINESTRING (8.0632621 34.7434122, 8.0632596 34.7435888, 8.0632406 34.7437934, 8.0632299 34.7439377, 8.0631738 34.7442456, 8.0631536 34.744313)",,
730979025,False,,residential,,False,32.94,"LINESTRING (8.059401 34.7399155, 8.0594119 34.7402116)",,
210512925,False,,tertiary,,False,145.786,"LINESTRING (8.059401 34.7399155, 8.0599704 34.7399413, 8.0600964 34.7399506, 8.0602507 34.7399644, 8.0604196 34.7399875, 8.0606657 34.7400223, 8.0609232 34.7400742, 8.060977 34.7400907)",,
210512925,False,,tertiary,,True,74.977,"LINESTRING (8.059401 34.7399155, 8.0589719 34.73989, 8.0585831 34.7398616)",,
209941145,False,,residential,,True,6.914,"LINESTRING (8.063187 34.7434198, 8.0632621 34.7434122)",,
141905655,True,RN 16,primary,50,False,36.789,"LINESTRING (8.063187 34.7434198, 8.063183 34.7432732, 8.0631722 34.7430892)",,
334541715,False,,residential,,True,9.822,"LINESTRING (8.0610801 34.7467456, 8.061174 34.7467886)",,
141905655,True,RN 16,primary,50,False,143.26500000000001,"LINESTRING (8.0610801 34.7467456, 8.0615549 34.7464128, 8.061729 34.7462986, 8.0619115 34.7461632, 8.0621553 34.7459838, 8.0622362 34.7459059, 8.0622505 34.7458907)",,
210512906,False,,residential,,True,52.072,"LINESTRING (8.0610801 34.7467456, 8.0610453 34.746729, 8.061009 34.7466982, 8.0609875 34.7466707, 8.0609816 34.7466425, 8.0609875 34.7466178, 8.0612074 34.746371)",شارع هواري بومدين,
334541715,False,,residential,,False,9.822,"LINESTRING (8.061174 34.7467886, 8.0610801 34.7467456)",,
334541715,False,,residential,,True,64.566,"LINESTRING (8.061174 34.7467886, 8.0616466 34.7472203)",,
