osmid,ref,highway,oneway,reversed,length,geometry,lanes,junction,bridge
359244651,RN 86,primary,False,False,81.379,"LINESTRING (6.1873303 35.6907707, 6.1871172 35.6914818)",,,
359244649,RN 86,primary,True,False,114.57000000000001,"LINESTRING (6.1873303 35.6907707, 6.1873421 35.6907484, 6.1874356 35.6906532, 6.1875697 35.690614, 6.1885155 35.6905896)",,,
359244652,,residential,False,False,101.53699999999999,"LINESTRING (6.1873303 35.6907707, 6.1874832 35.6899088, 6.1875026 35.6898695)",,,
126980130,CW 153,secondary,False,False,245.348,"LINESTRING (6.186924 35.6925971, 6.1865181 35.6947788)",,,
359244542,,residential,False,False,68.14,"LINESTRING (6.186924 35.6925971, 6.1876708 35.6926846)",,,
359244651,RN 86,primary,False,False,65.167,"LINESTRING (6.186924 35.6925971, 6.1862105 35.6925095)",,,
359244651,RN 86,primary,False,True,125.237,"LINESTRING (6.186924 35.6925971, 6.1871172 35.6914818)",,,
359244662,,residential,False,True,75.91999999999999,"LINESTRING (6.1821273 35.696522, 6.181755 35.6963452, 6.1814239 35.6961496)",,,
402181953,RN 86,primary,False,False,287.504,"LINESTRING (6.1821273 35.696522, 6.1822754 35.6963848, 6.1823811 35.6962461, 6.1824363 35.6960994, 6.1824137 35.695249, 6.1824868 35.6949849, 6.1824868 35.6947274, 6.1824851 35.6942769, 6.1824543 35.6940208)",2,,
359240111,,residential,False,False,72.909,"LINESTRING (6.1871172 35.6914818, 6.1879159 35.6915774)",,,
359240116,,residential,False,False,63.976,"LINESTRING (6.1871172 35.6914818, 6.1864172 35.6913934)",,,
359244651,RN 86,primary,False,False,125.237,"LINESTRING (6.1871172 35.6914818, 6.186924 35.6925971)",,,
359244651,RN 86,primary,False,True,81.379,"LINESTRING (6.1871172 35.6914818, 6.1873303 35.6907707)",,,
