osmid,oneway,highway,reversed,length,ref,geometry,junction
265142703,True,secondary,False,12.269,,"LINESTRING (7.0563386 36.9013479, 7.0562869 36.9012456)",
585473217,True,secondary,False,209.08,CW 18,"LINESTRING (7.0563386 36.9013479, 7.0555866 36.9016056, 7.0546118 36.9019268, 7.0544864 36.9019789, 7.054374 36.9020361, 7.0542171 36.9021408)",
339420523,False,residential,True,13.486,,"LINESTRING (7.0582025 36.9004687, 7.0580681 36.9004125)",
265142469,True,secondary,False,189.493,CW 18,"LINESTRING (7.0582025 36.9004687, 7.0581129 36.9006248, 7.0579683 36.9007475, 7.057753 36.9008704, 7.0564259 36.9013192)",
339420523,False,residential,False,356.44200000000006,,"LINESTRING (7.0582025 36.9004687, 7.0583129 36.9006239, 7.058428 36.9009053, 7.0581456 36.9011138, 7.0570202 36.9016889, 7.0569593 36.9017393, 7.0574156 36.9021476, 7.0574916 36.9021927, 7.0575894 36.9021754, 7.0578305 36.9019947, 7.0579153 36.9019703, 7.0580395 36.9019768, 7.0581813 36.9020692)",
300146181,True,secondary,False,8.628,CW 18,"LINESTRING (7.0562869 36.9012456, 7.0563746 36.9012124)",
278737143,True,secondary,False,210.40099999999998,,"LINESTRING (7.0562869 36.9012456, 7.0560236 36.900688, 7.055786 36.9001939, 7.0555848 36.8998807, 7.055495 36.8997574, 7.0553073 36.8995306)",
300146181,True,secondary,False,48.78,CW 18,"LINESTRING (7.0580681 36.9004125, 7.058295 36.9000131)",
339420523,False,residential,False,13.486,,"LINESTRING (7.0580681 36.9004125, 7.0582025 36.9004687)",
265142469,True,secondary,False,51.324,CW 18,"LINESTRING (7.058295 36.9000131, 7.0582025 36.9004687)",
265142702,True,secondary,False,12.722,,"LINESTRING (7.0563746 36.9012124, 7.0564259 36.9013192)",
300146181,True,secondary,False,68.671,CW 18,"LINESTRING (7.0563746 36.9012124, 7.0570856 36.9009713)",
265142469,True,secondary,False,8.393,CW 18,"LINESTRING (7.0564259 36.9013192, 7.0563386 36.9013479)",
265142787,False,unclassified,False,58.199,,"LINESTRING (7.053357 36.9018071, 7.0539738 36.9019822)",
1013936886,False,residential,False,165.328,,"LINESTRING (7.053357 36.9018071, 7.0534667 36.9014114, 7.0535123 36.9013878, 7.053692 36.9014136, 7.0541185 36.9014704, 7.0541534 36.9015015, 7.0541561 36.9015476, 7.0539738 36.9019822)",
265142787,False,unclassified,True,24.266,,"LINESTRING (7.053357 36.9018071, 7.0530909 36.9017587)",
265142787,False,unclassified,False,9.203,,"LINESTRING (7.0539738 36.9019822, 7.0540066 36.9020607)",
265142787,False,unclassified,True,58.199,,"LINESTRING (7.0539738 36.9019822, 7.053357 36.9018071)",
1013936886,False,residential,True,165.328,,"LINESTRING (7.0539738 36.9019822, 7.0541561 36.9015476, 7.0541534 36.9015015, 7.0541185 36.9014704, 7.053692 36.9014136, 7.0535123 36.9013878, 7.0534667 36.9014114, 7.053357 36.9018071)",
278737772,True,secondary,False,11.373,,"LINESTRING (7.0510933 36.8933352, 7.0511364 36.8934315)",
339419184,False,residential,False,9.193,,"LINESTRING (7.0553073 36.8995306, 7.0553937 36.8994852)",
278737143,True,secondary,False,137.555,,"LINESTRING (7.0553073 36.8995306, 7.0551396 36.8993727, 7.0550815 36.899318, 7.054807 36.899128, 7.0545194 36.8989752, 7.0544091 36.8989166, 7.0541758 36.8987996, 7.0541048 36.8987668)",
338209641,False,residential,True,11.215,,"LINESTRING (7.0525045 36.8984866, 7.052591 36.8984132)",
278737143,True,secondary,False,342.598,,"LINESTRING (7.0525045 36.8984866, 7.0524859 36.8983869, 7.0524819 36.8983434, 7.0527269 36.897603, 7.052745 36.8974931, 7.0527526 36.897447, 7.0527526 36.8972984, 7.0527286 36.8971481, 7.0526806 36.8969266, 7.0526306 36.8967676, 7.0522484 36.8959492, 7.0520436 36.8955291)",
338209641,False,residential,False,295.027,,"LINESTRING (7.0525045 36.8984866, 7.0523519 36.8985201, 7.0522623 36.8985372, 7.051978 36.8985801, 7.05116 36.8986551, 7.0507798 36.898679, 7.0505618 36.8986809, 7.0503828 36.8986704, 7.0502111 36.8986532, 7.0500744 36.8986238, 7.0500421 36.8986168, 7.0498946 36.8985739, 7.0497203 36.8985052, 7.0493065 36.8983162)",
1087206946,True,residential,False,200.916,,"LINESTRING (7.0525045 36.8984866, 7.0525126 36.8987063, 7.0524488 36.8988987, 7.052102 36.8991947, 7.0519038 36.8993812, 7.0513875 36.8999925)",
338209662,False,residential,True,8.221,,"LINESTRING (7.0520436 36.8955291, 7.0521229 36.8954911)",
278737143,True,secondary,False,247.73400000000004,,"LINESTRING (7.0520436 36.8955291, 7.0516893 36.8948183, 7.051407 36.8942545, 7.0511136 36.893632, 7.0510576 36.8934472)",
338209662,False,residential,False,337.329,,"LINESTRING (7.0520436 36.8955291, 7.0518976 36.8956886, 7.0518278 36.8957851, 7.051793 36.8958817, 7.0517742 36.8960104, 7.0517822 36.8961241, 7.051801 36.8962485, 7.0518386 36.8963557, 7.0520585 36.8968662, 7.0521048 36.8969866, 7.0521229 36.8971258, 7.0521148 36.8972373, 7.0520853 36.8973489, 7.0520377 36.8974435, 7.0519787 36.8975207, 7.0519056 36.8975741, 7.0518017 36.8976193, 7.0515837 36.8976792, 7.0514979 36.8976835, 7.0513779 36.8976515, 7.0512786 36.8975936, 7.0512082 36.897514, 7.0511117 36.8973338)",
278737143,True,secondary,False,12.852,,"LINESTRING (7.0510576 36.8934472, 7.0510933 36.8933352)",
338209657,False,residential,False,7.222,,"LINESTRING (7.0510576 36.8934472, 7.0511364 36.8934315)",
338209657,False,residential,True,51.582,,"LINESTRING (7.0510576 36.8934472, 7.0504819 36.8935038)",
338209662,False,residential,False,8.221,,"LINESTRING (7.0521229 36.8954911, 7.0520436 36.8955291)",
278737772,True,secondary,False,312.524,,"LINESTRING (7.0521229 36.8954911, 7.052677 36.8966699, 7.0527362 36.896818, 7.052782 36.8969766, 7.0528271 36.8971962, 7.0528453 36.8973968, 7.0528348 36.8975117, 7.0528283 36.897582, 7.052651 36.8981893)",
"[339439637, 338209662]",False,residential,"[False, True]",818.7799999999999,,"LINESTRING (7.0521229 36.8954911, 7.0527854 36.8950558, 7.0531984 36.8947813, 7.0532796 36.8947343, 7.0541479 36.8943458, 7.0542204 36.8943265, 7.0543008 36.8943244, 7.0544027 36.8943458, 7.0545 36.8943932, 7.0546093 36.8944831, 7.0547467 36.8946056, 7.0548111 36.8946807, 7.0550579 36.8950839, 7.0551571 36.8952083, 7.0554114 36.895588, 7.0558066 36.8961905, 7.0557659 36.8962815, 7.0554082 36.8965156, 7.054839 36.8965026, 7.0546845 36.8965286, 7.05453 36.8966066, 7.0544406 36.8966977, 7.0543918 36.8968082, 7.0545138 36.8974519, 7.0545099 36.8976551, 7.0542976 36.898254, 7.0542695 36.8983299)",
338209641,False,residential,False,11.215,,"LINESTRING (7.052591 36.8984132, 7.0525045 36.8984866)",
278737772,True,secondary,False,24.006,,"LINESTRING (7.052591 36.8984132, 7.0526875 36.8984323, 7.0527568 36.8984386, 7.0528576 36.898438)",
339419184,False,residential,True,9.193,,"LINESTRING (7.0553937 36.8994852, 7.0553073 36.8995306)",
