osmid,ref,highway,oneway,reversed,length,maxspeed,geometry,name,lanes
39955472,,residential,False,True,112.834,,"LINESTRING (3.2274094 36.6193612, 3.2281014 36.619735, 3.2278954 36.6200381)",,
39955474,,residential,False,False,95.62700000000001,,"LINESTRING (3.2274094 36.6193612, 3.228052 36.6193669, 3.2284801 36.6193467)",,
454009929,,residential,False,False,16.234,,"LINESTRING (3.2264277 36.6193905, 3.226256 36.6194387)",,
454009929,,residential,False,True,35.668,,"LINESTRING (3.2264277 36.6193905, 3.2268266 36.6193708)",,
1172971243,,residential,False,False,61.543000000000006,,"LINESTRING (3.2264277 36.6193905, 3.2268867 36.619061, 3.2269392 36.6190194)",,
39955473,,residential,False,True,177.861,,"LINESTRING (3.226256 36.6194387, 3.2276024 36.620618)",,
454009929,,residential,False,False,25.446,,"LINESTRING (3.226256 36.6194387, 3.2260331 36.619296)",,
454009929,,residential,False,True,16.234,,"LINESTRING (3.226256 36.6194387, 3.2264277 36.6193905)",,
398661205,,residential,False,True,25.546,,"LINESTRING (3.2260331 36.619296, 3.2258123 36.6191498)",,
410711381,,residential,False,True,25.599,,"LINESTRING (3.2260331 36.619296, 3.2258658 36.619483)",,
454008786,,residential,False,False,33.913,,"LINESTRING (3.2260331 36.619296, 3.2262584 36.6190504)",,
454009929,,residential,False,True,25.446,,"LINESTRING (3.2260331 36.619296, 3.226256 36.6194387)",,
39955474,,residential,False,True,95.62700000000001,,"LINESTRING (3.2284801 36.6193467, 3.228052 36.6193669, 3.2274094 36.6193612)",,
39956135,CW 46,secondary,False,False,63.134,,"LINESTRING (3.2225552 36.6200978, 3.2229738 36.6196401)",,
568308076,RN 29,primary,False,False,24.263,50,"LINESTRING (3.2225552 36.6200978, 3.222767 36.6202346)",,
568308076,RN 29,primary,False,True,30.251,50,"LINESTRING (3.2225552 36.6200978, 3.2222934 36.619925)",,
39956135,CW 46,secondary,False,True,63.134,,"LINESTRING (3.2229738 36.6196401, 3.2225552 36.6200978)",,
368661570,CW 46,secondary,False,True,27.203,,"LINESTRING (3.2229738 36.6196401, 3.2232088 36.6197959)",,
368661571,,residential,False,False,95.07,,"LINESTRING (3.2229738 36.6196401, 3.2221522 36.6190959)",,
410712630,CW 46,secondary,False,False,97.151,,"LINESTRING (3.2240877 36.6184856, 3.2239643 36.6187741, 3.2238328 36.6190927, 3.2237041 36.6193016)",,
410712630,CW 46,secondary,False,True,178.501,,"LINESTRING (3.2240877 36.6184856, 3.2243307 36.6178784, 3.2246871 36.6172445, 3.2247663 36.6170734, 3.224785 36.6169851)",,
1172971254,,residential,False,False,105.61,,"LINESTRING (3.2240877 36.6184856, 3.2246758 36.6186675, 3.2249976 36.6189474, 3.2250704 36.6189711)",,
39956142,CW 46,secondary,False,False,60.909,,"LINESTRING (3.2234437 36.6199515, 3.2230044 36.6203707)",,
368661570,CW 46,secondary,False,False,27.182,,"LINESTRING (3.2234437 36.6199515, 3.2232088 36.6197959)",,
39956140,,residential,False,True,139.996,,"LINESTRING (3.2234437 36.6199515, 3.2246709 36.6207149, 3.2246839 36.6207224)",,
39956142,CW 46,secondary,False,True,60.909,,"LINESTRING (3.2230044 36.6203707, 3.2234437 36.6199515)",,
568308076,RN 29,primary,False,False,25.557,50,"LINESTRING (3.2230044 36.6203707, 3.2232217 36.6205204)",,
568308076,RN 29,primary,False,True,26.037,50,"LINESTRING (3.2230044 36.6203707, 3.222767 36.6202346)",,
39955097,,residential,False,False,112.061,,"LINESTRING (3.223675 36.6207948, 3.2229017 36.6215888)",Mahdjoubi ahcene,
568308076,RN 29,primary,False,False,66.58,50,"LINESTRING (3.223675 36.6207948, 3.2242587 36.6211677)",,
568308076,RN 29,primary,False,True,50.671,50,"LINESTRING (3.223675 36.6207948, 3.2232217 36.6205204)",,
34112687,,residential,False,False,66.352,,"LINESTRING (3.2204024 36.6208923, 3.2209898 36.6212581)",Rue Nifradji Belkacem,
34112687,,residential,False,True,45.259,,"LINESTRING (3.2204024 36.6208923, 3.2200116 36.6206329)",Rue Nifradji Belkacem,
39956146,,residential,False,False,77.797,,"LINESTRING (3.2204024 36.6208923, 3.2209396 36.6203413)",,
39956146,,residential,False,False,35.145,,"LINESTRING (3.2226139 36.6186263, 3.2227144 36.6183207)",,
39956146,,residential,False,True,66.517,,"LINESTRING (3.2226139 36.6186263, 3.2221522 36.6190959)",,
454875247,,residential,False,True,122.904,,"LINESTRING (3.2226139 36.6186263, 3.2237041 36.6193016)",,
39956146,,residential,False,False,26.97,,"LINESTRING (3.2227144 36.6183207, 3.2226219 36.6180898)",,
39956146,,residential,False,True,35.145,,"LINESTRING (3.2227144 36.6183207, 3.2226139 36.6186263)",,
398661217,,residential,False,True,104.392,,"LINESTRING (3.2227144 36.6183207, 3.2229672 36.6182888, 3.2236888 36.6181396, 3.2237729 36.6180223)",,
39955031,,residential,False,False,56.042,,"LINESTRING (3.2234717 36.6219441, 3.2239422 36.6222779)",,
39955031,,residential,False,True,64.409,,"LINESTRING (3.2234717 36.6219441, 3.2229017 36.6215888)",,
410611780,,residential,False,True,45.742,,"LINESTRING (3.2234717 36.6219441, 3.2237973 36.6216264)",,
1172971173,,residential,False,True,77.431,,"LINESTRING (3.2234717 36.6219441, 3.2233554 36.622023, 3.2229405 36.6224907)",,
34112687,,residential,False,False,65.679,,"LINESTRING (3.2237077 36.6230516, 3.2242876 36.6234153)",Rue Nifradji Belkacem,
34112687,,residential,False,True,30.3,,"LINESTRING (3.2237077 36.6230516, 3.2234567 36.6228681)",Rue Nifradji Belkacem,
39956329,,residential,False,True,105.132,,"LINESTRING (3.2237077 36.6230516, 3.2244263 36.6223024)",,
28774165,CW 59,secondary,False,True,42.975,,"LINESTRING (3.2194498 36.6226976, 3.2198535 36.6224869)",,
320358474,,residential,False,False,116.83,,"LINESTRING (3.2194498 36.6226976, 3.2184667 36.6220038)",,
320358473,CW 59,secondary,False,False,155.59199999999998,,"LINESTRING (3.2194498 36.6226976, 3.2186155 36.6230538, 3.2178956 36.623331)",,2
398661226,,residential,False,True,160.455,,"LINESTRING (3.224785 36.6169851, 3.2250078 36.6164008, 3.2251769 36.6159762, 3.2251347 36.6155915)",,
398661230,,residential,False,True,129.375,,"LINESTRING (3.224785 36.6169851, 3.2252332 36.6162651, 3.2253866 36.6162576, 3.2256708 36.6163152)",,
410712630,CW 46,secondary,False,False,178.501,,"LINESTRING (3.224785 36.6169851, 3.2247663 36.6170734, 3.2246871 36.6172445, 3.2243307 36.6178784, 3.2240877 36.6184856)",,
410712630,CW 46,secondary,False,True,58.721,,"LINESTRING (3.224785 36.6169851, 3.2247354 36.6168915, 3.2246818 36.6168194, 3.2245785 36.6167354, 3.2244726 36.6167009, 3.2243089 36.6166826)",,
398661198,,residential,False,False,82.481,,"LINESTRING (3.2243089 36.6166826, 3.2246885 36.6160063)",,
410712630,CW 46,secondary,False,False,58.721000000000004,,"LINESTRING (3.2243089 36.6166826, 3.2244726 36.6167009, 3.2245785 36.6167354, 3.2246818 36.6168194, 3.2247354 36.6168915, 3.224785 36.6169851)",,
410712630,CW 46,secondary,False,True,134.129,,"LINESTRING (3.2243089 36.6166826, 3.2241748 36.6167128, 3.2240877 36.616744, 3.2239455 36.6168151, 3.2238449 36.6169012, 3.2237712 36.616955, 3.2236786 36.616983, 3.2235794 36.6169873, 3.2234748 36.6169668, 3.2233366 36.6169022, 3.2230349 36.6167063)",,
410712630,CW 46,secondary,False,False,90.99900000000001,,"LINESTRING (3.2221873 36.6160906, 3.2221954 36.6161875, 3.2222517 36.6162822, 3.2223402 36.6163597, 3.2227023 36.6165373, 3.2228833 36.6166267)",,
410712630,CW 46,secondary,False,True,59.456999999999994,,"LINESTRING (3.2221873 36.6160906, 3.2222262 36.6160023, 3.2222798 36.6159388, 3.2223925 36.6158193, 3.2224515 36.6157386, 3.2224931 36.6156224)",,
410712630,CW 46,secondary,False,False,59.456999999999994,,"LINESTRING (3.2224931 36.6156224, 3.2224515 36.6157386, 3.2223925 36.6158193, 3.2222798 36.6159388, 3.2222262 36.6160023, 3.2221873 36.6160906)",,
28774165,CW 59,secondary,False,True,110.31,,"LINESTRING (3.2220001 36.6210126, 3.222767 36.6202346)",,
39955031,,residential,False,False,52.877,,"LINESTRING (3.2220001 36.6210126, 3.2224594 36.621313)",,
39955031,,residential,False,True,54.081,,"LINESTRING (3.2220001 36.6210126, 3.2215243 36.6207114)",,
28774165,CW 59,secondary,False,False,77.537,,"LINESTRING (3.2220001 36.6210126, 3.2217065 36.6213071, 3.221448 36.6215509)",,
28774165,CW 59,secondary,False,False,14.918,,"LINESTRING (3.221448 36.6215509, 3.2213374 36.6216515)",,
34112687,,residential,False,False,56.78,,"LINESTRING (3.221448 36.6215509, 3.2219454 36.6218693)",Rue Nifradji Belkacem,
34112687,,residential,False,True,52.27,,"LINESTRING (3.221448 36.6215509, 3.2209898 36.6212581)",Rue Nifradji Belkacem,
28774165,CW 59,secondary,False,True,77.537,,"LINESTRING (3.221448 36.6215509, 3.2217065 36.6213071, 3.2220001 36.6210126)",,
39956146,,residential,False,False,64.373,,"LINESTRING (3.2217091 36.6195527, 3.2221522 36.6190959)",,
39956146,,residential,False,True,111.38,,"LINESTRING (3.2217091 36.6195527, 3.2209396 36.6203413)",,
568308076,RN 29,primary,False,True,43.378,50,"LINESTRING (3.2217091 36.6195527, 3.2213336 36.619305)",,
568308076,RN 29,primary,False,False,66.582,50,"LINESTRING (3.2217091 36.6195527, 3.2222298 36.6198845, 3.2222934 36.619925)",,
39956329,,residential,False,False,89.237,,"LINESTRING (3.2250291 36.6216621, 3.2244263 36.6223024)",,
568308076,RN 29,primary,False,False,130.432,50,"LINESTRING (3.2250291 36.6216621, 3.2261745 36.6223907)",,
568308076,RN 29,primary,False,True,88.03,50,"LINESTRING (3.2250291 36.6216621, 3.2242587 36.6211677)",,
34112860,,residential,False,False,14.553,,"LINESTRING (3.2179716 36.6194278, 3.2178474 36.619343)",Route du Lycée,
34112860,,residential,False,True,124.916,,"LINESTRING (3.2179716 36.6194278, 3.2191056 36.6200863)",Route du Lycée,
39955034,,residential,False,False,50.063,,"LINESTRING (3.2179716 36.6194278, 3.2183088 36.619068)",,
34112687,,residential,False,False,52.27,,"LINESTRING (3.2209898 36.6212581, 3.221448 36.6215509)",Rue Nifradji Belkacem,
34112687,,residential,False,True,66.352,,"LINESTRING (3.2209898 36.6212581, 3.2204024 36.6208923)",Rue Nifradji Belkacem,
39955096,,residential,False,False,77.272,,"LINESTRING (3.2209898 36.6212581, 3.2215243 36.6207114)",,
34112687,,residential,False,False,48.025,,"LINESTRING (3.2219454 36.6218693, 3.2223735 36.622131)",Rue Nifradji Belkacem,
34112687,,residential,False,True,56.78,,"LINESTRING (3.2219454 36.6218693, 3.221448 36.6215509)",Rue Nifradji Belkacem,
39956333,,residential,False,True,77.01,,"LINESTRING (3.2219454 36.6218693, 3.2224594 36.621313)",,
34112687,,residential,False,False,64.5,,"LINESTRING (3.2223735 36.622131, 3.2229405 36.6224907)",Rue Nifradji Belkacem,
34112687,,residential,False,True,48.025,,"LINESTRING (3.2223735 36.622131, 3.2219454 36.6218693)",Rue Nifradji Belkacem,
39955097,,residential,False,True,76.531,,"LINESTRING (3.2223735 36.622131, 3.2229017 36.6215888)",Mahdjoubi ahcene,
34112868,,residential,False,False,111.006,,"LINESTRING (3.2205606 36.6200871, 3.2213336 36.619305)",,
34112868,,residential,False,True,77.999,,"LINESTRING (3.2205606 36.6200871, 3.2200116 36.6206329)",,
39955031,,residential,False,False,44.08,,"LINESTRING (3.2205606 36.6200871, 3.2209396 36.6203413)",,
39955031,,residential,False,True,44.462,,"LINESTRING (3.2205606 36.6200871, 3.2201706 36.6198383)",,
39956147,,residential,False,False,165.6,,"LINESTRING (3.2251803 36.6202039, 3.2237041 36.6193016)",,
410711381,,residential,False,False,100.839,,"LINESTRING (3.2251803 36.6202039, 3.2258658 36.619483)",,
410711381,,residential,False,True,72.71,,"LINESTRING (3.2251803 36.6202039, 3.224696 36.6207101, 3.2246839 36.6207224)",,
39955031,,residential,False,False,54.081,,"LINESTRING (3.2215243 36.6207114, 3.2220001 36.6210126)",,
39955031,,residential,False,True,66.457,,"LINESTRING (3.2215243 36.6207114, 3.2209396 36.6203413)",,
39955096,,residential,False,False,111.165,,"LINESTRING (3.2215243 36.6207114, 3.2222934 36.619925)",,
39955096,,residential,False,True,77.272,,"LINESTRING (3.2215243 36.6207114, 3.2209898 36.6212581)",,
39955031,,residential,False,False,66.457,,"LINESTRING (3.2209396 36.6203413, 3.2215243 36.6207114)",,
39955031,,residential,False,True,44.08,,"LINESTRING (3.2209396 36.6203413, 3.2205606 36.6200871)",,
39956146,,residential,False,False,111.38,,"LINESTRING (3.2209396 36.6203413, 3.2217091 36.6195527)",,
39956146,,residential,False,True,77.797,,"LINESTRING (3.2209396 36.6203413, 3.2204024 36.6208923)",,
39955031,,residential,False,False,49.986,,"LINESTRING (3.2224594 36.621313, 3.2229017 36.6215888)",,
39955031,,residential,False,True,52.877,,"LINESTRING (3.2224594 36.621313, 3.2220001 36.6210126)",,
39956333,,residential,False,False,77.01,,"LINESTRING (3.2224594 36.621313, 3.2219454 36.6218693)",,
39956333,,residential,False,True,111.336,,"LINESTRING (3.2224594 36.621313, 3.2232217 36.6205204)",,
39955031,,residential,False,False,64.409,,"LINESTRING (3.2229017 36.6215888, 3.2234717 36.6219441)",,
39955031,,residential,False,True,49.986,,"LINESTRING (3.2229017 36.6215888, 3.2224594 36.621313)",,
39955097,,residential,False,False,76.531,,"LINESTRING (3.2229017 36.6215888, 3.2223735 36.622131)",Mahdjoubi ahcene,
39955097,,residential,False,True,112.061,,"LINESTRING (3.2229017 36.6215888, 3.223675 36.6207948)",Mahdjoubi ahcene,
39956146,,residential,False,False,66.517,,"LINESTRING (3.2221522 36.6190959, 3.2226139 36.6186263)",,
39956146,,residential,False,True,64.373,,"LINESTRING (3.2221522 36.6190959, 3.2217091 36.6195527)",,
368661571,,residential,False,True,95.07,,"LINESTRING (3.2221522 36.6190959, 3.2229738 36.6196401)",,
368661571,,residential,False,False,254.326,,"LINESTRING (3.2221522 36.6190959, 3.221501 36.6186741, 3.2209524 36.6180788, 3.2200175 36.6176285)",,
320358475,,residential,False,False,95.619,,"LINESTRING (3.2206698 36.6230439, 3.2198535 36.6224869)",,
454239290,CW 118,secondary,False,False,101.986,,"LINESTRING (3.2206698 36.6230439, 3.220771 36.6228501, 3.2210834 36.622189)",,
454239290,CW 118,secondary,False,True,37.748999999999995,,"LINESTRING (3.2206698 36.6230439, 3.2205268 36.6233179, 3.2205063 36.623357)",,
28774165,CW 59,secondary,False,False,42.975,,"LINESTRING (3.2198535 36.6224869, 3.2194498 36.6226976)",,
320358475,,residential,False,True,95.619,,"LINESTRING (3.2198535 36.6224869, 3.2206698 36.6230439)",,
28774165,CW 59,secondary,False,True,163.277,,"LINESTRING (3.2198535 36.6224869, 3.2207452 36.6221062, 3.2213374 36.6216515)",,
368661571,,residential,False,True,4.244,,"LINESTRING (3.2199767 36.6176089, 3.2200175 36.6176285)",,
330397061,,residential,False,False,81.388,,"LINESTRING (3.2199767 36.6176089, 3.2196759 36.6179287, 3.2195937 36.6182533)",,
330397061,,residential,False,True,109.06200000000001,,"LINESTRING (3.2199767 36.6176089, 3.2199871 36.617492, 3.219993 36.6174262, 3.2201881 36.6171978, 3.2201963 36.6170607, 3.2201231 36.6169041, 3.2201637 36.6167736, 3.2202307 36.6167121)",,
330397061,,residential,False,True,81.388,,"LINESTRING (3.2195937 36.6182533, 3.2196759 36.6179287, 3.2199767 36.6176089)",,
568308076,RN 29,primary,False,False,194.40900000000002,50,"LINESTRING (3.2195937 36.6182533, 3.2209218 36.6190683, 3.2213336 36.619305)",,
568308076,RN 29,primary,False,True,38.894000000000005,50,"LINESTRING (3.2195937 36.6182533, 3.2193932 36.6181259, 3.2192528 36.6180354)",,
330397063,,residential,False,False,48.754,,"LINESTRING (3.2174343 36.6168716, 3.2177349 36.6165055)",,
568308076,RN 29,primary,False,False,19.976,50,"LINESTRING (3.2174343 36.6168716, 3.2176093 36.6169836)",,
330397063,,residential,False,True,51.779,,"LINESTRING (3.2186839 36.6155531, 3.2182838 36.6158903)",,
330397064,,residential,False,False,54.362,,"LINESTRING (3.2202307 36.6167121, 3.2197327 36.6164306)",,
330397061,,residential,False,False,109.06199999999998,,"LINESTRING (3.2202307 36.6167121, 3.2201637 36.6167736, 3.2201231 36.6169041, 3.2201963 36.6170607, 3.2201881 36.6171978, 3.219993 36.6174262, 3.2199871 36.617492, 3.2199767 36.6176089)",,
330397061,,residential,False,True,83.78099999999999,,"LINESTRING (3.2202307 36.6167121, 3.2207329 36.6162515, 3.220862 36.6161553)",,
330397063,,residential,False,False,51.779,,"LINESTRING (3.2182838 36.6158903, 3.2186839 36.6155531)",,
330397064,,residential,False,True,59.5,,"LINESTRING (3.2182838 36.6158903, 3.2189297 36.6160228)",,
330397063,,residential,False,True,84.651,,"LINESTRING (3.2182838 36.6158903, 3.2180334 36.6161013, 3.2177349 36.6165055)",,
330397065,,residential,False,False,51.186,,"LINESTRING (3.220099 36.6160764, 3.2197327 36.6164306)",,
330397066,,residential,False,False,37.289,,"LINESTRING (3.220099 36.6160764, 3.2199541 36.6159945, 3.2197816 36.6158599)",,
330397066,,residential,False,True,70.065,,"LINESTRING (3.220099 36.6160764, 3.2203243 36.6160548, 3.2206622 36.616085, 3.220862 36.6161553)",,
330397064,,residential,False,True,54.362,,"LINESTRING (3.2197327 36.6164306, 3.2202307 36.6167121)",,
330397065,,residential,False,True,51.186,,"LINESTRING (3.2197327 36.6164306, 3.220099 36.6160764)",,
330397064,,residential,False,False,85.476,,"LINESTRING (3.2197327 36.6164306, 3.2190579 36.6160491, 3.2189297 36.6160228)",,
330397066,,residential,False,False,29.921,,"LINESTRING (3.2197816 36.6158599, 3.2196515 36.6156119)",,
330397066,,residential,False,True,37.289,,"LINESTRING (3.2197816 36.6158599, 3.2199541 36.6159945, 3.220099 36.6160764)",,
330397066,,residential,False,True,29.921,,"LINESTRING (3.2196515 36.6156119, 3.2197816 36.6158599)",,
330397061,,residential,False,False,83.78099999999999,,"LINESTRING (3.220862 36.6161553, 3.2207329 36.6162515, 3.2202307 36.6167121)",,
330397066,,residential,False,False,70.065,,"LINESTRING (3.220862 36.6161553, 3.2206622 36.616085, 3.2203243 36.6160548, 3.220099 36.6160764)",,
34112687,,residential,False,False,66.107,,"LINESTRING (3.2250078 36.623867, 3.2255931 36.6242314)",Rue Nifradji Belkacem,
34112687,,residential,False,True,72.768,,"LINESTRING (3.2250078 36.623867, 3.2243639 36.6234655)",Rue Nifradji Belkacem,
330397333,,residential,False,True,83.592,,"LINESTRING (3.2250078 36.623867, 3.2255509 36.6232545)",,
330397333,,residential,False,False,83.592,,"LINESTRING (3.2255509 36.6232545, 3.2250078 36.623867)",,
330397333,,residential,False,True,111.109,,"LINESTRING (3.2255509 36.6232545, 3.2256754 36.6231141, 3.2261072 36.6224892, 3.2261745 36.6223907)",,
330397334,,residential,False,True,71.172,,"LINESTRING (3.2255509 36.6232545, 3.2260648 36.623597, 3.2261537 36.6236726)",,
398661165,,residential,False,True,69.271,,"LINESTRING (3.2260565 36.6159259, 3.2265198 36.6164257)",,
398661165,,residential,False,False,43.737,,"LINESTRING (3.2258311 36.6159435, 3.2256708 36.6163152)",,
398661198,,residential,False,True,82.481,,"LINESTRING (3.2246885 36.6160063, 3.2243089 36.6166826)",,
330397064,,residential,False,False,59.5,,"LINESTRING (3.2189297 36.6160228, 3.2182838 36.6158903)",,
330397064,,residential,False,True,85.476,,"LINESTRING (3.2189297 36.6160228, 3.2190579 36.6160491, 3.2197327 36.6164306)",,
398661165,,residential,False,True,43.737,,"LINESTRING (3.2256708 36.6163152, 3.2258311 36.6159435)",,
398661165,,residential,False,False,333.639,,"LINESTRING (3.2256708 36.6163152, 3.2251268 36.6173103, 3.225061 36.6175113, 3.2251894 36.6175691, 3.2254836 36.6174108, 3.2256683 36.6172601, 3.2257935 36.6170691, 3.2259907 36.6168103, 3.2265198 36.6164257)",,
398661230,,residential,False,True,76.968,,"LINESTRING (3.2256708 36.6163152, 3.2260189 36.6163857, 3.2265198 36.6164257)",,
398661230,,residential,False,False,129.375,,"LINESTRING (3.2256708 36.6163152, 3.2253866 36.6162576, 3.2252332 36.6162651, 3.224785 36.6169851)",,
398661165,,residential,False,False,69.271,,"LINESTRING (3.2265198 36.6164257, 3.2260565 36.6159259)",,
398661165,,residential,False,True,333.639,,"LINESTRING (3.2265198 36.6164257, 3.2259907 36.6168103, 3.2257935 36.6170691, 3.2256683 36.6172601, 3.2254836 36.6174108, 3.2251894 36.6175691, 3.225061 36.6175113, 3.2251268 36.6173103, 3.2256708 36.6163152)",,
398661230,,residential,False,False,76.968,,"LINESTRING (3.2265198 36.6164257, 3.2260189 36.6163857, 3.2256708 36.6163152)",,
398661230,,residential,False,True,66.735,,"LINESTRING (3.2265198 36.6164257, 3.2265855 36.6164309, 3.2271145 36.6165164, 3.2272478 36.6165559)",,
330397063,,residential,False,True,48.754,,"LINESTRING (3.2177349 36.6165055, 3.2174343 36.6168716)",,
330397063,,residential,False,False,84.651,,"LINESTRING (3.2177349 36.6165055, 3.2180334 36.6161013, 3.2182838 36.6158903)",,
398661213,,residential,False,False,82.104,,"LINESTRING (3.2177349 36.6165055, 3.2184309 36.6168286, 3.2184341 36.6169216)",,
39956146,,residential,False,True,35.032,,"LINESTRING (3.2230349 36.6167063, 3.2228676 36.6169913)",,
