osmid,ref,highway,maxspeed,oneway,reversed,length,geometry,bridge
37551475,RN 8,primary,50,False,False,29.159,"LINESTRING (3.7761033 35.8799656, 3.7760602 35.8802255)",
287310700,RN 60,primary,50,False,True,87.903,"LINESTRING (3.7750713 35.8848541, 3.7756234 35.8846527, 3.7759319 35.8845462, 3.7759641 35.8845353)",
314738767,RN 8,primary,50,False,True,122.14,"LINESTRING (3.7750713 35.8848541, 3.7752564 35.884695, 3.7753073 35.8846146, 3.7753449 35.8845016, 3.7753514 35.8844606, 3.7753663 35.8843669, 3.7754488 35.8838345)",
224794573,,residential,,False,True,95.627,"LINESTRING (3.7783487 35.8821598, 3.7787844 35.882944)",
"[461780240, 314738764, 314738765]",RN 60,primary,"['80', '50']",False,False,78.32,"LINESTRING (3.7783487 35.8821598, 3.7782143 35.8822604, 3.7779151 35.8825521, 3.7777699 35.8826841)",yes
461780240,RN 60,primary,80,False,True,67.59,"LINESTRING (3.7783487 35.8821598, 3.7787338 35.8818245, 3.7789021 35.8817624)",
461780240,RN 60,primary,80,False,False,57.715,"LINESTRING (3.7825766 35.881935, 3.7819372 35.8819031)",
461780240,RN 60,primary,80,False,True,138.639,"LINESTRING (3.7825766 35.881935, 3.7841104 35.8820358)",
461780255,CW 24,secondary,,False,True,65.987,"LINESTRING (3.7825766 35.881935, 3.7830736 35.8823709)",
742322161,,residential,,False,True,40.348,"LINESTRING (3.7825766 35.881935, 3.7826434 35.8815762)",
742322161,,residential,,False,False,177.13299999999998,"LINESTRING (3.782817 35.8796134, 3.7829395 35.8799299, 3.782795 35.8807626, 3.7827176 35.8811783)",
37551475,RN 8,primary,50,False,False,10.254,"LINESTRING (3.7760602 35.8802255, 3.7760451 35.8803169)",
37551475,RN 8,primary,50,False,True,29.159,"LINESTRING (3.7760602 35.8802255, 3.7761033 35.8799656)",
224794527,,residential,,False,True,56.903,"LINESTRING (3.7756476 35.8826317, 3.7762698 35.8827197)",
224794527,,residential,,False,False,8.434,"LINESTRING (3.7756476 35.8826317, 3.7755913 35.8826617, 3.7755694 35.8826734)",
314738767,RN 8,primary,50,False,False,37.407,"LINESTRING (3.7756476 35.8826317, 3.7756228 35.8827574, 3.7755854 35.8829643)",
314738767,RN 8,primary,50,False,True,74.745,"LINESTRING (3.7756476 35.8826317, 3.7756711 35.8824999, 3.7757617 35.8819659)",
224794484,,residential,,False,True,89.64,"LINESTRING (3.7849168 35.8839419, 3.7840537 35.884343)",
309108598,,residential,,False,False,65.373,"LINESTRING (3.7849168 35.8839419, 3.7855072 35.8836001)",
461780255,CW 24,secondary,,False,False,74.687,"LINESTRING (3.7849168 35.8839419, 3.7843456 35.8834551)",
461780255,CW 24,secondary,,False,True,72.857,"LINESTRING (3.7849168 35.8839419, 3.7854686 35.8844209)",
224794484,,residential,,False,False,9.615,"LINESTRING (3.7806525 35.8858337, 3.7807464 35.8857926)",
224794484,,residential,,False,True,208.622,"LINESTRING (3.7806525 35.8858337, 3.778697 35.8868387)",
224794573,,residential,,False,False,20.27,"LINESTRING (3.7806525 35.8858337, 3.7805388 35.8856764)",
224794573,,residential,,False,True,110.079,"LINESTRING (3.7806525 35.8858337, 3.7813044 35.886671)",
