osmid,highway,maxspeed,oneway,reversed,length,ref,geometry,name
35814771,secondary,50,False,False,62.246,,"LINESTRING (2.7421165 36.6615647, 2.7420903 36.6621241)",
35814772,secondary,,False,False,22.487,CW 126,"LINESTRING (2.7421165 36.6615647, 2.7423684 36.6615729)",
35814772,secondary,,False,True,28.674,CW 126,"LINESTRING (2.7421165 36.6615647, 2.7417955 36.6615509)",
35814771,secondary,50,False,False,14.341,,"LINESTRING (2.7420537 36.6631942, 2.7420659 36.6633228)",
101077470,residential,,False,True,45.715,,"LINESTRING (2.7420537 36.6631942, 2.7415412 36.66319)",
35814771,secondary,50,False,True,62.537000000000006,,"LINESTRING (2.7420537 36.6631942, 2.7420649 36.6628675, 2.7420729 36.662632)",
35814771,secondary,50,False,False,88.784,,"LINESTRING (2.7454172 36.6647074, 2.7462841 36.6650998)",
35814771,secondary,50,False,True,56.391,,"LINESTRING (2.7454172 36.6647074, 2.7448538 36.6644773)",
171574853,tertiary,,False,True,69.348,,"LINESTRING (2.7454172 36.6647074, 2.7456614 36.6641153)",
35814771,secondary,50,False,True,88.784,,"LINESTRING (2.7462841 36.6650998, 2.7454172 36.6647074)",
35814771,secondary,50,False,False,25.424,,"LINESTRING (2.7462841 36.6650998, 2.7463356 36.66521, 2.7463184 36.6653201)",
171845487,residential,,False,True,20.649,,"LINESTRING (2.7462841 36.6650998, 2.7464774 36.6651315, 2.7465089 36.6651422)",
35814771,secondary,50,False,False,57.943,,"LINESTRING (2.7463184 36.6653201, 2.7461897 36.6654096, 2.7460429 36.6654712, 2.7458767 36.6654801, 2.7457306 36.6654667)",
35814771,secondary,50,False,True,25.424,,"LINESTRING (2.7463184 36.6653201, 2.7463356 36.66521, 2.7462841 36.6650998)",
171845567,residential,,False,True,95.445,,"LINESTRING (2.7463184 36.6653201, 2.7468958 36.6655166, 2.7470996 36.6655618, 2.7472901 36.6656672)",
35814772,secondary,,False,False,134.563,CW 126,"LINESTRING (2.7402886 36.6614937, 2.7417955 36.6615509)",
