osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,junction,geometry,bridge,tunnel
316777871,2,CW 16,Avenue Mohamed Khemisti,secondary,40,False,False,38.857,,"LINESTRING (3.2046598 36.7183677, 3.2049829 36.7181331)",,
516941865,2,CW 16,Avenue Mohamed Khemisti,secondary,40,False,True,20.581,,"LINESTRING (3.2046598 36.7183677, 3.2044815 36.7184853)",,
23549138,,CW 16,شارع محمد خميستي,secondary,,False,True,81.887,,"LINESTRING (3.2115633 36.713477, 3.2108666 36.713957)",,
283358897,,,,secondary,,True,False,8.681000000000001,roundabout,"LINESTRING (3.2115633 36.713477, 3.2115518 36.7134644, 3.2115456 36.7134496, 3.2115452 36.713434, 3.2115508 36.713419, 3.2115617 36.7134061)",,
226887281,,CW 16,,tertiary,,True,False,76.792,,"LINESTRING (3.2149086 36.7110866, 3.2142807 36.7115346, 3.2142655 36.7115461)",,
316777870,2,CW 16,Avenue Mohamed Khemisti,secondary,40,False,False,78.468,,"LINESTRING (3.2061289 36.7173392, 3.206795 36.7168778)",,
23549205,2,,Rue de l'ALN,tertiary,40,False,False,86.504,,"LINESTRING (3.2061289 36.7173392, 3.2066772 36.7178254, 3.2067979 36.7179006)",,
316777870,2,CW 16,Avenue Mohamed Khemisti,secondary,40,False,True,117.831,,"LINESTRING (3.2061289 36.7173392, 3.2051752 36.7179999, 3.2051287 36.7180321)",,
23549205,2,,Rue de l'ALN,tertiary,40,False,True,10.042,,"LINESTRING (3.2088892 36.7181653, 3.2087772 36.7181555)",,
23549205,2,,Rue de l'ALN,tertiary,40,False,False,70.352,,"LINESTRING (3.2088892 36.7181653, 3.2091194 36.7182031, 3.2096429 36.7183492)",,
"[23549440, 23549421]",,,,residential,,False,"[False, True]",136.815,,"LINESTRING (3.2088892 36.7181653, 3.2088373 36.718058, 3.2083 36.7176416, 3.2087321 36.7172588)",,
23549205,2,,Rue de l'ALN,tertiary,40,False,False,104.645,,"LINESTRING (3.2105517 36.718656, 3.2116466 36.7189957)",,
23549205,2,,Rue de l'ALN,tertiary,40,False,True,48.848,,"LINESTRING (3.2105517 36.718656, 3.2100449 36.7184888)",,
226742208,,,,residential,,False,True,14.316,,"LINESTRING (3.2105517 36.718656, 3.2104932 36.7187759)",,
23549205,2,,Rue de l'ALN,tertiary,40,False,False,14.251,,"LINESTRING (3.2116466 36.7189957, 3.211795 36.7190434)",,
23549205,2,,Rue de l'ALN,tertiary,40,False,True,104.645,,"LINESTRING (3.2116466 36.7189957, 3.2105517 36.718656)",,
23549395,,,,residential,,False,True,88.317,,"LINESTRING (3.2116466 36.7189957, 3.2121115 36.7182943)",,
23549402,,,Rue Frères Abbas,residential,40,False,False,75.779,,"LINESTRING (3.2122115 36.7153205, 3.211748 36.7158918)",,
23549399,,,,residential,,False,False,210.89,,"LINESTRING (3.2122115 36.7153205, 3.210124 36.7146475, 3.2100709 36.7146388, 3.2100093 36.7146355)",,
"[23549395, 23549399]",,,,residential,,False,"[False, True]",231.944,,"LINESTRING (3.2122115 36.7153205, 3.2137576 36.715802, 3.2137645 36.7158183, 3.2137599 36.7158354, 3.213325 36.7164672)",,
23549205,2,,Rue de l'ALN,tertiary,40,False,False,16.067,,"LINESTRING (3.2098778 36.7184346, 3.2100449 36.7184888)",,
23549205,2,,Rue de l'ALN,tertiary,40,False,True,22.99,,"LINESTRING (3.2098778 36.7184346, 3.2096429 36.7183492)",,
23549402,,,Rue Frères Abbas,residential,40,False,True,29.385,,"LINESTRING (3.2098778 36.7184346, 3.2100368 36.7182031)",,
23549395,,,,residential,,False,False,88.317,,"LINESTRING (3.2121115 36.7182943, 3.2116466 36.7189957)",,
23549395,,,,residential,,False,True,75.201,,"LINESTRING (3.2121115 36.7182943, 3.2124883 36.7176892)",,
23549421,,,,residential,,False,False,39.152,,"LINESTRING (3.2121115 36.7182943, 3.2117119 36.7181481)",,
23549402,,,Rue Frères Abbas,residential,40,False,False,66.313,,"LINESTRING (3.2104113 36.7176878, 3.2100368 36.7182031)",,
23549402,,,Rue Frères Abbas,residential,40,False,True,53.949,,"LINESTRING (3.2104113 36.7176878, 3.2107234 36.7172721)",,
23549421,,,,residential,,False,True,34.165,,"LINESTRING (3.2104113 36.7176878, 3.2107615 36.7178127)",,
23549421,,,,residential,,False,False,146.787,,"LINESTRING (3.2104113 36.7176878, 3.2100169 36.7175749, 3.2090834 36.7169353)",,
23549446,,,Rue de la Liberté,residential,40,False,False,95.917,,"LINESTRING (3.2076714 36.7162456, 3.2083703 36.7169015)",,
318954654,2,CW 16,Avenue Mohamed Khemisti,secondary,40,False,False,44.068,,"LINESTRING (3.2076714 36.7162456, 3.2080389 36.7159805)",,
318954654,2,CW 16,Avenue Mohamed Khemisti,secondary,40,False,True,64.032,,"LINESTRING (3.2076714 36.7162456, 3.2071374 36.7166308)",,
23549421,,,,residential,,False,True,47.691,,"LINESTRING (3.2087321 36.7172588, 3.2090834 36.7169353)",,
23549446,,,Rue de la Liberté,residential,40,False,False,135.372,,"LINESTRING (3.2087321 36.7172588, 3.2098276 36.718102)",,
23549446,,,Rue de la Liberté,residential,40,False,True,51.171,,"LINESTRING (3.2087321 36.7172588, 3.2083703 36.7169015)",,
"[23549440, 23549421]",,,,residential,,False,"[False, True]",136.815,,"LINESTRING (3.2087321 36.7172588, 3.2083 36.7176416, 3.2088373 36.718058, 3.2088892 36.7181653)",,
23549446,,,Rue de la Liberté,residential,40,False,False,32.04,,"LINESTRING (3.2098276 36.718102, 3.2096429 36.7183492)",,
23549446,,,Rue de la Liberté,residential,40,False,True,135.372,,"LINESTRING (3.2098276 36.718102, 3.2087321 36.7172588)",,
200205736,,,,residential,,False,False,21.773,,"LINESTRING (3.2098276 36.718102, 3.2100368 36.7182031)",,
23549205,2,,Rue de l'ALN,tertiary,40,False,False,22.99,,"LINESTRING (3.2096429 36.7183492, 3.2098778 36.7184346)",,
23549446,,,Rue de la Liberté,residential,40,False,True,32.04,,"LINESTRING (3.2096429 36.7183492, 3.2098276 36.718102)",,
23549205,2,,Rue de l'ALN,tertiary,40,False,True,70.352,,"LINESTRING (3.2096429 36.7183492, 3.2091194 36.7182031, 3.2088892 36.7181653)",,
23549421,,,,residential,,False,False,47.691,,"LINESTRING (3.2090834 36.7169353, 3.2087321 36.7172588)",,
23549421,,,,residential,,False,True,146.787,,"LINESTRING (3.2090834 36.7169353, 3.2100169 36.7175749, 3.2104113 36.7176878)",,
23549726,,,,residential,,False,False,165.76,,"LINESTRING (3.2090834 36.7169353, 3.2092804 36.716769, 3.2107234 36.7172721)",,
23549454,,,,residential,,False,False,83.29400000000001,,"LINESTRING (3.2095679 36.7165387, 3.2096639 36.7164444, 3.2103855 36.7166873)",,
23549402,,,Rue Frères Abbas,residential,40,False,False,15.01,,"LINESTRING (3.2110024 36.7169045, 3.2109165 36.7170206)",,
23549402,,,Rue Frères Abbas,residential,40,False,True,34.79,,"LINESTRING (3.2110024 36.7169045, 3.2111996 36.7166345)",,
23549454,,,,residential,,False,True,60.057,,"LINESTRING (3.2110024 36.7169045, 3.2103855 36.7166873)",,
23549464,,,,residential,,False,False,17.967,,"LINESTRING (3.208761 36.7167809, 3.2088979 36.7166623)",,
23549464,,,,residential,,False,True,17.967,,"LINESTRING (3.2088979 36.7166623, 3.208761 36.7167809)",,
