osmid,oneway,ref,highway,reversed,length,geometry,name,access,junction
238114553,False,RN 15,primary,False,58.273999999999994,"LINESTRING (4.3164812 36.5680817, 4.3163386 36.5680868, 4.3161874 36.5681056, 4.3161087 36.568121, 4.3159161 36.5682063, 4.3158728 36.5682346)",,,
238114553,False,RN 15,primary,True,287.42600000000004,"LINESTRING (4.3142386 36.57044, 4.3146206 36.5698477, 4.3149344 36.5693609, 4.3149635 36.5693106, 4.315095 36.5690866, 4.3152398 36.5688755, 4.3153176 36.5687419, 4.3154061 36.5686493, 4.3155429 36.5685028, 4.315669 36.5684037, 4.3157789 36.568296, 4.3158728 36.5682346)",,,
334067650,True,RN 15,primary,False,370.571,"LINESTRING (4.3142386 36.57044, 4.3140817 36.5706126, 4.3138167 36.5707403, 4.3136684 36.5707895, 4.3132304 36.5709526, 4.31312 36.5709877, 4.3128706 36.571067, 4.3124571 36.5711319, 4.3122551 36.5711421, 4.3120072 36.5711362, 4.3116621 36.5711436, 4.3112794 36.5711326, 4.3112155 36.5711308, 4.3111854 36.5711299, 4.3108351 36.5711067, 4.3105682 36.5710974, 4.3104262 36.5711401, 4.3103489 36.5711567)",Avenue du 1er novembre 1954,,
367321633,False,RN 71,primary,True,597.384,"LINESTRING (4.3142619 36.574718, 4.3141924 36.5746899, 4.3141512 36.5746564, 4.3141123 36.5746184, 4.3140921 36.5745886, 4.3140684 36.5745547, 4.3140447 36.5744855, 4.3139873 36.5742697, 4.3139163 36.5740092, 4.313845 36.5737761, 4.3137745 36.5736237, 4.3136797 36.5735032, 4.3135745 36.5733989, 4.3134737 36.5733105, 4.3133899 36.5732667, 4.3133132 36.5732487, 4.3132174 36.573235, 4.3129918 36.5732419, 4.3126363 36.5732624, 4.3123063 36.5732778, 4.3121019 36.5732795, 4.3119593 36.5732658, 4.3118975 36.5732453, 4.3118387 36.5732004, 4.3117868 36.5731376, 4.3117336 36.5730607, 4.3116825 36.5729923, 4.3116208 36.5729085, 4.3115207 36.5728213, 4.3114377 36.57277, 4.3113425 36.5727281, 4.3112312 36.5727033, 4.3110247 36.5726537, 4.3107967 36.5725838, 4.3106277 36.5725364, 4.3104393 36.5725016, 4.3102583 36.572493, 4.3099756 36.5725138, 4.3096305 36.5725493, 4.3094323 36.5725749, 4.3092491 36.5725838, 4.309155 36.5725857)",Route Ait Yahia,,
184280947,False,,tertiary,False,199.797,"LINESTRING (4.3093188 36.5710983, 4.3094729 36.5709458, 4.3095963 36.5708553, 4.3097983 36.57075, 4.3098416 36.5707256, 4.3099699 36.5706531, 4.3102187 36.570573, 4.3104038 36.570502, 4.3105084 36.5704201, 4.3105627 36.5703515, 4.3106264 36.5702629, 4.3107229 36.5701595, 4.310849 36.570069, 4.3110267 36.5700004)",Rue Didouche Mourad,,
638519888,False,RN 15,primary,True,28.500999999999998,"LINESTRING (4.3093188 36.5710983, 4.3092223 36.5712216, 4.3091354 36.5713075)",boulevard amirouche,,
638519889,True,RN 15,primary,False,308.492,"LINESTRING (4.3093188 36.5710983, 4.3095696 36.5710297, 4.3102086 36.5708663, 4.3110898 36.5706675, 4.3111612 36.5706635, 4.3111707 36.570663, 4.3112409 36.570659, 4.3112715 36.5706573, 4.3113722 36.5706517, 4.3119621 36.5707454, 4.3122711 36.5707273, 4.3126005 36.5705321)",boulevard amirouche,,
184280947,False,,tertiary,True,136.448,"LINESTRING (4.3121503 36.569498, 4.3120352 36.5696083, 4.3120158 36.5697308, 4.3119387 36.5698603, 4.3117824 36.5699914, 4.3116161 36.5700259, 4.3112509 36.5699381, 4.3110267 36.5700004)",Rue Didouche Mourad,,
"[368030245, 381339447]",False,,residential,False,246.24499999999995,"LINESTRING (4.3121503 36.569498, 4.312335 36.5694701, 4.3125951 36.5693516, 4.3128714 36.5693538, 4.3129545 36.5695003, 4.3130994 36.5698169, 4.3132576 36.5702779, 4.3128026 36.5704208, 4.3127127 36.5704265, 4.3126608 36.5704415, 4.3126118 36.5704663, 4.3125995 36.570478, 4.3126005 36.5705321)",Rue Didouche Mourad,,
638519888,False,RN 15,primary,False,8.017,"LINESTRING (4.3090772 36.5713624, 4.3091354 36.5713075)",boulevard amirouche,,
184280947,False,,tertiary,False,136.44799999999998,"LINESTRING (4.3110267 36.5700004, 4.3112509 36.5699381, 4.3116161 36.5700259, 4.3117824 36.5699914, 4.3119387 36.5698603, 4.3120158 36.5697308, 4.3120352 36.5696083, 4.3121503 36.569498)",Rue Didouche Mourad,,
184280947,False,,tertiary,True,199.79699999999997,"LINESTRING (4.3110267 36.5700004, 4.310849 36.570069, 4.3107229 36.5701595, 4.3106264 36.5702629, 4.3105627 36.5703515, 4.3105084 36.5704201, 4.3104038 36.570502, 4.3102187 36.570573, 4.3099699 36.5706531, 4.3098416 36.5707256, 4.3097983 36.57075, 4.3095963 36.5708553, 4.3094729 36.5709458, 4.3093188 36.5710983)",Rue Didouche Mourad,,
339184424,False,,residential,False,146.42,"LINESTRING (4.3110267 36.5700004, 4.3108232 36.5699795, 4.3103771 36.570003, 4.3100694 36.5699882, 4.3094371 36.570108, 4.3094131 36.5701217)",,,
"[368030245, 381339447]",False,,residential,True,246.245,"LINESTRING (4.3126005 36.5705321, 4.3125995 36.570478, 4.3126118 36.5704663, 4.3126608 36.5704415, 4.3127127 36.5704265, 4.3128026 36.5704208, 4.3132576 36.5702779, 4.3130994 36.5698169, 4.3129545 36.5695003, 4.3128714 36.5693538, 4.3125951 36.5693516, 4.312335 36.5694701, 4.3121503 36.569498)",Rue Didouche Mourad,,
