osmid,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,junction
280721864,residential,False,True,121.408,"LINESTRING (6.4982277 36.2654423, 6.4978282 36.2657599, 6.4977382 36.2658177, 6.4974044 36.2660324, 6.4971713 36.2661076)",,,,
300042153,primary,False,False,44.840999999999994,"LINESTRING (6.4982277 36.2654423, 6.4980639 36.2652976, 6.4979188 36.2651264)",2,RN 5,50,
300042153,primary,False,True,117.523,"LINESTRING (6.4982277 36.2654423, 6.4986549 36.2656971, 6.498793 36.2657713, 6.4988288 36.2657908, 6.4990442 36.2659083, 6.4993097 36.2660377)",2,RN 5,50,
280721867,residential,False,False,23.778,"LINESTRING (6.4979188 36.2651264, 6.497659 36.2651694)",,,,
300042153,primary,False,False,152.42,"LINESTRING (6.4979188 36.2651264, 6.4977418 36.2648753, 6.4974268 36.2643816, 6.4971472 36.2640249, 6.4970835 36.2639336)",2,RN 5,50,
300042153,primary,False,True,44.840999999999994,"LINESTRING (6.4979188 36.2651264, 6.4980639 36.2652976, 6.4982277 36.2654423)",2,RN 5,50,
218795078,residential,False,False,135.893,"LINESTRING (6.4929956 36.2685253, 6.4927541 36.2697318)",,,,
280721862,residential,False,False,18.678,"LINESTRING (6.4929956 36.2685253, 6.493029 36.2683595)",,,,
475633164,secondary,False,True,155.277,"LINESTRING (6.4929956 36.2685253, 6.4947275 36.2685411)",,CW 4,,
280721860,residential,False,False,92.096,"LINESTRING (6.501672 36.2701056, 6.5011516 36.2708197)",,,,
475633164,secondary,False,True,13.077,"LINESTRING (6.501672 36.2701056, 6.5017894 36.2701754)",,CW 4,,
475633164,secondary,False,False,193.54699999999997,"LINESTRING (6.501672 36.2701056, 6.5015127 36.2700214, 6.5011988 36.2699133, 6.5006861 36.2697369, 6.4996994 36.2694039)",,CW 4,,
218791520,residential,False,False,66.17,"LINESTRING (6.4980256 36.2688551, 6.4983913 36.2683382)",,,,
218791520,residential,False,True,53.13,"LINESTRING (6.4980256 36.2688551, 6.4976949 36.2692516)",,,,
475633164,secondary,False,False,102.061,"LINESTRING (6.4980256 36.2688551, 6.4969038 36.2686988)",,CW 4,,
475633164,secondary,False,True,126.53900000000002,"LINESTRING (6.4980256 36.2688551, 6.498489 36.2689954, 6.4993344 36.2692807)",,CW 4,,
218795068,residential,False,False,33.613,"LINESTRING (6.4947275 36.2685411, 6.4947919 36.2688389)",,,,
475633164,secondary,False,False,155.277,"LINESTRING (6.4947275 36.2685411, 6.4929956 36.2685253)",,CW 4,,
475633164,secondary,False,True,31.757,"LINESTRING (6.4947275 36.2685411, 6.4950817 36.2685444)",,CW 4,,
218791520,residential,False,False,52.854,"LINESTRING (6.4972863 36.2705776, 6.4973829 36.2701087)",,,,
218795078,residential,False,True,154.849,"LINESTRING (6.4972863 36.2705776, 6.4956287 36.2706857, 6.4955656 36.2706955)",,,,
218795068,residential,False,True,33.613,"LINESTRING (6.4947919 36.2688389, 6.4947275 36.2685411)",,,,
218795073,residential,False,True,124.522,"LINESTRING (6.4946577 36.2693797, 6.4945826 36.2691159, 6.4956126 36.2689384)",,,,
218795080,residential,False,True,84.756,"LINESTRING (6.4955656 36.2706955, 6.4953698 36.2699498)",,,,
218795078,residential,False,False,154.849,"LINESTRING (6.4955656 36.2706955, 6.4956287 36.2706857, 6.4972863 36.2705776)",,,,
218795078,residential,False,True,338.197,"LINESTRING (6.4955656 36.2706955, 6.4949313 36.2707938, 6.4942179 36.2709971, 6.4933542 36.2707291, 6.4927051 36.2699766, 6.4927541 36.2697318)",,,,
218795073,residential,False,False,124.522,"LINESTRING (6.4956126 36.2689384, 6.4945826 36.2691159, 6.4946577 36.2693797)",,,,
218795074,residential,False,False,43.283,"LINESTRING (6.4956126 36.2689384, 6.4956126 36.2688953, 6.4956288 36.2685494)",,,,
218795074,residential,False,True,18.56,"LINESTRING (6.4956126 36.2689384, 6.4956126 36.2689862, 6.4956416 36.269103)",,,,
475633164,secondary,False,False,49.051,"LINESTRING (6.4956288 36.2685494, 6.4950817 36.2685444)",,CW 4,,
218795074,residential,False,True,43.283,"LINESTRING (6.4956288 36.2685494, 6.4956126 36.2688953, 6.4956126 36.2689384)",,,,
475633164,secondary,False,True,13.923,"LINESTRING (6.4956288 36.2685494, 6.4957522 36.2685505, 6.4957837 36.2685545)",,CW 4,,
218795074,residential,False,False,56.213,"LINESTRING (6.4957647 36.2695987, 6.4956416 36.269103)",,,,
218795080,residential,False,True,177.295,"LINESTRING (6.4957647 36.2695987, 6.4976949 36.2692516)",,,,
218795080,residential,False,False,66.424,"LINESTRING (6.4957647 36.2695987, 6.4954195 36.2696565, 6.4953658 36.2697212, 6.4953337 36.269812, 6.4953698 36.2699498)",,,,
218795071,residential,False,True,75.964,"LINESTRING (6.4978067 36.2698901, 6.4978925 36.2695744, 6.4976949 36.2692516)",,,,
218795076,residential,False,False,57.857,"LINESTRING (6.4953698 36.2699498, 6.4959989 36.2698337)",,,,
218795080,residential,False,False,84.756,"LINESTRING (6.4953698 36.2699498, 6.4955656 36.2706955)",,,,
218795080,residential,False,True,66.424,"LINESTRING (6.4953698 36.2699498, 6.4953337 36.269812, 6.4953658 36.2697212, 6.4954195 36.2696565, 6.4957647 36.2695987)",,,,
218795076,residential,False,True,57.857,"LINESTRING (6.4959989 36.2698337, 6.4953698 36.2699498)",,,,
218791520,residential,False,False,53.13,"LINESTRING (6.4976949 36.2692516, 6.4980256 36.2688551)",,,,
218795080,residential,False,False,177.295,"LINESTRING (6.4976949 36.2692516, 6.4957647 36.2695987)",,,,
218791520,residential,False,True,91.62899999999999,"LINESTRING (6.4976949 36.2692516, 6.4974955 36.2695008, 6.4974006 36.2700227)",,,,
218795071,residential,False,False,75.964,"LINESTRING (6.4976949 36.2692516, 6.4978925 36.2695744, 6.4978067 36.2698901)",,,,
300042153,primary,False,False,22.709,"LINESTRING (6.5016809 36.2671353, 6.501458 36.2670383)",2,RN 5,50,
280721845,unclassified,True,False,94.377,"LINESTRING (6.5011487 36.2678676, 6.5016809 36.2671353)",,,,
281891137,unclassified,False,True,39.726,"LINESTRING (6.5011487 36.2678676, 6.5007626 36.2676923)",,,,
280721851,residential,False,False,56.777,"LINESTRING (6.5017956 36.2666063, 6.501458 36.2670383)",,,,
280721851,residential,False,True,98.498,"LINESTRING (6.5017956 36.2666063, 6.5023465 36.2658399)",,,,
280721873,residential,False,False,123.947,"LINESTRING (6.5017956 36.2666063, 6.5010325 36.2662734, 6.5005797 36.2660758)",,,,
281891136,residential,False,False,3.012,"LINESTRING (6.5001107 36.2686388, 6.5001227 36.2686641)",,,,
