osmid,highway,oneway,reversed,length,maxspeed,junction,geometry,lanes,ref,name
207632437,residential,False,True,105.032,,,"LINESTRING (3.4959146 34.1566034, 3.4970199 34.1563675)",,,
239829266,residential,False,True,24.489,,,"LINESTRING (3.4872702 34.1511758, 3.4872656 34.1509556)",,,الاطلس 2
331212772,residential,False,False,12.101,,,"LINESTRING (3.4872702 34.1511758, 3.4874017 34.1511769)",,,حي الأطلس 2
331212772,residential,False,True,30.579,,,"LINESTRING (3.4872702 34.1511758, 3.4869379 34.1511781)",,,حي الأطلس 2
713557370,residential,False,False,43.747,,,"LINESTRING (3.4874077 34.1515815, 3.4878831 34.1515798)",,,
713552320,residential,False,True,44.993,,,"LINESTRING (3.4874077 34.1515815, 3.4874024 34.151279, 3.4874017 34.1511769)",,,الاطلس 2
713557370,residential,False,True,30.755,,,"LINESTRING (3.4874077 34.1515815, 3.4872456 34.1515886, 3.4870742 34.1515994)",,,
207859352,residential,False,True,53.883,,,"LINESTRING (3.4872849 34.150097, 3.4873695 34.1496175)",,,
213577009,residential,False,True,16.023,,,"LINESTRING (3.4872849 34.150097, 3.487459 34.1500946)",,,
239829266,residential,False,False,49.212,,,"LINESTRING (3.4872849 34.150097, 3.4872749 34.1505395)",,,الاطلس 2
207859353,residential,False,True,55.156,,,"LINESTRING (3.4886824 34.1495858, 3.48865 34.1500811)",,,
213577008,residential,False,False,52.592,,,"LINESTRING (3.4886824 34.1495858, 3.4881109 34.1495893)",,,
207631582,residential,False,False,42.198,,,"LINESTRING (3.4897605 34.1513319, 3.4893135 34.1514166)",,,
207631582,residential,False,True,3.59,,,"LINESTRING (3.4897605 34.1513319, 3.489798 34.151323)",,,
207859181,residential,False,False,39.518,,,"LINESTRING (3.4897605 34.1513319, 3.4897129 34.1509787)",,,حي الضاية
207859257,residential,False,False,55.328,,,"LINESTRING (3.4880948 34.1500867, 3.4881109 34.1495893)",,,
207859257,residential,False,True,183.043,,,"LINESTRING (3.4880948 34.1500867, 3.4881689 34.1517317)",,,
213577009,residential,False,False,26.413,,,"LINESTRING (3.4880948 34.1500867, 3.4878078 34.15009)",,,
213577009,residential,False,True,51.094,,,"LINESTRING (3.4880948 34.1500867, 3.48865 34.1500811)",,,
207859353,residential,False,False,55.156,,,"LINESTRING (3.48865 34.1500811, 3.4886824 34.1495858)",,,
213577009,residential,False,False,51.094,,,"LINESTRING (3.48865 34.1500811, 3.4880948 34.1500867)",,,
213577009,residential,False,True,50.001,,,"LINESTRING (3.48865 34.1500811, 3.4891932 34.15007)",,,
207859353,residential,False,True,186.576,,,"LINESTRING (3.48865 34.1500811, 3.4886475 34.150936, 3.488642 34.1510755, 3.4886312 34.1512176, 3.48861 34.1513245, 3.4884375 34.151733)",,,
207859257,residential,False,False,183.043,,,"LINESTRING (3.4881689 34.1517317, 3.4880948 34.1500867)",,,
713557370,residential,False,False,24.717,,,"LINESTRING (3.4881689 34.1517317, 3.4884375 34.151733)",,,
713557370,residential,False,True,23.303,,,"LINESTRING (3.4881689 34.1517317, 3.4879167 34.1517507)",,,
207859260,residential,False,True,121.431,,,"LINESTRING (3.4878078 34.15009, 3.4878735 34.1511807)",,,
213577009,residential,False,False,32.101,,,"LINESTRING (3.4878078 34.15009, 3.487459 34.1500946)",,,
213577009,residential,False,True,26.413,,,"LINESTRING (3.4878078 34.15009, 3.4880948 34.1500867)",,,
207859352,residential,False,False,53.883,,,"LINESTRING (3.4873695 34.1496175, 3.4872849 34.150097)",,,
213577008,residential,False,True,68.297,,,"LINESTRING (3.4873695 34.1496175, 3.4881109 34.1495893)",,,
207631582,residential,False,False,22.752,,,"LINESTRING (3.4910841 34.1508602, 3.4908741 34.1509682)",,,
207631582,residential,False,True,33.701,,,"LINESTRING (3.4910841 34.1508602, 3.4914394 34.1507867)",,,
207859670,residential,False,False,61.437,,,"LINESTRING (3.4910841 34.1508602, 3.490701 34.1504077)",,,
207859361,residential,False,True,59.668,,,"LINESTRING (3.4912645 34.1498517, 3.491528 34.150342)",,,
207859670,residential,False,True,21.068,,,"LINESTRING (3.4912645 34.1498517, 3.4910439 34.1499024)",,,
207859670,residential,False,False,21.068,,,"LINESTRING (3.4910439 34.1499024, 3.4912645 34.1498517)",,,
207859670,residential,False,True,57.599999999999994,,,"LINESTRING (3.4910439 34.1499024, 3.4906818 34.1501055, 3.4905853 34.1501605, 3.4905309 34.1501987)",,,
207859688,residential,False,True,88.916,,,"LINESTRING (3.4910439 34.1499024, 3.4908441 34.1496316, 3.4907512 34.1495251, 3.4907304 34.1495123, 3.4906986 34.1495073, 3.4906577 34.1495118, 3.4903555 34.1496098)",,,
708707781,residential,False,True,32.849,,,"LINESTRING (3.4903555 34.1496098, 3.4900058 34.1496691)",,,
207859688,residential,False,False,88.916,,,"LINESTRING (3.4903555 34.1496098, 3.4906577 34.1495118, 3.4906986 34.1495073, 3.4907304 34.1495123, 3.4907512 34.1495251, 3.4908441 34.1496316, 3.4910439 34.1499024)",,,
239829266,residential,False,False,24.489,,,"LINESTRING (3.4872656 34.1509556, 3.4872702 34.1511758)",,,الاطلس 2
239829266,residential,False,True,46.276,,,"LINESTRING (3.4872656 34.1509556, 3.4872749 34.1505395)",,,الاطلس 2
207515881,residential,False,True,71.805,,,"LINESTRING (3.4931428 34.1551167, 3.4938976 34.1549528)",,,
701746244,primary,False,False,47.433,40,,"LINESTRING (3.4931428 34.1551167, 3.493453 34.1554574)",2,RN 89,طريق مسعد - الفيض
701746244,primary,False,True,21.016,40,,"LINESTRING (3.4931428 34.1551167, 3.4930006 34.1549688)",2,RN 89,طريق مسعد - الفيض
207955387,residential,False,False,132.417,,,"LINESTRING (3.4878912 34.1571643, 3.4878278 34.1559746)",,,
715196533,residential,False,False,35.81,,,"LINESTRING (3.4878912 34.1571643, 3.4879419 34.1574836)",,,
"[207955387, 243588075]",residential,False,"[False, True]",186.681,,,"LINESTRING (3.4878912 34.1571643, 3.487388 34.1571806, 3.4873492 34.157175, 3.487321 34.1571584, 3.4873116 34.1571351, 3.4873466 34.1559591)",,,
715196534,residential,True,False,43.991,,,"LINESTRING (3.4878912 34.1571643, 3.4879433 34.1571417, 3.4880063 34.1571318, 3.4883583 34.1570928)",,,
207955384,residential,False,True,28.216,,,"LINESTRING (3.4908226 34.156639, 3.4911284 34.1566202)",,,
207955960,residential,False,False,41.179,,,"LINESTRING (3.4908226 34.156639, 3.490777 34.1562706)",,,
207955384,residential,False,False,23.883,,,"LINESTRING (3.4908226 34.156639, 3.4907019 34.1566645, 3.4905705 34.1566901)",,,
207955384,residential,False,False,24.363,,,"LINESTRING (3.4892325 34.1570025, 3.4889689 34.1570231)",,,
207955384,residential,False,True,9.604,,,"LINESTRING (3.4892325 34.1570025, 3.4893357 34.1569896)",,,
207955873,residential,False,False,30.616,,,"LINESTRING (3.4892325 34.1570025, 3.4891489 34.156736)",,,
207955873,residential,False,True,28.445,,,"LINESTRING (3.4892325 34.1570025, 3.4892571 34.1572575)",,,
207955387,residential,False,False,44.311,,,"LINESTRING (3.4878278 34.1559746, 3.4873466 34.1559591)",,,
207955387,residential,False,True,132.417,,,"LINESTRING (3.4878278 34.1559746, 3.4878912 34.1571643)",,,
243588076,residential,False,True,57.638000000000005,,,"LINESTRING (3.4878278 34.1559746, 3.487958 34.1559898, 3.4880291 34.1560031, 3.4881243 34.1560286, 3.4883724 34.1561984)",,,
207955384,residential,False,False,70.941,,,"LINESTRING (3.4900788 34.1568196, 3.4893357 34.1569896)",,,
207955821,residential,False,True,21.774,,,"LINESTRING (3.4900788 34.1568196, 3.4900755 34.1570154)",,,
207955384,residential,False,True,47.519000000000005,,,"LINESTRING (3.4900788 34.1568196, 3.4903398 34.15676, 3.4905705 34.1566901)",,,
207955912,residential,False,False,46.079,,,"LINESTRING (3.4888036 34.1580448, 3.4893036 34.1580216)",,,
268899215,residential,False,True,47.828,,,"LINESTRING (3.4888036 34.1580448, 3.4887452 34.1576174)",,,
207381707,residential,False,False,95.86599999999999,,,"LINESTRING (3.4917158 34.1549122, 3.4916702 34.1548667, 3.4916152 34.1548301, 3.4915093 34.1548112, 3.4913872 34.1548001, 3.4911981 34.1547957, 3.4910493 34.154799, 3.4909795 34.1548201, 3.4908977 34.1548545, 3.4907584 34.154927)",,,
207381707,residential,False,True,52.174,,,"LINESTRING (3.4917158 34.1549122, 3.4918244 34.1550221, 3.4918968 34.155092, 3.4919746 34.1551397, 3.4920551 34.1551763, 3.492149 34.1551908)",,,
331211934,residential,False,True,75.139,,,"LINESTRING (3.4917158 34.1549122, 3.4916005 34.1555226, 3.4915937 34.1555514, 3.4915857 34.1555792)",,,
207381707,residential,False,False,34.931,,,"LINESTRING (3.4907584 34.154927, 3.4905857 34.1549949, 3.4904002 34.1550222)",,,
207381707,residential,False,True,95.86599999999999,,,"LINESTRING (3.4907584 34.154927, 3.4908977 34.1548545, 3.4909795 34.1548201, 3.4910493 34.154799, 3.4911981 34.1547957, 3.4913872 34.1548001, 3.4915093 34.1548112, 3.4916152 34.1548301, 3.4916702 34.1548667, 3.4917158 34.1549122)",,,
207955960,residential,False,True,83.80199999999999,,,"LINESTRING (3.4907584 34.154927, 3.4908105 34.1549499, 3.4908494 34.155001, 3.4908615 34.1550498, 3.4908642 34.1551042, 3.4908602 34.1551863, 3.490777 34.1556391)",,,
207516857,residential,False,False,50.996,,,"LINESTRING (3.4967784 34.155488, 3.4968822 34.1559385)",,,
207516857,residential,False,True,39.848,,,"LINESTRING (3.4967784 34.155488, 3.496677 34.1551396)",,,
207956042,residential,False,False,112.106,,,"LINESTRING (3.4967784 34.155488, 3.4955945 34.155726)",,,
207516857,residential,False,False,39.848,,,"LINESTRING (3.496677 34.1551396, 3.4967784 34.155488)",,,
207516857,residential,False,True,38.954,,,"LINESTRING (3.496677 34.1551396, 3.4965755 34.1547995)",,,
207956069,residential,False,False,113.912,,,"LINESTRING (3.496677 34.1551396, 3.4954737 34.1553803)",,,
207956069,residential,False,True,31.058,,,"LINESTRING (3.4937394 34.1557587, 3.4940618 34.155676)",,,
701746244,primary,False,False,42.692,40,,"LINESTRING (3.4937394 34.1557587, 3.4940297 34.1560582)",2,RN 89,طريق مسعد - الفيض
701746244,primary,False,True,42.626,40,,"LINESTRING (3.4937394 34.1557587, 3.493453 34.1554574)",2,RN 89,طريق مسعد - الفيض
204518425,residential,False,False,44.227,40,,"LINESTRING (3.4962051 34.1501987, 3.4961203 34.1498072)",2,,قبر الصحبي
204518425,residential,False,True,21.113,40,,"LINESTRING (3.4962051 34.1501987, 3.4962469 34.1503854)",2,,قبر الصحبي
207956167,residential,False,False,129.38,,,"LINESTRING (3.4962051 34.1501987, 3.4974869 34.1506768)",,,
204518425,residential,False,False,24.584,40,,"LINESTRING (3.4962928 34.1506032, 3.4962469 34.1503854)",2,,قبر الصحبي
204518425,residential,False,True,52.346,40,,"LINESTRING (3.4962928 34.1506032, 3.496395 34.1510663)",2,,قبر الصحبي
723723173,residential,False,False,106.79,,,"LINESTRING (3.4962928 34.1506032, 3.4973712 34.150958)",,,
207964245,residential,False,True,41.453,,,"LINESTRING (3.4965652 34.1579097, 3.4965082 34.1582795)",,,
207964245,residential,False,False,62.227000000000004,,,"LINESTRING (3.4965652 34.1579097, 3.4965786 34.1578387, 3.4965947 34.1577787, 3.4966457 34.1577432, 3.4966859 34.1577077, 3.4967101 34.1576478, 3.4967369 34.1575746, 3.4967771 34.1573948)",,,
204518425,residential,False,False,38.649,40,,"LINESTRING (3.4973987 34.1546527, 3.4972808 34.1543191)",2,,قبر الصحبي
204518425,residential,False,True,59.159,40,,"LINESTRING (3.4973987 34.1546527, 3.4975862 34.1551616)",2,,قبر الصحبي
207516857,residential,False,False,77.487,,,"LINESTRING (3.4973987 34.1546527, 3.4965755 34.1547995)",,,
207381519,residential,False,False,52.054,,,"LINESTRING (3.4957481 34.156156, 3.4959146 34.1566034)",,,
207381519,residential,False,True,49.859,,,"LINESTRING (3.4957481 34.156156, 3.4955945 34.155726)",,,
207516857,residential,False,False,129.007,,,"LINESTRING (3.4957481 34.156156, 3.4943904 34.1564454)",,,
207516857,residential,False,True,107.12,,,"LINESTRING (3.4957481 34.156156, 3.4968822 34.1559385)",,,
207381672,residential,False,False,108.455,,,"LINESTRING (3.4922802 34.1565579, 3.4921869 34.1555856)",,,
207381672,residential,False,True,38.893,,,"LINESTRING (3.4922802 34.1565579, 3.4923202 34.1569061)",,,
207516857,residential,False,False,56.628,,,"LINESTRING (3.4922802 34.1565579, 3.4916653 34.156579)",,,
207516857,residential,False,True,183.461,,,"LINESTRING (3.4922802 34.1565579, 3.4942699 34.1564518)",,,
207381716,residential,False,True,80.351,,,"LINESTRING (3.4976502 34.1574082, 3.4967771 34.1573948)",,,
207516730,residential,False,True,42.462,,,"LINESTRING (3.4976502 34.1574082, 3.4975314 34.1570392)",,,
207516951,residential,False,False,44.786,,,"LINESTRING (3.4929678 34.1575481, 3.4930688 34.1579421)",,,
207516951,residential,False,True,30.207,,,"LINESTRING (3.4929678 34.1575481, 3.4929418 34.1572773)",,,
207516986,residential,False,False,49.66,,,"LINESTRING (3.4929678 34.1575481, 3.4924281 34.1575489)",,,
207516986,residential,False,True,147.958,,,"LINESTRING (3.4929678 34.1575481, 3.4945758 34.1575521)",,,
207381672,residential,False,False,44.643,,,"LINESTRING (3.4924954 34.1579465, 3.4924281 34.1575489)",,,
207381672,residential,False,True,40.825,,,"LINESTRING (3.4924954 34.1579465, 3.4925611 34.1583096)",,,
207516977,residential,False,False,72.067,,,"LINESTRING (3.4924954 34.1579465, 3.4917131 34.157978)",,,
207516977,residential,False,True,52.763,,,"LINESTRING (3.4924954 34.1579465, 3.4930688 34.1579421)",,,
207381672,residential,False,False,40.825,,,"LINESTRING (3.4925611 34.1583096, 3.4924954 34.1579465)",,,
207516974,residential,False,False,76.987,,,"LINESTRING (3.4925611 34.1583096, 3.4917244 34.1583097)",,,
207516974,residential,False,True,57.161,,,"LINESTRING (3.4925611 34.1583096, 3.4931817 34.1582864)",,,
207381519,residential,False,False,40.015,,,"LINESTRING (3.4954737 34.1553803, 3.4955945 34.155726)",,,
207381519,residential,False,True,40.251,,,"LINESTRING (3.4954737 34.1553803, 3.4953598 34.1550308)",,,
207956069,residential,False,False,118.694,,,"LINESTRING (3.4954737 34.1553803, 3.4942232 34.1556422)",,,
207956069,residential,False,True,113.912,,,"LINESTRING (3.4954737 34.1553803, 3.496677 34.1551396)",,,
207381519,residential,False,False,49.859,,,"LINESTRING (3.4955945 34.155726, 3.4957481 34.156156)",,,
207381519,residential,False,True,40.015,,,"LINESTRING (3.4955945 34.155726, 3.4954737 34.1553803)",,,
207956042,residential,False,False,137.989,,,"LINESTRING (3.4955945 34.155726, 3.4941422 34.1560353)",,,
207956042,residential,False,True,112.106,,,"LINESTRING (3.4955945 34.155726, 3.4967784 34.155488)",,,
204518545,residential,False,False,55.722,,,"LINESTRING (3.4950612 34.1513725, 3.4954859 34.1510153)",,,
204518545,residential,False,True,38.466,,,"LINESTRING (3.4950612 34.1513725, 3.494754 34.1516071)",,,
207380543,residential,False,False,25.261,,,"LINESTRING (3.4950612 34.1513725, 3.4952002 34.1515684)",,,
207380543,residential,False,True,180.796,,,"LINESTRING (3.4950612 34.1513725, 3.4941593 34.149928)",,,
207955821,residential,False,False,84.475,,,"LINESTRING (3.4900563 34.1579935, 3.4900712 34.1572339)",,,
207955821,residential,False,True,26.724,,,"LINESTRING (3.4900563 34.1579935, 3.4900716 34.1582335)",,,
207955912,residential,False,False,90.775,,,"LINESTRING (3.4900563 34.1579935, 3.4910426 34.1579752)",,,
207955912,residential,False,True,69.329,,,"LINESTRING (3.4900563 34.1579935, 3.4893036 34.1580216)",,,
207955873,residential,False,False,48.286,,,"LINESTRING (3.4893036 34.1580216, 3.4892772 34.1575879)",,,
207955873,residential,False,True,25.834,,,"LINESTRING (3.4893036 34.1580216, 3.4893325 34.1582527)",,,
207955912,residential,False,False,69.329,,,"LINESTRING (3.4893036 34.1580216, 3.4900563 34.1579935)",,,
207955912,residential,False,True,46.079,,,"LINESTRING (3.4893036 34.1580216, 3.4888036 34.1580448)",,,
213577009,residential,False,False,50.001,,,"LINESTRING (3.4891932 34.15007, 3.48865 34.1500811)",,,
213577007,residential,False,True,150.184,,,"LINESTRING (3.4891932 34.15007, 3.4892562 34.1509734, 3.4893135 34.1514166)",,,حي الضاية
713552319,residential,False,False,16.186,,,"LINESTRING (3.4889129 34.1527703, 3.4888938 34.152915)",,,
"[334335376, 214431226]",residential,False,False,104.711,,,"LINESTRING (3.4889129 34.1527703, 3.4892005 34.1527438, 3.489452 34.1526904, 3.4897014 34.1526249, 3.4898543 34.1525727, 3.4899982 34.1525114)",,,
713552319,residential,False,True,33.967,,,"LINESTRING (3.4889129 34.1527703, 3.4889211 34.1526829, 3.4889236 34.1524651)",,,
204518425,residential,False,False,59.159,40,,"LINESTRING (3.4975862 34.1551616, 3.4973987 34.1546527)",2,,قبر الصحبي
204518425,residential,False,False,11.182,40,,"LINESTRING (3.4965296 34.1516438, 3.4965147 34.151544)",2,,قبر الصحبي
204518425,residential,False,True,49.038,40,,"LINESTRING (3.4965296 34.1516438, 3.4966081 34.15208)",2,,قبر الصحبي
224794260,residential,False,True,104.577,,,"LINESTRING (3.4965296 34.1516438, 3.4955031 34.1520474)",,,
207515941,residential,False,False,16.423,,,"LINESTRING (3.4955031 34.1520474, 3.4954216 34.151916)",,,
207515941,residential,False,True,51.589,,,"LINESTRING (3.4955031 34.1520474, 3.4957632 34.1524584)",,,
224794260,residential,False,False,104.577,,,"LINESTRING (3.4955031 34.1520474, 3.4965296 34.1516438)",,,
204518425,residential,False,False,34.991,40,,"LINESTRING (3.4966775 34.1523894, 3.4966081 34.15208)",2,,قبر الصحبي
204518425,residential,False,True,38.251,40,,"LINESTRING (3.4966775 34.1523894, 3.496773 34.1527242)",2,,قبر الصحبي
204518425,residential,False,False,38.251,40,,"LINESTRING (3.496773 34.1527242, 3.4966775 34.1523894)",2,,قبر الصحبي
204518425,residential,False,True,97.473,40,,"LINESTRING (3.496773 34.1527242, 3.4970395 34.1535726)",2,,قبر الصحبي
204518425,residential,False,False,97.473,40,,"LINESTRING (3.4970395 34.1535726, 3.496773 34.1527242)",2,,قبر الصحبي
204518425,residential,False,True,27.606,40,,"LINESTRING (3.4970395 34.1535726, 3.4971135 34.1538132)",2,,قبر الصحبي
204518425,residential,False,False,27.606,40,,"LINESTRING (3.4971135 34.1538132, 3.4970395 34.1535726)",2,,قبر الصحبي
204518425,residential,False,True,28.173,40,,"LINESTRING (3.4971135 34.1538132, 3.4971906 34.1540584)",2,,قبر الصحبي
224794387,residential,False,False,70.973,,,"LINESTRING (3.4971135 34.1538132, 3.4963515 34.153912)",,,
224794387,residential,False,True,70.973,,,"LINESTRING (3.4963515 34.153912, 3.4971135 34.1538132)",,,
268899216,residential,False,False,22.191,,,"LINESTRING (3.4963515 34.153912, 3.4963579 34.1541115)",,,
268899216,residential,False,True,10.409,,,"LINESTRING (3.4963515 34.153912, 3.4963386 34.153819)",,,
204518425,residential,False,False,28.173,40,,"LINESTRING (3.4971906 34.1540584, 3.4971135 34.1538132)",2,,قبر الصحبي
204518425,residential,False,True,30.153,40,,"LINESTRING (3.4971906 34.1540584, 3.4972808 34.1543191)",2,,قبر الصحبي
224794538,residential,False,True,77.81799999999998,,,"LINESTRING (3.4971906 34.1540584, 3.4965464 34.1541342, 3.4964841 34.1541387, 3.4964338 34.1541364, 3.4963936 34.154127, 3.4963579 34.1541115)",,,
224794538,residential,False,False,53.523,,,"LINESTRING (3.4937953 34.1545997, 3.494362 34.1544912)",,,
268899218,residential,False,False,40.376,,,"LINESTRING (3.4937953 34.1545997, 3.4938976 34.1549528)",,,
268899218,residential,False,True,128.895,,,"LINESTRING (3.4937953 34.1545997, 3.4935666 34.1538822, 3.4935605 34.1538324, 3.4935699 34.1537991, 3.4935806 34.1537702, 3.4936014 34.1537391, 3.4936349 34.1537208, 3.4936859 34.1537036, 3.4939001 34.15364)",,,
207381707,residential,False,False,12.258,,,"LINESTRING (3.4898825 34.1545104, 3.4898558 34.1544024)",,,
207381707,residential,False,True,57.044,,,"LINESTRING (3.4898825 34.1545104, 3.4899172 34.1550226)",,,
207381709,primary,True,False,63.370000000000005,50,,"LINESTRING (3.4898825 34.1545104, 3.4893863 34.1545848, 3.4892041 34.1546083)",2,RN 1B,
207631582,residential,False,False,3.59,,,"LINESTRING (3.489798 34.151323, 3.4897605 34.1513319)",,,
207631582,residential,False,True,87.97300000000001,,,"LINESTRING (3.489798 34.151323, 3.4900193 34.1512809, 3.4902258 34.1512415, 3.4903559 34.1511999, 3.4906888 34.1510525)",,,
239829264,residential,False,False,197.023,,,"LINESTRING (3.489798 34.151323, 3.4898574 34.1515303, 3.4900166 34.1520555, 3.49002 34.1520752, 3.4900133 34.1520935, 3.4899992 34.152108, 3.4893206 34.1523496, 3.4891127 34.1524151, 3.4889236 34.1524651)",,,حي الأطلس 1
239829264,residential,False,True,197.02299999999997,,,"LINESTRING (3.4889236 34.1524651, 3.4891127 34.1524151, 3.4893206 34.1523496, 3.4899992 34.152108, 3.4900133 34.1520935, 3.49002 34.1520752, 3.4900166 34.1520555, 3.4898574 34.1515303, 3.489798 34.151323)",,,حي الأطلس 1
713552319,residential,False,False,33.967,,,"LINESTRING (3.4889236 34.1524651, 3.4889211 34.1526829, 3.4889129 34.1527703)",,,
"[207631582, 713552319]",residential,False,True,163.385,,,"LINESTRING (3.4889236 34.1524651, 3.4888782 34.1522656, 3.4888485 34.1521965, 3.4886809 34.1518757, 3.4886447 34.1518069, 3.4886259 34.1517492, 3.4886299 34.1516915, 3.488646 34.1516527, 3.4886654 34.1516227, 3.4887231 34.1515922, 3.4887774 34.1515772, 3.4893135 34.1514166)",,,
207631582,residential,False,False,19.458,,,"LINESTRING (3.4908741 34.1509682, 3.4906888 34.1510525)",,,
207631582,residential,False,True,22.752,,,"LINESTRING (3.4908741 34.1509682, 3.4910841 34.1508602)",,,
239829265,residential,False,False,143.0,,,"LINESTRING (3.4908741 34.1509682, 3.4912817 34.1522092)",,,حي الأطلس 1
207632184,residential,False,False,11.662,,,"LINESTRING (3.4912817 34.1522092, 3.4914064 34.1521905)",,,
207632184,residential,False,True,35.515,,,"LINESTRING (3.4912817 34.1522092, 3.4909101 34.1522955)",,,
239829265,residential,False,True,143.0,,,"LINESTRING (3.4912817 34.1522092, 3.4908741 34.1509682)",,,حي الأطلس 1
207955960,residential,False,True,41.179,,,"LINESTRING (3.490777 34.1562706, 3.4908226 34.156639)",,,
243588071,residential,False,False,38.082,,,"LINESTRING (3.490777 34.1562706, 3.4903633 34.1562803)",,,
207955960,residential,False,False,70.35600000000001,,,"LINESTRING (3.490777 34.1562706, 3.4907569 34.1558311, 3.4907636 34.1557179, 3.490777 34.1556391)",,,
729789231,residential,False,True,151.00699999999998,,,"LINESTRING (3.490777 34.1562706, 3.4914751 34.1562473, 3.4915052 34.1562434, 3.4915307 34.1562362, 3.4915522 34.1562229, 3.4916876 34.1560897, 3.4917694 34.1559976, 3.4917895 34.1559709, 3.4917963 34.1559387, 3.4917949 34.155881, 3.4917855 34.1557612, 3.4917867 34.1555813)",,,
207955873,residential,False,True,46.912,,,"LINESTRING (3.4897477 34.1562779, 3.4892379 34.1562732)",,,
243588071,residential,False,False,38.925,,,"LINESTRING (3.4897477 34.1562779, 3.4897554 34.1559279)",,,
243588071,residential,False,True,56.645,,,"LINESTRING (3.4897477 34.1562779, 3.4903633 34.1562803)",,,
207381707,residential,False,False,57.044,,,"LINESTRING (3.4899172 34.1550226, 3.4898825 34.1545104)",,,
207381707,residential,False,True,15.241,,,"LINESTRING (3.4899172 34.1550226, 3.4900826 34.1550299)",,,
"[331211982, 713552310]",residential,False,"[False, True]",17.173000000000002,,,"LINESTRING (3.4899172 34.1550226, 3.4898423 34.1550293, 3.4898074 34.1550354, 3.4897906 34.1550454, 3.4897612 34.1550838)",,,
243588071,residential,False,False,56.645,,,"LINESTRING (3.4903633 34.1562803, 3.4897477 34.1562779)",,,
243588071,residential,False,True,38.082,,,"LINESTRING (3.4903633 34.1562803, 3.490777 34.1562706)",,,
243588072,residential,False,False,38.322,,,"LINESTRING (3.4903633 34.1562803, 3.490375 34.1559358)",,,
207381707,residential,False,False,29.237,,,"LINESTRING (3.4904002 34.1550222, 3.4900826 34.1550299)",,,
243588072,residential,False,True,101.614,,,"LINESTRING (3.4904002 34.1550222, 3.490375 34.1559358)",,,
207381707,residential,False,True,34.931,,,"LINESTRING (3.4904002 34.1550222, 3.4905857 34.1549949, 3.4907584 34.154927)",,,
243588072,residential,False,False,101.614,,,"LINESTRING (3.490375 34.1559358, 3.4904002 34.1550222)",,,
243588072,residential,False,True,38.322,,,"LINESTRING (3.490375 34.1559358, 3.4903633 34.1562803)",,,
243588073,residential,False,False,29.105,,,"LINESTRING (3.490375 34.1559358, 3.4900587 34.1559353)",,,
243588071,residential,False,False,93.861,,,"LINESTRING (3.4897554 34.1559279, 3.4897612 34.1550838)",,,
243588071,residential,False,True,38.925,,,"LINESTRING (3.4897554 34.1559279, 3.4897477 34.1562779)",,,
243588073,residential,False,True,27.92,,,"LINESTRING (3.4897554 34.1559279, 3.4900587 34.1559353)",,,
243588073,residential,False,False,27.92,,,"LINESTRING (3.4900587 34.1559353, 3.4897554 34.1559279)",,,
243588073,residential,False,True,29.105,,,"LINESTRING (3.4900587 34.1559353, 3.490375 34.1559358)",,,
243588074,residential,False,False,100.7,,,"LINESTRING (3.4900587 34.1559353, 3.4900826 34.1550299)",,,
207381707,residential,False,False,15.241,,,"LINESTRING (3.4900826 34.1550299, 3.4899172 34.1550226)",,,
207381707,residential,False,True,29.237,,,"LINESTRING (3.4900826 34.1550299, 3.4904002 34.1550222)",,,
243588074,residential,False,True,100.7,,,"LINESTRING (3.4900826 34.1550299, 3.4900587 34.1559353)",,,
243588076,residential,False,False,98.114,,,"LINESTRING (3.4884864 34.1570757, 3.4883724 34.1561984)",,,
715196534,residential,True,False,17.588,,,"LINESTRING (3.4884864 34.1570757, 3.4886757 34.1570538)",,,
243588076,residential,False,True,98.114,,,"LINESTRING (3.4883724 34.1561984, 3.4884864 34.1570757)",,,
713552309,residential,False,True,65.438,,,"LINESTRING (3.4883724 34.1561984, 3.4889293 34.1565644)",,,
243588076,residential,False,False,57.638000000000005,,,"LINESTRING (3.4883724 34.1561984, 3.4881243 34.1560286, 3.4880291 34.1560031, 3.487958 34.1559898, 3.4878278 34.1559746)",,,
713552319,residential,False,False,14.968,,,"LINESTRING (3.4883617 34.153606, 3.4882048 34.1536415)",,,
713552319,residential,False,True,45.311,,,"LINESTRING (3.4883617 34.153606, 3.4888217 34.1534606)",,,
246515148,residential,False,True,76.31700000000001,,,"LINESTRING (3.4883617 34.153606, 3.4884071 34.1532153, 3.4884409 34.1529228)",,,
713552319,residential,False,True,15.295,,,"LINESTRING (3.4877823 34.1536925, 3.4879473 34.1536759)",,,
246515149,residential,False,False,66.68299999999999,,,"LINESTRING (3.4877823 34.1536925, 3.487329 34.1537325, 3.4872995 34.1537258, 3.4872606 34.1537047, 3.4872445 34.1536703, 3.4872002 34.1535542)",,,
713552319,residential,False,False,92.697,,,"LINESTRING (3.4877823 34.1536925, 3.4877998 34.1544827, 3.4878011 34.154526)",,,
246515149,residential,False,True,44.711,,,"LINESTRING (3.4870309 34.1531781, 3.4870737 34.1532457, 3.4872002 34.1535542)",,,
204550322,residential,False,False,40.327,,,"LINESTRING (3.4937596 34.1500767, 3.4941593 34.149928)",,,
204550322,residential,False,True,21.584,,,"LINESTRING (3.4937596 34.1500767, 3.493529 34.1501122)",,,
