osmid,ref,name,highway,oneway,reversed,length,geometry,lanes,junction,maxspeed
26301701,RN 11,Boulevard 1er Novembre,primary,False,False,80.1,"LINESTRING (2.8439463 36.7158035, 2.8436887 36.7156305, 2.8434827 36.7154791, 2.8433362 36.7152849)",,,
26301701,RN 11,Boulevard 1er Novembre,primary,False,True,93.826,"LINESTRING (2.8439463 36.7158035, 2.8442482 36.7160355, 2.8446994 36.716393)",,,
386207888,RN 63,,primary,False,False,61.135,"LINESTRING (2.8439463 36.7158035, 2.8441349 36.7154954, 2.8442471 36.7153094)",2,,
34262978,CW 112,,secondary,False,True,10.945,"LINESTRING (2.8386366 36.7091558, 2.838645 36.7090576)",2,,
35826209,,,secondary,True,False,54.378,"LINESTRING (2.8386366 36.7091558, 2.8386623 36.7096444)",,,
35770143,,,residential,False,True,9.112,"LINESTRING (2.8457371 36.7098357, 2.8457509 36.7097545)",,,
35770139,CW 13,,secondary,False,False,43.321,"LINESTRING (2.8457371 36.7098357, 2.8456408 36.7097892, 2.8455759 36.7097336, 2.8454522 36.7095335)",2,,
483049177,,Rue Ali El Haoues,residential,False,False,123.81800000000001,"LINESTRING (2.8457371 36.7098357, 2.8456533 36.7101988, 2.8456075 36.710294, 2.845212 36.7107449, 2.8451337 36.7108108)",,,
35770139,CW 13,,secondary,False,True,43.321,"LINESTRING (2.8454522 36.7095335, 2.8455759 36.7097336, 2.8456408 36.7097892, 2.8457371 36.7098357)",2,,
35770144,,,secondary,False,True,209.941,"LINESTRING (2.8454522 36.7095335, 2.8442928 36.7079868, 2.8442363 36.7079166)",,,
"[35770145, 1171711478]",,,residential,False,False,131.33499999999998,"LINESTRING (2.8454522 36.7095335, 2.8452367 36.7094012, 2.8449753 36.7092557, 2.8447878 36.7091763, 2.844407 36.7091973, 2.8441173 36.7092059)",,,
35770143,,,residential,False,False,9.112,"LINESTRING (2.8457509 36.7097545, 2.8457371 36.7098357)",,,
35826205,,,secondary,False,False,204.557,"LINESTRING (2.838628 36.712204, 2.837724 36.7112409, 2.8373233 36.7108141, 2.837289 36.7107178)",,,
80932549,RN 11,,primary,False,False,209.16899999999998,"LINESTRING (2.838628 36.712204, 2.8382727 36.7123278, 2.8379266 36.7124276, 2.8372943 36.7126099, 2.837011 36.7126719, 2.8363864 36.7127018)",,,
80932549,RN 11,,primary,False,True,71.994,"LINESTRING (2.838628 36.712204, 2.8391482 36.7120526, 2.8393825 36.7119735)",,,
83789730,,,residential,False,True,41.969,"LINESTRING (2.837289 36.7107178, 2.8370181 36.7104091)",,,
35826205,,,secondary,False,False,21.802,"LINESTRING (2.837289 36.7107178, 2.837289 36.7106421, 2.8373663 36.7105389)",,,
35826205,,,secondary,False,True,204.55700000000002,"LINESTRING (2.837289 36.7107178, 2.8373233 36.7108141, 2.837724 36.7112409, 2.838628 36.712204)",,,
35826205,,,secondary,False,False,14.043,"LINESTRING (2.8373663 36.7105389, 2.8374923 36.7104631)",,,
40019756,,,residential,False,False,50.981,"LINESTRING (2.8373663 36.7105389, 2.8370202 36.7101739)",,,
35826205,,,secondary,False,True,21.802,"LINESTRING (2.8373663 36.7105389, 2.837289 36.7106421, 2.837289 36.7107178)",,,
35826205,,,secondary,False,True,10.64,"LINESTRING (2.8381902 36.7100435, 2.8380947 36.7101009)",,,
35826208,,,secondary,True,False,46.099999999999994,"LINESTRING (2.8381902 36.7100435, 2.8383691 36.7097987, 2.8384585 36.7096892)",,,
35826206,,,secondary,True,False,17.136,"LINESTRING (2.8384926 36.7096322, 2.8385244 36.7096149, 2.8385616 36.7096072, 2.8385999 36.7096099, 2.8386348 36.7096228, 2.8386623 36.7096444)",,roundabout,
35826210,,,secondary,True,False,54.506,"LINESTRING (2.8384926 36.7096322, 2.8385507 36.7094379, 2.8386366 36.7091558)",,,
35826206,,,secondary,True,False,0.502,"LINESTRING (2.8386623 36.7096444, 2.8386649 36.7096484)",,roundabout,
35826206,,,secondary,True,False,8.358,"LINESTRING (2.8386639 36.7097485, 2.8386428 36.709767, 2.8386162 36.7097801, 2.8385861 36.7097869)",,roundabout,
35826207,,,secondary,True,False,45.383,"LINESTRING (2.8385861 36.7097869, 2.8381902 36.7100435)",,,
35826206,,,secondary,True,False,17.997,"LINESTRING (2.8385861 36.7097869, 2.8385524 36.7097865, 2.8385204 36.7097782, 2.8384929 36.7097627, 2.8384723 36.7097414, 2.8384605 36.7097162, 2.8384585 36.7096892)",,roundabout,
35826206,,,secondary,True,False,7.165000000000001,"LINESTRING (2.8384585 36.7096892, 2.838464 36.7096682, 2.8384756 36.7096489, 2.8384926 36.7096322)",,roundabout,
39969239,,,residential,False,True,91.452,"LINESTRING (2.8451449 36.7137851, 2.8459789 36.7142641)",,,
386207888,RN 63,,primary,False,False,24.672,"LINESTRING (2.8451449 36.7137851, 2.8452572 36.7135823)",2,,
386207888,RN 63,,primary,False,True,122.24600000000001,"LINESTRING (2.8451449 36.7137851, 2.8451236 36.7138247, 2.8448988 36.7142294, 2.8445622 36.7147801)",2,,
39969248,,,residential,False,False,45.914,"LINESTRING (2.84523 36.7129003, 2.8450683 36.7131407, 2.8449772 36.7132599)",,,
39969248,,,residential,False,True,82.224,"LINESTRING (2.8442218 36.7146239, 2.8446029 36.7139505)",,,
1171710897,,,residential,False,True,34.962,"LINESTRING (2.8442218 36.7146239, 2.8445622 36.7147801)",,,
1171710897,,,residential,False,False,26.624000000000002,"LINESTRING (2.8442218 36.7146239, 2.8441013 36.7145697, 2.8440538 36.71455, 2.8440019 36.7145395, 2.8439484 36.7145386)",,,
