osmid,oneway,highway,reversed,length,geometry,bridge,lanes,maxspeed,name,ref,junction
29197330,False,residential,True,530.7049999999999,"LINESTRING (3.0402153 36.750137, 3.0404934 36.7499815, 3.0405456 36.7499785, 3.0405744 36.7500156, 3.0405601 36.7501593, 3.0406119 36.7502149, 3.0406637 36.7502245, 3.0407333 36.7502068, 3.0407868 36.7501558, 3.0408308 36.7500494, 3.0409911 36.7497717, 3.0410716 36.7496919, 3.0416721 36.7493028, 3.0421412 36.7491135, 3.042328 36.7490381, 3.0423792 36.7489821, 3.0423794 36.748916, 3.0423669 36.7488561, 3.0422386 36.7487839, 3.0418825 36.7486919, 3.0417474 36.7486863, 3.0415614 36.7487755, 3.0408913 36.7491183, 3.0404134 36.7493613, 3.0402912 36.7494192, 3.0402013 36.7494571, 3.0401418 36.7494753, 3.040061 36.7494867)",,,,Rue des pins,,
26250206,True,primary,False,10.293,"LINESTRING (3.0401818 36.7509336, 3.0402083 36.7510237)",,,,,,
26250483,True,primary,False,14.002,"LINESTRING (3.0401818 36.7509336, 3.040136 36.7509638, 3.0400416 36.7509844)",,,,,,
28471244,False,tertiary,False,0.486,"LINESTRING (3.0400037 36.7478263, 3.0400015 36.7478303)",,,,Boulevard Hamedine Mohamed Saïd,,
559198427,True,tertiary,False,13.042,"LINESTRING (3.0400037 36.7478263, 3.0399466 36.7477183)",,,,ساحة القدس,,
26250556,True,tertiary,False,25.409999999999997,"LINESTRING (3.0388935 36.7500911, 3.0389714 36.7501973, 3.0390343 36.7502898)",,,,,,
"[28471244, 29197333, 29197334]",False,tertiary,True,272.16100000000006,"LINESTRING (3.0388935 36.7500911, 3.0388848 36.7499939, 3.0388895 36.7499495, 3.0388971 36.7498795, 3.0390312 36.7495341, 3.0390514 36.7494907, 3.0391404 36.7492995, 3.0393389 36.7489493, 3.0399647 36.7478963, 3.0400015 36.7478303)",yes,,,Boulevard Hamedine Mohamed Saïd,,
26250476,True,primary,False,14.631,"LINESTRING (3.0390343 36.7502898, 3.0391905 36.7502492)",,,,Avenue Larbi Allik,,
51036562,False,primary,False,10.53,"LINESTRING (3.0390343 36.7502898, 3.0389222 36.7503198)",,,,نهج العربي عليق,,
26252198,True,tertiary,False,27.491999999999997,"LINESTRING (3.0400051 36.7512809, 3.0400375 36.7512242, 3.0400686 36.7511352, 3.0400727 36.7510428)",,,,,,
26250346,True,primary,False,17.953,"LINESTRING (3.0401701 36.7511837, 3.0400974 36.7510893, 3.0400727 36.7510428)",,,,,,
26252217,True,tertiary,False,18.288,"LINESTRING (3.0401701 36.7511837, 3.0401094 36.7512129, 3.0400051 36.7512809)",,,,,,
"[26252264, 26252266, 26252267]",True,tertiary,False,478.262,"LINESTRING (3.0354524 36.7517935, 3.036935 36.7517917, 3.037356 36.7517952, 3.037612 36.7517638, 3.0378393 36.7517135, 3.0380428 36.7516202, 3.0382579 36.7514591, 3.0385296 36.7512092, 3.0389589 36.7508435, 3.0391779 36.750678, 3.0392101 36.7506523, 3.0394064 36.7504968, 3.0397657 36.7502314, 3.0399528 36.7500546)",yes,2,,Chemin Gadouche Abdelkader,,
26252285,False,secondary,False,268.546,"LINESTRING (3.0432258 36.7499468, 3.0430132 36.7500592, 3.0429089 36.7501642, 3.0427698 36.7504033, 3.0426528 36.7506171, 3.0425011 36.7508072, 3.0422896 36.750972, 3.0418815 36.7511741, 3.041632 36.7513019, 3.0414857 36.7514167, 3.0413872 36.7515655, 3.0412988 36.7517127)",,2,30,Avenue Mohamedi,RN 1,
26252285,False,secondary,True,268.546,"LINESTRING (3.0412988 36.7517127, 3.0413872 36.7515655, 3.0414857 36.7514167, 3.041632 36.7513019, 3.0418815 36.7511741, 3.0422896 36.750972, 3.0425011 36.7508072, 3.0426528 36.7506171, 3.0427698 36.7504033, 3.0429089 36.7501642, 3.0430132 36.7500592, 3.0432258 36.7499468)",,2,30,Avenue Mohamedi,RN 1,
217507325,True,tertiary,False,16.372,"LINESTRING (3.0404038 36.7470687, 3.040446 36.747212)",,,,ساحة القدس,,
263640310,False,tertiary,True,0.759,"LINESTRING (3.0404038 36.7470687, 3.0404064 36.7470622)",,,,Boulevard Hamdine Mohamed Saïd,,
787833958,False,residential,True,112.893,"LINESTRING (3.0423212 36.7434024, 3.042924 36.7442954)",,,,Rue Mahmoud Mostefa Chaouch,,
28471070,True,tertiary,False,10.878,"LINESTRING (3.0423212 36.7434024, 3.0422817 36.7434101, 3.0422412 36.7434065, 3.0422047 36.7433921)",,,,Place des Martyrs,,roundabout
28471030,False,tertiary,False,117.563,"LINESTRING (3.0422047 36.7433921, 3.0420601 36.7436135, 3.0416924 36.7443652)",,2,50,Boulevard Hamdine Mohamed Saïd,,
"[823179301, 28471070]",True,tertiary,False,19.36,"LINESTRING (3.0422047 36.7433921, 3.0421777 36.7433699, 3.042161 36.7433419, 3.0421566 36.7433111, 3.0421648 36.7432808, 3.0421801 36.743259, 3.0422021 36.7432412)",,,,Place des Martyrs,,roundabout
28471481,True,residential,False,13.245,"LINESTRING (3.0404977 36.7471463, 3.0405679 36.7472513)",,,,Place Al Qods,,
90629663,True,tertiary,False,14.829,"LINESTRING (3.0405679 36.7472513, 3.0404063 36.7472832)",,,,ساحة القدس,,
28471481,True,residential,False,95.482,"LINESTRING (3.0405679 36.7472513, 3.0406096 36.7473807, 3.0405673 36.7475182, 3.040422 36.7476777, 3.0404005 36.7476932, 3.0402892 36.7477738, 3.0401954 36.7478146, 3.0401337 36.7478275, 3.0400015 36.7478303)",,,,Place Al Qods,,
28471070,True,tertiary,False,11.831,"LINESTRING (3.0422021 36.7432412, 3.0422415 36.7432251, 3.0422856 36.7432219, 3.0423281 36.7432318)",,,,Place des Martyrs,,roundabout
28471070,True,tertiary,False,23.602,"LINESTRING (3.0423281 36.7432318, 3.0423585 36.7432498, 3.0423803 36.7432746, 3.0423911 36.7433037, 3.0423899 36.743334, 3.0423768 36.7433624, 3.042353 36.7433861, 3.0423212 36.7434024)",,,,Place des Martyrs,,roundabout
28533446,False,tertiary,True,52.17999999999999,"LINESTRING (3.0423281 36.7432318, 3.0423781 36.7431813, 3.0424121 36.7431612, 3.0424507 36.7431475, 3.0424922 36.7431409, 3.0426055 36.7431351, 3.0426699 36.7431226, 3.0427324 36.7431051, 3.0427924 36.7430827, 3.0428493 36.7430556)",,,,Rue Cesarée,,
28533470,True,residential,False,62.603,"LINESTRING (3.0409392 36.7446746, 3.0409875 36.7442087, 3.0410176 36.7441163)",,,,Rue du Hoggar,,
28533531,True,residential,False,246.325,"LINESTRING (3.0457101 36.7429795, 3.0457511 36.7430019, 3.0457929 36.7430492, 3.0458103 36.7430862, 3.0458113 36.7431491, 3.045781 36.7431897, 3.0457277 36.7432249, 3.0454179 36.7433617, 3.0451595 36.7434979, 3.0449495 36.7436381, 3.0447178 36.7438238, 3.0442629 36.7440989, 3.0438414 36.7443853)",,,,Rue Ouazane Ali,,
787833958,False,residential,False,112.893,"LINESTRING (3.042924 36.7442954, 3.0423212 36.7434024)",,,,Rue Mahmoud Mostefa Chaouch,,
42094210,False,residential,False,92.26599999999999,"LINESTRING (3.042924 36.7442954, 3.0429194 36.7443784, 3.0429247 36.7444476, 3.043026 36.7450313, 3.0430779 36.7451089)",,,,شارع قرطاج,,
90629665,True,residential,False,247.2,"LINESTRING (3.042924 36.7442954, 3.0424862 36.7448211, 3.0414607 36.7461836)",,,,Rue Abou Nouas,,
787833957,True,residential,False,258.128,"LINESTRING (3.042924 36.7442954, 3.0431094 36.7441543, 3.0436297 36.7438356, 3.0446165 36.7432561, 3.0446914 36.7432177, 3.0447951 36.7431765, 3.0448827 36.7431528, 3.0453308 36.7430508)",,,,Rue Abou Nouas,,
29196898,False,residential,True,186.001,"LINESTRING (3.03524 36.747331, 3.0355136 36.7473353, 3.0356222 36.7473396, 3.0357201 36.7473632, 3.0360527 36.7474857, 3.0361386 36.747519, 3.0361828 36.7475282, 3.0362271 36.7475287, 3.036962 36.7474674, 3.0372745 36.7474594)",,,,Rue Bag Mohamed,,
90629661,False,residential,False,83.167,"LINESTRING (3.03524 36.747331, 3.0355659 36.7471526, 3.0358569 36.7470021, 3.0360139 36.746913)",,,,Rue Abri Arezki,,
29197545,False,residential,False,69.657,"LINESTRING (3.0378833 36.7460382, 3.0376803 36.7459644, 3.0375431 36.7458836, 3.0374612 36.7458159, 3.03741 36.7457652, 3.0373676 36.7456879, 3.0373342 36.745626)",,,,Rue n°5,,
90629661,False,residential,False,287.40200000000004,"LINESTRING (3.0378833 36.7460382, 3.0379651 36.7459598, 3.0380148 36.7458781, 3.0380604 36.7457674, 3.0383945 36.7449819, 3.0388473 36.7440904, 3.0391064 36.7436547)",,,,Rue Abri Arezki,,
90629661,False,residential,True,196.24399999999997,"LINESTRING (3.0378833 36.7460382, 3.0377291 36.7461446, 3.037481 36.7462864, 3.0372155 36.7464487, 3.0371283 36.7464885, 3.0370451 36.7465014, 3.0369593 36.7465046, 3.0368695 36.7465132, 3.0367608 36.7465293, 3.0366884 36.7465551, 3.0363505 36.746727, 3.0360139 36.746913)",,,,Rue Abri Arezki,,
29196856,False,residential,False,575.704,"LINESTRING (3.0393986 36.7432077, 3.0393773 36.7435148, 3.0392914 36.7440169, 3.0392271 36.7441855, 3.0389388 36.744754, 3.0387335 36.7451861, 3.038578 36.7455417, 3.0384319 36.7458931, 3.0383675 36.7460855, 3.0383299 36.7461661, 3.0382757 36.746226, 3.0375306 36.7466905, 3.0374421 36.7467356, 3.0373431 36.746768, 3.0371645 36.7468152, 3.037076 36.7468291, 3.0364993 36.7468786, 3.0360139 36.746913)",,,,Rue du Chenoua,,
90629661,False,residential,True,56.117000000000004,"LINESTRING (3.0393986 36.7432077, 3.0393063 36.7433409, 3.0391976 36.7435128, 3.0391064 36.7436547)",,,,Rue Abri Arezki,,
29196704,False,residential,True,11.059,"LINESTRING (3.0348887 36.74304, 3.0348927 36.7429406)",,,,Rue Hamdani Lahcene,,
29196704,False,residential,False,22.145,"LINESTRING (3.0348887 36.74304, 3.0347666 36.7430647, 3.0346459 36.7430819)",,,,Rue Hamdani Lahcene,,
248903021,False,residential,True,61.804,"LINESTRING (3.0348887 36.74304, 3.0348812 36.743124, 3.0348846 36.7432388, 3.0348578 36.7433828, 3.0348082 36.7435902)",,,,,,
29196805,True,residential,False,53.235,"LINESTRING (3.0371373 36.7436215, 3.0370706 36.7438051, 3.0369885 36.744085)",,,,Rue des Frères Azirou,,
248903017,False,residential,False,159.63100000000003,"LINESTRING (3.0371373 36.7436215, 3.0370156 36.7435676, 3.0369727 36.7435526, 3.0369204 36.7435515, 3.0368641 36.7435687, 3.0368212 36.7436117, 3.0367877 36.7436815, 3.0367488 36.7437643, 3.0367112 36.7438374, 3.036675 36.7438814, 3.0366053 36.7439545, 3.0365033 36.7440507, 3.0364282 36.7441232, 3.0363893 36.7441737, 3.0363008 36.7442737, 3.0362579 36.7443392, 3.0362526 36.7443854, 3.0362586 36.7444601, 3.0362455 36.7446165)",,,,,,
29196805,True,residential,False,88.748,"LINESTRING (3.0369885 36.744085, 3.0368885 36.7441581, 3.0367747 36.744237, 3.0365001 36.7444321, 3.0362455 36.7446165)",,,,Rue des Frères Azirou,,
29197555,False,residential,True,48.211,"LINESTRING (3.0369885 36.744085, 3.0371407 36.7440406, 3.0372726 36.7440102, 3.0375062 36.74396)",,,,Rue F,,
29196805,True,residential,False,24.987,"LINESTRING (3.0362455 36.7446165, 3.0360297 36.74476)",,,,Rue des Frères Azirou,,
248903017,False,residential,True,159.63099999999997,"LINESTRING (3.0362455 36.7446165, 3.0362586 36.7444601, 3.0362526 36.7443854, 3.0362579 36.7443392, 3.0363008 36.7442737, 3.0363893 36.7441737, 3.0364282 36.7441232, 3.0365033 36.7440507, 3.0366053 36.7439545, 3.036675 36.7438814, 3.0367112 36.7438374, 3.0367488 36.7437643, 3.0367877 36.7436815, 3.0368212 36.7436117, 3.0368641 36.7435687, 3.0369204 36.7435515, 3.0369727 36.7435526, 3.0370156 36.7435676, 3.0371373 36.7436215)",,,,,,
29197561,False,residential,True,27.468,"LINESTRING (3.0360297 36.74476, 3.0358071 36.7449309)",,,,Rue C,,
29196805,True,residential,False,95.93799999999999,"LINESTRING (3.0360297 36.74476, 3.0359028 36.7447628, 3.0358027 36.7447528, 3.0356891 36.7447077, 3.035561 36.7446193, 3.0354242 36.7445178, 3.0351939 36.7442892)",,,,Rue des Frères Azirou,,
29196823,False,residential,True,56.81,"LINESTRING (3.0362968 36.7461278, 3.0368756 36.7459135)",,,,Rue Leon Tolstoi,,
29197576,False,residential,False,13.651,"LINESTRING (3.0362968 36.7461278, 3.036252 36.7460104)",,,,,,
29196823,False,residential,False,173.84999999999997,"LINESTRING (3.0362968 36.7461278, 3.0358616 36.7462986, 3.0356783 36.7463573, 3.0355219 36.746394, 3.0354209 36.7464179, 3.035348 36.74641, 3.0352933 36.7463763, 3.0352556 36.7463191, 3.0352186 36.7462327, 3.0351682 36.7461296, 3.0351028 36.7460445, 3.0349987 36.7459498, 3.0349233 36.7458826, 3.0348303 36.7458093)",,,,Rue Leon Tolstoi,,
29196856,False,residential,True,575.704,"LINESTRING (3.0360139 36.746913, 3.0364993 36.7468786, 3.037076 36.7468291, 3.0371645 36.7468152, 3.0373431 36.746768, 3.0374421 36.7467356, 3.0375306 36.7466905, 3.0382757 36.746226, 3.0383299 36.7461661, 3.0383675 36.7460855, 3.0384319 36.7458931, 3.038578 36.7455417, 3.0387335 36.7451861, 3.0389388 36.744754, 3.0392271 36.7441855, 3.0392914 36.7440169, 3.0393773 36.7435148, 3.0393986 36.7432077)",,,,Rue du Chenoua,,
90629661,False,residential,False,196.244,"LINESTRING (3.0360139 36.746913, 3.0363505 36.746727, 3.0366884 36.7465551, 3.0367608 36.7465293, 3.0368695 36.7465132, 3.0369593 36.7465046, 3.0370451 36.7465014, 3.0371283 36.7464885, 3.0372155 36.7464487, 3.037481 36.7462864, 3.0377291 36.7461446, 3.0378833 36.7460382)",,,,Rue Abri Arezki,,
90629661,False,residential,True,83.167,"LINESTRING (3.0360139 36.746913, 3.0358569 36.7470021, 3.0355659 36.7471526, 3.03524 36.747331)",,,,Rue Abri Arezki,,
29197449,True,residential,False,57.519,"LINESTRING (3.0363319 36.7481368, 3.0358791 36.7485055)",,,,Rue Bellidane Abderezzak,,
29196949,True,residential,False,60.577,"LINESTRING (3.0393932 36.7468872, 3.0398986 36.7472516)",,,,شارع محمد الطاهر صواف,,
29196914,False,residential,True,101.173,"LINESTRING (3.0393932 36.7468872, 3.0397257 36.746453, 3.0399486 36.7460946)",,,,Rue des Frères Kadri,,
29196882,True,residential,False,254.393,"LINESTRING (3.0371162 36.7482675, 3.0393932 36.7468872)",,,,Rue de Savoie,,
29196880,True,residential,False,71.38000000000001,"LINESTRING (3.0371162 36.7482675, 3.0370545 36.7482551, 3.0363319 36.7481368)",,,,Rue Hadj Ahmed Mohamed,,
29197035,False,residential,False,91.218,"LINESTRING (3.0371162 36.7482675, 3.037198 36.7479059, 3.0372356 36.747763, 3.0372745 36.7476136, 3.0372745 36.7474594)",,,,Rue Freres Hadjouz,,
29196898,False,residential,False,176.60000000000002,"LINESTRING (3.0388972 36.7465804, 3.0387289 36.746698, 3.0384258 36.7468834, 3.038163 36.7470344, 3.0378967 36.7471966, 3.0377036 36.7473293, 3.0375964 36.7473873, 3.0374971 36.7474207, 3.0373938 36.7474438, 3.0372745 36.7474594)",,,,Rue Bag Mohamed,,
"[29196906, 533469347]",True,residential,False,147.36700000000002,"LINESTRING (3.0399486 36.7460946, 3.0397971 36.7460495, 3.0396784 36.7460205, 3.0392915 36.7459178, 3.0392559 36.7459092, 3.0392345 36.7459117, 3.0392221 36.7459211, 3.0391909 36.7459823, 3.0391641 36.7460275, 3.0388972 36.7465804)",,,,Rue de l'Atlas,,
29196914,False,residential,False,101.173,"LINESTRING (3.0399486 36.7460946, 3.0397257 36.746453, 3.0393932 36.7468872)",,,,Rue des Frères Kadri,,
29196914,False,residential,True,52.104,"LINESTRING (3.0399486 36.7460946, 3.0403022 36.7458721, 3.0404119 36.7458088)",,,,Rue des Frères Kadri,,
28533470,True,residential,False,135.184,"LINESTRING (3.0404119 36.7458088, 3.0405121 36.7455089, 3.0408898 36.7448555, 3.0409392 36.7446746)",,,,Rue du Hoggar,,
29196914,False,residential,False,52.104,"LINESTRING (3.0404119 36.7458088, 3.0403022 36.7458721, 3.0399486 36.7460946)",,,,Rue des Frères Kadri,,
29196927,False,residential,False,54.689,"LINESTRING (3.0414607 36.7461836, 3.0409086 36.7459687)",,,,شارع سيرتا,,
29196927,False,residential,True,69.086,"LINESTRING (3.0414607 36.7461836, 3.0415951 36.7462185, 3.0422153 36.7463243)",,,,شارع سيرتا,,
90629664,True,residential,False,137.20499999999998,"LINESTRING (3.0414607 36.7461836, 3.0409997 36.74665, 3.0406319 36.7470221, 3.0404977 36.7471463)",,,,Rue Abou Nouas,,
29196927,False,residential,True,54.689,"LINESTRING (3.0409086 36.7459687, 3.0414607 36.7461836)",,,,شارع سيرتا,,
263640311,True,residential,False,47.694,"LINESTRING (3.0409086 36.7459687, 3.0404119 36.7458088)",,,,شارع سيرتا,,
295788170,False,tertiary,True,191.491,"LINESTRING (3.0409086 36.7459687, 3.0416924 36.7443652)",,2,50,Boulevard Hamdine Mohamed Saïd,,
263640310,False,tertiary,False,129.56900000000002,"LINESTRING (3.0409086 36.7459687, 3.0404682 36.7469217, 3.0404262 36.7470131, 3.0404064 36.7470622)",,,,Boulevard Hamdine Mohamed Saïd,,
28471267,True,residential,False,51.511,"LINESTRING (3.0398986 36.7472516, 3.0400094 36.7471593, 3.0400921 36.7471214, 3.0401997 36.7470973, 3.0404064 36.7470622)",,,,Place Al Qods,,
29197035,False,residential,True,30.137,"LINESTRING (3.0372249 36.7471913, 3.0372745 36.7474594)",,,,Rue Freres Hadjouz,,
29197035,False,residential,False,30.137,"LINESTRING (3.0372745 36.7474594, 3.0372249 36.7471913)",,,,Rue Freres Hadjouz,,
29196898,False,residential,False,186.001,"LINESTRING (3.0372745 36.7474594, 3.036962 36.7474674, 3.0362271 36.7475287, 3.0361828 36.7475282, 3.0361386 36.747519, 3.0360527 36.7474857, 3.0357201 36.7473632, 3.0356222 36.7473396, 3.0355136 36.7473353, 3.03524 36.747331)",,,,Rue Bag Mohamed,,
29196898,False,residential,True,176.60000000000002,"LINESTRING (3.0372745 36.7474594, 3.0373938 36.7474438, 3.0374971 36.7474207, 3.0375964 36.7473873, 3.0377036 36.7473293, 3.0378967 36.7471966, 3.038163 36.7470344, 3.0384258 36.7468834, 3.0387289 36.746698, 3.0388972 36.7465804)",,,,Rue Bag Mohamed,,
29197035,False,residential,True,91.218,"LINESTRING (3.0372745 36.7474594, 3.0372745 36.7476136, 3.0372356 36.747763, 3.037198 36.7479059, 3.0371162 36.7482675)",,,,Rue Freres Hadjouz,,
29196927,False,residential,False,154.028,"LINESTRING (3.0447331 36.7468367, 3.0446945 36.7467769, 3.0445844 36.7467492, 3.0430935 36.7464763)",,,,شارع سيرتا,,
29197040,True,residential,False,393.183,"LINESTRING (3.0447331 36.7468367, 3.0447159 36.7469262, 3.0446387 36.7469537, 3.0445099 36.7469468, 3.0442439 36.7469468, 3.0439005 36.7469537, 3.0434971 36.7470156, 3.0432997 36.7470431, 3.0431109 36.7470293, 3.0420046 36.7468471, 3.04183 36.7468336, 3.041627 36.7468898, 3.0414417 36.7469593, 3.040742 36.7472219, 3.0406568 36.7472452, 3.0405679 36.7472513)",,,,Rue Djemila,,
29322895,False,residential,False,165.552,"LINESTRING (3.0440387 36.7463676, 3.0442677 36.7463746, 3.044533 36.7463609, 3.0449348 36.7463108, 3.0452415 36.7462779, 3.0453629 36.7462945, 3.0454574 36.7463492, 3.0456193 36.7465239, 3.0456885 36.7466174)",,,,Rue du bois,,
29322895,False,residential,True,83.211,"LINESTRING (3.0440387 36.7463676, 3.0439401 36.7463434, 3.0437571 36.7462494, 3.0435366 36.746155, 3.0433531 36.7460916, 3.043191 36.746074)",,,,Rue du bois,,
29197314,False,residential,False,205.84,"LINESTRING (3.0436207 36.7481204, 3.0427529 36.7480792, 3.0418582 36.7480767, 3.0416301 36.7480908, 3.0413337 36.7481819)",,,,Rue El Feth Ibn Khalkane,,
29197314,False,residential,False,224.318,"LINESTRING (3.0413337 36.7481819, 3.0411959 36.7482469, 3.0409589 36.7483474, 3.0404723 36.7486177, 3.040178 36.7488666, 3.0399567 36.7490224, 3.0397542 36.7491782, 3.0394296 36.7494769)",,,,Rue El Feth Ibn Khalkane,,
29197314,False,residential,True,205.83999999999997,"LINESTRING (3.0413337 36.7481819, 3.0416301 36.7480908, 3.0418582 36.7480767, 3.0427529 36.7480792, 3.0436207 36.7481204)",,,,Rue El Feth Ibn Khalkane,,
29197421,False,residential,False,564.732,"LINESTRING (3.0413337 36.7481819, 3.0416571 36.7482501, 3.0424738 36.7483527, 3.0427131 36.7483863, 3.0428095 36.7483999, 3.0429706 36.7484402, 3.0430511 36.7485005, 3.0430789 36.7485639, 3.0430972 36.7487141, 3.0430508 36.7489, 3.0429392 36.7490788, 3.0428596 36.7491562, 3.0427291 36.749213, 3.0424328 36.7492851, 3.0421496 36.7493814, 3.0419436 36.7494914, 3.0417634 36.7496427, 3.0415831 36.7499316, 3.0415145 36.7500897, 3.0414544 36.7501585, 3.0412999 36.7502548, 3.0409566 36.7503648, 3.0408364 36.7504267, 3.0402083 36.7510237)",,,,Rue Semani Mohamed,,
29197314,False,residential,True,253.356,"LINESTRING (3.0367702 36.7499637, 3.0370492 36.7500164, 3.0371846 36.750055, 3.037312 36.7500862, 3.0374596 36.7500926, 3.0376084 36.750084, 3.0378404 36.75004, 3.0382884 36.7498949, 3.0388838 36.7497133, 3.0391936 36.7496048, 3.0393371 36.7495403, 3.0394296 36.7494769)",,,,Rue El Feth Ibn Khalkane,,
51036836,False,primary,False,151.6,"LINESTRING (3.0367702 36.7499637, 3.0366364 36.7498023, 3.036465 36.7496412, 3.0362538 36.7494806, 3.0359582 36.7492568, 3.0356668 36.7490488, 3.0355892 36.7489893)",,,,Avenue Larbi Allik,,
51036836,False,primary,True,194.943,"LINESTRING (3.0367702 36.7499637, 3.0369292 36.750153, 3.0370477 36.7502794, 3.0371847 36.7503618, 3.0373829 36.7504356, 3.0377648 36.7505153, 3.0379345 36.7505327, 3.0380744 36.7505236, 3.038329 36.7504739, 3.0386606 36.7503894)",,,,Avenue Larbi Allik,,
28471267,True,residential,False,17.009,"LINESTRING (3.0398684 36.7477654, 3.03979 36.7476705, 3.0397733 36.7476337)",,,,Place Al Qods,,
51036836,False,primary,False,16.368,"LINESTRING (3.0355892 36.7489893, 3.0354519 36.7488915)",,,,Avenue Larbi Allik,,
29197326,True,residential,False,446.57699999999994,"LINESTRING (3.0355892 36.7489893, 3.0365731 36.7490836, 3.037131 36.7491427, 3.0375491 36.7491682, 3.0378581 36.7491613, 3.0381671 36.7490994, 3.038476 36.7489894, 3.0387507 36.7488174, 3.0391026 36.7485148, 3.0398073 36.7478225, 3.0398684 36.7477654)",,,,Rue Benhayet Yahia,,
51036836,False,primary,True,151.60000000000002,"LINESTRING (3.0355892 36.7489893, 3.0356668 36.7490488, 3.0359582 36.7492568, 3.0362538 36.7494806, 3.036465 36.7496412, 3.0366364 36.7498023, 3.0367702 36.7499637)",,,,Avenue Larbi Allik,,
26250206,True,primary,False,14.218,"LINESTRING (3.0402083 36.7510237, 3.0402532 36.7511464)",,,,,,
29197421,False,residential,True,564.732,"LINESTRING (3.0402083 36.7510237, 3.0408364 36.7504267, 3.0409566 36.7503648, 3.0412999 36.7502548, 3.0414544 36.7501585, 3.0415145 36.7500897, 3.0415831 36.7499316, 3.0417634 36.7496427, 3.0419436 36.7494914, 3.0421496 36.7493814, 3.0424328 36.7492851, 3.0427291 36.749213, 3.0428596 36.7491562, 3.0429392 36.7490788, 3.0430508 36.7489, 3.0430972 36.7487141, 3.0430789 36.7485639, 3.0430511 36.7485005, 3.0429706 36.7484402, 3.0428095 36.7483999, 3.0427131 36.7483863, 3.0424738 36.7483527, 3.0416571 36.7482501, 3.0413337 36.7481819)",,,,Rue Semani Mohamed,,
29197449,True,residential,False,57.367,"LINESTRING (3.0358791 36.7485055, 3.0354519 36.7488915)",,,,Rue Bellidane Abderezzak,,
51036836,False,primary,True,16.368,"LINESTRING (3.0354519 36.7488915, 3.0355892 36.7489893)",,,,Avenue Larbi Allik,,
29197538,False,residential,False,100.577,"LINESTRING (3.0385298 36.7429391, 3.0386867 36.7429991, 3.0387993 36.7430711, 3.0388972 36.7431388, 3.0389428 36.743199, 3.038983 36.7432646, 3.0390313 36.7434182, 3.0390622 36.7435354, 3.0391064 36.7436547)",,,,Rue Riggore,,
29197543,False,residential,False,83.262,"LINESTRING (3.0385298 36.7429391, 3.0384453 36.7432538, 3.0383983 36.7434741, 3.0383447 36.7436729)",,,,Rue A,,
29197538,False,residential,True,100.577,"LINESTRING (3.0391064 36.7436547, 3.0390622 36.7435354, 3.0390313 36.7434182, 3.038983 36.7432646, 3.0389428 36.743199, 3.0388972 36.7431388, 3.0387993 36.7430711, 3.0386867 36.7429991, 3.0385298 36.7429391)",,,,Rue Riggore,,
90629661,False,residential,False,56.117000000000004,"LINESTRING (3.0391064 36.7436547, 3.0391976 36.7435128, 3.0393063 36.7433409, 3.0393986 36.7432077)",,,,Rue Abri Arezki,,
90629661,False,residential,True,287.402,"LINESTRING (3.0391064 36.7436547, 3.0388473 36.7440904, 3.0383945 36.7449819, 3.0380604 36.7457674, 3.0380148 36.7458781, 3.0379651 36.7459598, 3.0378833 36.7460382)",,,,Rue Abri Arezki,,
