osmid,oneway,highway,reversed,length,junction,geometry,lanes,ref,maxspeed
1160530107,True,residential,False,37.044,,"LINESTRING (3.2617785 36.6826601, 3.2621135 36.6824631)",,,
1160530105,True,tertiary,False,13.068999999999999,roundabout,"LINESTRING (3.2617785 36.6826601, 3.2618027 36.6826626, 3.2618251 36.6826705, 3.2618438 36.6826832, 3.2618572 36.6826995, 3.2618644 36.6827183, 3.2618646 36.6827378)",,,
265853785,False,secondary,True,8.973,,"LINESTRING (3.2636427 36.6779862, 3.263728 36.6779434)",2,CW 16,
1017244271,False,residential,False,30.382,,"LINESTRING (3.2636427 36.6779862, 3.2637267 36.6777214)",,,
265853785,False,secondary,False,83.23,,"LINESTRING (3.2636427 36.6779862, 3.2630685 36.6782845, 3.262862 36.6783963)",2,CW 16,
356846331,False,tertiary,False,69.488,,"LINESTRING (3.2579849 36.6808681, 3.2573144 36.6811865)",2,CW 16,
661265065,False,secondary,False,48.803,,"LINESTRING (3.2579849 36.6808681, 3.2584493 36.6806359)",2,CW 16,
679450235,False,secondary,False,64.985,,"LINESTRING (3.2579849 36.6808681, 3.2583551 36.6813715)",,CW 149,60
1174000975,False,secondary,True,65.641,,"LINESTRING (3.2579849 36.6808681, 3.257596 36.6803669)",,CW 149,60
265853785,False,secondary,False,19.149,,"LINESTRING (3.2639116 36.6778541, 3.263728 36.6779434)",2,CW 16,
265853785,False,secondary,True,125.468,,"LINESTRING (3.2639116 36.6778541, 3.2651101 36.6772631)",2,CW 16,
1017244270,False,residential,False,22.127,,"LINESTRING (3.2639116 36.6778541, 3.2637267 36.6777214)",,,
265853785,False,secondary,False,125.468,,"LINESTRING (3.2651101 36.6772631, 3.2639116 36.6778541)",2,CW 16,
265853785,False,secondary,False,190.414,,"LINESTRING (3.2619841 36.6788482, 3.2601736 36.679756)",2,CW 16,
265853785,False,secondary,True,49.632,,"LINESTRING (3.2619841 36.6788482, 3.2624511 36.6786054)",2,CW 16,
321848402,False,residential,False,136.684,,"LINESTRING (3.2619841 36.6788482, 3.2629032 36.6798319)",,,
321848402,False,residential,True,116.713,,"LINESTRING (3.2619841 36.6788482, 3.2612917 36.6779575)",,,
117742170,False,residential,True,23.236,,"LINESTRING (3.2602515 36.6813591, 3.2601132 36.681182)",,,
255945534,True,residential,False,44.523,,"LINESTRING (3.2602515 36.6813591, 3.2605172 36.6816981)",,,
117742191,False,residential,True,45.533,,"LINESTRING (3.2590395 36.6819714, 3.2593078 36.6823198)",,,
256985833,True,residential,False,22.412,,"LINESTRING (3.2590395 36.6819714, 3.2589095 36.6817989)",,,
256985832,True,residential,False,62.376,,"LINESTRING (3.2590395 36.6819714, 3.2593501 36.6818188, 3.2596346 36.6816766)",,,
117742165,True,residential,False,16.104,,"LINESTRING (3.2588888 36.6820512, 3.2590395 36.6819714)",,,
679450235,False,secondary,False,101.71799999999999,,"LINESTRING (3.2588888 36.6820512, 3.2590268 36.6822285, 3.2593061 36.6825873, 3.2594928 36.6828272)",,CW 149,60
679450235,False,secondary,True,79.23,,"LINESTRING (3.2588888 36.6820512, 3.2586897 36.6818001, 3.2585562 36.6816317, 3.2584141 36.6814489)",,CW 149,60
256985833,True,residential,False,25.732,,"LINESTRING (3.2589095 36.6817989, 3.2587563 36.6816028)",,,
117742166,False,residential,False,60.963,,"LINESTRING (3.2589095 36.6817989, 3.2592176 36.6816452, 3.2594888 36.6815078)",,,
117742166,False,residential,True,34.394,,"LINESTRING (3.2601132 36.681182, 3.2597876 36.6813478)",,,
117742170,False,residential,False,23.236,,"LINESTRING (3.2601132 36.681182, 3.2602515 36.6813591)",,,
117742170,False,residential,True,25.43,,"LINESTRING (3.2601132 36.681182, 3.2599626 36.6809878)",,,
256985831,False,residential,False,30.445,,"LINESTRING (3.2587563 36.6816028, 3.2585707 36.681373)",,,
117742167,False,residential,False,63.369,,"LINESTRING (3.2587563 36.6816028, 3.2590679 36.6814483, 3.2593557 36.6812968)",,,
117742167,False,residential,True,34.262,,"LINESTRING (3.2599626 36.6809878, 3.2596378 36.6811524)",,,
117742170,False,residential,False,25.43,,"LINESTRING (3.2599626 36.6809878, 3.2601132 36.681182)",,,
117742170,False,residential,True,27.91,,"LINESTRING (3.2599626 36.6809878, 3.2597908 36.680778)",,,
117742168,False,residential,False,76.907,,"LINESTRING (3.2606376 36.680339, 3.2601736 36.679756)",,,
117742168,False,residential,True,76.907,,"LINESTRING (3.2601736 36.679756, 3.2606376 36.680339)",,,
265853785,False,secondary,True,190.414,,"LINESTRING (3.2601736 36.679756, 3.2619841 36.6788482)",2,CW 16,
265853785,False,secondary,False,57.712,,"LINESTRING (3.2601736 36.679756, 3.2600958 36.679799, 3.2597409 36.6799817, 3.2596302 36.6800378)",2,CW 16,
1017244272,False,residential,False,38.717,,"LINESTRING (3.2604489 36.683126, 3.260081 36.6833109)",,,
1017244272,False,residential,True,49.599,,"LINESTRING (3.2604489 36.683126, 3.2609043 36.6828699)",,,
117742170,False,residential,False,27.91,,"LINESTRING (3.2597908 36.680778, 3.2599626 36.6809878)",,,
117742197,False,residential,False,20.033,,"LINESTRING (3.2597908 36.680778, 3.259599 36.6808718)",,,
117742197,False,residential,True,29.955999999999996,,"LINESTRING (3.2597908 36.680778, 3.2599242 36.6807127, 3.2600529 36.6806122)",,,
117742173,True,residential,False,128.102,,"LINESTRING (3.2605172 36.6816981, 3.2593078 36.6823198)",,,
255945535,False,residential,False,44.535,,"LINESTRING (3.2605172 36.6816981, 3.2607861 36.6820356)",,,
117742172,False,residential,True,127.853,,"LINESTRING (3.2607861 36.6820356, 3.2595746 36.6826505)",,,
255945535,False,residential,False,43.988,,"LINESTRING (3.2607861 36.6820356, 3.2610516 36.682369)",,,
255945535,False,residential,True,44.535,,"LINESTRING (3.2607861 36.6820356, 3.2605172 36.6816981)",,,
117742171,False,residential,False,128.864,,"LINESTRING (3.2610516 36.682369, 3.2598202 36.6829755)",,,
255945535,False,residential,False,38.821,,"LINESTRING (3.2610516 36.682369, 3.2612854 36.6826635)",,,
255945535,False,residential,True,43.988,,"LINESTRING (3.2610516 36.682369, 3.2607861 36.6820356)",,,
255945535,False,residential,True,38.821,,"LINESTRING (3.2612854 36.6826635, 3.2610516 36.682369)",,,
1017244272,False,residential,False,41.008,,"LINESTRING (3.2612854 36.6826635, 3.2609043 36.6828699)",,,
1017244272,False,residential,True,10.338,,"LINESTRING (3.2612854 36.6826635, 3.2613752 36.6826047)",,,
117742171,False,residential,False,16.044,,"LINESTRING (3.2598202 36.6829755, 3.259664 36.6830471)",,,
117742171,False,residential,True,128.864,,"LINESTRING (3.2598202 36.6829755, 3.2610516 36.682369)",,,
117742191,False,residential,False,42.257,,"LINESTRING (3.2598202 36.6829755, 3.2595746 36.6826505)",,,
117742191,False,residential,True,43.952,,"LINESTRING (3.2598202 36.6829755, 3.260081 36.6833109)",,,
117742171,False,residential,True,16.044,,"LINESTRING (3.259664 36.6830471, 3.2598202 36.6829755)",,,
679450235,False,secondary,False,29.959,,"LINESTRING (3.259664 36.6830471, 3.2598434 36.6832749)",,CW 149,60
679450235,False,secondary,True,28.826,,"LINESTRING (3.259664 36.6830471, 3.2595706 36.6829271, 3.2594928 36.6828272)",,CW 149,60
117742172,False,residential,False,127.853,,"LINESTRING (3.2595746 36.6826505, 3.2607861 36.6820356)",,,
117742191,False,residential,False,43.798,,"LINESTRING (3.2595746 36.6826505, 3.2593078 36.6823198)",,,
117742191,False,residential,True,42.257,,"LINESTRING (3.2595746 36.6826505, 3.2598202 36.6829755)",,,
117742191,False,residential,False,45.533,,"LINESTRING (3.2593078 36.6823198, 3.2590395 36.6819714)",,,
117742191,False,residential,True,43.798,,"LINESTRING (3.2593078 36.6823198, 3.2595746 36.6826505)",,,
1017244272,False,residential,False,10.437,,"LINESTRING (3.2600314 36.6833418, 3.2599215 36.6833741)",,,
1017244272,False,residential,True,5.601,,"LINESTRING (3.2600314 36.6833418, 3.260081 36.6833109)",,,
117742189,False,residential,False,11.252,,"LINESTRING (3.259599 36.6808718, 3.2595325 36.6807858)",,,
117742197,False,residential,False,14.086,,"LINESTRING (3.259599 36.6808718, 3.2594638 36.6809373)",,,
117742197,False,residential,True,20.033,,"LINESTRING (3.259599 36.6808718, 3.2597908 36.680778)",,,
117742189,False,residential,False,66.153,,"LINESTRING (3.2595325 36.6807858, 3.2591195 36.6802916)",,,
117742189,False,residential,True,11.252,,"LINESTRING (3.2595325 36.6807858, 3.259599 36.6808718)",,,
117742190,False,residential,True,74.12,,"LINESTRING (3.2595325 36.6807858, 3.2588262 36.6811372)",,,
117742189,False,residential,True,66.153,,"LINESTRING (3.2591195 36.6802916, 3.2595325 36.6807858)",,,
661265065,False,secondary,True,70.976,,"LINESTRING (3.2591195 36.6802916, 3.2584493 36.6806359)",2,CW 16,
661265066,False,secondary,False,53.578,,"LINESTRING (3.2591195 36.6802916, 3.2596302 36.6800378)",2,CW 16,
255944006,False,residential,True,179.374,,"LINESTRING (3.2591195 36.6802916, 3.2587731 36.6798507, 3.2587419 36.6798371, 3.2586964 36.6798422, 3.257596 36.6803669)",,,
1174000975,False,secondary,False,65.641,,"LINESTRING (3.257596 36.6803669, 3.2579849 36.6808681)",,CW 149,60
1174000975,False,secondary,True,63.636,,"LINESTRING (3.257596 36.6803669, 3.2572184 36.6798813)",,CW 149,60
255944006,False,residential,False,179.374,,"LINESTRING (3.257596 36.6803669, 3.2586964 36.6798422, 3.2587419 36.6798371, 3.2587731 36.6798507, 3.2591195 36.6802916)",,,
259458265,False,residential,False,133.038,,"LINESTRING (3.257596 36.6803669, 3.2569501 36.6807004, 3.2569376 36.6807243, 3.256942 36.6807477, 3.2573144 36.6811865)",,,
356846331,False,tertiary,True,69.488,,"LINESTRING (3.2573144 36.6811865, 3.2579849 36.6808681)",2,CW 16,
259458265,False,residential,True,133.038,,"LINESTRING (3.2573144 36.6811865, 3.256942 36.6807477, 3.2569376 36.6807243, 3.2569501 36.6807004, 3.257596 36.6803669)",,,
117742190,False,residential,False,49.433,,"LINESTRING (3.2583551 36.6813715, 3.2588262 36.6811372)",,,
679450235,False,secondary,False,10.087,,"LINESTRING (3.2583551 36.6813715, 3.2584141 36.6814489)",,CW 149,60
679450235,False,secondary,True,64.985,,"LINESTRING (3.2583551 36.6813715, 3.2579849 36.6808681)",,CW 149,60
117742191,False,residential,False,43.952,,"LINESTRING (3.260081 36.6833109, 3.2598202 36.6829755)",,,
1017244272,False,residential,False,5.601,,"LINESTRING (3.260081 36.6833109, 3.2600314 36.6833418)",,,
1017244272,False,residential,True,38.717,,"LINESTRING (3.260081 36.6833109, 3.2604489 36.683126)",,,
117742197,False,residential,False,16.317,,"LINESTRING (3.2585707 36.681373, 3.2584141 36.6814489)",,,
256985831,False,residential,True,30.445,,"LINESTRING (3.2585707 36.681373, 3.2587563 36.6816028)",,,
117742197,False,residential,True,63.483000000000004,,"LINESTRING (3.2585707 36.681373, 3.2588872 36.6812232, 3.2591789 36.6810764)",,,
117742193,False,residential,False,58.94,,"LINESTRING (3.2612473 36.683323, 3.2609043 36.6828699)",,,
117742192,False,residential,False,110.56700000000001,,"LINESTRING (3.2612473 36.683323, 3.2617185 36.6830665, 3.2613752 36.6826047)",,,
1017244272,False,residential,False,10.338,,"LINESTRING (3.2613752 36.6826047, 3.2612854 36.6826635)",,,
1017244272,False,residential,True,17.961,,"LINESTRING (3.2613752 36.6826047, 3.2615427 36.682515)",,,
117742192,False,residential,True,110.56700000000001,,"LINESTRING (3.2613752 36.6826047, 3.2617185 36.6830665, 3.2612473 36.683323)",,,
117742193,False,residential,True,58.94,,"LINESTRING (3.2609043 36.6828699, 3.2612473 36.683323)",,,
1017244272,False,residential,False,49.599,,"LINESTRING (3.2609043 36.6828699, 3.2604489 36.683126)",,,
1017244272,False,residential,True,41.008,,"LINESTRING (3.2609043 36.6828699, 3.2612854 36.6826635)",,,
679450235,False,secondary,True,13.045,,"LINESTRING (3.2599215 36.6833741, 3.2598434 36.6832749)",,CW 149,60
1017244272,False,residential,True,10.437,,"LINESTRING (3.2599215 36.6833741, 3.2600314 36.6833418)",,,
245081911,False,tertiary,False,74.164,,"LINESTRING (3.2596302 36.6800378, 3.2600529 36.6806122)",,,
661265066,False,secondary,True,53.578,,"LINESTRING (3.2596302 36.6800378, 3.2591195 36.6802916)",2,CW 16,
265853785,False,secondary,True,57.712,,"LINESTRING (3.2596302 36.6800378, 3.2597409 36.6799817, 3.2600958 36.679799, 3.2601736 36.679756)",2,CW 16,
117742197,False,residential,True,16.317,,"LINESTRING (3.2584141 36.6814489, 3.2585707 36.681373)",,,
679450235,False,secondary,True,10.087,,"LINESTRING (3.2584141 36.6814489, 3.2583551 36.6813715)",,CW 149,60
679450235,False,secondary,False,79.22999999999999,,"LINESTRING (3.2584141 36.6814489, 3.2585562 36.6816317, 3.2586897 36.6818001, 3.2588888 36.6820512)",,CW 149,60
321848402,False,residential,False,85.49300000000001,,"LINESTRING (3.2632508 36.6802925, 3.2631953 36.6804116, 3.2626899 36.6809091)",,,
321848402,False,residential,True,60.448,,"LINESTRING (3.2632508 36.6802925, 3.2632101 36.6801789, 3.2629032 36.6798319)",,,
314720184,False,residential,False,160.514,,"LINESTRING (3.2626899 36.6809091, 3.2624354 36.680778, 3.262242 36.6804821, 3.2622367 36.6804615, 3.2622514 36.6804468, 3.2624287 36.6803059, 3.2624942 36.68013, 3.2629032 36.6798319)",,,
321848402,False,residential,False,180.96099999999998,,"LINESTRING (3.2626899 36.6809091, 3.2626457 36.6809682, 3.2626109 36.6810327, 3.2625908 36.6810832, 3.262217 36.6822688, 3.2621935 36.682335, 3.2621522 36.6824094, 3.2621135 36.6824631)",,,
321848402,False,residential,True,85.49300000000001,,"LINESTRING (3.2626899 36.6809091, 3.2631953 36.6804116, 3.2632508 36.6802925)",,,
1160530106,True,residential,False,37.758,,"LINESTRING (3.2621135 36.6824631, 3.2618646 36.6827378)",,,
321848402,False,residential,True,180.961,,"LINESTRING (3.2621135 36.6824631, 3.2621522 36.6824094, 3.2621935 36.682335, 3.262217 36.6822688, 3.2625908 36.6810832, 3.2626109 36.6810327, 3.2626457 36.6809682, 3.2626899 36.6809091)",,,
117742197,False,residential,True,29.744,,"LINESTRING (3.2591789 36.6810764, 3.2594638 36.6809373)",,,
256985835,False,residential,False,29.141,,"LINESTRING (3.2591789 36.6810764, 3.2593557 36.6812968)",,,
117742197,False,residential,False,63.483000000000004,,"LINESTRING (3.2591789 36.6810764, 3.2588872 36.6812232, 3.2585707 36.681373)",,,
117742166,False,residential,False,29.325,,"LINESTRING (3.2595121 36.6814918, 3.2597876 36.6813478)",,,
117742166,False,residential,True,2.735,,"LINESTRING (3.2595121 36.6814918, 3.2594888 36.6815078)",,,
256985835,False,residential,True,25.781,,"LINESTRING (3.2595121 36.6814918, 3.2593557 36.6812968)",,,
117742166,False,residential,False,2.735,,"LINESTRING (3.2594888 36.6815078, 3.2595121 36.6814918)",,,
256985836,False,residential,False,22.833,,"LINESTRING (3.2594888 36.6815078, 3.2596346 36.6816766)",,,
117742166,False,residential,True,60.963,,"LINESTRING (3.2594888 36.6815078, 3.2592176 36.6816452, 3.2589095 36.6817989)",,,
256985832,True,residential,False,30.61,,"LINESTRING (3.2596346 36.6816766, 3.2599212 36.6815251)",,,
