osmid,name,highway,junction,oneway,reversed,length,geometry,lanes,ref,maxspeed
333254068,Porte de Charef,primary,roundabout,True,False,9.015,"LINESTRING (3.2488777 34.6748121, 3.2488359 34.6748336, 3.2487882 34.6748438)",,,
333254068,Porte de Charef,primary,roundabout,True,False,7.231,"LINESTRING (3.2486125 34.6746908, 3.2486234 34.6746595, 3.2486432 34.6746314)",,,
190655752,,tertiary,,False,False,11.502,"LINESTRING (3.2550328 34.6675019, 3.2549154 34.6674648)",,,
191619316,,residential,,False,True,28.737,"LINESTRING (3.2550328 34.6675019, 3.2553335 34.6675769)",,,
264388066,Avenue Emir Abdelkader,primary,,True,False,104.374,"LINESTRING (3.2550328 34.6675019, 3.2550059 34.6675923, 3.2549013 34.6680291, 3.2548209 34.668424)",2,RN 1,40
255207412,,tertiary,,True,False,8.584,"LINESTRING (3.2531413 34.6739362, 3.2530495 34.6739201)",,,
192864021,شارع الأمير عبد القادر,primary,,True,False,75.65899999999999,"LINESTRING (3.2531413 34.6739362, 3.2530298 34.6742696, 3.252967 34.6744332, 3.2529174 34.6745911)",2,RN 1,40
130918661,Rue de l'indépendance,primary,,True,False,94.642,"LINESTRING (3.2489268 34.6746733, 3.2490349 34.6747222, 3.2491783 34.6747719, 3.2498999 34.6749572)",2,RN 46,40
333254068,Porte de Charef,primary,roundabout,True,False,16.941,"LINESTRING (3.2489268 34.6746733, 3.2489337 34.6747109, 3.2489273 34.6747486, 3.2489081 34.6747833, 3.2488777 34.6748121)",,,
333254068,Porte de Charef,primary,roundabout,True,False,9.993,"LINESTRING (3.2486432 34.6746314, 3.2486831 34.6746007, 3.2487331 34.6745826)",,,
190527819,Boulevard Sidi Nail,secondary,,True,False,35.908,"LINESTRING (3.2487331 34.6745826, 3.2488321 34.6742701)",,,40
333254068,Porte de Charef,primary,roundabout,True,False,15.748000000000001,"LINESTRING (3.2487331 34.6745826, 3.2487759 34.6745787, 3.2488184 34.6745842, 3.2488576 34.6745988, 3.2488908 34.6746214)",,,
333254068,Porte de Charef,primary,roundabout,True,False,6.688000000000001,"LINESTRING (3.2488908 34.6746214, 3.2489124 34.6746456, 3.2489268 34.6746733)",,,
333254068,Porte de Charef,primary,roundabout,True,False,12.761,"LINESTRING (3.2487882 34.6748438, 3.2487417 34.674842, 3.2486977 34.6748295, 3.24866 34.6748072)",,,
333254068,Porte de Charef,primary,roundabout,True,False,14.129999999999999,"LINESTRING (3.24866 34.6748072, 3.2486291 34.6747733, 3.2486127 34.6747332, 3.2486125 34.6746908)",,,
190853495,,residential,,False,False,40.787,"LINESTRING (3.2541768 34.6710628, 3.2546213 34.6710327)",,,
264388066,Avenue Emir Abdelkader,primary,,True,False,32.24,"LINESTRING (3.2541768 34.6710628, 3.25408 34.6713416)",2,RN 1,40
190655752,,tertiary,,False,True,11.502,"LINESTRING (3.2549154 34.6674648, 3.2550328 34.6675019)",,,
190655752,,tertiary,,False,False,78.173,"LINESTRING (3.2549154 34.6674648, 3.2548575 34.6674429, 3.2544406 34.6673847, 3.2540777 34.6673336)",,,
192864020,Avenue Emir Abdelkader,primary,,True,False,168.993,"LINESTRING (3.2539595 34.6713148, 3.2540747 34.6710449, 3.2542914 34.670152, 3.2543631 34.6698342)",2,RN 1,40
333253512,,primary,roundabout,True,False,12.199000000000002,"LINESTRING (3.2539595 34.6713148, 3.253992 34.6713088, 3.2540252 34.6713116, 3.2540556 34.6713229, 3.25408 34.6713416)",,,
190527536,el Herfa,secondary,roundabout,True,False,5.093999999999999,"LINESTRING (3.250485 34.6703182, 3.2504973 34.6703296, 3.2505073 34.6703425, 3.250515 34.6703564)",2,,20
333253512,,primary,roundabout,True,False,1.772,"LINESTRING (3.2539423 34.6713221, 3.2539507 34.6713181, 3.2539595 34.6713148)",,,
190527538,,tertiary,,True,False,64.48599999999999,"LINESTRING (3.2538988 34.671419, 3.2537556 34.6713811, 3.2535427 34.6713193, 3.2532305 34.6712341)",,,
333253512,,primary,roundabout,True,False,12.277,"LINESTRING (3.2538988 34.671419, 3.2538944 34.6713916, 3.2539008 34.6713645, 3.2539173 34.6713405, 3.2539423 34.6713221)",,,
333253512,,primary,roundabout,True,False,6.4799999999999995,"LINESTRING (3.2539403 34.671465, 3.2539223 34.6714524, 3.2539083 34.6714368, 3.2538988 34.671419)",,,
190527536,el Herfa,secondary,roundabout,True,False,10.516,"LINESTRING (3.2502877 34.6703395, 3.250312 34.6703151, 3.250344 34.6702978, 3.2503809 34.6702892)",2,,20
192863880,,tertiary,,True,False,21.269,"LINESTRING (3.250515 34.6703564, 3.2507417 34.6703991)",,,
190527536,el Herfa,secondary,roundabout,True,False,15.746,"LINESTRING (3.250515 34.6703564, 3.2505224 34.670384, 3.2505204 34.6704123, 3.2505092 34.6704391, 3.2504896 34.6704624, 3.2504631 34.6704805)",2,,20
190529854,,tertiary,,True,False,66.531,"LINESTRING (3.2540951 34.6713635, 3.2542943 34.6714001, 3.2548022 34.6715041)",,,
333253512,,primary,roundabout,True,False,11.768,"LINESTRING (3.2540951 34.6713635, 3.2541019 34.6713894, 3.2540986 34.6714157, 3.2540858 34.6714399, 3.2540645 34.6714598)",,,
