osmid,highway,oneway,reversed,length,ref,geometry,name,junction,lanes
1206854402,residential,False,True,110.279,,"LINESTRING (2.5680974 36.2314609, 2.5681514 36.2313572, 2.5681623 36.2312715, 2.5678021 36.2305335)",,,
189615294,residential,False,False,45.653999999999996,,"LINESTRING (2.5681936 36.2330864, 2.5681511 36.2332826, 2.5681216 36.233341, 2.5681131 36.2333893, 2.5681362 36.2334871)",,,
189615271,residential,False,True,147.895,,"LINESTRING (2.5613995 36.2337323, 2.5618452 36.233791, 2.5622422 36.2338732, 2.5624594 36.2339338, 2.5627621 36.2340276, 2.5629833 36.2340876)",,,
189615292,residential,True,False,11.530000000000001,,"LINESTRING (2.5613995 36.2337323, 2.5613787 36.2337702, 2.5613431 36.2338, 2.5613199 36.2338092)",,roundabout,
189615290,residential,False,True,115.507,,"LINESTRING (2.5609613 36.2328099, 2.5603856 36.2318807)",,,
189615324,residential,False,False,10.774000000000001,,"LINESTRING (2.5609613 36.2328099, 2.5609892 36.2327468, 2.5610143 36.2327248)",,,
189615324,residential,False,True,38.666,,"LINESTRING (2.5609613 36.2328099, 2.5609402 36.2328607, 2.5609194 36.2329523, 2.5609087 36.2330778, 2.5609208 36.2331524)",,,
189615265,residential,False,False,32.882,,"LINESTRING (2.5679103 36.2317152, 2.5680974 36.2314609)",,,
189615265,residential,False,True,9.973,,"LINESTRING (2.5679103 36.2317152, 2.5678535 36.2317923)",,,
189615278,residential,False,True,24.938,,"LINESTRING (2.5679103 36.2317152, 2.5677161 36.2315547)",,,
1206017601,residential,False,True,87.974,,"LINESTRING (2.5626146 36.2294863, 2.5616339 36.2294748)",,,
189615275,residential,False,False,153.939,,"LINESTRING (2.5626146 36.2294863, 2.5626391 36.2293405, 2.5626928 36.2291891, 2.5627353 36.2291293, 2.5627893 36.2291069, 2.5628399 36.2291293, 2.5628748 36.2291682, 2.5630089 36.2293737, 2.5631054 36.2294754, 2.5631671 36.2295317, 2.5634702 36.2297502, 2.5635667 36.2298191)",شارع الشهيد بونوة جيلالي,,
189615275,residential,False,True,88.616,,"LINESTRING (2.5626146 36.2294863, 2.5626092 36.2297632, 2.5625848 36.2300646, 2.5625716 36.2302823)",شارع الشهيد بونوة جيلالي,,
189615266,residential,False,False,31.68,,"LINESTRING (2.5639347 36.2308901, 2.5635823 36.2308709)",,,
189615266,residential,False,True,7.609,,"LINESTRING (2.5639347 36.2308901, 2.5640188 36.2308991)",,,
189615275,residential,False,True,44.31,,"LINESTRING (2.5639347 36.2308901, 2.5639639 36.2305372, 2.5639829 36.2304951)",شارع الشهيد بونوة جيلالي,,
189615318,residential,False,False,87.898,,"LINESTRING (2.5610143 36.2327248, 2.5618126 36.2328787, 2.5618801 36.2328975, 2.5619279 36.2329242, 2.5619507 36.2329395)",,,
189615324,residential,False,False,91.66,,"LINESTRING (2.5610143 36.2327248, 2.5610535 36.2326905, 2.5613432 36.2324698, 2.5613969 36.2324439, 2.5614505 36.2324331, 2.5618717 36.2323764, 2.5618854 36.2323638)",,,
189615324,residential,False,True,10.774000000000001,,"LINESTRING (2.5610143 36.2327248, 2.5609892 36.2327468, 2.5609613 36.2328099)",,,
189615268,residential,False,False,96.07999999999998,,"LINESTRING (2.5610176 36.2307924, 2.5609462 36.2306957, 2.5609306 36.2306452, 2.5609306 36.2306171, 2.5611049 36.2305305, 2.5610213 36.2303755, 2.5609972 36.2303019, 2.5609896 36.2302081, 2.5610083 36.2301389, 2.5610321 36.2300986, 2.5610857 36.2300704)",,,
189615268,residential,False,True,144.671,,"LINESTRING (2.5610176 36.2307924, 2.5610191 36.2315431, 2.5610378 36.231595, 2.5611183 36.2317227, 2.5611769 36.2317364, 2.5612578 36.2317659, 2.5612873 36.2318049, 2.5612873 36.2318611, 2.5612499 36.2319879)",,,
189615308,residential,False,True,52.069,,"LINESTRING (2.5610176 36.2307924, 2.561421 36.2306052, 2.561511 36.2305473)",,,
189615278,residential,False,False,24.938,,"LINESTRING (2.5677161 36.2315547, 2.5679103 36.2317152)",,,
189615278,residential,False,True,41.303,,"LINESTRING (2.5677161 36.2315547, 2.5674613 36.2312453)",,,
189615283,residential,False,True,33.781,,"LINESTRING (2.5677161 36.2315547, 2.5680274 36.2313837)",,,
189615283,residential,False,False,45.94,,"LINESTRING (2.5677161 36.2315547, 2.567456 36.231691, 2.5672738 36.2317614)",,,
189615313,residential,False,False,28.639,,"LINESTRING (2.5607985 36.2337569, 2.5611175 36.2337456)",,,
189615276,residential,False,False,200.36900000000003,,"LINESTRING (2.5607985 36.2337569, 2.5609006 36.2339692, 2.5610348 36.2341877, 2.5614911 36.2348381, 2.5618931 36.2346182, 2.561779 36.2344505)",,,
189615317,residential,False,False,30.161,,"LINESTRING (2.5668792 36.2303308, 2.566543 36.2303257)",,,
1204423719,residential,False,True,35.798,,"LINESTRING (2.5668792 36.2303308, 2.5668911 36.230009)",,,
1204423719,residential,False,False,54.155,,"LINESTRING (2.5668792 36.2303308, 2.5669136 36.2305053, 2.5669549 36.2306251, 2.5670564 36.2307921)",,,
189615255,residential,False,False,46.859,,"LINESTRING (2.5689021 36.2319498, 2.5687944 36.2318987, 2.5686312 36.2318481, 2.5684228 36.2317849)",,,
189615255,residential,False,True,191.76400000000004,,"LINESTRING (2.5689021 36.2319498, 2.5690952 36.2320364, 2.5692669 36.2320905, 2.5694627 36.2321381, 2.5697067 36.2321683, 2.5698462 36.2321748, 2.570211 36.2321748, 2.5703076 36.2321792, 2.5705075 36.2322104, 2.5705915 36.2322124, 2.5706424 36.2321972, 2.5706723 36.2321683, 2.5706853 36.232128, 2.5706719 36.2320761, 2.5706242 36.231941)",,,
189615286,residential,False,True,42.523,,"LINESTRING (2.5689021 36.2319498, 2.5689789 36.2320521, 2.5690241 36.2321521, 2.5690461 36.2322452, 2.5690464 36.2323068)",,,
189615265,residential,False,False,9.973,,"LINESTRING (2.5678535 36.2317923, 2.5679103 36.2317152)",,,
189615265,residential,False,True,220.82899999999995,,"LINESTRING (2.5678535 36.2317923, 2.5677487 36.2319001, 2.5677242 36.2319333, 2.5677188 36.2319744, 2.5677269 36.2320241, 2.5678824 36.2323898, 2.5678824 36.2324395, 2.5678051 36.2327806, 2.5678104 36.232852, 2.5677993 36.2328939, 2.5677617 36.2329285, 2.5668402 36.2331494)",,,
1206030183,secondary,False,False,52.108999999999995,CW 18,"LINESTRING (2.5678535 36.2317923, 2.5678152 36.2317902, 2.5672738 36.2317614)",,,
1206030183,secondary,False,True,51.247,CW 18,"LINESTRING (2.5678535 36.2317923, 2.5681296 36.2318079, 2.5684228 36.2317849)",,,
189615318,residential,False,False,20.564,,"LINESTRING (2.5619507 36.2329395, 2.5619762 36.2329566, 2.5620989 36.23308)",,,
189615318,residential,False,True,87.898,,"LINESTRING (2.5619507 36.2329395, 2.5619279 36.2329242, 2.5618801 36.2328975, 2.5618126 36.2328787, 2.5610143 36.2327248)",,,
1206030205,residential,True,False,41.768,,"LINESTRING (2.5619507 36.2329395, 2.5620571 36.2329131, 2.56217 36.2328843, 2.562244 36.2327966, 2.5622694 36.2327149)",,,
189615252,residential,False,True,53.431,,"LINESTRING (2.5658599 36.2309675, 2.5659056 36.2304884)",,,
189615266,residential,False,False,27.24,,"LINESTRING (2.5658599 36.2309675, 2.5655562 36.2309665)",,,
189615266,residential,False,True,26.731,,"LINESTRING (2.5658599 36.2309675, 2.5661245 36.2309884, 2.5661565 36.2309909)",,,
189615286,residential,False,False,42.523,,"LINESTRING (2.5690464 36.2323068, 2.5690461 36.2322452, 2.5690241 36.2321521, 2.5689789 36.2320521, 2.5689021 36.2319498)",,,
189615286,residential,False,True,114.469,,"LINESTRING (2.5690464 36.2323068, 2.5690465 36.2323184, 2.5690385 36.2323746, 2.5689902 36.2325174, 2.5689741 36.2325823, 2.568966 36.2326602, 2.569033 36.2333269)",,,
189615293,residential,False,True,134.711,,"LINESTRING (2.5690464 36.2323068, 2.5694627 36.2324085, 2.5695615 36.2324244, 2.5696638 36.2324258, 2.5698891 36.232415, 2.5702888 36.2324085, 2.5705271 36.2324028)",,,
189615292,residential,True,False,32.361000000000004,,"LINESTRING (2.5611676 36.2336081, 2.5612135 36.2335895, 2.5612645 36.2335846, 2.5613267 36.233599, 2.5613668 36.2336248, 2.5613936 36.2336602, 2.5614038 36.2337008, 2.5613995 36.2337323)",,roundabout,
189615324,residential,False,False,56.096000000000004,,"LINESTRING (2.5611676 36.2336081, 2.5610963 36.2335157, 2.5610191 36.2334275, 2.5609597 36.2333093, 2.5609279 36.233196, 2.5609208 36.2331524)",,,
189615317,residential,False,False,18.14,,"LINESTRING (2.566543 36.2303257, 2.566341 36.2303178)",,,
189615317,residential,False,True,30.161,,"LINESTRING (2.566543 36.2303257, 2.5668792 36.2303308)",,,
1206017594,residential,False,False,36.085,,"LINESTRING (2.566543 36.2303257, 2.5665732 36.2300021)",,,
189615258,residential,False,True,9.734,,"LINESTRING (2.5666432 36.2353007, 2.5665787 36.2353711)",,,
189615258,residential,False,False,119.031,,"LINESTRING (2.5666432 36.2353007, 2.5668391 36.2350228, 2.5668985 36.2349117, 2.5669226 36.2348316, 2.5669368 36.2347097, 2.5669193 36.234285)",,,
189615286,residential,False,False,121.88499999999999,,"LINESTRING (2.5666432 36.2353007, 2.5668848 36.2351688, 2.5671314 36.2351115, 2.5675851 36.2350696, 2.5679389 36.2350617)",,,
189615317,residential,False,False,36.87,,"LINESTRING (2.566341 36.2303178, 2.5659305 36.2303006)",,,
189615317,residential,False,True,18.14,,"LINESTRING (2.566341 36.2303178, 2.566543 36.2303257)",,,
189615323,residential,False,True,80.21799999999999,,"LINESTRING (2.566341 36.2303178, 2.566316 36.2305594, 2.5662662 36.2305697, 2.566231 36.2305996, 2.5661803 36.2308082, 2.5661565 36.2309909)",,,
189615307,residential,False,False,9.232,,"LINESTRING (2.5639344 36.2323198, 2.5640371 36.2323253)",,,
189615307,residential,False,True,43.635,,"LINESTRING (2.5639344 36.2323198, 2.563449 36.2322935)",,,
1219377266,residential,False,True,80.157,,"LINESTRING (2.5639344 36.2323198, 2.563983 36.2316)",,,
189615308,residential,False,False,41.542,,"LINESTRING (2.5618824 36.2303241, 2.561511 36.2305473)",,,
1206017596,residential,False,True,60.19,,"LINESTRING (2.5618824 36.2303241, 2.5615364 36.2298603)",,,
1206017596,residential,False,False,43.312,,"LINESTRING (2.5618824 36.2303241, 2.5620938 36.2305326, 2.5621812 36.2306299)",,,
189615266,residential,False,False,26.731,,"LINESTRING (2.5661565 36.2309909, 2.5661245 36.2309884, 2.5658599 36.2309675)",,,
189615266,residential,False,True,77.832,,"LINESTRING (2.5661565 36.2309909, 2.5662494 36.2310065, 2.5663737 36.2310484, 2.5663749 36.2310896, 2.5662447 36.2312408, 2.5662311 36.2312794, 2.566225 36.2312968, 2.5662235 36.231351, 2.5662377 36.23144, 2.5662424 36.2314665, 2.5662437 36.231527)",,,
189615323,residential,False,False,80.21799999999999,,"LINESTRING (2.5661565 36.2309909, 2.5661803 36.2308082, 2.566231 36.2305996, 2.5662662 36.2305697, 2.566316 36.2305594, 2.566341 36.2303178)",,,
189615256,residential,False,False,71.946,,"LINESTRING (2.5669193 36.234285, 2.5669034 36.2336381)",,,
189615256,residential,False,True,146.447,,"LINESTRING (2.5669193 36.234285, 2.5659302 36.2343016, 2.5659191 36.2341466, 2.5654682 36.2341543)",,,
189615258,residential,False,True,119.031,,"LINESTRING (2.5669193 36.234285, 2.5669368 36.2347097, 2.5669226 36.2348316, 2.5668985 36.2349117, 2.5668391 36.2350228, 2.5666432 36.2353007)",,,
189615271,residential,False,False,147.895,,"LINESTRING (2.5629833 36.2340876, 2.5627621 36.2340276, 2.5624594 36.2339338, 2.5622422 36.2338732, 2.5618452 36.233791, 2.5613995 36.2337323)",,,
189615271,residential,False,True,201.55900000000003,,"LINESTRING (2.5629833 36.2340876, 2.5630652 36.2341098, 2.5633575 36.2342115, 2.5634005 36.2342482, 2.5634192 36.234298, 2.5633924 36.2343543, 2.563328 36.2343954, 2.563248 36.2344162, 2.5631457 36.2344235, 2.5622042 36.2344148, 2.5619789 36.234417, 2.5618984 36.2344235, 2.561779 36.2344505)",,,
189615318,residential,False,True,86.968,,"LINESTRING (2.5629833 36.2340876, 2.5628828 36.2340016, 2.5628104 36.233928, 2.5624215 36.2334521)",,,
1206030200,residential,True,False,13.342,,"LINESTRING (2.5619068 36.2321817, 2.562032 36.2322465)",,,
189615266,residential,False,True,73.979,,"LINESTRING (2.5619068 36.2321817, 2.561927 36.2320932, 2.5619411 36.231868, 2.561971 36.231519)",,,
189615301,residential,False,False,75.803,,"LINESTRING (2.5624433 36.2327973, 2.5632857 36.2328522)",,,
189615289,residential,True,False,47.89,,"LINESTRING (2.5624433 36.2327973, 2.5623095 36.2328121, 2.5622416 36.2328655, 2.5621866 36.2329232, 2.5621639 36.232978, 2.5620989 36.23308)",,,
189615301,residential,False,True,18.186,,"LINESTRING (2.5624433 36.2327973, 2.5623829 36.2327778, 2.5622694 36.2327149)",,,
189615252,residential,False,False,21.002,,"LINESTRING (2.5659305 36.2303006, 2.5659056 36.2304884)",,,
189615252,residential,False,True,34.764,,"LINESTRING (2.5659305 36.2303006, 2.5659571 36.2299887)",,,
189615317,residential,False,True,36.87,,"LINESTRING (2.5659305 36.2303006, 2.566341 36.2303178)",,,
189615258,residential,False,False,9.734,,"LINESTRING (2.5665787 36.2353711, 2.5666432 36.2353007)",,,
189615300,unclassified,False,False,143.434,,"LINESTRING (2.5665787 36.2353711, 2.5664983 36.235196, 2.5663749 36.2350315, 2.5661925 36.2348671, 2.5659297 36.23472, 2.5654953 36.2344668)",,,
189615305,residential,False,False,8.801,,"LINESTRING (2.5646397 36.2305361, 2.5646501 36.2304574)",,,
189615305,residential,False,True,59.095,,"LINESTRING (2.5646397 36.2305361, 2.56461 36.2305333, 2.5645431 36.230527, 2.5639829 36.2304951)",,,
1206017592,residential,False,False,57.809,,"LINESTRING (2.5646397 36.2305361, 2.5646385 36.2305984, 2.5647452 36.2306918, 2.5649485 36.2307349, 2.5651461 36.2307577)",,,
189615266,residential,False,False,7.609,,"LINESTRING (2.5640188 36.2308991, 2.5639347 36.2308901)",,,
189615328,residential,False,False,30.927,,"LINESTRING (2.5640188 36.2308991, 2.5640046 36.231177)",شارع الشهيد تركمان مامي,,
189615266,residential,False,True,51.929,,"LINESTRING (2.5640188 36.2308991, 2.564273 36.2309102, 2.5645969 36.2309244)",,,
189615262,residential,False,True,130.906,,"LINESTRING (2.5668402 36.2331494, 2.5653883 36.2330294)",,,
189615262,residential,False,False,94.992,,"LINESTRING (2.5668402 36.2331494, 2.567274 36.2331852, 2.5673621 36.2331946, 2.5674027 36.2332177, 2.5674265 36.2332509, 2.5674452 36.2332898, 2.5675311 36.2335927)",,,
189615265,residential,False,False,220.82900000000004,,"LINESTRING (2.5668402 36.2331494, 2.5677617 36.2329285, 2.5677993 36.2328939, 2.5678104 36.232852, 2.5678051 36.2327806, 2.5678824 36.2324395, 2.5678824 36.2323898, 2.5677269 36.2320241, 2.5677188 36.2319744, 2.5677242 36.2319333, 2.5677487 36.2319001, 2.5678535 36.2317923)",,,
189615280,residential,False,True,62.964,,"LINESTRING (2.5632857 36.2328522, 2.5633392 36.2322876)",,,
189615301,residential,False,False,63.322,,"LINESTRING (2.5632857 36.2328522, 2.5639904 36.2328867)",,,
189615301,residential,False,True,75.803,,"LINESTRING (2.5632857 36.2328522, 2.5624433 36.2327973)",,,
1206030183,secondary,False,False,40.222,CW 18,"LINESTRING (2.561971 36.231519, 2.5616548 36.2317755)",,,
189615266,residential,False,False,73.979,,"LINESTRING (2.561971 36.231519, 2.5619411 36.231868, 2.561927 36.2320932, 2.5619068 36.2321817)",,,
189615266,residential,False,True,83.762,,"LINESTRING (2.561971 36.231519, 2.5620333 36.2309178, 2.5620651 36.2308381, 2.5621303 36.2307978)",,,
1206030183,secondary,False,True,64.651,CW 18,"LINESTRING (2.561971 36.231519, 2.5620428 36.2314975, 2.5621368 36.2315006, 2.5626847 36.2315406)",,,
1206030201,residential,True,False,4.271,,"LINESTRING (2.562032 36.2322465, 2.5620558 36.2322473, 2.562078 36.2322542)",,roundabout,
189615308,residential,False,True,41.542,,"LINESTRING (2.561511 36.2305473, 2.5618824 36.2303241)",,,
189615268,residential,False,False,139.815,,"LINESTRING (2.561511 36.2305473, 2.5616333 36.2307231, 2.5616517 36.2307736, 2.5616521 36.2308464, 2.5616387 36.2317053, 2.5616548 36.2317755)",,,
189615268,residential,False,True,67.462,,"LINESTRING (2.561511 36.2305473, 2.5611715 36.2300921, 2.5611344 36.2300718, 2.5610857 36.2300704)",,,
189615308,residential,False,False,52.069,,"LINESTRING (2.561511 36.2305473, 2.561421 36.2306052, 2.5610176 36.2307924)",,,
189615301,residential,False,False,37.549,,"LINESTRING (2.5621425 36.2323931, 2.5622694 36.2327149)",,,
1206030202,residential,True,False,8.447,,"LINESTRING (2.5621425 36.2323931, 2.5620554 36.2323642)",,,
1206030204,residential,False,True,22.085,,"LINESTRING (2.5621425 36.2323931, 2.5621471 36.2323167, 2.5621484 36.2322735, 2.5621611 36.2322427, 2.5621994 36.232208)",,,
