osmid,highway,oneway,reversed,length,lanes,ref,maxspeed,geometry,junction,bridge
228052136,residential,False,False,5.937,,,,"LINESTRING (-0.3139472 33.2650394, -0.3140035 33.2650646)",,
228052136,residential,False,True,37.181,,,,"LINESTRING (-0.3139472 33.2650394, -0.3135945 33.2648818)",,
304448262,primary,True,False,91.97200000000001,2,RN 6,40,"LINESTRING (-0.3139472 33.2650394, -0.313791 33.2652771, -0.3137058 33.2654106, -0.3135657 33.2656416, -0.3134841 33.2657702)",,
304448251,secondary,False,False,5.53,2,CW 1,50,"LINESTRING (-0.3152414 33.2630776, -0.3151871 33.2630573)",,
304448251,secondary,False,True,51.209,2,CW 1,50,"LINESTRING (-0.3152414 33.2630776, -0.3157398 33.2632736)",,
304444285,primary,True,False,27.810000000000002,2,RN 6,40,"LINESTRING (-0.3152414 33.2630776, -0.3153192 33.2629408, -0.3153736 33.2628533)",,
304448251,secondary,False,True,5.53,2,CW 1,50,"LINESTRING (-0.3151871 33.2630573, -0.3152414 33.2630776)",,
304448262,primary,True,False,118.22200000000001,2,RN 6,40,"LINESTRING (-0.3151871 33.2630573, -0.3148786 33.263534, -0.3147693 33.2636971, -0.3146701 33.2638558, -0.3145793 33.2639911)",,
304442946,residential,False,False,27.328,,,,"LINESTRING (-0.3107252 33.2643324, -0.3104603 33.2642259)",,
228052068,residential,False,False,73.809,2,,40,"LINESTRING (-0.3107252 33.2643324, -0.310862 33.2641451, -0.3110062 33.263927, -0.3111161 33.2637549)",,
228052068,residential,False,True,47.946000000000005,2,,40,"LINESTRING (-0.3107252 33.2643324, -0.3104362 33.2646122, -0.31041 33.2646312, -0.3103772 33.2646486)",,
304442946,residential,False,True,69.17,,,,"LINESTRING (-0.3107252 33.2643324, -0.3111832 33.2645499, -0.311377 33.264632)",,
228052052,residential,False,True,44.043,,,,"LINESTRING (-0.309097 33.2648675, -0.3095619 33.2647915)",,
228052422,tertiary,False,False,65.648,2,,40,"LINESTRING (-0.309097 33.2648675, -0.3092091 33.2654504)",,
228052422,tertiary,False,True,59.542,2,,40,"LINESTRING (-0.309097 33.2648675, -0.3089918 33.2643393)",,
304442946,residential,False,True,4.174,,,,"LINESTRING (-0.3090974 33.263547, -0.3091269 33.2635753)",,
732842660,residential,True,False,8.388,,,,"LINESTRING (-0.3090974 33.263547, -0.309044 33.2634862)",,
228052052,residential,False,False,23.552,,,,"LINESTRING (-0.3099802 33.2639702, -0.3098702 33.264161)",,
228052110,residential,False,True,60.775,,,,"LINESTRING (-0.3099802 33.2639702, -0.3102825 33.2634856)",,
304442946,residential,False,True,52.924,,,,"LINESTRING (-0.3099802 33.2639702, -0.3104603 33.2642259)",,
304442946,residential,False,False,90.688,,,,"LINESTRING (-0.3099802 33.2639702, -0.3092518 33.2636382, -0.3091269 33.2635753)",,
228052282,tertiary,True,False,10.526,2,,40,"LINESTRING (-0.3110256 33.2654919, -0.3109679 33.2654812, -0.3109143 33.265475)",,
733192862,residential,True,False,86.88199999999999,,,,"LINESTRING (-0.3110256 33.2654919, -0.3110802 33.2653992, -0.3114854 33.2648119)",,
228052422,tertiary,False,False,5.592,2,,40,"LINESTRING (-0.3088619 33.2635403, -0.3088703 33.2635901)",,
228052422,tertiary,False,True,9.582,2,,40,"LINESTRING (-0.3088619 33.2635403, -0.3088537 33.2634544)",,
732836771,residential,True,False,22.061,,,,"LINESTRING (-0.3088619 33.2635403, -0.3089221 33.2635508, -0.3089637 33.2635536, -0.309022 33.263553, -0.3090974 33.263547)",,
304442955,residential,True,False,13.653,,,,"LINESTRING (-0.3109143 33.265475, -0.3108481 33.2655846)",,
228052282,tertiary,True,False,104.741,2,,40,"LINESTRING (-0.3109143 33.265475, -0.3107346 33.2654734, -0.3101452 33.265465, -0.3097884 33.2654481)",,
304442955,residential,True,False,89.625,,,,"LINESTRING (-0.3113805 33.2647704, -0.310937 33.2654222, -0.3109143 33.265475)",,
228052052,residential,False,False,57.365,,,,"LINESTRING (-0.3103128 33.2646665, -0.3097078 33.2647677)",,
228052068,residential,False,False,6.31,2,,40,"LINESTRING (-0.3103128 33.2646665, -0.3103772 33.2646486)",,
228052052,residential,False,True,88.25800000000001,,,,"LINESTRING (-0.3103128 33.2646665, -0.3101935 33.2644647, -0.310181 33.2644521, -0.3101672 33.2644421, -0.3101391 33.2644322, -0.3101116 33.2644266, -0.3100634 33.2644212, -0.3100111 33.264417, -0.3099105 33.2644142, -0.3098662 33.2644053, -0.3098314 33.264384, -0.3098112 33.2643615, -0.3097965 33.2643257, -0.3097978 33.264283, -0.3098702 33.264161)",,
228052547,residential,False,False,32.324,,,,"LINESTRING (-0.3126517 33.2614202, -0.3129526 33.2615658)",,
228052547,residential,False,True,38.206,,,,"LINESTRING (-0.3126517 33.2614202, -0.3122973 33.2612463)",,
228052068,residential,False,False,48.585,2,,40,"LINESTRING (-0.3126517 33.2614202, -0.3127509 33.2612732, -0.3129092 33.26104)",,
228052068,residential,False,True,48.621,2,,40,"LINESTRING (-0.3126517 33.2614202, -0.3125498 33.2615682, -0.3123862 33.2617969)",,
228052547,residential,False,False,39.971,,,,"LINESTRING (-0.3120804 33.2622881, -0.3116955 33.262128)",,
228052547,residential,False,True,34.005,,,,"LINESTRING (-0.3120804 33.2622881, -0.3123849 33.2624575)",,
228052068,residential,False,False,61.585,2,,40,"LINESTRING (-0.3120804 33.2622881, -0.3122279 33.2620414, -0.3123862 33.2617969)",,
228052068,residential,False,True,63.888999999999996,2,,40,"LINESTRING (-0.3120804 33.2622881, -0.311894 33.2625685, -0.3117532 33.2627933)",,
228052422,tertiary,False,False,23.001,2,,40,"LINESTRING (-0.3132525 33.2604871, -0.3130446 33.260375)",,
228052422,tertiary,False,True,39.202,2,,40,"LINESTRING (-0.3132525 33.2604871, -0.3136146 33.2606677)",,
228052068,residential,False,True,36.376,2,,40,"LINESTRING (-0.3132525 33.2604871, -0.3131546 33.2606374, -0.3130674 33.2607753)",,
228052417,residential,False,False,32.212,,,,"LINESTRING (-0.3117532 33.2627933, -0.3120591 33.2629293)",,
228052417,residential,False,True,40.432,,,,"LINESTRING (-0.3117532 33.2627933, -0.3113828 33.2626028)",,
228052068,residential,False,False,63.888999999999996,2,,40,"LINESTRING (-0.3117532 33.2627933, -0.311894 33.2625685, -0.3120804 33.2622881)",,
228052068,residential,False,True,71.095,2,,40,"LINESTRING (-0.3117532 33.2627933, -0.3116465 33.2629464, -0.3115211 33.2631292, -0.311385 33.2633534)",,
228052422,tertiary,False,True,32.251,2,,40,"LINESTRING (-0.3097656 33.2612082, -0.309948 33.2609615)",,
228052547,residential,False,True,74.856,,,,"LINESTRING (-0.3097656 33.2612082, -0.3104622 33.2615457)",,
228052422,tertiary,False,False,170.975,2,,40,"LINESTRING (-0.3097656 33.2612082, -0.3089771 33.2622556, -0.3088081 33.2625202)",,
228052547,residential,False,False,235.06,,,,"LINESTRING (-0.3097656 33.2612082, -0.3092895 33.2610187, -0.3092614 33.2610153, -0.3092265 33.2610288, -0.3082333 33.2624164)",,
228052422,tertiary,False,False,14.774,2,,40,"LINESTRING (-0.3088081 33.2625202, -0.3087677 33.2626487)",,
304442550,residential,False,False,74.691,,,,"LINESTRING (-0.3088081 33.2625202, -0.3094939 33.26287)",,
228052422,tertiary,False,True,170.975,2,,40,"LINESTRING (-0.3088081 33.2625202, -0.3089771 33.2622556, -0.3097656 33.2612082)",,
228052136,residential,False,False,87.958,,,,"LINESTRING (-0.311385 33.2633534, -0.3122128 33.2637363)",,
228052136,residential,False,True,39.658,,,,"LINESTRING (-0.311385 33.2633534, -0.311009 33.263185)",,
228052068,residential,False,False,71.095,2,,40,"LINESTRING (-0.311385 33.2633534, -0.3115211 33.2631292, -0.3116465 33.2629464, -0.3117532 33.2627933)",,
228052068,residential,False,True,51.196,2,,40,"LINESTRING (-0.311385 33.2633534, -0.3112771 33.2635127, -0.3111503 33.2636932, -0.3111161 33.2637549)",,
228052422,tertiary,False,False,32.251,2,,40,"LINESTRING (-0.309948 33.2609615, -0.3097656 33.2612082)",,
228052422,tertiary,False,True,55.991,2,,40,"LINESTRING (-0.309948 33.2609615, -0.310266 33.2605339)",,
732808654,residential,False,True,129.08499999999998,,,,"LINESTRING (-0.309948 33.2609615, -0.3096369 33.2608191, -0.3096181 33.2608011, -0.3096087 33.2607742, -0.3096208 33.2607451, -0.3098877 33.2603941, -0.3099018 33.2603812, -0.3099266 33.2603761, -0.3099547 33.2603784, -0.310266 33.2605339)",,
228052102,residential,False,True,108.519,,,,"LINESTRING (-0.3110282 33.2606922, -0.3104622 33.2615457)",,
228052547,residential,False,False,47.589,,,,"LINESTRING (-0.3110282 33.2606922, -0.3114793 33.2608944)",,
228052102,residential,False,False,40.333,,,,"LINESTRING (-0.3094939 33.26287, -0.3097407 33.2625717)",,
228052102,residential,False,True,21.895,,,,"LINESTRING (-0.3094939 33.26287, -0.3093759 33.2630404)",,
304442550,residential,False,True,74.691,,,,"LINESTRING (-0.3094939 33.26287, -0.3088081 33.2625202)",,
228052102,residential,False,False,58.391,,,,"LINESTRING (-0.309044 33.2634862, -0.3093759 33.2630404)",,
732819166,residential,True,False,19.729,,,,"LINESTRING (-0.309044 33.2634862, -0.3089878 33.2634543, -0.3089516 33.2634387, -0.3089127 33.2634358, -0.3088845 33.2634387, -0.3088537 33.2634544)",,
228052102,residential,False,False,68.7,,,,"LINESTRING (-0.3100787 33.2620738, -0.3104622 33.2615457)",,
228052102,residential,False,True,34.304,,,,"LINESTRING (-0.3100787 33.2620738, -0.3098908 33.2623393)",,
304444283,residential,False,True,34.533,,,,"LINESTRING (-0.3100787 33.2620738, -0.310392 33.2622406)",,
228052102,residential,False,False,29.369,,,,"LINESTRING (-0.3097407 33.2625717, -0.3098908 33.2623393)",,
228052102,residential,False,True,40.333,,,,"LINESTRING (-0.3097407 33.2625717, -0.3094939 33.26287)",,
228052136,residential,False,False,26.186,,,,"LINESTRING (-0.3097407 33.2625717, -0.3099858 33.2626877)",,
228052102,residential,False,False,108.519,,,,"LINESTRING (-0.3104622 33.2615457, -0.3110282 33.2606922)",,
228052102,residential,False,True,68.7,,,,"LINESTRING (-0.3104622 33.2615457, -0.3100787 33.2620738)",,
228052547,residential,False,False,74.856,,,,"LINESTRING (-0.3104622 33.2615457, -0.3097656 33.2612082)",,
228052547,residential,False,True,51.346,,,,"LINESTRING (-0.3104622 33.2615457, -0.3109435 33.2617721)",,
228052102,residential,False,False,21.895,,,,"LINESTRING (-0.3093759 33.2630404, -0.3094939 33.26287)",,
228052102,residential,False,True,58.391,,,,"LINESTRING (-0.3093759 33.2630404, -0.309044 33.2634862)",,
228056278,residential,False,True,68.277,,,,"LINESTRING (-0.3093759 33.2630404, -0.3100129 33.2633459)",,
228052110,residential,False,False,64.466,,,,"LINESTRING (-0.3106379 33.2629878, -0.3102825 33.2634856)",,
228052110,residential,False,True,71.588,,,,"LINESTRING (-0.3106379 33.2629878, -0.3110186 33.2624282)",,
228052136,residential,False,False,27.397,,,,"LINESTRING (-0.3106379 33.2629878, -0.3108861 33.2631206)",,
228052136,residential,False,True,28.88,,,,"LINESTRING (-0.3106379 33.2629878, -0.3103772 33.2628466)",,
228052110,residential,False,False,63.244,,,,"LINESTRING (-0.3116434 33.2614591, -0.31133 33.2619639)",,
228052110,residential,False,True,49.836,,,,"LINESTRING (-0.3116434 33.2614591, -0.311898 33.2610647)",,
304444265,residential,False,False,42.213,,,,"LINESTRING (-0.3116434 33.2614591, -0.3120415 33.2616416)",,
228052110,residential,False,False,60.775,,,,"LINESTRING (-0.3102825 33.2634856, -0.3099802 33.2639702)",,
228052110,residential,False,True,64.466,,,,"LINESTRING (-0.3102825 33.2634856, -0.3106379 33.2629878)",,
228056278,residential,False,False,29.49,,,,"LINESTRING (-0.3102825 33.2634856, -0.3100129 33.2633459)",,
228052110,residential,False,False,49.836,,,,"LINESTRING (-0.311898 33.2610647, -0.3116434 33.2614591)",,
228052110,residential,False,True,48.192,,,,"LINESTRING (-0.311898 33.2610647, -0.3121541 33.2606879)",,
228052547,residential,False,False,42.263,,,,"LINESTRING (-0.311898 33.2610647, -0.3122973 33.2612463)",,
228052547,residential,False,True,43.292,,,,"LINESTRING (-0.311898 33.2610647, -0.3114793 33.2608944)",,
228052110,residential,False,False,59.192,,,,"LINESTRING (-0.31133 33.2619639, -0.3110186 33.2624282)",,
228052110,residential,False,True,63.244,,,,"LINESTRING (-0.31133 33.2619639, -0.3116434 33.2614591)",,
228052547,residential,False,False,41.788,,,,"LINESTRING (-0.31133 33.2619639, -0.3109435 33.2617721)",,
228052547,residential,False,True,38.572,,,,"LINESTRING (-0.31133 33.2619639, -0.3116955 33.262128)",,
228052136,residential,False,False,30.632,,,,"LINESTRING (-0.3133027 33.2647539, -0.3135945 33.2648818)",,
228052136,residential,False,True,49.477,,,,"LINESTRING (-0.3133027 33.2647539, -0.3135293 33.2643513)",,
"[733192858, 228052140]",residential,False,"[False, True]",45.62,,,,"LINESTRING (-0.3133027 33.2647539, -0.3129609 33.2646324, -0.3128569 33.2645836)",,
228052136,residential,False,False,49.477,,,,"LINESTRING (-0.3135293 33.2643513, -0.3133027 33.2647539)",,
304444278,residential,False,True,39.778,,,,"LINESTRING (-0.3135293 33.2643513, -0.3137191 33.2640307)",,
228052136,residential,False,True,140.23,,,,"LINESTRING (-0.3135293 33.2643513, -0.3126168 33.2639141, -0.3122128 33.2637363)",,
228051933,residential,True,False,9.564,,,,"LINESTRING (-0.311569 33.2647233, -0.3114694 33.2647448)",,
228052207,residential,False,True,15.89,,,,"LINESTRING (-0.311569 33.2647233, -0.3117186 33.2647924)",,
304442949,residential,False,False,20.536,,,,"LINESTRING (-0.311569 33.2647233, -0.311377 33.264632)",,
733192859,residential,False,True,9.093,,,,"LINESTRING (-0.3120553 33.2642067, -0.3121032 33.264278)",,
733192859,residential,False,False,101.619,,,,"LINESTRING (-0.3120553 33.2642067, -0.3119986 33.2641496, -0.3119235 33.2640935, -0.3116459 33.2639679, -0.3111161 33.2637549)",,
733192861,residential,True,False,74.683,,,,"LINESTRING (-0.3120553 33.2642067, -0.3120039 33.2642281, -0.3119683 33.2642509, -0.3119368 33.2642964, -0.3116558 33.2646776, -0.311569 33.2647233)",,
228052207,residential,False,False,15.89,,,,"LINESTRING (-0.3117186 33.2647924, -0.311569 33.2647233)",,
228052207,residential,False,True,73.975,,,,"LINESTRING (-0.3117186 33.2647924, -0.3124012 33.2651342)",,
304442951,residential,True,False,67.608,,,,"LINESTRING (-0.3117186 33.2647924, -0.3120341 33.2643447, -0.3120529 33.2643234, -0.3121032 33.264278)",,
304442951,residential,True,False,21.79,,,,"LINESTRING (-0.3114854 33.2648119, -0.3117186 33.2647924)",,
304442953,residential,True,False,7.608,,,,"LINESTRING (-0.3114854 33.2648119, -0.3114694 33.2647448)",,
228052207,residential,False,False,73.975,,,,"LINESTRING (-0.3124012 33.2651342, -0.3117186 33.2647924)",,
382227247,residential,False,True,110.115,2,,40,"LINESTRING (-0.3124012 33.2651342, -0.3118705 33.2660195)",,
228052207,residential,False,True,70.686,,,,"LINESTRING (-0.3124012 33.2651342, -0.3127175 33.2646739, -0.3127737 33.2645802)",,
382227245,residential,False,True,10.545,2,,40,"LINESTRING (-0.3118705 33.2660195, -0.3118123 33.2661009)",,
382227247,residential,False,False,110.115,2,,40,"LINESTRING (-0.3118705 33.2660195, -0.3124012 33.2651342)",,
228052282,tertiary,True,False,98.07699999999998,2,,40,"LINESTRING (-0.3118705 33.2660195, -0.3115433 33.2658098, -0.3111684 33.265576, -0.3110464 33.2655008, -0.3110256 33.2654919)",,
228056254,residential,False,False,102.141,,,,"LINESTRING (-0.3095698 33.2679711, -0.3084862 33.2681225)",,
228056254,residential,False,True,52.007,,,,"LINESTRING (-0.3095698 33.2679711, -0.310111 33.2678528)",,
228052422,tertiary,False,False,130.113,2,,40,"LINESTRING (-0.3095698 33.2679711, -0.3096449 33.268432, -0.3096825 33.2686641, -0.3097415 33.268959, -0.3097871 33.2690409, -0.3098421 33.2691081)",,
228052422,tertiary,False,True,91.402,2,,40,"LINESTRING (-0.3095698 33.2679711, -0.3095269 33.2677132, -0.309433 33.2671571)",,
228052422,tertiary,False,False,18.274,2,,40,"LINESTRING (-0.3098421 33.2691081, -0.3099024 33.2691564, -0.3099454 33.2691855, -0.309995 33.2692102)",,
228052422,tertiary,False,True,130.113,2,,40,"LINESTRING (-0.3098421 33.2691081, -0.3097871 33.2690409, -0.3097415 33.268959, -0.3096825 33.2686641, -0.3096449 33.268432, -0.3095698 33.2679711)",,
228052422,tertiary,False,False,9.896,2,,40,"LINESTRING (-0.3093436 33.2666172, -0.309361 33.266705)",,
228052422,tertiary,False,True,120.708,2,,40,"LINESTRING (-0.3093436 33.2666172, -0.3092185 33.2655367)",,
382227245,residential,False,False,10.545,2,,40,"LINESTRING (-0.3118123 33.2661009, -0.3118705 33.2660195)",,
228052212,residential,False,True,146.445,2,,40,"LINESTRING (-0.3118123 33.2661009, -0.3110665 33.2667478, -0.3107252 33.2670539)",,
228052301,tertiary,True,False,114.308,2,,40,"LINESTRING (-0.3118123 33.2661009, -0.3126556 33.2666341, -0.3127919 33.2667221)",,
228052422,tertiary,False,False,120.708,2,,40,"LINESTRING (-0.3092185 33.2655367, -0.3093436 33.2666172)",,
228052422,tertiary,False,True,9.636,2,,40,"LINESTRING (-0.3092185 33.2655367, -0.3092091 33.2654504)",,
228052301,tertiary,True,False,151.706,2,,40,"LINESTRING (-0.3092185 33.2655367, -0.3106312 33.2655613, -0.3107573 33.2655758, -0.3108481 33.2655846)",,
228052417,residential,False,False,6.998,,,,"LINESTRING (-0.3145507 33.2640453, -0.3146184 33.2640728)",,
228052417,residential,False,True,34.188,,,,"LINESTRING (-0.3145507 33.2640453, -0.3142262 33.2639007)",,
304448262,primary,True,False,123.976,2,RN 6,40,"LINESTRING (-0.3145507 33.2640453, -0.3144126 33.2642774, -0.3142376 33.2645707, -0.3140619 33.2648454, -0.3139472 33.2650394)",,
228052417,residential,False,False,111.789,,,,"LINESTRING (-0.3125995 33.2631374, -0.3136428 33.2636371)",,
228052417,residential,False,True,55.317,,,,"LINESTRING (-0.3125995 33.2631374, -0.3120591 33.2629293)",,
304444279,residential,False,False,36.587,,,,"LINESTRING (-0.3125995 33.2631374, -0.3124092 33.2634254)",,
304444279,residential,False,True,57.301,,,,"LINESTRING (-0.3125995 33.2631374, -0.3129111 33.2626928)",,
228052110,residential,False,False,71.588,,,,"LINESTRING (-0.3110186 33.2624282, -0.3106379 33.2629878)",,
