osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,geometry,junction,name
41937581,False,2,RN 7,primary,60,True,339.24899999999997,"LINESTRING (-1.3350569 34.8730775, -1.3345278 34.8731629, -1.3341565 34.87318, -1.3327949 34.8732282, -1.3325296 34.8732443, -1.332262 34.8732605, -1.3321403 34.8732605, -1.3320471 34.8732605, -1.3313517 34.8732511)",,
91028560,False,2,,residential,50,True,364.23800000000006,"LINESTRING (-1.3350569 34.8730775, -1.3352257 34.8727253, -1.3353115 34.8725933, -1.335428 34.8725039, -1.3357949 34.8722852, -1.33591 34.8721485, -1.3359727 34.8720538, -1.3359598 34.871918, -1.3358976 34.8717814, -1.335815 34.8716658, -1.3355949 34.8714564, -1.3352608 34.8711068, -1.3351979 34.8709137, -1.3352501 34.8707854, -1.335388 34.870616, -1.3355794 34.8703661)",,
386053913,False,2,,residential,50,False,439.389,"LINESTRING (-1.3350569 34.8730775, -1.3349349 34.8735647, -1.3349038 34.8736891, -1.334818 34.8742789, -1.3348075 34.8751921, -1.3348019 34.8756784, -1.3347912 34.8768622, -1.3347858 34.8770119)",,
41937585,False,2,RN 22,primary,40,False,510.1240000000001,"LINESTRING (-1.3308098 34.8727812, -1.3318596 34.8718641, -1.332238 34.8715446, -1.3324672 34.8714192, -1.3332241 34.8711177, -1.3333638 34.8710887, -1.333457 34.8710938, -1.3335989 34.8711088, -1.3338245 34.8711386, -1.333976 34.8711233, -1.3340319 34.8710968, -1.3341119 34.8710371, -1.3341956 34.8709207, -1.3344103 34.8706401, -1.3345195 34.8705625, -1.3346541 34.8704908, -1.3348106 34.870449, -1.3350005 34.8704152, -1.3352297 34.8703884)",,
314322211,True,1,RN 22,primary,40,False,73.061,"LINESTRING (-1.3308098 34.8727812, -1.330461 34.8730521, -1.3302356 34.8732391)",,
90639353,False,2,,residential,40,False,31.999,"LINESTRING (-1.3352297 34.8703884, -1.3355794 34.8703661)",,
41937585,False,2,RN 22,primary,40,False,53.157000000000004,"LINESTRING (-1.3352297 34.8703884, -1.3353807 34.8703504, -1.3354335 34.8703227, -1.3355149 34.8702338, -1.3355537 34.8701464, -1.3355368 34.8700546)",,
41937585,False,2,RN 22,primary,40,True,510.124,"LINESTRING (-1.3352297 34.8703884, -1.3350005 34.8704152, -1.3348106 34.870449, -1.3346541 34.8704908, -1.3345195 34.8705625, -1.3344103 34.8706401, -1.3341956 34.8709207, -1.3341119 34.8710371, -1.3340319 34.8710968, -1.333976 34.8711233, -1.3338245 34.8711386, -1.3335989 34.8711088, -1.333457 34.8710938, -1.3333638 34.8710887, -1.3332241 34.8711177, -1.3324672 34.8714192, -1.332238 34.8715446, -1.3318596 34.8718641, -1.3308098 34.8727812)",,
305252322,False,,,residential,,True,81.594,"LINESTRING (-1.3355368 34.8700546, -1.3346449 34.8700001)",,
41937585,False,2,RN 22,primary,40,False,63.512,"LINESTRING (-1.3355368 34.8700546, -1.3355113 34.8699949, -1.3354349 34.8698904, -1.3351365 34.8695919)",,
