osmid,highway,oneway,reversed,length,lanes,ref,maxspeed,junction,geometry,name
87265989,residential,False,True,4.896,,,,,"LINESTRING (-2.2034717 35.0806099, -2.2034256 35.0805872)",
298814812,primary,True,False,26.113,2,RN 7A,40,,"LINESTRING (-2.2034717 35.0806099, -2.2036596 35.0804324)",
93482411,residential,False,False,5.389,,,,,"LINESTRING (-2.2027568 35.0813104, -2.202712 35.0812787)",
298814812,primary,True,False,45.222,2,RN 7A,40,,"LINESTRING (-2.2027568 35.0813104, -2.2030716 35.0809957)",
87267661,residential,False,True,6.674,,,,,"LINESTRING (-2.2015264 35.0825546, -2.2014678 35.0825185)",
1249993936,primary,True,False,81.6,2,RN 7A,40,,"LINESTRING (-2.2015264 35.0825546, -2.2020842 35.08198)",
1249993936,primary,True,False,10.452,2,RN 7A,40,,"LINESTRING (-2.2008197 35.0833717, -2.2008191 35.0832777)",
87236089,primary,True,False,13.618,2,,30,roundabout,"LINESTRING (-2.2008197 35.0833717, -2.2008035 35.0833511, -2.2007803 35.0833356, -2.2007524 35.0833268, -2.2007225 35.0833256, -2.2006936 35.083332)",
236722848,residential,False,False,8.087,2,,50,,"LINESTRING (-2.2050859 35.0790112, -2.2049974 35.0790046)",
236722848,residential,False,True,57.92,2,,50,,"LINESTRING (-2.2050859 35.0790112, -2.2057205 35.0790514)",
298814812,primary,True,False,125.19,2,RN 7A,40,,"LINESTRING (-2.2050859 35.0790112, -2.2059681 35.0781473)",
236722848,residential,False,False,21.448,2,,50,,"LINESTRING (-2.202736 35.0788719, -2.2025038 35.078905)",
236722848,residential,False,True,29.249,2,,50,,"LINESTRING (-2.202736 35.0788719, -2.2030572 35.0788818)",
91711281,living_street,False,True,81.923,,,,,"LINESTRING (-2.202736 35.0788719, -2.2028263 35.0786554, -2.203115 35.0782057)",
236722848,residential,False,True,21.448,2,,50,,"LINESTRING (-2.2025038 35.078905, -2.202736 35.0788719)",
236722848,residential,False,False,26.415999999999997,2,,50,,"LINESTRING (-2.2025038 35.078905, -2.2023399 35.0789934, -2.2022902 35.0790587)",
1172412119,residential,False,False,103.75999999999999,,,,,"LINESTRING (-2.2025038 35.078905, -2.2024124 35.0787921, -2.2028845 35.0780942)",
236722848,residential,False,False,25.925,2,,50,,"LINESTRING (-2.2020083 35.0794291, -2.2018046 35.0795921)",
236722848,residential,False,True,48.522,2,,50,,"LINESTRING (-2.2020083 35.0794291, -2.2022902 35.0790587)",
315625675,residential,False,True,38.544,,,,,"LINESTRING (-2.2020083 35.0794291, -2.2023438 35.0796407)",
315625675,residential,False,False,124.016,,,,,"LINESTRING (-2.2020083 35.0794291, -2.2018881 35.0794071, -2.2013551 35.0797525, -2.2009268 35.0800475)",
236722848,residential,False,False,26.778,2,,50,,"LINESTRING (-2.2018046 35.0795921, -2.2015739 35.0797416)",
236722848,residential,False,True,25.925,2,,50,,"LINESTRING (-2.2018046 35.0795921, -2.2020083 35.0794291)",
91711266,residential,False,False,41.168,,,,,"LINESTRING (-2.2018046 35.0795921, -2.2021406 35.0797721, -2.2021911 35.0797767)",
91711285,residential,False,False,60.48,,,,,"LINESTRING (-2.2015739 35.0797416, -2.2020915 35.0800828)",
236722848,residential,False,False,34.379,2,,50,,"LINESTRING (-2.2015739 35.0797416, -2.2012504 35.0799013)",
236722848,residential,False,True,26.778,2,,50,,"LINESTRING (-2.2015739 35.0797416, -2.2018046 35.0795921)",
87178085,residential,False,True,26.11,,,,,"LINESTRING (-2.2009268 35.0800475, -2.2011593 35.0801851)",
236722848,residential,False,False,8.698,2,,50,,"LINESTRING (-2.2009268 35.0800475, -2.2008398 35.0800799)",
236722848,residential,False,True,33.636,2,,50,,"LINESTRING (-2.2009268 35.0800475, -2.2012504 35.0799013)",
315625675,residential,False,True,124.01599999999999,,,,,"LINESTRING (-2.2009268 35.0800475, -2.2013551 35.0797525, -2.2018881 35.0794071, -2.2020083 35.0794291)",
236722848,residential,False,False,36.885,2,,50,,"LINESTRING (-2.2001381 35.0803551, -2.199793 35.0805291)",
315627248,residential,False,True,38.682,,,,,"LINESTRING (-2.2001381 35.0803551, -2.200374 35.0806445)",
236722848,residential,False,True,70.832,2,,50,,"LINESTRING (-2.2001381 35.0803551, -2.2003784 35.0802518, -2.2008398 35.0800799)",
87178034,residential,False,False,49.82,,,,,"LINESTRING (-2.199793 35.0805291, -2.2000765 35.0809124)",
236722848,residential,False,True,36.885,2,,50,,"LINESTRING (-2.199793 35.0805291, -2.2001381 35.0803551)",
87267665,residential,False,True,29.03,,,,,"LINESTRING (-2.2002012 35.0828793, -2.199957 35.0827113)",
93483225,residential,False,True,65.008,,,,,"LINESTRING (-2.2002012 35.0828793, -2.2007663 35.083237)",
298814208,residential,False,False,102.392,,,,,"LINESTRING (-2.2002012 35.0828793, -2.2009229 35.0821728)",
87178030,residential,False,False,50.137,,,,,"LINESTRING (-2.2006734 35.0820022, -2.2010145 35.0816481)",
87178030,residential,False,True,102.306,,,,,"LINESTRING (-2.2006734 35.0820022, -2.199957 35.0827113)",
87267658,residential,False,True,29.585,,,,,"LINESTRING (-2.2006734 35.0820022, -2.2009229 35.0821728)",
93777005,residential,False,False,27.556,,,,,"LINESTRING (-2.2006734 35.0820022, -2.2004399 35.0818444)",
93777005,residential,False,True,27.556,,,,,"LINESTRING (-2.2004399 35.0818444, -2.2006734 35.0820022)",
315627249,residential,False,True,50.813,,,,,"LINESTRING (-2.2004399 35.0818444, -2.2007736 35.081478)",
93777005,residential,False,False,130.812,,,,,"LINESTRING (-2.2004399 35.0818444, -2.1997163 35.0825549, -2.199957 35.0827113)",
87178030,residential,False,False,102.306,,,,,"LINESTRING (-2.199957 35.0827113, -2.2006734 35.0820022)",
87267665,residential,False,False,29.03,,,,,"LINESTRING (-2.199957 35.0827113, -2.2002012 35.0828793)",
93777005,residential,False,True,130.812,,,,,"LINESTRING (-2.199957 35.0827113, -2.1997163 35.0825549, -2.2004399 35.0818444)",
87178030,residential,False,True,50.137,,,,,"LINESTRING (-2.2010145 35.0816481, -2.2006734 35.0820022)",
87178034,residential,False,False,30.462,,,,,"LINESTRING (-2.2010145 35.0816481, -2.2012646 35.0818302)",
87178034,residential,False,True,28.953,,,,,"LINESTRING (-2.2010145 35.0816481, -2.2007736 35.081478)",
