osmid,name,highway,oneway,reversed,length,lanes,maxspeed,geometry,ref,width,junction,tunnel
26002687,Boulevard Ernesto Che Guevara,primary,False,False,35.297,4,,"LINESTRING (3.0621753 36.7820105, 3.0620779 36.7817028)",,,,
26002687,Boulevard Ernesto Che Guevara,primary,False,True,34.285,4,,"LINESTRING (3.0621753 36.7820105, 3.0622796 36.7823073)",,,,
26023537,Rue Bab Azzoun,tertiary,True,False,34.747,2,,"LINESTRING (3.0621302 36.7838923, 3.0620295 36.7835904)",,,,
26026142,Rue Boukheloufa,residential,False,False,22.044,,30,"LINESTRING (3.0621302 36.7838923, 3.0623777 36.7838954)",,,,
26023537,Rue Bab Azzoun,tertiary,True,False,33.753,2,,"LINESTRING (3.0616116 36.7824775, 3.0614949 36.7821887)",,,,
268729635,Rue Aït Moussa,residential,True,False,27.771,,,"LINESTRING (3.0616116 36.7824775, 3.0619073 36.7823982)",,,,
268729633,Rue Aïboud Abderahmane,residential,False,True,33.406,,,"LINESTRING (3.0619073 36.7823982, 3.0618131 36.7821074)",,,,
268729636,Rue Aïboud Abderahmane,residential,False,False,36.466,,30,"LINESTRING (3.0619073 36.7823982, 3.0620028 36.7827171)",,,,
26026139,Rue Mohamed Bendali,residential,True,False,35.787,,30,"LINESTRING (3.0622702 36.7835297, 3.0626559 36.7834394)",,,,
268729636,Rue Aïboud Abderahmane,residential,False,False,41.776,,30,"LINESTRING (3.0622702 36.7835297, 3.0623777 36.7838954)",,,,
268729636,Rue Aïboud Abderahmane,residential,False,True,53.829,,30,"LINESTRING (3.0622702 36.7835297, 3.062118 36.7830612)",,,,
26002687,Boulevard Ernesto Che Guevara,primary,False,False,34.859,4,,"LINESTRING (3.0623752 36.7826113, 3.0622796 36.7823073)",,,,
26002687,Boulevard Ernesto Che Guevara,primary,False,True,40.657,4,,"LINESTRING (3.0623752 36.7826113, 3.0624875 36.7829657)",,,,
26002687,Boulevard Ernesto Che Guevara,primary,False,False,34.285,4,,"LINESTRING (3.0622796 36.7823073, 3.0621753 36.7820105)",,,,
26002687,Boulevard Ernesto Che Guevara,primary,False,True,34.859,4,,"LINESTRING (3.0622796 36.7823073, 3.0623752 36.7826113)",,,,
26026124,Rue Aït Moussa,residential,True,False,34.663,,,"LINESTRING (3.0622796 36.7823073, 3.0619073 36.7823982)",,,,
26023537,Rue Bab Azzoun,tertiary,True,False,57.985,2,,"LINESTRING (3.0618468 36.7831347, 3.0617871 36.7829626, 3.0617223 36.7827759, 3.0616693 36.782633)",,,,
26026133,Rue Hamid Hachemi,residential,True,False,25.498,,30,"LINESTRING (3.062118 36.7830612, 3.0618468 36.7831347)",,,,
268729636,Rue Aïboud Abderahmane,residential,False,False,53.829,,30,"LINESTRING (3.062118 36.7830612, 3.0622702 36.7835297)",,,,
268729636,Rue Aïboud Abderahmane,residential,False,True,39.614,,30,"LINESTRING (3.062118 36.7830612, 3.0620028 36.7827171)",,,,
26002687,Boulevard Ernesto Che Guevara,primary,False,False,40.657,4,,"LINESTRING (3.0624875 36.7829657, 3.0623752 36.7826113)",,,,
26026133,Rue Hamid Hachemi,residential,True,False,34.578,,30,"LINESTRING (3.0624875 36.7829657, 3.062118 36.7830612)",,,,
26002687,Boulevard Ernesto Che Guevara,primary,False,True,54.791,4,,"LINESTRING (3.0624875 36.7829657, 3.0625946 36.7832916, 3.0626559 36.7834394)",,,,
26002687,Boulevard Ernesto Che Guevara,primary,False,True,36.848,4,,"LINESTRING (3.0626559 36.7834394, 3.0627744 36.7837569)",,,,
26002687,Boulevard Ernesto Che Guevara,primary,False,False,54.791,4,,"LINESTRING (3.0626559 36.7834394, 3.0625946 36.7832916, 3.0624875 36.7829657)",,,,
26002687,Boulevard Ernesto Che Guevara,primary,False,False,15.448,4,,"LINESTRING (3.062806 36.7838935, 3.0627744 36.7837569)",,,,
26026142,Rue Boukheloufa,residential,False,True,22.472,,30,"LINESTRING (3.062806 36.7838935, 3.0625538 36.7839)",,,,
265265639,Rue Saadi et Mokhtar Ben Hafidh,primary,False,True,8.427,3,40,"LINESTRING (3.062806 36.7838935, 3.0628305 36.7839667)",,,,
26026143,Rue Omar Merabet,residential,False,False,37.195,,,"LINESTRING (3.0625433 36.7842344, 3.0625466 36.7841309, 3.0625538 36.7839)",,,,
26026142,Rue Boukheloufa,residential,False,False,22.472,,30,"LINESTRING (3.0625538 36.7839, 3.062806 36.7838935)",,,,
26026142,Rue Boukheloufa,residential,False,True,15.691,,30,"LINESTRING (3.0625538 36.7839, 3.0623777 36.7838954)",,,,
26026143,Rue Omar Merabet,residential,False,True,37.195,,,"LINESTRING (3.0625538 36.7839, 3.0625466 36.7841309, 3.0625433 36.7842344)",,,,
26026193,Rue Bab El Oued,tertiary,True,False,33.951,2,30,"LINESTRING (3.0620761 36.7848904, 3.0620985 36.7845856)",,,,
26026177,Rue Abdelkadeur Aoua,residential,False,False,58.909,,,"LINESTRING (3.0620761 36.7848904, 3.0619506 36.784887, 3.061415 36.7848723)",,,,
26026177,Rue Abdelkadeur Aoua,residential,False,False,30.183,,,"LINESTRING (3.0611062 36.784838, 3.0607702 36.7848736)",,,,
26026177,Rue Abdelkadeur Aoua,residential,False,True,8.654,,,"LINESTRING (3.0611062 36.784838, 3.061203 36.7848448)",,,,
26026177,Rue Abdelkadeur Aoua,residential,False,False,19.126,,,"LINESTRING (3.061415 36.7848723, 3.061203 36.7848448)",,,,
207937047,Rue El Kama Amar,residential,False,False,35.809,,,"LINESTRING (3.061415 36.7848723, 3.0614303 36.7845505)",,,,
26026177,Rue Abdelkadeur Aoua,residential,False,True,58.909,,,"LINESTRING (3.061415 36.7848723, 3.0619506 36.784887, 3.0620761 36.7848904)",,,,
26023537,Rue Bab Azzoun,tertiary,True,False,53.22,2,,"LINESTRING (3.0620295 36.7835904, 3.0618468 36.7831347)",,,,
26026139,Rue Mohamed Bendali,residential,True,False,22.473,,30,"LINESTRING (3.0620295 36.7835904, 3.0622702 36.7835297)",,,,
"[823114290, 586937469]",Avenue du 1e Novembre,primary,True,False,43.477000000000004,2,30,"LINESTRING (3.0631143 36.7856241, 3.0630421 36.7855703, 3.0629903 36.7855249, 3.0627993 36.7853265)",,,,
26026564,Rue Bouras Mohamed,residential,False,False,39.583,,30,"LINESTRING (3.0630202 36.7874956, 3.062919 36.787487, 3.0625763 36.7874837)",,,,
555961183,Avenue du 1e Novembre,primary,True,False,134.471,2,40,"LINESTRING (3.0630202 36.7874956, 3.0632091 36.7866639, 3.0632537 36.7864097, 3.0632744 36.7863037)",,,,
26026193,Rue Bab El Oued,tertiary,True,False,15.884,2,30,"LINESTRING (3.0616952 36.7887021, 3.0617336 36.7885626)",,,,
26026253,Boulevard Ouanouri Mohamed,secondary,False,True,19.451,4,30,"LINESTRING (3.0616952 36.7887021, 3.0617877 36.7886149, 3.0618375 36.7885694)",,,,
435324641,,tertiary,True,False,9.283,2,30,"LINESTRING (3.0618375 36.7885694, 3.0617336 36.7885626)",,,,
26026253,Boulevard Ouanouri Mohamed,secondary,False,False,19.451,4,30,"LINESTRING (3.0618375 36.7885694, 3.0617877 36.7886149, 3.0616952 36.7887021)",,,,
"[26026232, 26026253]","['Avenue du 1er Novembre', 'Boulevard Ouanouri Mohamed']",secondary,False,"[False, True]",34.695,"['2', '4']",30,"LINESTRING (3.0618375 36.7885694, 3.0619424 36.7884971, 3.0621598 36.7883963)",,,,
26346209,Rampe Louni Arezki منحدر أرزقي لوني,tertiary,False,True,407.271,2,,"LINESTRING (3.0564677 36.7883806, 3.0565072 36.7884614, 3.0565477 36.7885211, 3.0565921 36.7885526, 3.056648 36.7885695, 3.0567114 36.7885566, 3.0567432 36.7885293, 3.0567616 36.7884978, 3.0567485 36.7884097, 3.0565889 36.7880307, 3.056394 36.7876517, 3.0563739 36.7875994, 3.0563729 36.787551, 3.0563966 36.7875089, 3.0564577 36.7874812, 3.056525 36.7874586, 3.0565857 36.7874655, 3.0566639 36.7875339, 3.0569661 36.7878348, 3.0570294 36.7878706, 3.0571404 36.7879091, 3.0573271 36.7879688, 3.0574261 36.7879986, 3.0576141 36.788001, 3.0579385 36.7879947, 3.0585162 36.7879789, 3.058604 36.7879914, 3.0586933 36.7880315, 3.0587545 36.788085, 3.0588057 36.7881691)",,,,
26453617,Rue Rachid Khelfellah,residential,False,True,136.068,,,"LINESTRING (3.0564677 36.7883806, 3.0561863 36.7882844, 3.0553786 36.7879708, 3.0552425 36.7879364, 3.0550634 36.7879608)",,,,
1022551934,Rampe Louni Arezki,tertiary,False,False,164.748,2,,"LINESTRING (3.0564677 36.7883806, 3.0562672 36.7879093, 3.0560831 36.787598, 3.0559179 36.7873027, 3.0557574 36.7870844, 3.0557253 36.7870276)",,,,
"[26453617, 571728362, 571728364]",Rue Rachid Khelfellah,residential,False,False,168.375,,,"LINESTRING (3.0557253 36.7870276, 3.0553825 36.7871914, 3.0552221 36.7872095, 3.0550509 36.7871803, 3.0549865 36.7872018, 3.0547665 36.7874677, 3.0549999 36.7878967, 3.0550634 36.7879608)",,,,
1022551934,Rampe Louni Arezki,tertiary,False,False,250.924,2,,"LINESTRING (3.0557253 36.7870276, 3.0557218 36.7869518, 3.0557499 36.786887, 3.0558092 36.7868307, 3.0558993 36.7867939, 3.0559896 36.7867893, 3.0560831 36.7868008, 3.0563744 36.7869071, 3.0574101 36.7872461, 3.0575276 36.7872658, 3.0576378 36.787255, 3.0577374 36.7872254, 3.0578268 36.7871683, 3.0578893 36.7871014, 3.0579099 36.787027, 3.0579033 36.7869564, 3.0578787 36.7868949)",,,,
1022551934,Rampe Louni Arezki,tertiary,False,True,164.748,2,,"LINESTRING (3.0557253 36.7870276, 3.0557574 36.7870844, 3.0559179 36.7873027, 3.0560831 36.787598, 3.0562672 36.7879093, 3.0564677 36.7883806)",,,,
26026552,Rue Sidi Fredj,residential,True,False,47.738,2,,"LINESTRING (3.0632744 36.7863037, 3.0631604 36.7862904, 3.0627471 36.7862268)",,,,
231926626,Avenue du 1e Novembre,primary,True,False,83.19699999999999,2,40,"LINESTRING (3.0632744 36.7863037, 3.0633357 36.7859313, 3.0633389 36.785909, 3.0633407 36.7858863, 3.0633388 36.7858637, 3.0633314 36.7858358, 3.0633187 36.7858091, 3.0633008 36.7857845, 3.0631143 36.7856241)",,,,
26026564,Rue Bouras Mohamed,residential,False,False,41.515,,30,"LINESTRING (3.0625763 36.7874837, 3.0622544 36.7875747, 3.0621612 36.7876412)",,,,
26026564,Rue Bouras Mohamed,residential,False,True,39.583,,30,"LINESTRING (3.0625763 36.7874837, 3.062919 36.787487, 3.0630202 36.7874956)",,,,
26026571,,residential,False,False,140.982,,30,"LINESTRING (3.0625763 36.7874837, 3.0625602 36.7872903, 3.0626808 36.7865653, 3.0627471 36.7862268)",,,,
293297972,,residential,False,True,15.635,,,"LINESTRING (3.0621612 36.7876412, 3.0619952 36.7875954)",,,,
26026564,Rue Bouras Mohamed,residential,False,False,86.621,,30,"LINESTRING (3.0621612 36.7876412, 3.0620761 36.788073, 3.0620485 36.788174, 3.0620393 36.788249, 3.0620628 36.7883429, 3.0620928 36.7884058)",,,,
26026564,Rue Bouras Mohamed,residential,False,True,41.515,,30,"LINESTRING (3.0621612 36.7876412, 3.0622544 36.7875747, 3.0625763 36.7874837)",,,,
26026571,,residential,False,True,140.982,,30,"LINESTRING (3.0627471 36.7862268, 3.0626808 36.7865653, 3.0625602 36.7872903, 3.0625763 36.7874837)",,,,
"[82561328, 586943881]",,residential,True,False,100.44300000000001,2,30,"LINESTRING (3.0627471 36.7862268, 3.0627665 36.7860947, 3.0627871 36.7859552, 3.0628051 36.7858343, 3.0628091 36.7857483, 3.0628089 36.785698, 3.0628044 36.785634, 3.0627991 36.7855436, 3.0627992 36.7854626, 3.0627993 36.7853265)",,,,
231160539,Avenue du 1e Novembre,primary,True,False,81.293,2,30,"LINESTRING (3.0627993 36.7853265, 3.0627622 36.7852776, 3.0627032 36.7851676, 3.0627046 36.7851095, 3.0627151 36.7850768, 3.0627369 36.7850087, 3.0628673 36.7846309)",,,,
26026622,,residential,True,False,283.738,,30,"LINESTRING (3.0630763 36.7832633, 3.0629836 36.7832793, 3.0629619 36.7832851, 3.0629217 36.7832765, 3.0628973 36.7832508, 3.0623764 36.7816703, 3.0622188 36.7811976, 3.0621583 36.7810125, 3.0620776 36.7809714)",,,,
50999965,Rue d'Angkor,primary,True,False,226.24900000000002,2,60,"LINESTRING (3.0630763 36.7832633, 3.0628471 36.782518, 3.0627277 36.7821385, 3.0625085 36.7814342, 3.062489 36.7812851)",RN 11,,,
26026709,Rue Abdelghani Marsali,residential,False,False,57.749,,20,"LINESTRING (3.0620776 36.7809714, 3.0620659 36.7809455, 3.0619112 36.7806012, 3.0618585 36.7804826)",,,,
344910052,,residential,True,False,317.65199999999993,,30,"LINESTRING (3.0620776 36.7809714, 3.0620667 36.7810417, 3.0623748 36.7820241, 3.0627675 36.7832457, 3.0627758 36.783388, 3.0627814 36.7834803, 3.0627744 36.7837569)",,,,
26026709,Rue Abdelghani Marsali,residential,False,True,57.749,,20,"LINESTRING (3.0618585 36.7804826, 3.0619112 36.7806012, 3.0620659 36.7809455, 3.0620776 36.7809714)",,,,
26253071,Boulevard Hahad Abderezzak,residential,False,True,21.323,,,"LINESTRING (3.0584514 36.7872524, 3.0582613 36.7871358)",,,,
26253072,Boulevard Haddad Abderezzak,tertiary,True,False,12.933,,,"LINESTRING (3.0563228 36.7858616, 3.056204 36.7857947)",,,,
26253131,Boulevard Hahad Abderezzak,tertiary,False,False,179.999,,,"LINESTRING (3.0563228 36.7858616, 3.0578787 36.7868949)",,,,
26253131,Boulevard Hahad Abderezzak,tertiary,False,True,179.999,,,"LINESTRING (3.0578787 36.7868949, 3.0563228 36.7858616)",,,,
26253071,Boulevard Hahad Abderezzak,residential,False,False,43.351,,,"LINESTRING (3.0578787 36.7868949, 3.0580478 36.7869961, 3.0582613 36.7871358)",,,,
1022551934,Rampe Louni Arezki,tertiary,False,True,250.924,2,,"LINESTRING (3.0578787 36.7868949, 3.0579033 36.7869564, 3.0579099 36.787027, 3.0578893 36.7871014, 3.0578268 36.7871683, 3.0577374 36.7872254, 3.0576378 36.787255, 3.0575276 36.7872658, 3.0574101 36.7872461, 3.0563744 36.7869071, 3.0560831 36.7868008, 3.0559896 36.7867893, 3.0558993 36.7867939, 3.0558092 36.7868307, 3.0557499 36.786887, 3.0557218 36.7869518, 3.0557253 36.7870276)",,,,
26253111,,tertiary,True,False,12.740000000000002,,,"LINESTRING (3.0562604 36.7856485, 3.0562818 36.7856637, 3.0562969 36.7856832, 3.0563044 36.7857053, 3.0563038 36.7857282, 3.056295 36.78575)",,,roundabout,
26253155,Boulevard de la Victoire,tertiary,False,False,14.373,,,"LINESTRING (3.0562604 36.7856485, 3.0563 36.785556, 3.0563092 36.7855254)",,,,
26253171,شارع عبد الرزاق ححاد,tertiary,True,False,12.654,,,"LINESTRING (3.056295 36.78575, 3.0563228 36.7858616)",,,,
26253111,,tertiary,True,False,10.001,,,"LINESTRING (3.056295 36.78575, 3.0562792 36.7857686, 3.0562576 36.785783, 3.0562318 36.7857919, 3.056204 36.7857947)",,,roundabout,
26253111,,tertiary,True,False,10.915,,,"LINESTRING (3.056204 36.7857947, 3.0561715 36.7857899, 3.0561427 36.7857768, 3.0561209 36.7857569, 3.0561151 36.7857388)",,,roundabout,
26253127,نهج طالب محمد,secondary,True,False,15.433,,,"LINESTRING (3.0559859 36.7855926, 3.0561412 36.7856542)",,,,
