osmid,oneway,highway,reversed,length,geometry,ref,lanes
272257098,True,secondary,False,18.099,"LINESTRING (0.277369 36.1017544, 0.2772908 36.1016044)",,
385050960,False,secondary,True,32.744,"LINESTRING (0.277369 36.1017544, 0.2773426 36.1020481)",,
365212299,False,residential,True,116.85,"LINESTRING (0.2780421 36.1028411, 0.2780544 36.1029703, 0.2781283 36.1032189, 0.278239 36.1036664, 0.2783057 36.1038686)",,
365212319,False,residential,True,133.41,"LINESTRING (0.2780421 36.1028411, 0.2778821 36.1020903, 0.2773426 36.1020481)",CW 24,
186937823,False,primary,True,41.4,"LINESTRING (0.2744266 36.1048445, 0.2748723 36.1047499)",RN 11,2
764858699,False,residential,True,100.894,"LINESTRING (0.2744266 36.1048445, 0.2738401 36.1040707)",,
186937823,False,primary,False,50.854,"LINESTRING (0.2744266 36.1048445, 0.2741004 36.1049704, 0.2739067 36.1050235)",RN 11,2
385931261,False,residential,False,120.547,"LINESTRING (0.2744266 36.1048445, 0.2748221 36.1051902, 0.2748459 36.1052501, 0.2748013 36.1053197, 0.2744206 36.1056778)",,
186937823,False,primary,True,9.41,"LINESTRING (0.272589 36.1057024, 0.2726784 36.1056583)",RN 11,2
186937837,True,primary,False,28.338,"LINESTRING (0.272589 36.1057024, 0.2723231 36.1058395)",RN 11,
186937823,False,primary,False,25.979,"LINESTRING (0.2739067 36.1050235, 0.2736624 36.1051485)",RN 11,2
764858700,False,residential,True,92.829,"LINESTRING (0.2739067 36.1050235, 0.273341 36.1043249)",,
186937823,False,primary,True,50.854,"LINESTRING (0.2739067 36.1050235, 0.2741004 36.1049704, 0.2744266 36.1048445)",RN 11,2
186937837,True,primary,False,149.78000000000003,"LINESTRING (0.2688122 36.1078564, 0.2687478 36.1080081, 0.2686727 36.1081468, 0.2683228 36.1086804, 0.2682357 36.1088267, 0.2680881 36.108987, 0.2680331 36.1090401)",RN 11,
1013656901,False,residential,False,312.64199999999994,"LINESTRING (0.2688122 36.1078564, 0.2681002 36.1078179, 0.2680211 36.1077995, 0.2680036 36.1077648, 0.268009 36.1077215, 0.2680626 36.1076121, 0.2682772 36.1074474, 0.2683899 36.1073585, 0.2684355 36.1073022, 0.2684355 36.1072263, 0.2684516 36.1069728, 0.2684918 36.1068775, 0.2686313 36.1067929, 0.2688646 36.1066413, 0.2689666 36.1065286, 0.2690041 36.1063812, 0.2689541 36.1059501)",,
365212132,False,residential,False,264.488,"LINESTRING (0.2689541 36.1059501, 0.2696117 36.1036316)",,
492828814,False,residential,False,90.258,"LINESTRING (0.2689541 36.1059501, 0.2699415 36.1061)",,
492828814,False,residential,True,79.162,"LINESTRING (0.2689541 36.1059501, 0.2680881 36.1058186)",,
1013656901,False,residential,True,312.64200000000005,"LINESTRING (0.2689541 36.1059501, 0.2690041 36.1063812, 0.2689666 36.1065286, 0.2688646 36.1066413, 0.2686313 36.1067929, 0.2684918 36.1068775, 0.2684516 36.1069728, 0.2684355 36.1072263, 0.2684355 36.1073022, 0.2683899 36.1073585, 0.2682772 36.1074474, 0.2680626 36.1076121, 0.268009 36.1077215, 0.2680036 36.1077648, 0.2680211 36.1077995, 0.2681002 36.1078179, 0.2688122 36.1078564)",,
365212132,False,residential,True,264.488,"LINESTRING (0.2696117 36.1036316, 0.2689541 36.1059501)",,
365212200,False,residential,False,12.941,"LINESTRING (0.2696117 36.1036316, 0.2697471 36.1036713)",,
"[365212200, 365212133]",False,residential,"[False, True]",342.523,"LINESTRING (0.2696117 36.1036316, 0.2686948 36.1035371, 0.2680881 36.1058186)",,
492828814,False,residential,False,79.162,"LINESTRING (0.2680881 36.1058186, 0.2689541 36.1059501)",,
"[365212200, 365212133]",False,residential,"[False, True]",342.523,"LINESTRING (0.2680881 36.1058186, 0.2686948 36.1035371, 0.2696117 36.1036316)",,
365212134,False,residential,False,261.06,"LINESTRING (0.2699415 36.1061, 0.270539 36.1038024)",,
492828814,False,residential,False,57.323,"LINESTRING (0.2699415 36.1061, 0.2705686 36.1061952)",,
492828814,False,residential,True,90.258,"LINESTRING (0.2699415 36.1061, 0.2689541 36.1059501)",,
365212134,False,residential,False,72.839,"LINESTRING (0.270637 36.1034094, 0.2703779 36.1027887)",,
365212134,False,residential,True,44.578,"LINESTRING (0.270637 36.1034094, 0.270539 36.1038024)",,
