osmid,highway,oneway,reversed,length,geometry,ref,maxspeed
172734715,residential,False,False,13.198,"LINESTRING (2.4288556 36.4778483, 2.428708 36.4778467)",,
172734708,residential,False,False,59.282,"LINESTRING (2.4264897 36.4756488, 2.4265166 36.4751161)",,
172734708,residential,False,True,19.114,"LINESTRING (2.4264897 36.4756488, 2.4264589 36.4758189)",,
172734687,residential,False,True,103.07900000000001,"LINESTRING (2.4264897 36.4756488, 2.4260044 36.4756397, 2.4260154 36.4751031)",,
172734680,residential,False,False,57.298,"LINESTRING (2.4258578 36.4722907, 2.4263692 36.4726012)",,
172734680,residential,False,True,14.981,"LINESTRING (2.4258578 36.4722907, 2.425757 36.472255, 2.4257054 36.4722348)",,
172734710,residential,False,True,105.349,"LINESTRING (2.428708 36.4778467, 2.4287 36.4768993)",,
172734715,residential,False,False,27.738,"LINESTRING (2.428708 36.4778467, 2.4283978 36.4778434)",,
172734715,residential,False,True,13.198,"LINESTRING (2.428708 36.4778467, 2.4288556 36.4778483)",,
172734684,residential,False,False,71.189,"LINESTRING (2.4273857 36.4758273, 2.4281815 36.4758473)",,
172734684,residential,False,True,82.873,"LINESTRING (2.4273857 36.4758273, 2.4264589 36.4758189)",,
310226939,primary,False,False,196.547,"LINESTRING (2.4273857 36.4758273, 2.4274662 36.4740609)",RN 42A,60
310226939,primary,False,True,63.135,"LINESTRING (2.4273857 36.4758273, 2.4273536 36.4763945)",RN 42A,60
172734680,residential,False,False,55.537,"LINESTRING (2.4263692 36.4726012, 2.4269244 36.4728251)",,
172734680,residential,False,True,57.298,"LINESTRING (2.4263692 36.4726012, 2.4258578 36.4722907)",,
172734702,residential,False,False,34.684,"LINESTRING (2.4256802 36.4763346, 2.4256718 36.476304, 2.4256772 36.4762311, 2.4257228 36.4761638, 2.4257684 36.4761315, 2.4258463 36.4760785)",,
172734702,residential,False,True,120.468,"LINESTRING (2.4256802 36.4763346, 2.4257684 36.4766556, 2.4257925 36.4767574, 2.4257764 36.4774083)",,
172734730,residential,False,True,46.44,"LINESTRING (2.4256802 36.4763346, 2.4258938 36.4764427, 2.4260779 36.4765497, 2.4261005 36.4765761)",,
172734702,residential,False,False,419.96399999999994,"LINESTRING (2.4246365 36.4786398, 2.4239284 36.4771344, 2.423915 36.4770589, 2.4239311 36.4769748, 2.4239793 36.4769187, 2.4240839 36.4768777, 2.4242073 36.476854, 2.42432 36.4768583, 2.4244139 36.4768997, 2.4247062 36.4775161, 2.4250886 36.478368)",,
172734684,residential,False,True,71.189,"LINESTRING (2.4281815 36.4758473, 2.4273857 36.4758273)",,
