osmid,highway,oneway,reversed,length,maxspeed,geometry,lanes,ref
256465306,residential,False,True,19.562,,"LINESTRING (2.5112994 35.4416715, 2.5113103 35.4414958)",,
544371570,primary,True,False,73.139,,"LINESTRING (2.5112994 35.4416715, 2.5121045 35.4417206)",,
389074862,tertiary,True,False,9.859,40,"LINESTRING (2.5108528 35.4391425, 2.5109615 35.4391382)",,
1271190826,residential,False,False,8.422,,"LINESTRING (2.5108528 35.4391425, 2.5109222 35.4390921)",,
256465276,tertiary,True,False,50.093,40,"LINESTRING (2.5109314 35.4392343, 2.5104749 35.4394885)",,
256465277,tertiary,True,False,12.446,40,"LINESTRING (2.5109314 35.4392343, 2.5108528 35.4391425)",,
256465277,tertiary,True,False,117.533,40,"LINESTRING (2.5122285 35.4407463, 2.5114848 35.4398802)",,
256465310,tertiary,True,False,6.532,40,"LINESTRING (2.5122285 35.4407463, 2.512269 35.4406977)",,
1172261234,residential,False,True,43.587999999999994,,"LINESTRING (2.5122285 35.4407463, 2.5121256 35.4407638, 2.5117883 35.4408992)",,
256465277,tertiary,True,False,23.577,40,"LINESTRING (2.5121045 35.4417206, 2.5121229 35.4415091)",,
544371570,primary,True,False,9.19,,"LINESTRING (2.5121045 35.4417206, 2.5122057 35.4417264)",,
544371570,primary,True,False,239.50900000000001,,"LINESTRING (2.5122057 35.4417264, 2.5142411 35.4418424, 2.5148386 35.4419114)",,
256465311,tertiary,True,False,8.999,40,"LINESTRING (2.5123273 35.4407547, 2.5122285 35.4407463)",,
297298191,tertiary,True,False,85.301,40,"LINESTRING (2.5123273 35.4407547, 2.5122218 35.441517)",,
256465279,residential,False,True,8.932,,"LINESTRING (2.5149374 35.4370525, 2.5148554 35.4370971)",,
256465281,secondary,True,False,55.031,40,"LINESTRING (2.5149374 35.4370525, 2.5152756 35.4374636)",2,CW 137
1172261247,residential,False,False,54.047,,"LINESTRING (2.5149374 35.4370525, 2.5154346 35.4367839)",,
256465282,secondary,True,False,84.623,40,"LINESTRING (2.5125822 35.4343096, 2.5120648 35.433676)",2,CW 137
256465332,residential,False,False,7.572,,"LINESTRING (2.5125822 35.4343096, 2.5126478 35.4342674)",,
256465332,residential,False,True,55.688,,"LINESTRING (2.5125822 35.4343096, 2.5120635 35.4345783)",,
256465282,secondary,True,False,38.579,40,"LINESTRING (2.5136928 35.4356606, 2.5134539 35.4353734)",2,CW 137
409155767,tertiary,False,False,60.194,,"LINESTRING (2.5136928 35.4356606, 2.5131471 35.4359694)",,
409155767,tertiary,False,True,8.228,,"LINESTRING (2.5136928 35.4356606, 2.5137668 35.4356177)",,
256465279,residential,False,False,8.932,,"LINESTRING (2.5148554 35.4370971, 2.5149374 35.4370525)",,
256465279,residential,False,True,70.235,,"LINESTRING (2.5148554 35.4370971, 2.5142103 35.4374474)",,
256465282,secondary,True,False,68.803,40,"LINESTRING (2.5148554 35.4370971, 2.5144337 35.4365825)",2,CW 137
256465296,residential,False,False,74.819,,"LINESTRING (2.5104855 35.4414611, 2.5113103 35.4414958)",,
256465307,residential,False,True,19.557,,"LINESTRING (2.5104855 35.4414611, 2.5104789 35.4416369)",,
1172261185,residential,False,True,58.67,,"LINESTRING (2.5104855 35.4414611, 2.5104927 35.4409335)",,
256465277,tertiary,True,False,85.357,40,"LINESTRING (2.5121229 35.4415091, 2.5122285 35.4407463)",,
256465296,residential,False,False,9.002,,"LINESTRING (2.5121229 35.4415091, 2.5122218 35.441517)",,
256465296,residential,False,True,34.513,,"LINESTRING (2.5121229 35.4415091, 2.511742 35.4415029)",,
256465296,residential,False,False,43.546,,"LINESTRING (2.5122218 35.441517, 2.5127006 35.4415517)",,
256465296,residential,False,True,9.002,,"LINESTRING (2.5122218 35.441517, 2.5121229 35.4415091)",,
297298191,tertiary,True,False,23.33,40,"LINESTRING (2.5122218 35.441517, 2.5122057 35.4417264)",,
256465296,residential,False,False,59.738,,"LINESTRING (2.5148467 35.4417263, 2.5154779 35.4418818)",,
256465301,residential,False,False,20.595,,"LINESTRING (2.5148467 35.4417263, 2.5148386 35.4419114)",,
256465301,residential,False,True,40.314,,"LINESTRING (2.5148467 35.4417263, 2.5149277 35.4413698)",,
256465296,residential,False,True,110.423,,"LINESTRING (2.5148467 35.4417263, 2.5140802 35.4416461, 2.5136359 35.4416134)",,
256465296,residential,False,True,60.376,,"LINESTRING (2.5175798 35.4425478, 2.5169622 35.4423437)",,
1172260931,residential,False,True,116.50699999999999,,"LINESTRING (2.5175798 35.4425478, 2.5175911 35.4424392, 2.5175911 35.4424174, 2.5174892 35.4422994, 2.5171881 35.4419974, 2.5169041 35.4416914)",,
256465296,residential,False,False,60.376,,"LINESTRING (2.5169622 35.4423437, 2.5175798 35.4425478)",,
256465300,residential,False,False,72.723,,"LINESTRING (2.5169622 35.4423437, 2.5169041 35.4416914)",,
256465296,residential,False,True,143.947,,"LINESTRING (2.5169622 35.4423437, 2.5161371 35.44208, 2.5154779 35.4418818)",,
256465300,residential,False,True,72.723,,"LINESTRING (2.5169041 35.4416914, 2.5169622 35.4423437)",,
1172261109,residential,False,False,46.874,,"LINESTRING (2.5169041 35.4416914, 2.517333 35.4414556)",,
256465300,residential,False,False,72.114,,"LINESTRING (2.5169041 35.4416914, 2.5168379 35.4415151, 2.5165095 35.4411358)",,
1172260899,residential,False,False,101.562,,"LINESTRING (2.5169041 35.4416914, 2.5162387 35.4415342, 2.5160837 35.4415609, 2.51589 35.4415473, 2.5158316 35.4415084)",,
1172260931,residential,False,False,116.507,,"LINESTRING (2.5169041 35.4416914, 2.5171881 35.4419974, 2.5174892 35.4422994, 2.5175911 35.4424174, 2.5175911 35.4424392, 2.5175798 35.4425478)",,
256465301,residential,False,False,22.827,,"LINESTRING (2.5156317 35.4401221, 2.5154346 35.44025)",,
256465300,residential,False,False,129.475,,"LINESTRING (2.5156317 35.4401221, 2.5161908 35.439752, 2.5163229 35.4396717, 2.5167745 35.4394246)",,
256465300,residential,False,True,32.672,,"LINESTRING (2.5156317 35.4401221, 2.5157083 35.4402106, 2.5158396 35.4403622)",,
256465282,secondary,True,False,107.172,40,"LINESTRING (2.5167745 35.4394246, 2.5161149 35.4386245)",2,CW 137
