osmid,highway,access,junction,oneway,reversed,length,geometry,name
183238294,tertiary,yes,roundabout,True,False,14.110999999999999,"LINESTRING (4.5235552 36.4602362, 4.5235441 36.4602196, 4.5235407 36.460201, 4.5235429 36.4601888, 4.5235527 36.4601717, 4.523567 36.4601596, 4.5235878 36.4601509, 4.5236157 36.4601487)",
183381162,residential,,,False,True,67.389,"LINESTRING (4.5253354 36.4611183, 4.5254144 36.4605156)",
183459534,tertiary,,,False,False,180.329,"LINESTRING (4.5253354 36.4611183, 4.5249864 36.4610011, 4.5236401 36.4602504)",Avenue du 1er Novembre
183459534,tertiary,,,False,True,200.43,"LINESTRING (4.5253354 36.4611183, 4.5260346 36.4613043, 4.5261687 36.4613539, 4.5265308 36.4615179, 4.5267379 36.4616246, 4.5269975 36.4617616, 4.5273549 36.461877)",Avenue du 1er Novembre
183214323,tertiary,,,False,True,129.995,"LINESTRING (4.5288869 36.4621725, 4.5290848 36.4622221, 4.5295374 36.4623894, 4.529811 36.4625835, 4.5301088 36.4627777)",Avenue du 1er Novembre
183220444,tertiary,,,False,True,97.142,"LINESTRING (4.5288869 36.4621725, 4.5289636 36.4619602, 4.529066 36.4617065, 4.529242 36.4613476)",
183459534,tertiary,,,False,False,141.39299999999997,"LINESTRING (4.5288869 36.4621725, 4.528309 36.4621133, 4.5274051 36.4618932, 4.5273549 36.461877)",Avenue du 1er Novembre
183381158,tertiary,,,True,False,71.125,"LINESTRING (4.5326146 36.4635811, 4.5333965 36.463464)",Rue Si Larbi Touati
183347364,residential,,,False,False,50.655,"LINESTRING (4.5326146 36.4635811, 4.5328197 36.4634579, 4.5328309 36.4634198, 4.5328062 36.4633468, 4.5327391 36.4632232)",Rue Lahlou Saadi
183238294,tertiary,yes,roundabout,True,False,8.382,"LINESTRING (4.5236401 36.4602504, 4.5236178 36.4602563, 4.5235944 36.4602557, 4.5235726 36.4602488, 4.5235552 36.4602362)",
183459534,tertiary,,,False,True,180.329,"LINESTRING (4.5236401 36.4602504, 4.5249864 36.4610011, 4.5253354 36.4611183)",Avenue du 1er Novembre
