osmid,oneway,ref,highway,maxspeed,reversed,length,geometry,lanes,junction,name
325816782,False,,residential,,False,294.341,"LINESTRING (5.607733 35.5556728, 5.6076685 35.5558733, 5.607623 35.556006, 5.6076154 35.5562005, 5.6076306 35.5563486, 5.6076116 35.5564072, 5.6075699 35.5564751, 5.6075471 35.5565553, 5.6075964 35.5566263, 5.607733 35.5567652, 5.6078733 35.5568362, 5.6079833 35.556901, 5.6080592 35.5569874, 5.6080364 35.557046, 5.607934 35.5571293, 5.6079492 35.5572898, 5.6080232 35.5576586, 5.6079947 35.5577928, 5.6079568 35.5578684, 5.6078855 35.5580574)",,,
325816785,False,,residential,,True,295.271,"LINESTRING (5.607733 35.5556728, 5.6076154 35.5556913, 5.6074219 35.5557406, 5.6073082 35.5558085, 5.6071792 35.5561202, 5.6070237 35.556327, 5.606944 35.5564412, 5.6069668 35.5565276, 5.6070502 35.5566263, 5.6070426 35.5566695, 5.6070009 35.5567096, 5.6063864 35.5570676, 5.605806 35.557333, 5.6057226 35.5574256)",,,
325816779,False,,residential,,False,146.72799999999998,"LINESTRING (5.6102369 35.5564781, 5.6101162 35.5563624, 5.6099847 35.5562839, 5.6098399 35.556214, 5.6096146 35.5561049, 5.6094912 35.5560766, 5.6093249 35.5560133, 5.6092713 35.5559566, 5.6092632 35.555902, 5.6093061 35.5557929, 5.6093894 35.5556153)",,,
325816779,False,,residential,,True,71.872,"LINESTRING (5.6102369 35.5564781, 5.6103602 35.5565261, 5.6105373 35.556537, 5.6107116 35.5565719, 5.6108457 35.5565588, 5.6110049 35.5565216)",,,
699249686,False,,residential,,True,180.29600000000002,"LINESTRING (5.6102369 35.5564781, 5.6101953 35.5565575, 5.6101537 35.5566369, 5.6100933 35.556752, 5.6100933 35.5569047, 5.6099411 35.5572358, 5.6096828 35.55742, 5.6098456 35.5575496, 5.6099093 35.557541, 5.6102276 35.5576929)",,,
325816785,False,,residential,,False,295.271,"LINESTRING (5.6057226 35.5574256, 5.605806 35.557333, 5.6063864 35.5570676, 5.6070009 35.5567096, 5.6070426 35.5566695, 5.6070502 35.5566263, 5.6069668 35.5565276, 5.606944 35.5564412, 5.6070237 35.556327, 5.6071792 35.5561202, 5.6073082 35.5558085, 5.6074219 35.5557406, 5.6076154 35.5556913, 5.607733 35.5556728)",,,
325816782,False,,residential,,False,100.91,"LINESTRING (5.6078855 35.5580574, 5.6085288 35.5587988)",,,
325816782,False,,residential,,True,294.341,"LINESTRING (5.6078855 35.5580574, 5.6079568 35.5578684, 5.6079947 35.5577928, 5.6080232 35.5576586, 5.6079492 35.5572898, 5.607934 35.5571293, 5.6080364 35.557046, 5.6080592 35.5569874, 5.6079833 35.556901, 5.6078733 35.5568362, 5.607733 35.5567652, 5.6075964 35.5566263, 5.6075471 35.5565553, 5.6075699 35.5564751, 5.6076116 35.5564072, 5.6076306 35.5563486, 5.6076154 35.5562005, 5.607623 35.556006, 5.6076685 35.5558733, 5.607733 35.5556728)",,,
325816786,False,,residential,,False,132.39,"LINESTRING (5.6078855 35.5580574, 5.6074885 35.5582887, 5.6070701 35.5584196, 5.6066409 35.5586683)",,,
325816786,False,,residential,,True,132.39,"LINESTRING (5.6066409 35.5586683, 5.6070701 35.5584196, 5.6074885 35.5582887, 5.6078855 35.5580574)",,,
325816782,False,,residential,,True,100.91,"LINESTRING (5.6085288 35.5587988, 5.6078855 35.5580574)",,,
325383954,False,,residential,,False,39.76,"LINESTRING (5.6085288 35.5587988, 5.6083253 35.5589278, 5.6081748 35.5590104)",,,
325383954,False,,residential,,True,198.01,"LINESTRING (5.6085288 35.5587988, 5.6090855 35.5584459, 5.6098654 35.5578757, 5.6101123 35.5577151, 5.6102276 35.5576929)",,,
329184235,False,,residential,,False,17.041,"LINESTRING (5.6119349 35.5591808, 5.6120243 35.5591503, 5.6120904 35.5590989)",,,
329184255,True,,primary,,False,3.149,"LINESTRING (5.6122016 35.5508138, 5.6122122 35.55081, 5.6122236 35.5508083, 5.6122352 35.5508089)",,roundabout,
329184264,True,,residential,,False,11.203,"LINESTRING (5.6122352 35.5508089, 5.6123195 35.5507351)",,,
329184255,True,,primary,,False,4.726999999999999,"LINESTRING (5.6122352 35.5508089, 5.6122476 35.5508122, 5.6122584 35.5508182, 5.6122669 35.5508262, 5.6122724 35.5508359)",,roundabout,
329184255,True,,primary,,False,5.382,"LINESTRING (5.6122724 35.5508359, 5.6122745 35.5508479, 5.6122721 35.5508598, 5.6122652 35.5508706, 5.6122547 35.5508791)",,roundabout,
329184260,True,RN 78,primary,,False,9.84,"LINESTRING (5.6122547 35.5508791, 5.6121934 35.5509522)",,,
329184255,True,,primary,,False,6.632,"LINESTRING (5.6122547 35.5508791, 5.6122417 35.5508846, 5.6122272 35.5508866, 5.6122127 35.550885, 5.6121995 35.5508799, 5.6121887 35.5508718)",,roundabout,
329184256,True,RN 78,primary,80,False,23.272,"LINESTRING (5.6121786 35.550852, 5.6120308 35.5506807)",,,
329184255,True,,primary,,False,4.988,"LINESTRING (5.6121786 35.550852, 5.6121786 35.5508431, 5.612181 35.5508343, 5.6121859 35.5508262, 5.6121929 35.5508193, 5.6122016 35.5508138)",,roundabout,
329184258,True,RN 78,primary,80,False,8.95,"LINESTRING (5.6121934 35.5509522, 5.6121887 35.5508718)",,,
325382753,False,RN 78,primary,80,True,42.879999999999995,"LINESTRING (5.6121934 35.5509522, 5.6121873 35.5510264, 5.6121179 35.5513325)",,,
329184263,False,,residential,,True,25.923,"LINESTRING (5.6123195 35.5507351, 5.6124593 35.5505316)",,,
329184265,True,,residential,,False,11.991,"LINESTRING (5.6123195 35.5507351, 5.6122724 35.5508359)",,,
325803192,False,,secondary,,False,2.193,"LINESTRING (5.6156573 35.5507977, 5.6156784 35.550788)",,,
325803192,False,,secondary,,True,34.201,"LINESTRING (5.6156573 35.5507977, 5.6153312 35.5509533)",,,
329253776,False,,residential,,False,8.704,"LINESTRING (5.6156573 35.5507977, 5.615653 35.5507195)",,,
329254287,False,,residential,,False,67.694,"LINESTRING (5.6055823 35.552558, 5.6056206 35.5524956, 5.6056264 35.552324, 5.6055975 35.5521453, 5.6054649 35.5519924)",,,
329254290,False,,residential,,True,219.603,"LINESTRING (5.6055823 35.552558, 5.6057635 35.5527505, 5.6060965 35.5531578, 5.6062232 35.5533174, 5.6063785 35.5534537, 5.6066155 35.5535983, 5.6068198 35.553718, 5.6069771 35.5538227, 5.6071511 35.5540363)",,,
325810184,False,,unclassified,,False,57.686,"LINESTRING (5.6071511 35.5540363, 5.6072633 35.5539851, 5.6075814 35.5538321, 5.6077147 35.5537987)",,,
325810184,False,,unclassified,,True,103.435,"LINESTRING (5.6071511 35.5540363, 5.6069829 35.5541131, 5.6065007 35.5543245, 5.6061329 35.554458)",,,
329254290,False,,residential,,False,219.603,"LINESTRING (5.6071511 35.5540363, 5.6069771 35.5538227, 5.6068198 35.553718, 5.6066155 35.5535983, 5.6063785 35.5534537, 5.6062232 35.5533174, 5.6060965 35.5531578, 5.6057635 35.5527505, 5.6055823 35.552558)",,,
332342688,False,,residential,,True,142.116,"LINESTRING (5.6062142 35.5552798, 5.6073994 35.5552717, 5.6077851 35.5552672)",,,
"[332342689, 325810189]",False,,residential,,True,93.744,"LINESTRING (5.6062142 35.5552798, 5.6062169 35.5551884, 5.6062306 35.5550381, 5.6062169 35.5549157, 5.6061656 35.5547989, 5.6060972 35.554657, 5.6061041 35.5545735, 5.6061329 35.554458)",,,
325382753,False,RN 78,primary,80,False,36.797,"LINESTRING (5.6114509 35.5529126, 5.6116087 35.5526076)",,,
325382753,False,RN 78,primary,80,True,17.392,"LINESTRING (5.6114509 35.5529126, 5.6114173 35.5530666)",,,
332342691,False,,residential,,False,20.098,"LINESTRING (5.6114509 35.5529126, 5.6116678 35.5529517)",,,
325803192,False,,secondary,,False,43.742,"LINESTRING (5.6116678 35.5529517, 5.6120688 35.5527319)",,,
325803192,False,,secondary,,True,26.015,"LINESTRING (5.6116678 35.5529517, 5.6114173 35.5530666)",,,
332342691,False,,residential,,True,20.098,"LINESTRING (5.6116678 35.5529517, 5.6114509 35.5529126)",,,
325383954,False,,residential,,True,39.76,"LINESTRING (5.6081748 35.5590104, 5.6083253 35.5589278, 5.6085288 35.5587988)",,,
676298823,False,,residential,,False,104.759,"LINESTRING (5.6104434 35.5551748, 5.6115276 35.5555058)",,,
325382753,False,RN 78,primary,80,False,119.295,"LINESTRING (5.6104434 35.5551748, 5.61046 35.5551428, 5.6105713 35.5550039, 5.6106201 35.5549252, 5.6109205 35.5541801)",,,
325382753,False,RN 78,primary,80,True,59.128,"LINESTRING (5.6104434 35.5551748, 5.6103601 35.5553358, 5.6103043 35.555496, 5.6102773 35.5555936, 5.6102751 35.5556841)",,,
676298823,False,,residential,,True,104.759,"LINESTRING (5.6115276 35.5555058, 5.6104434 35.5551748)",,,
325383954,False,,residential,,False,198.01,"LINESTRING (5.6102276 35.5576929, 5.6101123 35.5577151, 5.6098654 35.5578757, 5.6090855 35.5584459, 5.6085288 35.5587988)",,,
"[325383624, 325383954]",False,,residential,,"[False, True]",96.965,"LINESTRING (5.6102276 35.5576929, 5.6106553 35.5576107, 5.6111848 35.5576163, 5.6112358 35.5576131, 5.611284 35.5575978)",,,
699249686,False,,residential,,False,180.296,"LINESTRING (5.6102276 35.5576929, 5.6099093 35.557541, 5.6098456 35.5575496, 5.6096828 35.55742, 5.6099411 35.5572358, 5.6100933 35.5569047, 5.6100933 35.556752, 5.6101537 35.5566369, 5.6101953 35.5565575, 5.6102369 35.5564781)",,,
840720434,False,,residential,,True,110.947,"LINESTRING (5.6160951 35.5516984, 5.6161326 35.5515794, 5.6161071 35.5514998, 5.6156784 35.550788)",,,
329253776,False,,residential,,True,8.704,"LINESTRING (5.615653 35.5507195, 5.6156573 35.5507977)",,,
