osmid,oneway,highway,reversed,length,name,maxspeed,geometry,lanes,ref,tunnel,junction
160404610,False,residential,True,41.366,rue Souidani Boudjemaa,,"LINESTRING (2.7665456 36.6357795, 2.7669836 36.6359014)",,,,
201849997,False,residential,True,89.709,rue frères mokrani شارع الاخوة مقراني,,"LINESTRING (2.7665456 36.6357795, 2.7672353 36.6351925)",,,,
201849997,False,residential,False,98.76599999999999,rue frères mokrani شارع الاخوة مقراني,,"LINESTRING (2.7665456 36.6357795, 2.7657756 36.6360569, 2.7655482 36.6361627)",,,,
129796890,False,residential,True,22.288,Rue Larbi-Ben-M’Hidi شارع العربي بن مهيدي - طريق وهران,,"LINESTRING (2.7709726 36.6392294, 2.7707559 36.6391297)",,,,
160404605,True,residential,False,108.577,Rue Mohamed Ould Turki طريق التوت شارع ولد تركي محمد,,"LINESTRING (2.7709726 36.6392294, 2.7703578 36.6400289, 2.7703336 36.6400604)",,,,
129796885,True,residential,False,43.524,Rue Larbi-Ben-M’Hidi شارع العربي بن مهيدي - طريق وهران,,"LINESTRING (2.7671967 36.6377052, 2.767642 36.637865)",,,,
160405248,True,secondary,False,67.609,,,"LINESTRING (2.7671967 36.6377052, 2.7674345 36.6371279)",,,,
129796890,False,residential,False,30.671,Rue Larbi-Ben-M’Hidi شارع العربي بن مهيدي - طريق وهران,,"LINESTRING (2.770011 36.6388398, 2.770318 36.6389639)",,,,
129796890,False,residential,True,49.113,Rue Larbi-Ben-M’Hidi شارع العربي بن مهيدي - طريق وهران,,"LINESTRING (2.770011 36.6388398, 2.7695189 36.6386419)",,,,
129796892,False,residential,False,105.42,,,"LINESTRING (2.770011 36.6388398, 2.7698623 36.6390691, 2.7695383 36.6397078)",,,,
160404602,False,residential,True,30.399,,,"LINESTRING (2.770011 36.6388398, 2.7701278 36.6386516, 2.7701871 36.6386101)",,,,
129796890,False,residential,False,45.551,Rue Larbi-Ben-M’Hidi شارع العربي بن مهيدي - طريق وهران,,"LINESTRING (2.7687407 36.6383183, 2.7691937 36.6385072)",,,,
172092545,True,primary,False,19.7,Rue de l'Indépendance شارع الاستقلال,30,"LINESTRING (2.7687407 36.6383183, 2.7686649 36.6384847)",,RN 69,,
89068409,False,secondary,False,32.193,,,"LINESTRING (2.7669581 36.6381514, 2.7667312 36.6379263)",,,,
201869814,False,secondary,False,34.625,,,"LINESTRING (2.7669581 36.6381514, 2.7671774 36.6384083)",,,,
160405248,True,secondary,False,37.678,,,"LINESTRING (2.7669581 36.6381514, 2.7670198 36.6380936, 2.7671321 36.6378468)",,,,
83803093,False,primary,False,19.45,Route d'Alger طريق الجزائر,50,"LINESTRING (2.7686552 36.6393494, 2.7688529 36.6394231)",,RN 69,,
83803093,False,primary,True,30.473999999999997,Route d'Alger طريق الجزائر,50,"LINESTRING (2.7686552 36.6393494, 2.7685897 36.6393215, 2.7685027 36.6392863, 2.7683564 36.6392169)",,RN 69,,
129796889,False,residential,True,105.262,,,"LINESTRING (2.7686552 36.6393494, 2.7689356 36.6389228, 2.7691937 36.6385072)",,,,
83803093,False,primary,False,74.501,Route d'Alger طريق الجزائر,50,"LINESTRING (2.7703336 36.6400604, 2.771077 36.6403655)",,RN 69,,
83803093,False,primary,True,42.908,Route d'Alger طريق الجزائر,50,"LINESTRING (2.7703336 36.6400604, 2.7703186 36.6400543, 2.7699142 36.6398716)",,RN 69,,
129796890,False,residential,False,32.654,Rue Larbi-Ben-M’Hidi شارع العربي بن مهيدي - طريق وهران,,"LINESTRING (2.7691937 36.6385072, 2.7695189 36.6386419)",,,,
129796890,False,residential,True,45.551,Rue Larbi-Ben-M’Hidi شارع العربي بن مهيدي - طريق وهران,,"LINESTRING (2.7691937 36.6385072, 2.7687407 36.6383183)",,,,
129796889,False,residential,False,105.262,,,"LINESTRING (2.7691937 36.6385072, 2.7689356 36.6389228, 2.7686552 36.6393494)",,,,
129796889,False,residential,True,119.364,,,"LINESTRING (2.7691937 36.6385072, 2.7694569 36.6380144, 2.7697325 36.6375247)",,,,
129796888,False,residential,False,103.866,,,"LINESTRING (2.7695189 36.6386419, 2.7690587 36.6394999)",,,,
129796890,False,residential,False,49.113,Rue Larbi-Ben-M’Hidi شارع العربي بن مهيدي - طريق وهران,,"LINESTRING (2.7695189 36.6386419, 2.770011 36.6388398)",,,,
129796890,False,residential,True,32.654,Rue Larbi-Ben-M’Hidi شارع العربي بن مهيدي - طريق وهران,,"LINESTRING (2.7695189 36.6386419, 2.7691937 36.6385072)",,,,
160405251,False,residential,True,131.475,,,"LINESTRING (2.7695189 36.6386419, 2.7697249 36.6382115, 2.7698729 36.6379337, 2.7700764 36.6375476)",,,,
129796890,False,residential,False,43.202,Rue Larbi-Ben-M’Hidi شارع العربي بن مهيدي - طريق وهران,,"LINESTRING (2.770318 36.6389639, 2.7707559 36.6391297)",,,,
129796890,False,residential,True,30.671,Rue Larbi-Ben-M’Hidi شارع العربي بن مهيدي - طريق وهران,,"LINESTRING (2.770318 36.6389639, 2.770011 36.6388398)",,,,
129796893,False,residential,False,107.264,,,"LINESTRING (2.770318 36.6389639, 2.7702619 36.6391165, 2.7700621 36.6395921, 2.7699142 36.6398716)",,,,
337421780,False,residential,True,41.038,,,"LINESTRING (2.770318 36.6389639, 2.770297 36.6389073, 2.7701871 36.6386101)",,,,
83803093,False,primary,True,38.166,Route d'Alger طريق الجزائر,50,"LINESTRING (2.7699142 36.6398716, 2.7695383 36.6397078)",,RN 69,,
83803093,False,primary,False,42.908,Route d'Alger طريق الجزائر,50,"LINESTRING (2.7699142 36.6398716, 2.7703186 36.6400543, 2.7703336 36.6400604)",,RN 69,,
129796893,False,residential,True,107.26400000000001,,,"LINESTRING (2.7699142 36.6398716, 2.7700621 36.6395921, 2.7702619 36.6391165, 2.770318 36.6389639)",,,,
337140728,True,residential,False,28.943,Rue Larbi-Ben-M’Hid شارع العربي بن مهيدي - طريق وهران,,"LINESTRING (2.7716771 36.6395339, 2.7713927 36.6394087)",,,,
337140730,False,residential,False,71.602,,,"LINESTRING (2.7716771 36.6395339, 2.7717873 36.6393915, 2.7719065 36.6392223, 2.7720795 36.6389769)",,,,
510022654,True,secondary,False,7.238,Rue Colonel Bouguerra,,"LINESTRING (2.7674345 36.6371279, 2.7674563 36.6370652)",,,,
513179134,False,secondary,False,35.792,,,"LINESTRING (2.7674345 36.6371279, 2.7670468 36.6370453)",,,,
83803093,False,primary,False,38.166,Route d'Alger طريق الجزائر,50,"LINESTRING (2.7695383 36.6397078, 2.7699142 36.6398716)",,RN 69,,
160405245,False,residential,True,12.4,,,"LINESTRING (2.7695383 36.6397078, 2.7695032 36.6398157)",,,,
83803093,False,primary,True,48.641999999999996,Route d'Alger طريق الجزائر,50,"LINESTRING (2.7695383 36.6397078, 2.7692402 36.639582, 2.7690587 36.6394999)",,RN 69,,
129796892,False,residential,True,105.42,,,"LINESTRING (2.7695383 36.6397078, 2.7698623 36.6390691, 2.770011 36.6388398)",,,,
83803093,False,primary,True,20.251,Route d'Alger طريق الجزائر,50,"LINESTRING (2.7690587 36.6394999, 2.7688529 36.6394231)",,RN 69,,
129796888,False,residential,True,103.866,,,"LINESTRING (2.7690587 36.6394999, 2.7695189 36.6386419)",,,,
83803093,False,primary,False,48.641999999999996,Route d'Alger طريق الجزائر,50,"LINESTRING (2.7690587 36.6394999, 2.7692402 36.639582, 2.7695383 36.6397078)",,RN 69,,
37283717,False,primary,False,48.751,Boulevard de la République,50,"LINESTRING (2.7699725 36.6353228, 2.770142 36.634906)",,RN 69,,
37283717,False,primary,True,58.207,Boulevard de la République,50,"LINESTRING (2.7699725 36.6353228, 2.7697546 36.6358162)",,RN 69,,
150145628,False,tertiary,True,41.206,,,"LINESTRING (2.7699725 36.6353228, 2.7695179 36.6352576)",,,,
150145742,False,residential,True,41.79,Rue Kisserli Djelloul شارع قيسارلي جلول,,"LINESTRING (2.7655482 36.6361627, 2.7651319 36.6363349)",,,,
703515559,False,residential,False,41.979,Rue Mostefa Ben Boulaïd شارع مصطفى بن بولعيد - طريق الملعب,30,"LINESTRING (2.7655482 36.6361627, 2.7657829 36.6364899)",,,,
201849997,False,residential,True,98.76599999999999,rue frères mokrani شارع الاخوة مقراني,,"LINESTRING (2.7655482 36.6361627, 2.7657756 36.6360569, 2.7665456 36.6357795)",,,,
202180323,False,residential,True,19.48,,,"LINESTRING (2.7655482 36.6361627, 2.7655405 36.636142, 2.765507 36.6360811, 2.765469 36.6359996)",,,,
305565963,True,secondary,False,61.734,شارع دحمان علي - طريق فوكة,50,"LINESTRING (2.7667737 36.6392489, 2.7661133 36.6394145)",,,,
701146997,False,residential,True,48.001,,,"LINESTRING (2.7667737 36.6392489, 2.7669732 36.6396498)",,,,
701146996,False,residential,True,16.225,Rue des Frères Mameri شارع الاخوة معمري,,"LINESTRING (2.7669732 36.6396498, 2.7669024 36.6397842)",,,,
701146997,False,residential,False,48.001,,,"LINESTRING (2.7669732 36.6396498, 2.7667737 36.6392489)",,,,
160410007,False,residential,True,70.737,,,"LINESTRING (2.7669732 36.6396498, 2.767055 36.6397434, 2.767242 36.6400657, 2.7673394 36.6402125)",,,,
160413095,True,residential,False,102.883,Rue des Frères Mameri شارع الاخوة معمري,,"LINESTRING (2.7669732 36.6396498, 2.76759 36.6391186, 2.7677496 36.638966)",,,,
337140730,False,residential,False,14.823,,,"LINESTRING (2.7723872 36.6385657, 2.772243 36.6384995)",,,,
337140730,False,residential,True,53.333,,,"LINESTRING (2.7723872 36.6385657, 2.7720795 36.6389769)",,,,
160413100,False,residential,False,30.674999999999997,Rue frères Aliane شارع الاخوة عليان,,"LINESTRING (2.7723872 36.6385657, 2.7724455 36.6384859, 2.7724535 36.6384749, 2.7725296 36.6383834, 2.7725501 36.6383667, 2.7725954 36.6383589)",,,,
160404616,True,secondary,False,19.978,,,"LINESTRING (2.7707557 36.6376127, 2.7705341 36.637587)",,,,
672383676,False,residential,False,81.547,,,"LINESTRING (2.7707557 36.6376127, 2.7708532 36.6372754, 2.7709195 36.6370459, 2.7709299 36.6370101, 2.7709622 36.6368983)",,,,
160404612,False,residential,True,10.568,,,"LINESTRING (2.7716697 36.636304, 2.7716863 36.6362099)",,,,
337378915,True,residential,False,91.12700000000001,,,"LINESTRING (2.7716697 36.636304, 2.7718391 36.6365919, 2.7720235 36.6370707)",,,,
160404609,False,residential,True,52.307,,,"LINESTRING (2.7716441 36.6382825, 2.7710642 36.6383515)",,,,
337140729,False,residential,False,5.056,Rue Mohamed Ould Turki طريق التوت شارع ولد تركي محمد,,"LINESTRING (2.7716441 36.6382825, 2.7716754 36.6382446)",,,,
160404605,True,residential,False,78.292,Rue Mohamed Ould Turki طريق التوت شارع ولد تركي محمد,,"LINESTRING (2.7716441 36.6382825, 2.7715605 36.6384004, 2.7714177 36.6386016, 2.77121 36.6388944)",,,,
337140729,False,residential,True,80.515,Rue Mohamed Ould Turki طريق التوت شارع ولد تركي محمد,,"LINESTRING (2.7721122 36.637611, 2.7716754 36.6382446)",,,,
700193003,False,residential,False,28.964,,,"LINESTRING (2.7721122 36.637611, 2.7722255 36.6373669)",,,,
701146999,False,residential,False,22.582,,,"LINESTRING (2.7721122 36.637611, 2.7719994 36.6374292)",,,,
337140729,False,residential,False,80.515,Rue Mohamed Ould Turki طريق التوت شارع ولد تركي محمد,,"LINESTRING (2.7716754 36.6382446, 2.7721122 36.637611)",,,,
337140729,False,residential,True,5.056,Rue Mohamed Ould Turki طريق التوت شارع ولد تركي محمد,,"LINESTRING (2.7716754 36.6382446, 2.7716441 36.6382825)",,,,
337140730,False,residential,True,58.041000000000004,,,"LINESTRING (2.7716754 36.6382446, 2.7717436 36.638273, 2.7719868 36.6383818, 2.772243 36.6384995)",,,,
160404602,False,residential,False,20.429,,,"LINESTRING (2.7702624 36.6384366, 2.7701871 36.6386101)",,,,
160404602,False,residential,True,72.164,,,"LINESTRING (2.7702624 36.6384366, 2.7710642 36.6383515)",,,,
172091981,False,residential,True,97.532,,,"LINESTRING (2.7702624 36.6384366, 2.7705341 36.637587)",,,,
37283717,False,primary,False,58.432,Boulevard de la République,50,"LINESTRING (2.7692707 36.6370238, 2.769293 36.6369355, 2.7693607 36.6367685, 2.7694614 36.6365216)",,RN 69,,
37283717,False,primary,True,38.093,Boulevard de la République,50,"LINESTRING (2.7692707 36.6370238, 2.7691635 36.6372752, 2.7691363 36.6373489)",,RN 69,,
160404603,True,residential,False,47.144999999999996,,,"LINESTRING (2.7692707 36.6370238, 2.7693965 36.6371009, 2.7696407 36.6372559, 2.7696847 36.6372871)",,,,
160413105,False,residential,True,50.36,Rue Safa شارع صافا,,"LINESTRING (2.7744871 36.6378147, 2.7742851 36.6382376)",,,,
392739524,False,secondary,False,44.893,Rue des frères Salah شارع الاخوة صالح - طريق المكسيك,,"LINESTRING (2.7744871 36.6378147, 2.7740451 36.6376218)",,,,
160404602,False,residential,False,72.164,,,"LINESTRING (2.7710642 36.6383515, 2.7702624 36.6384366)",,,,
160404609,False,residential,False,52.307,,,"LINESTRING (2.7710642 36.6383515, 2.7716441 36.6382825)",,,,
337378918,True,residential,False,79.982,Rue les frères Fersadou شارع الاخوة فرصادو,,"LINESTRING (2.7710642 36.6383515, 2.7711804 36.6380259, 2.7712094 36.6379202, 2.7712824 36.6376542)",,,,
701146996,False,residential,False,29.682,Rue des Frères Mameri شارع الاخوة معمري,,"LINESTRING (2.7667952 36.6400369, 2.7669024 36.6397842)",,,,
517614788,False,residential,False,81.29899999999999,,,"LINESTRING (2.7667952 36.6400369, 2.7666785 36.6400149, 2.765906 36.6398773)",,,,
701146996,False,residential,True,92.894,Rue des Frères Mameri شارع الاخوة معمري,,"LINESTRING (2.7667952 36.6400369, 2.7666664 36.6404347, 2.7665103 36.6408402)",,,,
129796889,False,residential,False,119.364,,,"LINESTRING (2.7697325 36.6375247, 2.7694569 36.6380144, 2.7691937 36.6385072)",,,,
160404616,True,secondary,False,53.096,,,"LINESTRING (2.7697325 36.6375247, 2.7692794 36.6374828, 2.7691846 36.6374709, 2.7691435 36.6374607)",,,,
160404616,True,secondary,False,6.303,,,"LINESTRING (2.7701466 36.6375539, 2.7700764 36.6375476)",,,,
160413099,False,residential,True,91.018,,,"LINESTRING (2.7701466 36.6375539, 2.7703163 36.6371589, 2.7704192 36.6369255, 2.7704736 36.6367787)",,,,
392739524,False,secondary,False,68.693,Rue des frères Salah شارع الاخوة صالح - طريق المكسيك,,"LINESTRING (2.7719994 36.6374292, 2.7712824 36.6376542)",,,,
459443745,False,residential,False,33.705,,,"LINESTRING (2.7719994 36.6374292, 2.7718711 36.6371441)",,,,
701146999,False,residential,True,22.582,,,"LINESTRING (2.7719994 36.6374292, 2.7721122 36.637611)",,,,
392739524,False,secondary,True,21.334000000000003,Rue des frères Salah شارع الاخوة صالح - طريق المكسيك,,"LINESTRING (2.7719994 36.6374292, 2.772114 36.6373994, 2.7722255 36.6373669)",,,,
1204787416,False,residential,False,7.577,Rue Mohamed Khemisti شارع محمد خميستي,,"LINESTRING (2.7686641 36.6373796, 2.7686888 36.6373144)",1,,,
510022656,True,secondary,False,113.227,,,"LINESTRING (2.7686641 36.6373796, 2.7680422 36.6372542, 2.7674345 36.6371279)",,,,
160405245,False,residential,False,12.4,,,"LINESTRING (2.7695032 36.6398157, 2.7695383 36.6397078)",,,,
160405245,False,residential,True,145.568,,,"LINESTRING (2.7695032 36.6398157, 2.7694068 36.6399472, 2.76917 36.6400893, 2.7690005 36.6402085, 2.768903 36.640277, 2.7688152 36.6403445, 2.7687655 36.6403886, 2.7687389 36.6404156, 2.7685708 36.6405362, 2.7684699 36.6406086, 2.7683222 36.6407061)",,,,
160405255,False,residential,False,142.76,,,"LINESTRING (2.7695032 36.6398157, 2.7695334 36.6400107, 2.7695498 36.6401894, 2.7695591 36.6403221, 2.7695122 36.6405875, 2.7695149 36.6407321, 2.7696259 36.6410836)",,,,
129796886,False,residential,False,50.005,,,"LINESTRING (2.7660547 36.6368164, 2.76555 36.6370119)",,,,
513178801,False,residential,True,47.398,,,"LINESTRING (2.7660547 36.6368164, 2.7665659 36.6369323)",,,,
703515559,False,residential,False,71.981,Rue Mostefa Ben Boulaïd شارع مصطفى بن بولعيد - طريق الملعب,30,"LINESTRING (2.7660547 36.6368164, 2.7664117 36.6373969)",,,,
703515559,False,residential,True,43.66,Rue Mostefa Ben Boulaïd شارع مصطفى بن بولعيد - طريق الملعب,30,"LINESTRING (2.7660547 36.6368164, 2.7657829 36.6364899)",,,,
160404616,True,secondary,False,26.284,,,"LINESTRING (2.7700764 36.6375476, 2.7697828 36.6375284)",,,,
160405251,False,residential,False,131.475,,,"LINESTRING (2.7700764 36.6375476, 2.7698729 36.6379337, 2.7697249 36.6382115, 2.7695189 36.6386419)",,,,
160405246,False,residential,True,123.661,,,"LINESTRING (2.7683222 36.6407061, 2.7696259 36.6410836)",,,,
160405245,False,residential,False,145.568,,,"LINESTRING (2.7683222 36.6407061, 2.7684699 36.6406086, 2.7685708 36.6405362, 2.7687389 36.6404156, 2.7687655 36.6403886, 2.7688152 36.6403445, 2.768903 36.640277, 2.7690005 36.6402085, 2.76917 36.6400893, 2.7694068 36.6399472, 2.7695032 36.6398157)",,,,
160405245,False,residential,True,57.789,,,"LINESTRING (2.7683222 36.6407061, 2.767983 36.6408114, 2.7677187 36.6408948)",,,,
160405246,False,residential,False,123.661,,,"LINESTRING (2.7696259 36.6410836, 2.7683222 36.6407061)",,,,
160405255,False,residential,True,142.76,,,"LINESTRING (2.7696259 36.6410836, 2.7695149 36.6407321, 2.7695122 36.6405875, 2.7695591 36.6403221, 2.7695498 36.6401894, 2.7695334 36.6400107, 2.7695032 36.6398157)",,,,
160413997,False,residential,True,49.307,,,"LINESTRING (2.7696259 36.6410836, 2.7696834 36.6412146, 2.7696951 36.641353, 2.7696656 36.6414364, 2.7696226 36.6415076)",,,,
129796885,True,residential,False,37.048,Rue Larbi-Ben-M’Hidi شارع العربي بن مهيدي - طريق وهران,,"LINESTRING (2.7683665 36.6381739, 2.7687407 36.6383183)",,,,
160405253,True,residential,False,92.231,Rue Mohamed Khemisti شارع محمد خميستي,,"LINESTRING (2.7683665 36.6381739, 2.7685396 36.6376996, 2.7686641 36.6373796)",1,,,
160405245,False,residential,True,35.763,,,"LINESTRING (2.7677187 36.6408948, 2.767424 36.6411128)",,,,
160410007,False,residential,False,46.843,,,"LINESTRING (2.7677187 36.6408948, 2.7675205 36.6405047)",,,,
160405245,False,residential,False,57.789,,,"LINESTRING (2.7677187 36.6408948, 2.767983 36.6408114, 2.7683222 36.6407061)",,,,
160410007,False,residential,True,69.217,,,"LINESTRING (2.7677187 36.6408948, 2.7679426 36.6410694, 2.7681068 36.6411578, 2.7683568 36.6412303)",,,,
160410007,False,residential,False,29.687,,,"LINESTRING (2.7674926 36.6404495, 2.7673394 36.6402125)",,,,
160410007,False,residential,True,6.624,,,"LINESTRING (2.7674926 36.6404495, 2.7675205 36.6405047)",,,,
172092054,False,residential,True,79.665,,,"LINESTRING (2.7674926 36.6404495, 2.7668986 36.6409844)",,,,
160413100,False,residential,False,33.089,Rue frères Aliane شارع الاخوة عليان,,"LINESTRING (2.7732747 36.6384166, 2.7736409 36.6384636)",,,,
160413101,False,residential,True,49.222,,,"LINESTRING (2.7732747 36.6384166, 2.773468 36.638002)",,,,
160413100,False,residential,True,60.956,Rue frères Aliane شارع الاخوة عليان,,"LINESTRING (2.7732747 36.6384166, 2.7729544 36.6383927, 2.7726276 36.638361, 2.7725954 36.6383589)",,,,
160413097,False,residential,False,52.105,,,"LINESTRING (2.768653 36.6355316, 2.7680958 36.6353914)",,,,
160413098,False,residential,False,58.961,,,"LINESTRING (2.768653 36.6355316, 2.769282 36.6356941)",,,,
160413098,False,residential,True,43.985,,,"LINESTRING (2.768653 36.6355316, 2.7688061 36.6351556)",,,,
337417083,False,residential,True,84.648,,,"LINESTRING (2.768653 36.6355316, 2.7683645 36.6362568)",,,,
160404612,False,residential,False,72.038,,,"LINESTRING (2.7719286 36.6353875, 2.7717877 36.6357918, 2.7717593 36.6358733, 2.7717273 36.6360144)",,,,
160413096,False,residential,False,49.993,,,"LINESTRING (2.7719286 36.6353875, 2.7720279 36.6350749, 2.7720861 36.6349568)",,,,
345769513,False,residential,True,89.578,,,"LINESTRING (2.7719286 36.6353875, 2.7711646 36.6353361, 2.7709454 36.6354089)",,,,
"[306610993, 702944860]",True,residential,False,117.448,,,"LINESTRING (2.7719286 36.6353875, 2.7720008 36.6353616, 2.7720343 36.635353, 2.7720678 36.6353493, 2.7725726 36.6353037, 2.772712 36.6352915, 2.7727359 36.6352893, 2.772768 36.6352868, 2.7727773 36.6352881, 2.7727852 36.6352908, 2.7727922 36.6352948, 2.7727973 36.6352991, 2.7728021 36.6353055, 2.7728045 36.635311, 2.7728057 36.6353191, 2.7728046 36.6353261, 2.772801 36.6353339, 2.7727938 36.6353415, 2.7727899 36.6353442, 2.772785 36.6353468, 2.7727783 36.6353491, 2.7727697 36.6353505, 2.7725738 36.6353643, 2.7724268 36.6353788)",,,,
160413099,False,residential,False,16.639,,,"LINESTRING (2.7705211 36.636634, 2.7704736 36.6367787)",,,,
"[172092011, 160413099]",False,residential,"[False, True]",183.426,,,"LINESTRING (2.7705211 36.636634, 2.770578 36.6364905, 2.7707035 36.6361114, 2.7707031 36.6360955, 2.7706975 36.6360843, 2.7702986 36.6359734, 2.7702297 36.6359978, 2.7699664 36.6366437)",,,,
672383677,False,residential,False,64.055,,,"LINESTRING (2.7705211 36.636634, 2.771021 36.6367458, 2.7709622 36.6368983)",,,,
160413101,False,residential,False,49.222,,,"LINESTRING (2.773468 36.638002, 2.7732747 36.6384166)",,,,
337434312,False,residential,True,15.529,,,"LINESTRING (2.773468 36.638002, 2.773529 36.6378712)",,,,
160413104,True,residential,False,128.547,Rue Zouaoui Ben Aouda شارع زواوي بن عودة,,"LINESTRING (2.773468 36.638002, 2.773283 36.6379486, 2.7727702 36.6378008, 2.7725392 36.6377342, 2.7721122 36.637611)",,,,
513178801,False,residential,False,47.398,,,"LINESTRING (2.7665659 36.6369323, 2.7660547 36.6368164)",,,,
513178801,False,residential,True,44.711,,,"LINESTRING (2.7665659 36.6369323, 2.7670468 36.6370453)",,,,
254923547,False,residential,False,65.218,,,"LINESTRING (2.7665659 36.6369323, 2.7667364 36.6365073, 2.7667899 36.636374)",,,,
160413100,False,residential,False,25.613,Rue frères Aliane شارع الاخوة عليان,,"LINESTRING (2.7741323 36.6385756, 2.7744038 36.6386504)",,,,
160413105,False,residential,False,39.98,Rue Safa شارع صافا,,"LINESTRING (2.7741323 36.6385756, 2.7742851 36.6382376)",,,,
160413100,False,residential,True,45.739999999999995,Rue frères Aliane شارع الاخوة عليان,,"LINESTRING (2.7741323 36.6385756, 2.773844 36.6384923, 2.7736409 36.6384636)",,,,
160413105,False,residential,True,141.337,Rue Safa شارع صافا,,"LINESTRING (2.7741323 36.6385756, 2.7738333 36.6391821, 2.7735324 36.6397519)",,,,
160413100,False,residential,True,29.887,Rue frères Aliane شارع الاخوة عليان,,"LINESTRING (2.7747192 36.6387409, 2.7744038 36.6386504)",,,,
172092103,False,residential,False,159.447,,,"LINESTRING (2.7747192 36.6387409, 2.7745889 36.6389612, 2.7742249 36.6394802, 2.7738718 36.6400029)",,,,
150145628,False,tertiary,False,41.206,,,"LINESTRING (2.7695179 36.6352576, 2.7699725 36.6353228)",,,,
150145628,False,tertiary,True,5.338,,,"LINESTRING (2.7695179 36.6352576, 2.769459 36.6352492)",,,,
160415381,False,residential,False,81.473,,,"LINESTRING (2.7695179 36.6352576, 2.7697952 36.6345595)",,,,
150145628,False,tertiary,False,30.927,,,"LINESTRING (2.7688061 36.6351556, 2.7691473 36.6352045)",,,,
150145628,False,tertiary,True,53.47,,,"LINESTRING (2.7688061 36.6351556, 2.7682179 36.6350637)",,,,
160413098,False,residential,False,43.985,,,"LINESTRING (2.7688061 36.6351556, 2.768653 36.6355316)",,,,
"[160415385, 160415387]",False,residential,True,190.807,,,"LINESTRING (2.7688061 36.6351556, 2.769021 36.6346145, 2.7693003 36.6339185, 2.7693724 36.6339738, 2.7694239 36.6341868, 2.7694929 36.6342931)",,,,
160413104,True,residential,False,77.47,Rue Zouaoui Ben Aouda شارع زواوي بن عودة,,"LINESTRING (2.7742851 36.6382376, 2.773468 36.638002)",,,,
160413105,False,residential,False,50.36,Rue Safa شارع صافا,,"LINESTRING (2.7742851 36.6382376, 2.7744871 36.6378147)",,,,
