osmid,ref,highway,oneway,reversed,length,geometry,lanes,name
316805044,CW 36,secondary,False,False,128.147,"LINESTRING (3.3699129 36.641123, 3.3703476 36.6400246)",,
316805044,CW 36,secondary,False,True,114.72,"LINESTRING (3.3699129 36.641123, 3.3696107 36.6421258)",,
718782669,,residential,False,False,17.597,"LINESTRING (3.3699129 36.641123, 3.3701085 36.6411433)",,
132627619,,tertiary,False,True,264.894,"LINESTRING (3.3699129 36.641123, 3.3684862 36.641328, 3.3670023 36.6415906)",,
43573220,RN 29,primary,False,False,40.433,"LINESTRING (3.3710862 36.6379035, 3.3715221 36.6380029)",1,RN 29
43573220,RN 29,primary,False,True,35.142,"LINESTRING (3.3710862 36.6379035, 3.3707118 36.6378054)",1,RN 29
316805044,CW 36,secondary,False,True,72.084,"LINESTRING (3.3710862 36.6379035, 3.3708699 36.6385281)",,
67600140,,residential,False,False,80.798,"LINESTRING (3.3739126 36.6357444, 3.3736765 36.6358736, 3.3736014 36.6359769, 3.3734641 36.6363382)",,
67600149,,residential,False,False,39.05,"LINESTRING (3.3734641 36.6363382, 3.3730343 36.636272)",,
67600149,,residential,False,True,40.751,"LINESTRING (3.3734641 36.6363382, 3.3739126 36.6364074)",,
67600140,,residential,False,True,80.798,"LINESTRING (3.3734641 36.6363382, 3.3736014 36.6359769, 3.3736765 36.6358736, 3.3739126 36.6357444)",,
67600141,,residential,False,False,73.466,"LINESTRING (3.3745778 36.634763, 3.3741164 36.6349954, 3.3738935 36.6351295)",,
67600142,,residential,False,False,28.949,"LINESTRING (3.3738935 36.6351295, 3.3737111 36.6349142)",,
67600142,,residential,False,True,25.276,"LINESTRING (3.3738935 36.6351295, 3.3740652 36.6353103)",,
67600141,,residential,False,False,152.028,"LINESTRING (3.3738935 36.6351295, 3.3734727 36.6354259, 3.3733976 36.6355723, 3.3732903 36.6358391, 3.3731615 36.6360458, 3.3730343 36.636272)",,
67600141,,residential,False,True,73.466,"LINESTRING (3.3738935 36.6351295, 3.3741164 36.6349954, 3.3745778 36.634763)",,
67600149,,residential,False,False,79.102,"LINESTRING (3.3730343 36.636272, 3.3721637 36.6361378)",,
67600149,,residential,False,True,39.05,"LINESTRING (3.3730343 36.636272, 3.3734641 36.6363382)",,
67600141,,residential,False,True,152.028,"LINESTRING (3.3730343 36.636272, 3.3731615 36.6360458, 3.3732903 36.6358391, 3.3733976 36.6355723, 3.3734727 36.6354259, 3.3738935 36.6351295)",,
67600142,,residential,False,True,28.949,"LINESTRING (3.3737111 36.6349142, 3.3738935 36.6351295)",,
67600148,,residential,False,False,159.651,"LINESTRING (3.3737111 36.6349142, 3.3725285 36.6357014, 3.3723161 36.6358113)",,
67600143,,residential,False,True,86.162,"LINESTRING (3.371383 36.6351983, 3.3713033 36.6350848, 3.3708184 36.6345709)",,
67600146,,residential,False,True,67.788,"LINESTRING (3.371383 36.6351983, 3.3714598 36.6351754, 3.3715522 36.6351418, 3.3716702 36.635116, 3.3719706 36.635116, 3.3721208 36.6350901)",,
43573220,RN 29,primary,False,True,40.433,"LINESTRING (3.3715221 36.6380029, 3.3710862 36.6379035)",1,RN 29
43573220,RN 29,primary,False,False,42.464999999999996,"LINESTRING (3.3715221 36.6380029, 3.3718229 36.6380394, 3.3719946 36.6380378)",1,RN 29
132627618,,residential,False,False,139.346,"LINESTRING (3.3718872 36.6367824, 3.3734107 36.6370579)",,
132627618,,residential,False,True,72.814,"LINESTRING (3.3718872 36.6367824, 3.3711037 36.6365993)",,
364295233,,secondary,True,False,139.569,"LINESTRING (3.3718872 36.6367824, 3.3715221 36.6380029)",,
67600149,,residential,False,True,79.102,"LINESTRING (3.3721637 36.6361378, 3.3730343 36.636272)",,
364295233,,secondary,True,False,75.804,"LINESTRING (3.3721637 36.6361378, 3.3718872 36.6367824)",,
67600148,,residential,False,False,83.057,"LINESTRING (3.3723161 36.6358113, 3.3714135 36.6356287)",,
364295233,,secondary,True,False,38.768,"LINESTRING (3.3723161 36.6358113, 3.3721637 36.6361378)",,
67600148,,residential,False,True,159.651,"LINESTRING (3.3723161 36.6358113, 3.3725285 36.6357014, 3.3737111 36.6349142)",,
67600147,,residential,False,False,37.42,"LINESTRING (3.3724489 36.6352997, 3.3721208 36.6350901)",,
364295233,,secondary,True,False,58.223,"LINESTRING (3.3724489 36.6352997, 3.3724322 36.635424, 3.3723702 36.6356594, 3.3723161 36.6358113)",,
67600145,,secondary,False,True,35.043,"LINESTRING (3.372314 36.6349438, 3.3723833 36.6346336)",,
67600146,,residential,False,False,24.17,"LINESTRING (3.372314 36.6349438, 3.3722389 36.6350299, 3.3721208 36.6350901)",,
364295233,,secondary,True,False,41.405,"LINESTRING (3.372314 36.6349438, 3.3723569 36.6350471, 3.372418 36.6351924, 3.3724489 36.6352997)",,
67600147,,residential,False,True,37.42,"LINESTRING (3.3721208 36.6350901, 3.3724489 36.6352997)",,
67600146,,residential,False,False,67.788,"LINESTRING (3.3721208 36.6350901, 3.3719706 36.635116, 3.3716702 36.635116, 3.3715522 36.6351418, 3.3714598 36.6351754, 3.371383 36.6351983)",,
67600146,,residential,False,True,24.17,"LINESTRING (3.3721208 36.6350901, 3.3722389 36.6350299, 3.372314 36.6349438)",,
67600148,,residential,False,True,83.057,"LINESTRING (3.3714135 36.6356287, 3.3723161 36.6358113)",,
132627617,,residential,True,False,54.322,"LINESTRING (3.3714135 36.6356287, 3.3713013 36.6355691, 3.3712922 36.6355501, 3.3712898 36.6355306, 3.371383 36.6351983)",,
43573220,RN 29,primary,False,False,35.142,"LINESTRING (3.3707118 36.6378054, 3.3710862 36.6379035)",1,RN 29
132627617,,residential,True,False,138.596,"LINESTRING (3.3707118 36.6378054, 3.3711037 36.6365993)",,
43573220,RN 29,primary,False,True,343.67900000000003,"LINESTRING (3.3707118 36.6378054, 3.3704818 36.6377467, 3.3703637 36.637695, 3.3702457 36.6376261, 3.370117 36.6375228, 3.3700204 36.6374109, 3.369956 36.6372646, 3.3698488 36.6369116, 3.3697737 36.6367997, 3.3696878 36.6366619, 3.3695483 36.6365672, 3.3693552 36.63655, 3.3691836 36.6365672, 3.3690119 36.6366533, 3.3685613 36.6369891, 3.3681227 36.6373343)",1,RN 29
67600149,,residential,False,False,40.751,"LINESTRING (3.3739126 36.6364074, 3.3734641 36.6363382)",,
43573220,RN 29,primary,False,False,68.25399999999999,"LINESTRING (3.3744883 36.6392107, 3.3748815 36.6392185, 3.375253 36.6392269)",1,RN 29
43573220,RN 29,primary,False,True,301.80099999999993,"LINESTRING (3.3744883 36.6392107, 3.3739889 36.6391436, 3.3737231 36.6390037, 3.3734886 36.6387887, 3.3733663 36.6385543, 3.3733034 36.638289, 3.3732176 36.6381169, 3.3731211 36.6380394, 3.3729494 36.6379619, 3.3727885 36.6379189, 3.3726168 36.6379189, 3.3723915 36.6379705, 3.3722091 36.6380222, 3.3719946 36.6380378)",1,RN 29
132627589,,residential,False,False,130.468,"LINESTRING (3.3675823 36.6346775, 3.3675607 36.6358507)",,
132627589,,residential,False,True,130.468,"LINESTRING (3.3675607 36.6358507, 3.3675823 36.6346775)",,
132627618,,residential,False,False,33.362,"LINESTRING (3.3675607 36.6358507, 3.367722 36.6358797, 3.3679235 36.635923)",,
132627618,,residential,False,True,137.36899999999997,"LINESTRING (3.3675607 36.6358507, 3.3673002 36.6357928, 3.3669761 36.6357354, 3.3667508 36.6356826, 3.3665429 36.6356062, 3.3662636 36.6355114, 3.3660972 36.6354809)",,
132627590,,residential,False,True,61.245,"LINESTRING (3.3660972 36.6354809, 3.3659536 36.6349423)",,
132627591,,residential,False,False,72.016,"LINESTRING (3.3660972 36.6354809, 3.3661267 36.6357396, 3.3662367 36.6361173)",,
132627618,,residential,False,False,137.369,"LINESTRING (3.3660972 36.6354809, 3.3662636 36.6355114, 3.3665429 36.6356062, 3.3667508 36.6356826, 3.3669761 36.6357354, 3.3673002 36.6357928, 3.3675607 36.6358507)",,
132627618,,residential,False,True,49.615,"LINESTRING (3.3660972 36.6354809, 3.3657432 36.6355211, 3.365546 36.6355394)",,
785024244,,residential,False,False,38.053,"LINESTRING (3.3665188 36.6371079, 3.3660935 36.6371333)",,
132627591,,residential,False,False,28.936,"LINESTRING (3.3665188 36.6371079, 3.3665149 36.6371598, 3.3665373 36.637199, 3.3666723 36.6373236)",,
132627591,,residential,False,True,74.164,"LINESTRING (3.3665188 36.6371079, 3.3665657 36.6370407, 3.3665611 36.636933, 3.3665479 36.6368566, 3.3664885 36.6367369, 3.3663577 36.6364814)",,
67600143,,residential,False,False,90.928,"LINESTRING (3.3702473 36.6338997, 3.3703115 36.6340312, 3.3704163 36.6341641, 3.3708184 36.6345709)",,
132627592,,residential,False,False,303.271,"LINESTRING (3.3702473 36.6338997, 3.3700419 36.6347076, 3.3698702 36.63525, 3.3704496 36.6353791, 3.3708184 36.6345709)",,
67600143,,residential,False,True,19.317999999999998,"LINESTRING (3.3702473 36.6338997, 3.3702101 36.633817, 3.3701763 36.6337356)",,
67600143,,residential,False,False,86.162,"LINESTRING (3.3708184 36.6345709, 3.3713033 36.6350848, 3.371383 36.6351983)",,
