osmid,highway,oneway,reversed,length,lanes,ref,maxspeed,bridge,geometry
313754903,residential,False,False,108.567,,,,,"LINESTRING (0.8652995 35.6486792, 0.8662229 35.6493039)"
313754903,residential,False,True,58.982,,,,,"LINESTRING (0.8652995 35.6486792, 0.8648588 35.6482879)"
313762870,primary,False,False,61.395,2,RN 23,80,,"LINESTRING (0.8652995 35.6486792, 0.8657817 35.6482902)"
313762870,primary,False,True,53.206,2,RN 23,80,,"LINESTRING (0.8652995 35.6486792, 0.8649224 35.6490467)"
313754445,residential,False,False,8.225,,,,,"LINESTRING (0.8622294 35.647482, 0.8622966 35.6474321)"
"[313762870, 313762869, 94746646]",primary,False,False,96.265,2,RN 23,80,yes,"LINESTRING (0.8622294 35.647482, 0.862376 35.6475592, 0.8625286 35.647658, 0.8628773 35.6479152, 0.863049 35.6480329)"
94746646,primary,False,True,49.553000000000004,2,RN 23,80,,"LINESTRING (0.8622294 35.647482, 0.8620201 35.6474048, 0.8617893 35.6473875, 0.8617026 35.6473845)"
94746646,primary,False,True,122.131,2,RN 23,80,,"LINESTRING (0.8613617 35.6474865, 0.8601373 35.6479517)"
313763297,residential,False,True,22.316,,,,,"LINESTRING (0.8613617 35.6474865, 0.8612563 35.647305)"
94746646,primary,False,False,33.066,2,RN 23,80,,"LINESTRING (0.8613617 35.6474865, 0.8615447 35.6474128, 0.8617026 35.6473845)"
313752327,tertiary,False,False,38.514,,,,,"LINESTRING (0.8646955 35.6492429, 0.864404 35.6494956)"
313762870,primary,False,False,29.938,2,RN 23,80,,"LINESTRING (0.8646955 35.6492429, 0.8649224 35.6490467)"
313762870,primary,False,True,62.616,2,RN 23,80,,"LINESTRING (0.8646955 35.6492429, 0.8641899 35.6488578)"
313752326,residential,False,False,64.184,,,,,"LINESTRING (0.8634814 35.6494603, 0.8640081 35.6498476)"
313753580,residential,False,False,92.664,,,,,"LINESTRING (0.8634814 35.6494603, 0.8641899 35.6488578)"
313753580,residential,False,True,35.033,,,,,"LINESTRING (0.8634814 35.6494603, 0.8631965 35.649674)"
313752326,residential,False,False,46.115,,,,,"LINESTRING (0.8660361 35.6513333, 0.8663287 35.6509935)"
313752326,residential,False,True,21.75,,,,,"LINESTRING (0.8660361 35.6513333, 0.8658557 35.6512038)"
313761721,residential,False,True,64.744,,,,,"LINESTRING (0.8660361 35.6513333, 0.8660082 35.6513611, 0.8655235 35.6517398)"
313752326,residential,False,True,46.115,,,,,"LINESTRING (0.8663287 35.6509935, 0.8660361 35.6513333)"
313752342,residential,False,False,22.748,,,,,"LINESTRING (0.8663287 35.6509935, 0.8665048 35.6511397)"
313752342,residential,False,True,41.005,,,,,"LINESTRING (0.8663287 35.6509935, 0.8660081 35.6507325)"
313752328,residential,False,False,72.513,,,,,"LINESTRING (0.8631442 35.6517276, 0.8637196 35.651273)"
313752328,residential,False,True,90.053,,,,,"LINESTRING (0.8631442 35.6517276, 0.8624542 35.652312)"
313752329,residential,False,False,40.107,,,,,"LINESTRING (0.8631442 35.6517276, 0.862824 35.6514778)"
313752329,residential,False,True,37.982,,,,,"LINESTRING (0.8631442 35.6517276, 0.8634474 35.6519642)"
313752328,residential,False,True,72.513,,,,,"LINESTRING (0.8637196 35.651273, 0.8631442 35.6517276)"
313761635,residential,False,True,44.704,,,,,"LINESTRING (0.8637196 35.651273, 0.8633654 35.6509923)"
313761635,residential,False,False,42.577999999999996,,,,,"LINESTRING (0.8637196 35.651273, 0.863834 35.6513587, 0.864066 35.6515326)"
313752329,residential,False,False,24.458,,,,,"LINESTRING (0.8647507 35.6529811, 0.8645554 35.6528288)"
313752329,residential,False,True,33.012,,,,,"LINESTRING (0.8611954 35.650297, 0.8614628 35.6504993)"
313752331,residential,False,False,97.24,,,,,"LINESTRING (0.8608963 35.6497363, 0.8616798 35.6503358)"
313752337,residential,False,False,43.236,,,,,"LINESTRING (0.8608963 35.6497363, 0.8612336 35.6494605)"
313752337,residential,False,True,62.474,,,,,"LINESTRING (0.8608963 35.6497363, 0.8604089 35.6501348)"
313761636,tertiary,False,False,26.158,,,,,"LINESTRING (0.8626559 35.6510453, 0.8624567 35.651216)"
313761636,tertiary,False,True,39.233,,,,,"LINESTRING (0.8626559 35.6510453, 0.8629547 35.6507893)"
313752331,residential,False,True,118.334,,,,,"LINESTRING (0.8626559 35.6510453, 0.861705 35.6503549, 0.8616798 35.6503358)"
313752331,residential,False,True,97.24,,,,,"LINESTRING (0.8616798 35.6503358, 0.8608963 35.6497363)"
313752332,residential,False,False,26.739,,,,,"LINESTRING (0.8616798 35.6503358, 0.8614628 35.6504993)"
313752331,residential,False,False,118.334,,,,,"LINESTRING (0.8616798 35.6503358, 0.861705 35.6503549, 0.8626559 35.6510453)"
313752332,residential,False,False,21.636,,,,,"LINESTRING (0.8605685 35.6510258, 0.8604017 35.6511654)"
313762393,residential,False,False,80.158,,,,,"LINESTRING (0.8605685 35.6510258, 0.8599712 35.6504928)"
