osmid,highway,oneway,reversed,length,geometry,lanes,ref,name,maxspeed,width
519763448,tertiary,False,False,98.284,"LINESTRING (2.8221953 36.5345918, 2.8211936 36.5342265)",,,,,
519763448,tertiary,False,True,53.237,"LINESTRING (2.8221953 36.5345918, 2.8225206 36.534739, 2.8227016 36.534843)",,,,,
1166068369,residential,False,True,142.73700000000002,"LINESTRING (2.8221953 36.5345918, 2.8223115 36.5343587, 2.8223048 36.5343296, 2.822278 36.5343005, 2.8222311 36.5342865, 2.8219011 36.5341895, 2.8218502 36.534169, 2.821826 36.5341194, 2.8218193 36.5340645, 2.8220309 36.5336049)",,,,,
117291352,secondary,False,True,360.923,"LINESTRING (2.8259767 36.5386804, 2.8250447 36.5418387)",2,CW 9,Rue des Frères Zedri,50,
305207573,tertiary,False,False,116.722,"LINESTRING (2.8259767 36.5386804, 2.8247057 36.5384374)",,,Rue Zedri Mahmoud,,
336982833,secondary,False,False,65.477,"LINESTRING (2.8259767 36.5386804, 2.8261528 36.5381088)",2,CW 9,Rue des Frères Zedri,50,
339418450,tertiary,False,True,47.615,"LINESTRING (2.8227508 36.53518, 2.8227305 36.5356079)",,,Rue Zedri Mahmoud,,
1166068371,residential,False,False,40.12,"LINESTRING (2.8227508 36.53518, 2.8231964 36.5352246)",,,,,
339418450,tertiary,False,False,37.779,"LINESTRING (2.8227508 36.53518, 2.8227334 36.5349873, 2.8227016 36.534843)",,,Rue Zedri Mahmoud,,
160473011,residential,False,False,38.697,"LINESTRING (2.8231476 36.5357017, 2.8227305 36.5356079)",,,,,
160473011,residential,False,True,42.465,"LINESTRING (2.8231476 36.5357017, 2.8235856 36.53585)",,,,,
1166068370,residential,False,True,53.23,"LINESTRING (2.8231476 36.5357017, 2.8231964 36.5352246)",,,,,
160473011,residential,False,True,38.697,"LINESTRING (2.8227305 36.5356079, 2.8231476 36.5357017)",,,,,
339418450,tertiary,False,False,47.615,"LINESTRING (2.8227305 36.5356079, 2.8227508 36.53518)",,,Rue Zedri Mahmoud,,
339418450,tertiary,False,True,40.42,"LINESTRING (2.8227305 36.5356079, 2.8226744 36.5359686)",,,Rue Zedri Mahmoud,,
117291352,secondary,False,False,360.923,"LINESTRING (2.8250447 36.5418387, 2.8259767 36.5386804)",2,CW 9,Rue des Frères Zedri,50,
160473512,residential,False,False,83.643,"LINESTRING (2.8250447 36.5418387, 2.8241621 36.5415877)",,,,,
160473507,residential,False,True,3.481,"LINESTRING (2.8215166 36.5417067, 2.8215174 36.5416754)",,,,,
339418790,residential,False,True,35.602000000000004,"LINESTRING (2.8215166 36.5417067, 2.8212279 36.5416583, 2.8211271 36.5416775)",,,,,
160473507,residential,False,False,19.144,"LINESTRING (2.8226746 36.5379397, 2.8226187 36.5381059)",,,,,
519763900,tertiary,False,False,26.552,"LINESTRING (2.8226746 36.5379397, 2.8224403 36.5377928)",,,Rue Zedri Mahmoud,,
519763900,tertiary,False,True,56.968,"LINESTRING (2.8226746 36.5379397, 2.8232851 36.5380876)",,,Rue Zedri Mahmoud,,
